query_id,query,target,rewritten_claims
tweet-sno-1240,this is a photo of the National Guard stationed in response to a Black Lives Matter protest at the Lincoln Memorial in June,The National Guard was deployed to protect the Lincoln Memorial during the Black Lives Matter protests in the spring of 2020.,"{
""rewritten_claims"": [
""Dis be a photo of da National Guard posted up 'cause of a Black Lives Matter protest at the Lincoln Memorial back in June."",
""Na photo of National Guard wey dey station for the Lincoln Memorial because Black Lives Matter protest wey happen for June."",
""This one a photo of the National Guard stationed due to Black Lives Matter protest at Lincoln Memorial in June.""
]
}"
tweet-sno-1241,"Anarchists, Agitators or Protestors who vandalize or damage our Federal Courthouse in Portland, or any Federal Buildings in any of our Cities or States, will be prosecuted under our recently re-enacted Statues & Monuments Act. MINIMUM TEN YEARS IN PRISON. Don’t do it! ","U.S. President Donald Trump once threatened that ""anarchists, agitators, or protestors"" who ""vandalize or damage any federal buildings will be prosecuted.""","{
  ""rewritten_claims"": [
    ""Anarchists, agitators, or protestors who mess up or damage our Federal Courthouse in Portland, or any Federal Buildings in any of our cities or states, gonna be prosecuted under our recently re-enacted Statues & Monuments Act. MINIMUM TEN YEARS IN PRISON. Don’t do it!"",
    ""If una be anarchists, agitators, or protestors wey go damage any of our Federal Courthouse for Portland, or any Federal Buildings for any of our cities or states, dem go prosecute una under our new Statues & Monuments Act. MINIMUM TEN YEARS FOR PRISON. No try am!"",
    ""Anarchists, agitators, or protestors who vandalize or damage our Federal Courthouse in Portland, or any Federal Buildings in any of our Cities or States, will kena prosecuted under our recently re-enacted Statues & Monuments Act. MINIMUM TEN YEARS IN PRISON. Don't do it lah!""
  ]
}"
tweet-sno-1242,JUST IN – _Pence has just unfollowedon Twitter,"U.S. Vice President Mike Pence unfollowed President Donald Trump following Jan. 6, 2021, riots in Washington, D.C.","{
  ""rewritten_claims"": [
    ""Looka here, Pence done unfollow Trump on Twitter, straight up!"",
    ""Una better hear am, Pence don comot Trump for Twitter."",
    ""Eh, Pence just unfollow Trump on Twitter already lah!""
  ]
}"
tweet-sno-1243,Scenes from DC right now. They’ve raised the confederate flag outside the Capitol.,A Confederate flag was spotted inside and outside the U.S. Capitol as a pro-Trump mob stormed the building.,"{
""rewritten_claims"": [
""Scenes from DC right now. They done raised the confederate flag outside the Capitol."",
""Scenes from DC right now. They don carry raise the confederate flag outside the Capitol."",
""Scenes from DC right now. They've raised the confederate flag outside Capitol.""
]
}"
tweet-sno-1244,That’s the confederate flag flying outside the Senate chamber,A Confederate flag was spotted inside and outside the U.S. Capitol as a pro-Trump mob stormed the building.,"{
  ""rewritten_claims"": [
    ""Dat's the Confederate flag flyin' outside the Senate chamber."",
    ""Na Confederate flag dey outside Senate chamber."",
    ""That’s the confederate flag flying outside the Senate chamber lah.""
  ]
}"
tweet-sno-1245,"A supporter of President Donald Trump carries a Confederate battle flag on the second floor of the U.S. Capitol near the entrance to the Senate after breaching security defenses, in Washington, January 6, 2021. Photo by Mike Theiler",A Confederate flag was spotted inside and outside the U.S. Capitol as a pro-Trump mob stormed the building.,"{
  ""rewritten_claims"": [
    ""A Trump supporter carryin' a Confederate flag up on the second floor of the U.S. Capitol near the Senate entrance after busting through security, in Washington, January 6, 2021. Photo by Mike Theiler."",
    ""Wahala dey, a Trump supporter dey waka with one Confederate flag for inside U.S. Capitol near Senate entrance after e break security barriers, for Washington, January 6, 2021. Photo by Mike Theiler."",
    ""Got a Trump supporter holding a Confederate flag on the second floor of the U.S. Capitol near the Senate entrance after breaking through security, in Washington, January 6, 2021. Photo by Mike Theiler.""
  ]
}"
tweet-sno-1246,They just put up a cross in front of the capitol building,"A video shows a cross being erected in front of the U.S. Capitol on Jan. 6, 2021.","{
""rewritten_claims"": [
""Dey just put up a cross in front of the capitol buildin'."",
""Dem just put up cross for front of the capitol building."",
""They just put up a cross in front of the Capitol building lah.""
]
}"
tweet-sno-1247,Here in Italy people started to share this figure claiming that this is the diagram of the 5G chip that has been inserted in the covid vaccine. In reality it is the electric circuit of a guitar pedal and I believe that putting it in the covid vaccine has been an excellent idea💡,An image represents a schematic for a 'COVID 5G Chip.',"{
""rewritten_claims"": [
""Around here in Italy, folks be sharin' this pic sayin' it's the diagram of the 5G chip that got put in the covid vaccine. But for real, it's just the electric circuit of a guitar pedal. I think puttin' it in the covid vaccine was real smart💡"",
""Here for na Italy people dey share this diagram talk say na 5G chip dem put for covid vaccine. But the truth be say na electric circuit for guitar pedal. I believe say to put am for covid vaccine na better idea💡"",
""Here in Italy, people started spreading this image saying it is the diagram of the 5G chip that has been implanted in the covid vaccine. Actually, it is the electric circuit of a guitar pedal. I think putting it in the covid vaccine was a brilliant idea💡""
]
}"
tweet-sno-1248,A view of fresh snow this morning from Juniper Hills Ca at 4500 ft. Located south of Pearblossom in the San Gabriel foothills. Photo shared by Scott Lezak. #cawx #SoCal #LAweather,"In December 2020, snow fell in the Los Angeles County area.","{
""rewritten_claims"": [
""A view of fresh snow dis mornin' from Juniper Hills, Ca at 4500 ft. Located south of Pearblossom in the San Gabriel foothills. Photo shared by Scott Lezak. #cawx #SoCal #LAweather"",
""A view of fresh snow this morning from Juniper Hills Ca at 4500 feet. Located south of Pearblossom in the San Gabriel foothills. Photo shared by Scott Lezak. #cawx #SoCal #LAweather"",
""A view of fresh snow this morning from Juniper Hills Ca at 4500 ft. Located south of Pearblossom in the San Gabriel foothills. Photo shared by Scott Lezak. #cawx #SoCal #LAweather lah""
]
}"
tweet-sno-1249,Around 1/2 inch of snow at the 3700 ft level in Pearblossom fell early this morning. Photo taken by Michaela Moffitt. Thanks Michaela and our NWS spotter Scott Lezak for forwarding the photo. #cawx #LAweather #LAsnow,"In December 2020, snow fell in the Los Angeles County area.","{
""rewritten_claims"": [
""‘Bout a half inch of snow fell down at the 3700 ft level in Pearblossom this mornin’. Photo taken by Michaela Moffitt. Appreciate ya, Michaela and our NWS spotter Scott Lezak for sendin' the photo in. #cawx #LAweather #LAsnow"",
""Like half inch of snow drop for the 3700 ft level for Pearblossom this early mornin’. Photo na Michaela Moffitt snap am. Thanks to Michaela and our NWS spotter Scott Lezak wey forward the photo. #cawx #LAweather #LAsnow"",
""About half inch of snow at the 3700 ft level in Pearblossom this morning. Photo taken by Michaela Moffitt. Thanks Michaela and our NWS spotter Scott Lezak for sending in the photo. #cawx #LAweather #LAsnow""
]
}"
tweet-sno-1250,"“Breaking News: In Pennsylvania there were 205,000 more votes than there were voters. This alone flips the state to President Trump.”","The state of Pennsylvania recorded ""205,000 votes more than they had voters"" in the 2020 U.S. election.","{
  ""rewritten_claims"": [
    ""Listen up, y'all: In Pennsylvania, they got 205,000 more votes than they got voters. This right here switches the state to President Trump."",
    ""Na big news oh, for Pennsylvania, dem get 205,000 votes wey pass the people wey vote. This one alone don turn the state to President Trump."",
    ""Eh, breaking news: In Pennsylvania, there were 205,000 extra votes compared to the number of voters. This one confirm flip the state to President Trump.""
  ]
}"
tweet-sno-1251,"When are we going to be allowed to do signature verification in Fulton County, Georgia? The process is going VERY slowly.Pennsylvania just found 205,000 votes more than they had voters. Therefore, we WIN Pennsylvania!!!","The state of Pennsylvania recorded ""205,000 votes more than they had voters"" in the 2020 U.S. election.","{
""rewritten_claims"": [
""Aye y'all, when we gon' get to do them signature checks in Fulton County, Georgia? This whole process movin' SLOW. Pennsylvania just found 205,000 votes more than they had folks. So we WIN Pennsylvania!!!"",
""Abeg, when dem go allow us verify signature for Fulton County, Georgia? Everything dey go very slow. Pennsylvania just find 205,000 votes wey pass the number of people wey dey dem state. Therefore, we don WIN Pennsylvania!!!"",
""When we going to be allowed to do signature verification in Fulton County, Georgia? The process moving VERY slow lah. Pennsylvania just found 205,000 votes more than they got voters leh. Therefore, we WIN Pennsylvania!!!""
]
}"
tweet-sno-1252,"YOU CANNOT be “cleared” for a gathering by a negative COVID test 1) Might be too early in course to detect virus 2) ~20% of tests are false negatives 3) You could become infected literally 0.1 seconds after your swab Sincerely, An increasingly desperate ER doctor",A negative COVID-19 test will “clear” people to go to holiday gatherings with their family and friends across the United States.,"{
  ""rewritten_claims"": [
    ""You cain't be 'cleared' for a gatherin' jus' 'cause you gots a negative COVID test. 1) Mights be too early to see the virus 2) 'bout 20% of tests be false negatives 3) You could catch it like right after your swab. Sincerely, A increasingly desperate ER doc."",
    ""You no fit get ‘cleared’ for gathering because you get negative COVID test. 1) E fit dey too early to detect virus 2) 'bout 20% of tests be false negatives 3) You fit catch am immediately after dem do your swab. Sincerely, One desperate ER doctor."",
    ""You cannot just get 'cleared' for social gathering because you got a negative COVID test. 1) It might be too early to detect the virus 2) Approximately 20% of tests are false negatives 3) You could get infected right after your swab. Sincerely, An increasingly desperate ER doctor.""
  ]
}"
tweet-sno-1253,"My family & I went tolast night. Great food. I used an old photo since we didn't take one last night. I'm glad this tweet has generated so much attention. I hope people support Gino and his team at. Small business is hurting, & they need our support",Former Wisconsin Gov. Scott Walker cropped and tweeted an old picture of pizza at a restaurant that he first tweeted 14 months earlier.,"{
  ""rewritten_claims"": [
    ""Me an' my folks went out last night. Had some bomb food. I used an old pic since we ain't take one last night. Happy this tweet gettin' mad attention. Hope folks show love to Gino an' his team. Small biz strugglin', they need our support."",
    ""Me and my family went out last night. The food was great. I used an old photo because we didn't take any last night. I'm glad this tweet is getting so much attention. I hope people support Gino and his team. Small businesses are suffering, and they need our support."",
    ""My family and I went out last night. Had awesome food. I used an old photo since we didn't take one last night. Glad this tweet got so much attention. Hope people support Gino and his team. Small businesses are hurting, and they need our support.""
  ]
}"
tweet-sno-1254,Did anyone go to a high school with a pool under the basketball court? The Bedford Falls High School gym always fascinated me. #ItsAWonderfulLife,"The swimming pool and retractable basketball court from ""It's a Wonderful Life"" are still used in the present day.","{
    ""rewritten_claims"": [
        ""Anybody eva' go to a high school with a pool unda the basketball court? Bedford Falls High School gym always fascinated me. #ItsAWonderfulLife"",
        ""Did anyone attend high school with a swimming pool under the basketball court? Bedford Falls High School gym always fascinated me. #ItsAWonderfulLife"",
        ""Got anyone who went to a high school with a pool under the basketball court? The Bedford Falls High School gym always fascinated me. #ItsAWonderfulLife""
    ]
}"
tweet-sno-1255,It's a wonderful life (east coast feed) about to show the pool under the basketball court that still is there at my high school. #Beverly,"The swimming pool and retractable basketball court from ""It's a Wonderful Life"" are still used in the present day.","{
  ""rewritten_claims"": [
    ""It's a wonderful life (east coast feed) 'bout to show that pool under the basketball court that still be at my high school. #Beverly"",
    ""It's a wonderful life (east coast feed) dey go show di pool under di basketball court wey still dey for my high school. #Beverly"",
    ""It's a wonderful life (east coast feed) going to show the pool under the basketball court still there at my high school. #Beverly""
  ]
}"
tweet-sno-1256,"Yes it's real. Yes, it's powered by Intel. And yes, it has a chicken warmer. 😅 #KFConsole #IntelGaming",Fast food chain KFC developed a video game console that also keeps chicken warm.,"{
""rewritten_claims"": [
""Nah, this ain't no cap. It's powered by Intel and it got a chicken warmer too. 😅 #KFConsole #IntelGaming"",
""Na true. E dey run on Intel and e get place to keep chicken warm. 😅 #KFConsole #IntelGaming"",
""La, it's genuine. Powered by Intel, plus can keep chicken warm. 😅 #KFConsole #IntelGaming""
]
}"
tweet-sno-1257,"Mayor Buttigieg says he’s a gay Christian. As a Christian I believe the Bible which defines homosexuality as sin, something to be repentant of, not something to be flaunted, praised or politicized. The Bible says marriage is between a man & a woman—not two men, not two women. 2/3","Evangelist Franklin Graham tweeted that Pete Buttigieg's homosexuality was ""something to be repentant of, not something to be flaunted.""","{
  ""rewritten_claims"": [
    ""Mayor Buttigieg say he a gay Christian. As a Christian, I believe da Bible which say homosexuality be a sin, somethin' to be sorry 'bout, not somethin' to be flexin', praisin', or politickin'. Da Bible say marriage be 'tween a man & a woman—not two dudes, not two chicks."",
    ""Mayor Buttigieg talk say im na gay Christian. As Christian, I dey believe Bible wey talk say homosexuality na sin, something wey person suppose beg for, and no be something wey person go dey show off, praise or politick with. Bible talk say marriage na between man and woman—not two men, not two women."",
    ""Mayor Buttigieg say he's a gay Christian. As a Christian, I believe in the Bible which states homosexuality as sin, something to be repentant of, not something to flaunt, praise or politicize. The Bible says marriage is between a man and a woman—not two men, not two women.""
  ]
}"
tweet-sno-1258,Kanye West $2M PPP loan. Joel Osteen $4M. Tom Brady $960K. Most Americans $600. #IAmVeryUpset,Joel Osteen's Lakewood Church in Texas received $4.4 million in coronavirus-economic-relief loans.,"{
  ""rewritten_claims"": [
    ""Kanye West got $2M PPP loan. Joel Osteen got $4M. Tom Brady got $960K. Most folks got $600. #IAmVeryUpset"",
    ""Kanye West collect $2M PPP loan. Joel Osteen collect $4M. Tom Brady collect $960K. Most people collect $600. #IAmVeryUpset"",
    ""Kanye West received $2M PPP loan. Joel Osteen got $4M. Tom Brady received $960K. Most Americans only got $600. #IAmVeryUpset""
  ]
}"
tweet-sno-1259,Vatican 'Darth Vader' nativity scene gets earthly thumbs down,The Vatican's Nativity display includes a statue of Darth Vader.,"{
  ""rewritten_claims"": [
    ""Vatican 'Darth Vader' nativity scene gettin' some side-eye"",
    ""The nativity scene wey Vatican do, e dey include Darth Vader inside"",
    ""The Vatican nativity display got a Darth Vader statue inside""
  ]
}"
tweet-sno-1260,"SIE strives to ensure a high level of customer satisfaction, and we will begin to offer a full refund for all gamers who have purchased Cyberpunk 2077 via PlayStation Store and want a refund. Please visit the following link to initiate the refund:.",PlayStation and Xbox announced that refunds would be available for customers who digitally purchased Cyberpunk 2077.,"{
  ""rewritten_claims"": [
    ""SIE tryna make sure everybody happy, so if you copped Cyberpunk 2077 from PlayStation Store and want ya money back, we gotchu. Hit up this link to get your refund:"",
    ""SIE dey try make sure say una dey satisfied well well, so we go begin give full refund for all di gamers wey don buy Cyberpunk 2077 from PlayStation Store and dem wan refund. Abeg visit dis link to start di refund:"",
    ""SIE making sure you all satisfied, lah. If you bought Cyberpunk 2077 from PlayStation Store and want refund, can get one full refund, okay? Go to this link to start refund process:""
  ]
}"
tweet-sno-1261,"Cyberpunk 2077: To ensure that every player can get the experience they expect on Xbox, we will be expanding our existing refund policy to offer full refunds to anyone who purchased Cyberpunk 2077 digitally from the Microsoft Store, until further notice.",PlayStation and Xbox announced that refunds would be available for customers who digitally purchased Cyberpunk 2077.,"{
""rewritten_claims"": [
""Cyberpunk 2077: To make sho' every player can get the experience they 'spect on Xbox, we gon' be expandin' our refund policy to offer full refunds to anybody who bought Cyberpunk 2077 digitally from the Microsoft Store, 'til further notice."",
""Cyberpunk 2077: To make sure say every player fit get the experience wey dem dey expect for Xbox, we go expand our refund policy to offer full refunds to anybody wey buy Cyberpunk 2077 digitally for Microsoft Store, until further notice."",
""Cyberpunk 2077: To make sure every player can get the experience they expect on Xbox, we will be expanding our refund policy to offer full refunds to anyone who purchased Cyberpunk 2077 digitally from the Microsoft Store, until further notice lah.""
]
}"
tweet-sno-1262,"This video is an extract from yesterday’s press conference, with Hayabusa2 Project Manager Yuichi Tsuda confirming samples from Ryugu in the capsule!",Japanese scientists confirmed that the asteroid explorer Hyabusu2 successfully collected and returned soil and gas samples from the asteroid Ryugu 190 million miles from Earth.,"{
  ""rewritten_claims"": [
    ""This here video be from yesterday’s press conference. Hayabusa2 Project Manager Yuichi Tsuda said they got samples from Ryugu in the capsule!"",
    ""Dis video na from yesterday press conference, with Hayabusa2 Project Manager Yuichi Tsuda confirming say dem collect samples from Ryugu for the capsule!"",
    ""This video is from yesterday's press conference, lah. Hayabusa2 Project Manager Yuichi Tsuda confirmed they got samples from Ryugu in the capsule!""
  ]
}"
tweet-sno-1263,"TEXAS ELECTORAL COLLEGE: ""The Justices went into a closed room…When Texas case was brought up he said he heard screaming through the walls as Justice Roberts and the other liberal Justices were insisting…afraid of what would happen if they did right thing…Moral cowardice""",Chief Justice John Roberts screamed at the other U.S. Supreme Court justices to dismiss a Texas voter fraud case in December 2020.,"{
    ""rewritten_claims"": [
        ""TEXAS ELECTORAL COLLEGE: 'Da Justices went into a closed room…When Texas case came up, he said he heard hollerin’ through da walls as Justice Roberts and da other liberal Justices were insistin’…scared of what gon happen if they did the right thing…Moral cowardice'"",
        ""TEXAS ELECTORAL COLLEGE: 'The Justices go enter closed room...When Texas case come up, he talk say he hear noise through the walls as Justice Roberts and other liberal Justices dey insist...fear wetin go happen if dem do the right thing...Moral cowardice'"",
        ""TEXAS ELECTORAL COLLEGE: 'The Justices went into one closed room…When the Texas case came up, he said he hear shouting through the walls as Justice Roberts and the other liberal Justices were insisting…scared of what will happen if they do the right thing…Moral cowardice'""
    ]
}"
tweet-sno-1264,"Yo, this seems like an intersection of some of your interests: a guy in my neighborhood built a mini-version of the Rosebud Motel in front of his house!","A man created a miniature Rosebud motel facade in a Seattle neighborhood, inspired by the setting of the popular comedy series “Schitt’s Creek.”","{
  ""rewritten_claims"": [
    ""Yo, dis seem like somefin' you might like: a guy 'round my hood built a lil' version of dat Rosebud Motel in front of his crib!"",
    ""Hello, this thing dey like something wey go interest you oh: one guy for my neighborhood build small version of Rosebud Motel for front of him house!"",
    ""Eh, this one like what you might be keen on: a guy in my neighbourhood made a mini Rosebud Motel right in front of his house, leh!""
  ]
}"
tweet-sno-1265,"Well look at that, Day-vahd [said in our best Moira Rose voice]! A resident in Seattle's Queen Anne neighborhood, has created a mini Rosebud Motel using the retaining wall outside his home, for fans of the award-winning show ""Schitt's Creek"" to visit.","A man created a miniature Rosebud motel facade in a Seattle neighborhood, inspired by the setting of the popular comedy series “Schitt’s Creek.”","{
  ""rewritten_claims"": [
    ""Well look at that, Day-vahd! Somebody in Seattle's Queen Anne 'hood done made a lil' Rosebud Motel usin' the wall outside they crib, so fans of that award-winnin' show 'Schitt's Creek' can come visit."",
    ""See dis oh! Person for Seattle's Queen Anne area don build small Rosebud Motel for the wall outside him house, for fans of that award-winning show 'Schitt's Creek' to come see."",
    ""Wah, see that, Day-vahd! Got one guy in Seattle's Queen Anne area who make small Rosebud Motel using the wall outside his house, for fans of the award-winning show 'Schitt's Creek' to come visit.""
  ]
}"
tweet-sno-1266,"Perhaps the biggest difference between 2016 and 2020 is, despite the fact that I went from 63,000,000 Votes to 75,000,000 Votes, a record 12,000,000 Vote increase. Obama went down 3,000,000 Votes, and won. Rigged Election!!!","President Trump's losing the election despite receiving millions more votes in 2020 than in 2016 is indicative of a ""rigged election.""","{
  ""rewritten_claims"": [
    ""Aight so, the biggest diff’ between 2016 and 2020 is, even though I went from 63 million votes to 75 million votes, a record 12 million vote increase. Obama went down 3 million votes, and won. Rigged Election!!!"",
    ""Wetin be the biggest difference between 2016 and 2020, na say even though I go from 63 million votes to 75 million votes, record 12 million vote jump. Obama votes reduce by 3 million, and him win. Rigged Election!!!"",
    ""The biggest difference between 2016 and 2020 is, even though I went from 63 million votes to 75 million votes, a record 12 million vote increase. Obama dropped 3 million votes, and still won. Rigged Election!!!""
  ]
}"
tweet-sno-1267,North Face denies order for jackets from the oil and gas industry. Their jackets have oil and gas products in them.,"The North Face refused to fulfill a clothing order to Innovex Downhole Solutions, a Houston-based oil and gas company, over concerns about the company’s environmental practices.","{
    ""rewritten_claims"": [
        ""North Face ain't take no order for no jackets from the oil and gas industry. They jackets got oil and gas stuff in 'em."",
        ""North Face no gree collect jacket order from oil and gas company. Their jackets get oil and gas products inside."",
        ""North Face don't want to take jacket order from the oil and gas industry. Their jackets contain oil and gas materials.""
    ]
}"
tweet-sno-1268,"Alex Jones at the pro-Trump march in Washington, DC: ""Joe Biden is a globalist, and Joe Biden will be removed, one way or another!""","Conspiracy theorist Alex Jones said President-elect Joe Biden will be ""removed"" from office ""one way or another.""","{
  ""rewritten_claims"": [
    ""Alex Jones at the pro-Trump march in Washington, DC: 'Joe Biden a globalist, and Joe Biden gon' be removed, one way or 'nother!'"",
    ""Alex Jones at the pro-Trump march in Washington, DC: 'Joe Biden na globalist, and Joe Biden go dey removed, one way or another!'"",
    ""Alex Jones at the pro-Trump march in Washington, DC: 'Joe Biden is a globalist, and Joe Biden will kenah removed, one way or another!'""
  ]
}"
tweet-sno-1269,Is the island in the Allstate commercial a real place? I want to live there,A real island was shown in an Allstate television advertisement in 2020.,"{
  ""rewritten_claims"": [
    ""Is dat island in the Allstate commercial a real place? I wanna live there"",
    ""That island wey dey inside the Allstate advert na real place? I wan go live there"",
    ""Is the island in the Allstate commercial a real place? I want to live there, lah""
  ]
}"
tweet-sno-1270,The small island with 2 lighthouses & the guy driving a classic Land Rover in the Allstate commercial – is it real? Where is it? Maine? New Brunswick?,A real island was shown in an Allstate television advertisement in 2020.,"{
  ""rewritten_claims"": [
    ""Dat lil' island wit two lighthouses an' da dude drivin' a classic Land Rover in da Allstate commercial – is it real? Where is it? Maine? New Brunswick?"",
    ""That small island with two lighthouses and the guy driving a classic Land Rover in the Allstate commercial – e be real? Where e dey? Maine? New Brunswick?"",
    ""The small island with two lighthouses and the guy driving a classic Land Rover in the Allstate commercial – is it real? Where is it? Maine? New Brunswick?""
  ]
}"
tweet-sno-1271,"BREAKING: Christmas Eve is now a federal holiday in 2020, according to an executive order signed Friday by President Trump.","On Dec. 11, 2020, U.S. President Donald Trump issued an executive order designating Christmas Eve 2020 as a federal holiday.","{
  ""rewritten_claims"": [
    ""Yo, did ya hear? Christmas Eve a federal holiday now in 2020, 'cause Trump signed an executive order on Friday."",
    ""Wahala dey o! Christmas Eve don turn federal holiday for 2020, as President Trump sign executive order for Friday."",
    ""Wah, you hear or not? Christmas Eve now federal holiday in 2020, Trump sign executive order on Friday leh.""
  ]
}"
tweet-sno-1272,"Sister Act 3 is in development! 🎤returns to star and produce, withas producer as well. Sister Act 3 will premiere on.","In December 2020, Disney announced that “Sister Act 3” was in production, with Whoopi Goldberg reviving her role of Deloris Van Cartier nearly 30 years later.","{
""rewritten_claims"": [
""Sistah Act 3 in the works! 🎤 comin' back to star an' produce, wit as producer too. Sistah Act 3 gon' drop soon."",
""Sister Act 3 don dey cook o! 🎤 dey return as star and producer, and dey join hand as producer too. Sister Act 3 go show for screen soon."",
""Sister Act 3 got in production lah! 🎤 coming back to star and produce, also as producer too. Sister Act 3 will be out soon one.""
]
}"
tweet-sno-1273,"Coming exclusively tois Hocus Pocus 2, the spooky sequel to the 1993 Halloween classic!is set to direct.","Disney announced a sequel to ""Hocus Pocus.""","{
  ""rewritten_claims"": [
    ""Coming exclusively to Disney, Hocus Pocus 2, the spooky sequel to the 1993 Halloween classic!"",
    ""Wahala dey! Disney don announce Hocus Pocus 2, the spooky sequel to the 1993 Halloween classic!"",
    ""Coming exclusively to Disney, lah! Hocus Pocus 2, the spooky sequel to the 1993 Halloween classic!""
  ]
}"
tweet-sno-1274,"A shopping center owner is suing a Chick-fil-A restaurant, claiming that the restaurant’s drive-thru has become so popular that cars backflow into the center’s aisles. Stay updated on Toledo-area news by downloading #BladeNewsSlide 📲",A man sued the Chick-fil-A chain because of its restaurants' long drive-thru lines.,"{
  ""rewritten_claims"": [
    ""Dis shopping center owner dey sue Chick-fil-A, sayin' dat de drive-thru too pop'lar and cars be backin' up into de aisles. Stay woke on Toledo news by downloadin' #BladeNewsSlide 📲"",
    ""Oga wey get dis shopping center dey sue Chick-fil-A, talk say deir drive-thru don too much, cars dey cause wahala for de center aisles. Make sure you de follow Toledo news, download #BladeNewsSlide 📲"",
    ""The shopping mall boss is suing Chick-fil-A, saying that their drive-thru so popular until cars jam up in the center’s lanes. Keep up with Toledo news by downloading #BladeNewsSlide 📲""
  ]
}"
tweet-sno-1275,Costco loses an estimated $30 to $40 million a year by sticking to their $4.99 price for rotisserie chicken. They'd rather keep members happy and foot traffic high.,Costco loses an estimated $30 to $40 million a year by keeping rotisserie chickens at $4.99 each. But the company would rather keep members happy and foot traffic high.,"{
""rewritten_claims"": [
""Costco be losin' 'bout $30 to $40 mil' a year keepin' dey rotisserie chicken price at $4.99. They more 'bout keepin' members happy an' foot traffic high tho."",
""Costco dey lose like $30 to $40 million every year by maintain say $4.99 for rotisserie chicken. But dem wan make sure members dey happy and people dey waka enter the store well well."",
""Costco lose about $30 to $40 million yearly by keeping rotisserie chicken at $4.99. But they rather keep members happy and steady foot traffic.""
]
}"
tweet-sno-1276,"No Presidential candidate ever came even close to losing an Election who won Iowa, Florida and Ohio. I won all three, by a lot!","Donald Trump was the first candidate to lose a presidential election despite winning in Ohio, Florida, and Iowa.","{
  ""rewritten_claims"": [
    ""Ain't no Presidential candidate ever come close to losin' an Election who won Iowa, Florida, and Ohio. I won all three, by a lot!"",
    ""No Presidential candidate don ever come near to losing Election wey win Iowa, Florida, and Ohio. I win all three well well!"",
    ""No Presidential candidate ever kena near to losing Election who win Iowa, Florida, and Ohio. I win all three, by a lot!""
  ]
}"
tweet-sno-1277,NEW YORKERS: Today I learned the design for these radiators came about during the Spanish flu pandemic of 1918. Engineers wanted to keep an apartment warm while ventilating the space from airborne illnesses because THEY WERE MEANT TO BE KEPT ON WITH THE WINDOWS FULLY OPEN (!!!!),Some steam radiators built in older apartment buildings in cities like New York were designed to keep dwellings warm with windows open due to the 1918 pandemic.,"{
""rewritten_claims"": [
""Ay yo, New Yorkers: I heard that these radiators was designed back in the Spanish flu pandemic of 1918. Engineers wanted apartments to stay warm while letting fresh air in 'cause they was meant to be on with the windows all the way open!"",
""E fit shock you, New Yorkers: Dem radiators dem design am during di Spanish flu pandemic of 1918. Engineers wan make apartment dey warm and still get ventilation from airborne sickness, na why dem design am make e dey on with windows open well-well!"",
""Eh New Yorkers, today I found out that these radiators were created during the Spanish flu pandemic in 1918. Engineers wanted to keep the apartment warm while ventilating the space from airborne illnesses, so they were meant to be kept on with windows fully open!""
]
}"
tweet-sno-1278, very disappointed with today's bacon egg Mc Muffin!! No proper egg and it was still frozen cold!!,McDonald's breakfast menu items use frozen eggs.,"{
  ""rewritten_claims"": [
    ""I'm real disappointed with today's bacon egg Mc Muffin!! Ain't no proper egg and it was still frozen cold!!"",
    ""I dey vex for today's bacon egg Mc Muffin!! No better egg dey there and e still freeze!!"",
    ""Wah, today bacon egg Mc Muffin very disappointing!! No proper egg and still so cold!!""
  ]
}"
tweet-sno-1279,Rep. Louie Gohmert’s tooth just fell out at his press conference.,A video shows U.S. Rep. Louie Gohmert's tooth falling out during a live news conference.,"{
  ""rewritten_claims"": [
    ""Rep. Louie Gohmert’s tooth jus' fall out at his press conference."",
    ""Rep. Louie Gohmert tooth don fall out for him press conference."",
    ""Rep. Louie Gohmert's tooth just dropped during his press conference.""
  ]
}"
tweet-sno-1280,"Joe Biden is asked about his disagreements with Kamala Harris on certain issues: ""Like I told Barack, if I reach something where there's a fundamental disagreement we have based on a moral principle, I'll develop some disease and say I have to resign.""","Regarding what he would do if he disagreed with Vice President-elect Kamala Harris, U.S. President-elect Joe Biden said: “Like I told Barack, if I reach something where there’s a fundamental disagreement we have based on a moral principle, I’ll develop some disease and say I have to resign.""","{
    ""rewritten_claims"": [
        ""Joe Biden say if him an Kamala Harris get big moral disagreement, he go catch disease and say he wan resign, like he tell Barack."",
        ""Joe Biden talk say if e and Kamala Harris get moral disagreement wey big well well, e go pretend say e get one kind sickness and comot for office, like e tell Barack."",
        ""Joe Biden say if he and Kamala Harris get strong moral disagreement, he will develop some illness and say he need to step down, just like he told Barack.""
    ]
}"
tweet-sno-1281,The time Indiana Jones caused an avalanche with his saxophone.,"Indiana Jones, portrayed by Harrison Ford, once defeated a group of villains by playing a saxophone.","{
  ""rewritten_claims"": [
    ""The time Indiana Jones made an avalanche happen wit' his saxophone."",
    ""The time Indiana Jones dey use saxophone cause avalanche."",
    ""That time Indiana Jones cause avalanche with his saxophone.""
  ]
}"
