query_id,original_claim,edited_claim,verifier_scores
tweet-sno-1249,Around 1/2 inch of snow at the 3700 ft level in Pearblossom fell early this morning. Photo taken by Michaela Moffitt. Thanks Michaela and our NWS spotter Scott Lezak for forwarding the photo. #cawx #LAweather #LAsnow,Nearly 1 inch of snow at the 3700 ft level in Pearblossom fell early this morning. Photo taken by Michaela Moffitt. Thanks Michaela and our NWS spotter Scott Lezak for forwarding the photo. #cawx #LAweather #LAsnow,"{""label"": ""LABEL_1"", ""score"": 0.9993570446968079}"
tweet-sno-1249,Around 1/2 inch of snow at the 3700 ft level in Pearblossom fell early this morning. Photo taken by Michaela Moffitt. Thanks Michaela and our NWS spotter Scott Lezak for forwarding the photo. #cawx #LAweather #LAsnow,Roughly 1/4 inch of snow at the 3700 ft level in Pearblossom fell early this morning. Photo taken by Michaela Moffitt. Thanks Michaela and our NWS spotter Scott Lezak for forwarding the photo. #cawx #LAweather #LAsnow,"{""label"": ""LABEL_1"", ""score"": 0.9993638396263123}"
tweet-sno-1250,"“Breaking News: In Pennsylvania there were 205,000 more votes than there were voters. This alone flips the state to President Trump.”","“Hot Update: In Pennsylvania there were 205,000 more votes than there were voters. This alone flips the state to President Trump.”","{""label"": ""LABEL_1"", ""score"": 0.9994994401931763}"
tweet-sno-1250,"“Breaking News: In Pennsylvania there were 205,000 more votes than there were voters. This alone flips the state to President Trump.”","“Latest Report: In Pennsylvania there were 205,000 more votes than there were voters. This alone flips the state to President Trump.”","{""label"": ""LABEL_1"", ""score"": 0.999500036239624}"
tweet-sno-1250,"“Breaking News: In Pennsylvania there were 205,000 more votes than there were voters. This alone flips the state to President Trump.”","“Urgent Bulletin: In Pennsylvania there were 205,000 more votes than there were voters. This alone flips the state to President Trump.”","{""label"": ""LABEL_1"", ""score"": 0.9995031356811523}"
tweet-sno-1251,"When are we going to be allowed to do signature verification in Fulton County, Georgia? The process is going VERY slowly.Pennsylvania just found 205,000 votes more than they had voters. Therefore, we WIN Pennsylvania!!!","When are we going to be allowed to do signature verification in Maricopa County, Georgia? The process is going VERY slowly.Pennsylvania just found 205,000 votes more than they had voters. Therefore, we WIN Pennsylvania!!!","{""label"": ""LABEL_1"", ""score"": 0.9994852542877197}"
tweet-sno-1251,"When are we going to be allowed to do signature verification in Fulton County, Georgia? The process is going VERY slowly.Pennsylvania just found 205,000 votes more than they had voters. Therefore, we WIN Pennsylvania!!!","When are we going to be allowed to do signature verification in Clark County, Georgia? The process is going VERY slowly.Pennsylvania just found 205,000 votes more than they had voters. Therefore, we WIN Pennsylvania!!!","{""label"": ""LABEL_1"", ""score"": 0.9994809031486511}"
tweet-sno-1251,"When are we going to be allowed to do signature verification in Fulton County, Georgia? The process is going VERY slowly.Pennsylvania just found 205,000 votes more than they had voters. Therefore, we WIN Pennsylvania!!!","When are we going to be allowed to do signature verification in Wayne County, Georgia? The process is going VERY slowly.Pennsylvania just found 205,000 votes more than they had voters. Therefore, we WIN Pennsylvania!!!","{""label"": ""LABEL_1"", ""score"": 0.9994841814041138}"
tweet-sno-1252,"YOU CANNOT be “cleared” for a gathering by a negative COVID test 1) Might be too early in course to detect virus 2) ~20% of tests are false negatives 3) You could become infected literally 0.1 seconds after your swab Sincerely, An increasingly desperate ER doctor","YOU CANNOT be “cleared” for a gathering by a negative COVID test 1) Might be too early in course to detect virus 2) ~15% of tests are false negatives 3) You could become infected literally 0.1 seconds after your swab Sincerely, An increasingly desperate ER doctor","{""label"": ""LABEL_1"", ""score"": 0.9994356036186218}"
tweet-sno-1252,"YOU CANNOT be “cleared” for a gathering by a negative COVID test 1) Might be too early in course to detect virus 2) ~20% of tests are false negatives 3) You could become infected literally 0.1 seconds after your swab Sincerely, An increasingly desperate ER doctor","YOU CANNOT be “cleared” for a gathering by a negative COVID test 1) Might be too early in course to detect virus 2) ~25% of tests are false negatives 3) You could become infected literally 0.1 seconds after your swab Sincerely, An increasingly desperate ER doctor","{""label"": ""LABEL_1"", ""score"": 0.9994357228279114}"
tweet-sno-1252,"YOU CANNOT be “cleared” for a gathering by a negative COVID test 1) Might be too early in course to detect virus 2) ~20% of tests are false negatives 3) You could become infected literally 0.1 seconds after your swab Sincerely, An increasingly desperate ER doctor","YOU CANNOT be “cleared” for a gathering by a negative COVID test 1) Might be too early in course to detect virus 2) ~30% of tests are false negatives 3) You could become infected literally 0.1 seconds after your swab Sincerely, An increasingly desperate ER doctor","{""label"": ""LABEL_1"", ""score"": 0.9994344115257263}"
tweet-sno-1253,"My family & I went tolast night. Great food. I used an old photo since we didn't take one last night. I'm glad this tweet has generated so much attention. I hope people support Gino and his team at. Small business is hurting, & they need our support","My family & I went tolast night. Great food. I used an old photo since we didn't take yesterday evening. I'm glad this tweet has generated so much attention. I hope people support Gino and his team at. Small business is hurting, & they need our support","{""label"": ""LABEL_1"", ""score"": 0.9994889497756958}"
tweet-sno-1253,"My family & I went tolast night. Great food. I used an old photo since we didn't take one last night. I'm glad this tweet has generated so much attention. I hope people support Gino and his team at. Small business is hurting, & they need our support","My family & I went tolast night. Great food. I used an old photo since we didn't take tonight. I'm glad this tweet has generated so much attention. I hope people support Gino and his team at. Small business is hurting, & they need our support","{""label"": ""LABEL_1"", ""score"": 0.999489426612854}"
tweet-sno-1253,"My family & I went tolast night. Great food. I used an old photo since we didn't take one last night. I'm glad this tweet has generated so much attention. I hope people support Gino and his team at. Small business is hurting, & they need our support","My family & I went tolast night. Great food. I used an old photo since we didn't take this morning. I'm glad this tweet has generated so much attention. I hope people support Gino and his team at. Small business is hurting, & they need our support","{""label"": ""LABEL_1"", ""score"": 0.999488353729248}"
tweet-sno-1254,Did anyone go to a high school with a pool under the basketball court? The Bedford Falls High School gym always fascinated me. #ItsAWonderfulLife,Did anyone go to a high school with a pool under the basketball court? Springfield High School gym always fascinated me. #ItsAWonderfulLife,"{""label"": ""LABEL_1"", ""score"": 0.9994789958000183}"
tweet-sno-1254,Did anyone go to a high school with a pool under the basketball court? The Bedford Falls High School gym always fascinated me. #ItsAWonderfulLife,Did anyone go to a high school with a pool under the basketball court? Liberty High School gym always fascinated me. #ItsAWonderfulLife,"{""label"": ""LABEL_1"", ""score"": 0.9994775652885437}"
tweet-sno-1254,Did anyone go to a high school with a pool under the basketball court? The Bedford Falls High School gym always fascinated me. #ItsAWonderfulLife,Did anyone go to a high school with a pool under the basketball court? Ridgeview High School gym always fascinated me. #ItsAWonderfulLife,"{""label"": ""LABEL_1"", ""score"": 0.9994786381721497}"
tweet-sno-1255,It's a wonderful life (east coast feed) about to show the pool under the basketball court that still is there at my high school. #Beverly,It's a wonderful life (east coast feed) about to show the pool under the basketball court that still is there at my high school. #James,"{""label"": ""LABEL_1"", ""score"": 0.9995050430297852}"
tweet-sno-1255,It's a wonderful life (east coast feed) about to show the pool under the basketball court that still is there at my high school. #Beverly,It's a wonderful life (east coast feed) about to show the pool under the basketball court that still is there at my high school. #Susan,"{""label"": ""LABEL_1"", ""score"": 0.9994982481002808}"
tweet-sno-1255,It's a wonderful life (east coast feed) about to show the pool under the basketball court that still is there at my high school. #Beverly,It's a wonderful life (east coast feed) about to show the pool under the basketball court that still is there at my high school. #Michael,"{""label"": ""LABEL_1"", ""score"": 0.9995039701461792}"
tweet-sno-1256,"Yes it's real. Yes, it's powered by Intel. And yes, it has a chicken warmer. 😅 #KFConsole #IntelGaming","Yes it's real. Yes, it's powered by AMD. And yes, it has a chicken warmer. 😅 #KFConsole #AMDGaming","{""label"": ""LABEL_1"", ""score"": 0.9994391798973083}"
tweet-sno-1256,"Yes it's real. Yes, it's powered by Intel. And yes, it has a chicken warmer. 😅 #KFConsole #IntelGaming","Yes it's real. Yes, it's powered by NVIDIA. And yes, it has a chicken warmer. 😅 #KFConsole #NVIDIAGaming","{""label"": ""LABEL_1"", ""score"": 0.9994431138038635}"
tweet-sno-1256,"Yes it's real. Yes, it's powered by Intel. And yes, it has a chicken warmer. 😅 #KFConsole #IntelGaming","Yes it's real. Yes, it's powered by Qualcomm. And yes, it has a chicken warmer. 😅 #KFConsole #QualcommGaming","{""label"": ""LABEL_1"", ""score"": 0.9994637370109558}"
tweet-sno-1257,"Mayor Buttigieg says he’s a gay Christian. As a Christian I believe the Bible which defines homosexuality as sin, something to be repentant of, not something to be flaunted, praised or politicized. The Bible says marriage is between a man & a woman—not two men, not two women. 2/3","Mayor Pete Buttigieg says he’s a gay Christian. As a Christian I believe the Bible which defines homosexuality as sin, something to be repentant of, not something to be flaunted, praised or politicized. The Bible says marriage is between a man & a woman—not two men, not two women. 2/3","{""label"": ""LABEL_1"", ""score"": 0.9994170665740967}"
tweet-sno-1257,"Mayor Buttigieg says he’s a gay Christian. As a Christian I believe the Bible which defines homosexuality as sin, something to be repentant of, not something to be flaunted, praised or politicized. The Bible says marriage is between a man & a woman—not two men, not two women. 2/3","Mayor Mayor Pete says he’s a gay Christian. As a Christian I believe the Bible which defines homosexuality as sin, something to be repentant of, not something to be flaunted, praised or politicized. The Bible says marriage is between a man & a woman—not two men, not two women. 2/3","{""label"": ""LABEL_1"", ""score"": 0.9994358420372009}"
tweet-sno-1257,"Mayor Buttigieg says he’s a gay Christian. As a Christian I believe the Bible which defines homosexuality as sin, something to be repentant of, not something to be flaunted, praised or politicized. The Bible says marriage is between a man & a woman—not two men, not two women. 2/3","Mayor Buttigieg says he’s a gay Christian. As a Christian I believe the Bible which defines homosexuality as sin, something to be repentant of, not something to be flaunted, praised or politicized. The Bible says marriage is between a man & a woman—not two men, not two women. 2/3","{""label"": ""LABEL_1"", ""score"": 0.9994189739227295}"
tweet-sno-1258,Kanye West $2M PPP loan. Joel Osteen $4M. Tom Brady $960K. Most Americans $600. #IAmVeryUpset,Kanye West $$1.5M PPP loan. Joel Osteen $4M. Tom Brady $960K. Most Americans $600. #IAmVeryUpset,"{""label"": ""LABEL_1"", ""score"": 0.9995054006576538}"
tweet-sno-1258,Kanye West $2M PPP loan. Joel Osteen $4M. Tom Brady $960K. Most Americans $600. #IAmVeryUpset,Kanye West $$3M PPP loan. Joel Osteen $4M. Tom Brady $960K. Most Americans $600. #IAmVeryUpset,"{""label"": ""LABEL_1"", ""score"": 0.9995040893554688}"
tweet-sno-1258,Kanye West $2M PPP loan. Joel Osteen $4M. Tom Brady $960K. Most Americans $600. #IAmVeryUpset,Kanye West $$2.5M PPP loan. Joel Osteen $4M. Tom Brady $960K. Most Americans $600. #IAmVeryUpset,"{""label"": ""LABEL_1"", ""score"": 0.9995037317276001}"
tweet-sno-1259,Vatican 'Darth Vader' nativity scene gets earthly thumbs down,St. Peter's Basilica 'Darth Vader' nativity scene gets earthly thumbs down,"{""label"": ""LABEL_1"", ""score"": 0.9994162321090698}"
tweet-sno-1259,Vatican 'Darth Vader' nativity scene gets earthly thumbs down,Holy See 'Darth Vader' nativity scene gets earthly thumbs down,"{""label"": ""LABEL_1"", ""score"": 0.999377965927124}"
tweet-sno-1259,Vatican 'Darth Vader' nativity scene gets earthly thumbs down,Sistine Chapel 'Darth Vader' nativity scene gets earthly thumbs down,"{""label"": ""LABEL_1"", ""score"": 0.9993908405303955}"
tweet-sno-1260,"SIE strives to ensure a high level of customer satisfaction, and we will begin to offer a full refund for all gamers who have purchased Cyberpunk 2077 via PlayStation Store and want a refund. Please visit the following link to initiate the refund:.","Sony Interactive Entertainment strives to ensure a high level of customer satisfaction, and we will begin to offer a full refund for all gamers who have purchased Cyberpunk 2077 via PlayStation Store and want a refund. Please visit the following link to initiate the refund:.","{""label"": ""LABEL_1"", ""score"": 0.9994342923164368}"
tweet-sno-1260,"SIE strives to ensure a high level of customer satisfaction, and we will begin to offer a full refund for all gamers who have purchased Cyberpunk 2077 via PlayStation Store and want a refund. Please visit the following link to initiate the refund:.","PlayStation strives to ensure a high level of customer satisfaction, and we will begin to offer a full refund for all gamers who have purchased Cyberpunk 2077 via PlayStation Store and want a refund. Please visit the following link to initiate the refund:.","{""label"": ""LABEL_1"", ""score"": 0.9994180202484131}"
tweet-sno-1260,"SIE strives to ensure a high level of customer satisfaction, and we will begin to offer a full refund for all gamers who have purchased Cyberpunk 2077 via PlayStation Store and want a refund. Please visit the following link to initiate the refund:.","Sony strives to ensure a high level of customer satisfaction, and we will begin to offer a full refund for all gamers who have purchased Cyberpunk 2077 via PlayStation Store and want a refund. Please visit the following link to initiate the refund:.","{""label"": ""LABEL_1"", ""score"": 0.9994291663169861}"
tweet-sno-1261,"Cyberpunk 2077: To ensure that every player can get the experience they expect on Xbox, we will be expanding our existing refund policy to offer full refunds to anyone who purchased Cyberpunk 2077 digitally from the Microsoft Store, until further notice.","The Witcher 3: To ensure that every player can get the experience they expect on Xbox, we will be expanding our existing refund policy to offer full refunds to anyone who purchased The Witcher 3 digitally from the Microsoft Store, until further notice.","{""label"": ""LABEL_1"", ""score"": 0.9994266033172607}"
tweet-sno-1261,"Cyberpunk 2077: To ensure that every player can get the experience they expect on Xbox, we will be expanding our existing refund policy to offer full refunds to anyone who purchased Cyberpunk 2077 digitally from the Microsoft Store, until further notice.","Red Dead Redemption 2: To ensure that every player can get the experience they expect on Xbox, we will be expanding our existing refund policy to offer full refunds to anyone who purchased Red Dead Redemption 2 digitally from the Microsoft Store, until further notice.","{""label"": ""LABEL_1"", ""score"": 0.9994090795516968}"
tweet-sno-1261,"Cyberpunk 2077: To ensure that every player can get the experience they expect on Xbox, we will be expanding our existing refund policy to offer full refunds to anyone who purchased Cyberpunk 2077 digitally from the Microsoft Store, until further notice.","Assassin's Creed Valhalla: To ensure that every player can get the experience they expect on Xbox, we will be expanding our existing refund policy to offer full refunds to anyone who purchased Assassin's Creed Valhalla digitally from the Microsoft Store, until further notice.","{""label"": ""LABEL_1"", ""score"": 0.9994480013847351}"
tweet-sno-1262,"This video is an extract from yesterday’s press conference, with Hayabusa2 Project Manager Yuichi Tsuda confirming samples from Ryugu in the capsule!","This video is an extract from yesterday’s press conference, with JAXA Manager Yuichi Tsuda confirming samples from Ryugu in the capsule!","{""label"": ""LABEL_1"", ""score"": 0.9995070695877075}"
tweet-sno-1262,"This video is an extract from yesterday’s press conference, with Hayabusa2 Project Manager Yuichi Tsuda confirming samples from Ryugu in the capsule!","This video is an extract from yesterday’s press conference, with NASA's OSIRIS-REx mission Manager Yuichi Tsuda confirming samples from Ryugu in the capsule!","{""label"": ""LABEL_1"", ""score"": 0.9995102882385254}"
tweet-sno-1262,"This video is an extract from yesterday’s press conference, with Hayabusa2 Project Manager Yuichi Tsuda confirming samples from Ryugu in the capsule!","This video is an extract from yesterday’s press conference, with ESA's Rosetta mission Manager Yuichi Tsuda confirming samples from Ryugu in the capsule!","{""label"": ""LABEL_1"", ""score"": 0.9995083808898926}"
tweet-sno-1263,"TEXAS ELECTORAL COLLEGE: ""The Justices went into a closed room…When Texas case was brought up he said he heard screaming through the walls as Justice Roberts and the other liberal Justices were insisting…afraid of what would happen if they did right thing…Moral cowardice""","CALIFORNIA ELECTORAL COLLEGE: ""The Justices went into a closed room…When Texas case was brought up he said he heard screaming through the walls as Justice Roberts and the other liberal Justices were insisting…afraid of what would happen if they did right thing…Moral cowardice""","{""label"": ""LABEL_1"", ""score"": 0.9995269775390625}"
tweet-sno-1263,"TEXAS ELECTORAL COLLEGE: ""The Justices went into a closed room…When Texas case was brought up he said he heard screaming through the walls as Justice Roberts and the other liberal Justices were insisting…afraid of what would happen if they did right thing…Moral cowardice""","NEW YORK ELECTORAL COLLEGE: ""The Justices went into a closed room…When Texas case was brought up he said he heard screaming through the walls as Justice Roberts and the other liberal Justices were insisting…afraid of what would happen if they did right thing…Moral cowardice""","{""label"": ""LABEL_1"", ""score"": 0.9995261430740356}"
tweet-sno-1263,"TEXAS ELECTORAL COLLEGE: ""The Justices went into a closed room…When Texas case was brought up he said he heard screaming through the walls as Justice Roberts and the other liberal Justices were insisting…afraid of what would happen if they did right thing…Moral cowardice""","FLORIDA ELECTORAL COLLEGE: ""The Justices went into a closed room…When Texas case was brought up he said he heard screaming through the walls as Justice Roberts and the other liberal Justices were insisting…afraid of what would happen if they did right thing…Moral cowardice""","{""label"": ""LABEL_1"", ""score"": 0.9995266199111938}"
tweet-sno-1264,"Yo, this seems like an intersection of some of your interests: a guy in my neighborhood built a mini-version of the Rosebud Motel in front of his house!","Yo, this seems like an intersection of some of your interests: a guy in my neighborhood built a mini-version of Central Perk Café in front of his house!","{""label"": ""LABEL_1"", ""score"": 0.9994520545005798}"
tweet-sno-1264,"Yo, this seems like an intersection of some of your interests: a guy in my neighborhood built a mini-version of the Rosebud Motel in front of his house!","Yo, this seems like an intersection of some of your interests: a guy in my neighborhood built a mini-version of Dunder Mifflin Office in front of his house!","{""label"": ""LABEL_1"", ""score"": 0.9994557499885559}"
tweet-sno-1264,"Yo, this seems like an intersection of some of your interests: a guy in my neighborhood built a mini-version of the Rosebud Motel in front of his house!","Yo, this seems like an intersection of some of your interests: a guy in my neighborhood built a mini-version of Monk's Café in front of his house!","{""label"": ""LABEL_1"", ""score"": 0.9994497895240784}"
tweet-sno-1265,"Well look at that, Day-vahd [said in our best Moira Rose voice]! A resident in Seattle's Queen Anne neighborhood, has created a mini Rosebud Motel using the retaining wall outside his home, for fans of the award-winning show ""Schitt's Creek"" to visit.","Well look at that, Alex [said in our best Moira Rose voice]! A resident in Seattle's Queen Anne neighborhood, has created a mini Rosebud Motel using the retaining wall outside his home, for fans of the award-winning show ""Schitt's Creek"" to visit.","{""label"": ""LABEL_1"", ""score"": 0.999479353427887}"
tweet-sno-1265,"Well look at that, Day-vahd [said in our best Moira Rose voice]! A resident in Seattle's Queen Anne neighborhood, has created a mini Rosebud Motel using the retaining wall outside his home, for fans of the award-winning show ""Schitt's Creek"" to visit.","Well look at that, Chris [said in our best Moira Rose voice]! A resident in Seattle's Queen Anne neighborhood, has created a mini Rosebud Motel using the retaining wall outside his home, for fans of the award-winning show ""Schitt's Creek"" to visit.","{""label"": ""LABEL_1"", ""score"": 0.9994792342185974}"
tweet-sno-1265,"Well look at that, Day-vahd [said in our best Moira Rose voice]! A resident in Seattle's Queen Anne neighborhood, has created a mini Rosebud Motel using the retaining wall outside his home, for fans of the award-winning show ""Schitt's Creek"" to visit.","Well look at that, Jordan [said in our best Moira Rose voice]! A resident in Seattle's Queen Anne neighborhood, has created a mini Rosebud Motel using the retaining wall outside his home, for fans of the award-winning show ""Schitt's Creek"" to visit.","{""label"": ""LABEL_1"", ""score"": 0.9994794726371765}"
tweet-sno-1266,"Perhaps the biggest difference between 2016 and 2020 is, despite the fact that I went from 63,000,000 Votes to 75,000,000 Votes, a record 12,000,000 Vote increase. Obama went down 3,000,000 Votes, and won. Rigged Election!!!","Perhaps the biggest difference between 2008 and 2020 is, despite the fact that I went from 63,000,000 Votes to 75,000,000 Votes, a record 12,000,000 Vote increase. Obama went down 3,000,000 Votes, and won. Rigged Election!!!","{""label"": ""LABEL_1"", ""score"": 0.9993870258331299}"
tweet-sno-1266,"Perhaps the biggest difference between 2016 and 2020 is, despite the fact that I went from 63,000,000 Votes to 75,000,000 Votes, a record 12,000,000 Vote increase. Obama went down 3,000,000 Votes, and won. Rigged Election!!!","Perhaps the biggest difference between 2012 and 2020 is, despite the fact that I went from 63,000,000 Votes to 75,000,000 Votes, a record 12,000,000 Vote increase. Obama went down 3,000,000 Votes, and won. Rigged Election!!!","{""label"": ""LABEL_1"", ""score"": 0.9993917942047119}"
tweet-sno-1266,"Perhaps the biggest difference between 2016 and 2020 is, despite the fact that I went from 63,000,000 Votes to 75,000,000 Votes, a record 12,000,000 Vote increase. Obama went down 3,000,000 Votes, and won. Rigged Election!!!","Perhaps the biggest difference between 2020 and 2020 is, despite the fact that I went from 63,000,000 Votes to 75,000,000 Votes, a record 12,000,000 Vote increase. Obama went down 3,000,000 Votes, and won. Rigged Election!!!","{""label"": ""LABEL_1"", ""score"": 0.9993942975997925}"
tweet-sno-1267,North Face denies order for jackets from the oil and gas industry. Their jackets have oil and gas products in them.,Patagonia denies order for jackets from the oil and gas industry. Their jackets have oil and gas products in them.,"{""label"": ""LABEL_1"", ""score"": 0.9994513392448425}"
tweet-sno-1267,North Face denies order for jackets from the oil and gas industry. Their jackets have oil and gas products in them.,Columbia Sportswear denies order for jackets from the oil and gas industry. Their jackets have oil and gas products in them.,"{""label"": ""LABEL_1"", ""score"": 0.999454915523529}"
tweet-sno-1267,North Face denies order for jackets from the oil and gas industry. Their jackets have oil and gas products in them.,Arc'teryx denies order for jackets from the oil and gas industry. Their jackets have oil and gas products in them.,"{""label"": ""LABEL_1"", ""score"": 0.9994668364524841}"
tweet-sno-1268,"Alex Jones at the pro-Trump march in Washington, DC: ""Joe Biden is a globalist, and Joe Biden will be removed, one way or another!""","David Icke at the pro-Trump march in Washington, DC: ""Joe Biden is a globalist, and Joe Biden will be removed, one way or another!""","{""label"": ""LABEL_1"", ""score"": 0.9995023012161255}"
tweet-sno-1268,"Alex Jones at the pro-Trump march in Washington, DC: ""Joe Biden is a globalist, and Joe Biden will be removed, one way or another!""","Laura Loomer at the pro-Trump march in Washington, DC: ""Joe Biden is a globalist, and Joe Biden will be removed, one way or another!""","{""label"": ""LABEL_1"", ""score"": 0.9995051622390747}"
tweet-sno-1268,"Alex Jones at the pro-Trump march in Washington, DC: ""Joe Biden is a globalist, and Joe Biden will be removed, one way or another!""","Paul Joseph Watson at the pro-Trump march in Washington, DC: ""Joe Biden is a globalist, and Joe Biden will be removed, one way or another!""","{""label"": ""LABEL_1"", ""score"": 0.9995052814483643}"
tweet-sno-1269,Is the island in the Allstate commercial a real place? I want to live there,Is the island in the Geico commercial a real place? I want to live there,"{""label"": ""LABEL_1"", ""score"": 0.9994122982025146}"
tweet-sno-1269,Is the island in the Allstate commercial a real place? I want to live there,Is the island in the Progressive commercial a real place? I want to live there,"{""label"": ""LABEL_1"", ""score"": 0.9994317889213562}"
tweet-sno-1269,Is the island in the Allstate commercial a real place? I want to live there,Is the island in the State Farm commercial a real place? I want to live there,"{""label"": ""LABEL_1"", ""score"": 0.9994432330131531}"
tweet-sno-1270,The small island with 2 lighthouses & the guy driving a classic Land Rover in the Allstate commercial – is it real? Where is it? Maine? New Brunswick?,The small island with 3 lighthouses & the guy driving a classic Land Rover in the Allstate commercial – is it real? Where is it? Maine? New Brunswick?,"{""label"": ""LABEL_1"", ""score"": 0.999386191368103}"
tweet-sno-1270,The small island with 2 lighthouses & the guy driving a classic Land Rover in the Allstate commercial – is it real? Where is it? Maine? New Brunswick?,The small island with 4 lighthouses & the guy driving a classic Land Rover in the Allstate commercial – is it real? Where is it? Maine? New Brunswick?,"{""label"": ""LABEL_1"", ""score"": 0.9993889331817627}"
tweet-sno-1270,The small island with 2 lighthouses & the guy driving a classic Land Rover in the Allstate commercial – is it real? Where is it? Maine? New Brunswick?,The small island with 5 lighthouses & the guy driving a classic Land Rover in the Allstate commercial – is it real? Where is it? Maine? New Brunswick?,"{""label"": ""LABEL_1"", ""score"": 0.9993876218795776}"
tweet-sno-1271,"BREAKING: Christmas Eve is now a federal holiday in 2020, according to an executive order signed Friday by President Trump.","BREAKING: Christmas Eve is now a federal holiday in 2019, according to an executive order signed Friday by President Trump.","{""label"": ""LABEL_1"", ""score"": 0.999458372592926}"
tweet-sno-1271,"BREAKING: Christmas Eve is now a federal holiday in 2020, according to an executive order signed Friday by President Trump.","BREAKING: Christmas Eve is now a federal holiday in 2018, according to an executive order signed Friday by President Trump.","{""label"": ""LABEL_1"", ""score"": 0.9994617104530334}"
tweet-sno-1271,"BREAKING: Christmas Eve is now a federal holiday in 2020, according to an executive order signed Friday by President Trump.","BREAKING: Christmas Eve is now a federal holiday in 2021, according to an executive order signed Friday by President Trump.","{""label"": ""LABEL_1"", ""score"": 0.9994551539421082}"
tweet-sno-1272,"Sister Act 3 is in development! 🎤returns to star and produce, withas producer as well. Sister Act 3 will premiere on.","Sister Act: The Return is in development! 🎤returns to star and produce, withas producer as well. Sister Act: The Return will premiere on.","{""label"": ""LABEL_1"", ""score"": 0.9994732737541199}"
tweet-sno-1272,"Sister Act 3 is in development! 🎤returns to star and produce, withas producer as well. Sister Act 3 will premiere on.","Sister Act: The Next Chapter is in development! 🎤returns to star and produce, withas producer as well. Sister Act: The Next Chapter will premiere on.","{""label"": ""LABEL_1"", ""score"": 0.9994756579399109}"
tweet-sno-1272,"Sister Act 3 is in development! 🎤returns to star and produce, withas producer as well. Sister Act 3 will premiere on.","Sister Act: Reunited is in development! 🎤returns to star and produce, withas producer as well. Sister Act: Reunited will premiere on.","{""label"": ""LABEL_1"", ""score"": 0.9994693398475647}"
tweet-sno-1273,"Coming exclusively tois Hocus Pocus 2, the spooky sequel to the 1993 Halloween classic!is set to direct.","Coming exclusively tois Hocus Pocus: The Return, the spooky sequel to the 1993 Halloween classic!is set to direct.","{""label"": ""LABEL_1"", ""score"": 0.9994199275970459}"
tweet-sno-1273,"Coming exclusively tois Hocus Pocus 2, the spooky sequel to the 1993 Halloween classic!is set to direct.","Coming exclusively tois Hocus Pocus: The Next Chapter, the spooky sequel to the 1993 Halloween classic!is set to direct.","{""label"": ""LABEL_1"", ""score"": 0.9994220733642578}"
tweet-sno-1273,"Coming exclusively tois Hocus Pocus 2, the spooky sequel to the 1993 Halloween classic!is set to direct.","Coming exclusively tois Hocus Pocus: The Revival, the spooky sequel to the 1993 Halloween classic!is set to direct.","{""label"": ""LABEL_1"", ""score"": 0.9994238615036011}"
tweet-sno-1274,"A shopping center owner is suing a Chick-fil-A restaurant, claiming that the restaurant’s drive-thru has become so popular that cars backflow into the center’s aisles. Stay updated on Toledo-area news by downloading #BladeNewsSlide 📲","A shopping center owner is suing a McDonald's restaurant, claiming that the restaurant’s drive-thru has become so popular that cars backflow into the center’s aisles. Stay updated on Toledo-area news by downloading #BladeNewsSlide 📲","{""label"": ""LABEL_1"", ""score"": 0.9994598031044006}"
tweet-sno-1274,"A shopping center owner is suing a Chick-fil-A restaurant, claiming that the restaurant’s drive-thru has become so popular that cars backflow into the center’s aisles. Stay updated on Toledo-area news by downloading #BladeNewsSlide 📲","A shopping center owner is suing a Starbucks restaurant, claiming that the restaurant’s drive-thru has become so popular that cars backflow into the center’s aisles. Stay updated on Toledo-area news by downloading #BladeNewsSlide 📲","{""label"": ""LABEL_1"", ""score"": 0.9994716048240662}"
tweet-sno-1274,"A shopping center owner is suing a Chick-fil-A restaurant, claiming that the restaurant’s drive-thru has become so popular that cars backflow into the center’s aisles. Stay updated on Toledo-area news by downloading #BladeNewsSlide 📲","A shopping center owner is suing a In-N-Out Burger restaurant, claiming that the restaurant’s drive-thru has become so popular that cars backflow into the center’s aisles. Stay updated on Toledo-area news by downloading #BladeNewsSlide 📲","{""label"": ""LABEL_1"", ""score"": 0.9994739890098572}"
tweet-sno-1275,Costco loses an estimated $30 to $40 million a year by sticking to their $4.99 price for rotisserie chicken. They'd rather keep members happy and foot traffic high.,Walmart loses an estimated $30 to $40 million a year by sticking to their $4.99 price for rotisserie chicken. They'd rather keep members happy and foot traffic high.,"{""label"": ""LABEL_1"", ""score"": 0.9993682503700256}"
tweet-sno-1275,Costco loses an estimated $30 to $40 million a year by sticking to their $4.99 price for rotisserie chicken. They'd rather keep members happy and foot traffic high.,Target loses an estimated $30 to $40 million a year by sticking to their $4.99 price for rotisserie chicken. They'd rather keep members happy and foot traffic high.,"{""label"": ""LABEL_1"", ""score"": 0.999370276927948}"
tweet-sno-1275,Costco loses an estimated $30 to $40 million a year by sticking to their $4.99 price for rotisserie chicken. They'd rather keep members happy and foot traffic high.,Sam's Club loses an estimated $30 to $40 million a year by sticking to their $4.99 price for rotisserie chicken. They'd rather keep members happy and foot traffic high.,"{""label"": ""LABEL_1"", ""score"": 0.999384880065918}"
