query_id,query,target,tokens_to_replace,replaced_token
tweet-sno-1235,Here are the women – Senate aides – who had the presence of mind and courage to transport and keep safe the electoral votes before fleeing the Senate. There will always be villains. There will always be heroes.,"A photograph taken on Jan. 6, 2021, showed two female U.S. Senate aides safely transporting boxes of Electoral College votes during the Capitol insurrection.","[{""token"": ""Senate"", ""type"": ""ORG"", ""description"": ""Companies, agencies, institutions, etc.""}, {""token"": ""Senate"", ""type"": ""ORG"", ""description"": ""Companies, agencies, institutions, etc.""}]","{
  ""replaceable_entities"": [
    {
      ""token"": ""Senate"",
      ""replacements"": [""House of Representatives"", ""Congress"", ""Parliament""]
    },
    {
      ""token"": ""Senate"",
      ""replacements"": [""House of Representatives"", ""Congress"", ""Parliament""]
    }
  ]
}"
tweet-sno-1236,"Better look at the guy with the 'Camp Auschwitz' hoodie from yesterday. Not only does it feature the SS 'totenkopf', but an English translation of 'Arbeit Macht Frei'. No wiggle room, no joking here. This is who these people are. (via)","A pro-Trump rioter who broke into the U.S. Capitol was wearing a ""Camp Auschwitz"" shirt.","[{""token"": ""Camp Auschwitz'"", ""type"": ""FAC"", ""description"": ""Buildings, airports, highways, bridges, etc.""}, {""token"": ""yesterday"", ""type"": ""DATE"", ""description"": ""Absolute or relative dates or periods""}, {""token"": ""English"", ""type"": ""LANGUAGE"", ""description"": ""Any named language ""}, {""token"": ""Arbeit Macht Frei"", ""type"": ""WORK_OF_ART"", ""description"": ""Titles of books, songs, etc. ""}]","{
  ""replaceable_entities"": [
    {
      ""token"": ""Camp Auschwitz"",
      ""replacements"": [""Camp Dachau"", ""Camp Birkenau"", ""Camp Mauthausen""]
    },
    {
      ""token"": ""yesterday"",
      ""replacements"": [""last week"", ""two days ago"", ""on January 6th""]
    },
    {
      ""token"": ""English"",
      ""replacements"": [""German"", ""French"", ""Spanish""]
    }
  ]
}"
tweet-sno-1237,"This woman was maced inside the Capitol. She told me, ""It's a revolution!""",A video shows a crying woman holding an onion while telling a reporter that she had been Maced during a riot.,"[{""token"": ""Capitol"", ""type"": ""FAC"", ""description"": ""Buildings, airports, highways, bridges, etc.""}]","{
  ""replaceable_entities"": [
    {
      ""token"": ""Capitol"",
      ""replacements"": [""City Hall"", ""Parliament"", ""Congress""]
    }
  ]
}"
tweet-sno-1238,"Wait, so Elizabeth from Knoxville, who claims she was maced after storming the Capitol, was dabbing her eyes with an onion towel?",A video shows a crying woman holding an onion while telling a reporter that she had been Maced during a riot.,"[{""token"": ""Elizabeth"", ""type"": ""PERSON"", ""description"": ""People, including fictional""}, {""token"": ""Knoxville"", ""type"": ""GPE"", ""description"": ""Countries, cities, states""}, {""token"": ""Capitol"", ""type"": ""FAC"", ""description"": ""Buildings, airports, highways, bridges, etc.""}]","{
  ""replaceable_entities"": [
    {
      ""token"": ""Elizabeth"",
      ""replacements"": [""Jessica"", ""Amanda"", ""Megan""]
    },
    {
      ""token"": ""Knoxville"",
      ""replacements"": [""Nashville"", ""Memphis"", ""Atlanta""]
    },
    {
      ""token"": ""Capitol"",
      ""replacements"": [""White House"", ""Pentagon"", ""Supreme Court""]
    }
  ]
}"
tweet-sno-1239,"Over the next 10 days, we get to see the machines that are crooked, the ballots that are fraudulent. And if we're wrong, we will be made fools of. But if we're right, and lot of them will go to jail. So — let's have trial by combat — Giuliani","U.S. President Donald Trump's personal attorney, Rudy Giuliani, called for ""trial by combat"" before a violent mob of Trump supporters broke into the U.S. Capitol.","[{""token"": ""the next 10 days"", ""type"": ""DATE"", ""description"": ""Absolute or relative dates or periods""}, {""token"": ""Giuliani"", ""type"": ""PERSON"", ""description"": ""People, including fictional""}]","{
  ""replaceable_entities"": [
    {
      ""token"": ""the next 10 days"",
      ""replacements"": [""the coming week"", ""the following fortnight"", ""the upcoming days""]
    },
    {
      ""token"": ""Giuliani"",
      ""replacements"": [""Trump's lawyer"", ""the attorney"", ""Rudy""]
    }
  ]
}"
tweet-sno-1240,this is a photo of the National Guard stationed in response to a Black Lives Matter protest at the Lincoln Memorial in June,The National Guard was deployed to protect the Lincoln Memorial during the Black Lives Matter protests in the spring of 2020.,"[{""token"": ""the National Guard"", ""type"": ""ORG"", ""description"": ""Companies, agencies, institutions, etc.""}, {""token"": ""Black Lives Matter"", ""type"": ""EVENT"", ""description"": ""Named hurricanes, battles, wars, sports events, etc.""}, {""token"": ""the Lincoln Memorial"", ""type"": ""FAC"", ""description"": ""Buildings, airports, highways, bridges, etc.""}, {""token"": ""June"", ""type"": ""DATE"", ""description"": ""Absolute or relative dates or periods""}]","{
  ""replaceable_entities"": [
    {
      ""token"": ""the National Guard"",
      ""replacements"": [""the Coast Guard"", ""the Army"", ""the Air National Guard""]
    },
    {
      ""token"": ""Black Lives Matter"",
      ""replacements"": [""the Women's March"", ""the March for Our Lives"", ""the Climate Strike""]
    },
    {
      ""token"": ""the Lincoln Memorial"",
      ""replacements"": [""the Capitol Building"", ""the Washington Monument"", ""the White House""]
    }
  ]
}"
tweet-sno-1241,"Anarchists, Agitators or Protestors who vandalize or damage our Federal Courthouse in Portland, or any Federal Buildings in any of our Cities or States, will be prosecuted under our recently re-enacted Statues & Monuments Act. MINIMUM TEN YEARS IN PRISON. Don’t do it! ","U.S. President Donald Trump once threatened that ""anarchists, agitators, or protestors"" who ""vandalize or damage any federal buildings will be prosecuted.""","[{""token"": ""Anarchists"", ""type"": ""NORP"", ""description"": ""Nationalities or religious or political groups""}, {""token"": ""our Federal Courthouse"", ""type"": ""FAC"", ""description"": ""Buildings, airports, highways, bridges, etc.""}, {""token"": ""Portland"", ""type"": ""GPE"", ""description"": ""Countries, cities, states""}, {""token"": ""States"", ""type"": ""GPE"", ""description"": ""Countries, cities, states""}, {""token"": ""Statues & Monuments Act."", ""type"": ""LAW"", ""description"": ""Named documents made into laws ""}]","{
  ""replaceable_entities"": [
    {
      ""token"": ""Anarchists"",
      ""replacements"": [""Extremists"", ""Radicals"", ""Dissidents""]
    },
    {
      ""token"": ""our Federal Courthouse"",
      ""replacements"": [""our National Capitol"", ""the State Supreme Court"", ""the Municipal Building""]
    },
    {
      ""token"": ""Portland"",
      ""replacements"": [""Seattle"", ""San Francisco"", ""Chicago""]
    }
  ]
}"
tweet-sno-1242,JUST IN – _Pence has just unfollowedon Twitter,"U.S. Vice President Mike Pence unfollowed President Donald Trump following Jan. 6, 2021, riots in Washington, D.C.","[{""token"": ""Pence"", ""type"": ""PERSON"", ""description"": ""People, including fictional""}, {""token"": ""Twitter"", ""type"": ""PRODUCT"", ""description"": ""Vehicles, weapons, foods, etc. (Not services)""}]","{
  ""replaceable_entities"": [
    {
      ""token"": ""Pence"",
      ""replacements"": [""Kamala Harris"", ""Joe Biden"", ""Nancy Pelosi""]
    },
    {
      ""token"": ""Twitter"",
      ""replacements"": [""Facebook"", ""Instagram"", ""YouTube""]
    }
  ]
}"
tweet-sno-1243,Scenes from DC right now. They’ve raised the confederate flag outside the Capitol.,A Confederate flag was spotted inside and outside the U.S. Capitol as a pro-Trump mob stormed the building.,"[{""token"": ""DC"", ""type"": ""GPE"", ""description"": ""Countries, cities, states""}, {""token"": ""Capitol"", ""type"": ""FAC"", ""description"": ""Buildings, airports, highways, bridges, etc.""}]","{
  ""replaceable_entities"": [
    {
      ""token"": ""DC"",
      ""replacements"": [""Washington"", ""D.C."", ""U.S. capital""]
    },
    {
      ""token"": ""Capitol"",
      ""replacements"": [""Capitol Building"", ""Capitol Hill"", ""Congress Building""]
    }
  ]
}"
tweet-sno-1244,That’s the confederate flag flying outside the Senate chamber,A Confederate flag was spotted inside and outside the U.S. Capitol as a pro-Trump mob stormed the building.,"[{""token"": ""Senate"", ""type"": ""ORG"", ""description"": ""Companies, agencies, institutions, etc.""}]","{
  ""replaceable_entities"": [
    {
      ""token"": ""Senate"",
      ""replacements"": [
        ""House of Representatives"",
        ""Capitol"",
        ""Congress""
      ]
    }
  ]
}"
tweet-sno-1245,"A supporter of President Donald Trump carries a Confederate battle flag on the second floor of the U.S. Capitol near the entrance to the Senate after breaching security defenses, in Washington, January 6, 2021. Photo by Mike Theiler",A Confederate flag was spotted inside and outside the U.S. Capitol as a pro-Trump mob stormed the building.,"[{""token"": ""Donald Trump"", ""type"": ""PERSON"", ""description"": ""People, including fictional""}, {""token"": ""Confederate"", ""type"": ""NORP"", ""description"": ""Nationalities or religious or political groups""}, {""token"": ""second"", ""type"": ""ORDINAL"", ""description"": ""\u201cfirst\u201d, \u201csecond\u201d""}, {""token"": ""the U.S. Capitol"", ""type"": ""FAC"", ""description"": ""Buildings, airports, highways, bridges, etc.""}, {""token"": ""Senate"", ""type"": ""ORG"", ""description"": ""Companies, agencies, institutions, etc.""}, {""token"": ""Washington"", ""type"": ""GPE"", ""description"": ""Countries, cities, states""}, {""token"": ""January 6, 2021"", ""type"": ""DATE"", ""description"": ""Absolute or relative dates or periods""}, {""token"": ""Mike Theiler"", ""type"": ""PERSON"", ""description"": ""People, including fictional""}]","{
  ""replaceable_entities"": [
    {
      ""token"": ""Donald Trump"",
      ""replacements"": [""Joe Biden"", ""Barack Obama"", ""George W. Bush""]
    },
    {
      ""token"": ""Confederate"",
      ""replacements"": [""Gadsden"", ""American"", ""Nazi""]
    },
    {
      ""token"": ""second"",
      ""replacements"": [""first"", ""third"", ""fourth""]
    }
  ]
}"
tweet-sno-1247,Here in Italy people started to share this figure claiming that this is the diagram of the 5G chip that has been inserted in the covid vaccine. In reality it is the electric circuit of a guitar pedal and I believe that putting it in the covid vaccine has been an excellent idea💡,An image represents a schematic for a 'COVID 5G Chip.',"[{""token"": ""Italy"", ""type"": ""GPE"", ""description"": ""Countries, cities, states""}]","{
  ""replaceable_entities"": [
    {
      ""token"": ""Italy"",
      ""replacements"": [""France"", ""Spain"", ""Germany""]
    }
  ]
}"
tweet-sno-1248,A view of fresh snow this morning from Juniper Hills Ca at 4500 ft. Located south of Pearblossom in the San Gabriel foothills. Photo shared by Scott Lezak. #cawx #SoCal #LAweather,"In December 2020, snow fell in the Los Angeles County area.","[{""token"": ""this morning"", ""type"": ""TIME"", ""description"": ""Times smaller than a day""}, {""token"": ""Juniper Hills Ca"", ""type"": ""LOC"", ""description"": ""Non-GPE locations, mountain ranges, bodies of water""}, {""token"": ""4500 ft."", ""type"": ""QUANTITY"", ""description"": ""Measurements, as of weight or distance ""}, {""token"": ""Pearblossom"", ""type"": ""GPE"", ""description"": ""Countries, cities, states""}, {""token"": ""San Gabriel foothills"", ""type"": ""LOC"", ""description"": ""Non-GPE locations, mountain ranges, bodies of water""}, {""token"": ""Scott Lezak"", ""type"": ""PERSON"", ""description"": ""People, including fictional""}]","{
    ""replaceable_entities"": [
        {
            ""token"": ""this morning"",
            ""replacements"": [""today"", ""this afternoon"", ""earlier today""]
        },
        {
            ""token"": ""Juniper Hills Ca"",
            ""replacements"": [""Angeles National Forest"", ""San Gabriel Mountains"", ""Big Tujunga Canyon""]
        },
        {
            ""token"": ""4500 ft."",
            ""replacements"": [""4000 ft."", ""5000 ft."", ""4800 ft.""]
        }
    ]
}"
tweet-sno-1249,Around 1/2 inch of snow at the 3700 ft level in Pearblossom fell early this morning. Photo taken by Michaela Moffitt. Thanks Michaela and our NWS spotter Scott Lezak for forwarding the photo. #cawx #LAweather #LAsnow,"In December 2020, snow fell in the Los Angeles County area.","[{""token"": ""Around 1/2 inch"", ""type"": ""QUANTITY"", ""description"": ""Measurements, as of weight or distance ""}, {""token"": ""3700 ft"", ""type"": ""QUANTITY"", ""description"": ""Measurements, as of weight or distance ""}, {""token"": ""Pearblossom"", ""type"": ""GPE"", ""description"": ""Countries, cities, states""}, {""token"": ""early this morning"", ""type"": ""TIME"", ""description"": ""Times smaller than a day""}, {""token"": ""Michaela Moffitt"", ""type"": ""PERSON"", ""description"": ""People, including fictional""}, {""token"": ""Michaela"", ""type"": ""PERSON"", ""description"": ""People, including fictional""}, {""token"": ""NWS"", ""type"": ""ORG"", ""description"": ""Companies, agencies, institutions, etc.""}, {""token"": ""Scott Lezak"", ""type"": ""PERSON"", ""description"": ""People, including fictional""}]","{
  ""replaceable_entities"": [
    {
      ""token"": ""Around 1/2 inch"",
      ""replacements"": [""Approximately 1 inch"", ""About 3/4 inch"", ""Just under 1 inch""]
    },
    {
      ""token"": ""3700 ft"",
      ""replacements"": [""3000 ft"", ""4000 ft"", ""3500 ft""]
    },
    {
      ""token"": ""Pearblossom"",
      ""replacements"": [""Lancaster"", ""Palmdale"", ""Acton""]
    }
  ]
}"
tweet-sno-1250,"“Breaking News: In Pennsylvania there were 205,000 more votes than there were voters. This alone flips the state to President Trump.”","The state of Pennsylvania recorded ""205,000 votes more than they had voters"" in the 2020 U.S. election.","[{""token"": ""Breaking News"", ""type"": ""WORK_OF_ART"", ""description"": ""Titles of books, songs, etc. ""}, {""token"": ""Pennsylvania"", ""type"": ""GPE"", ""description"": ""Countries, cities, states""}, {""token"": ""205,000"", ""type"": ""CARDINAL"", ""description"": ""Numerals that do not fall under another type""}, {""token"": ""Trump"", ""type"": ""PERSON"", ""description"": ""People, including fictional""}]","{
  ""replaceable_entities"": [
    {
      ""token"": ""Breaking News"",
      ""replacements"": [""Urgent Update"", ""Latest Alert"", ""News Flash""]
    },
    {
      ""token"": ""Pennsylvania"",
      ""replacements"": [""Georgia"", ""Michigan"", ""Wisconsin""]
    },
    {
      ""token"": ""205,000"",
      ""replacements"": [""150,000"", ""180,000"", ""220,000""]
    }
  ]
}"
tweet-sno-1251,"When are we going to be allowed to do signature verification in Fulton County, Georgia? The process is going VERY slowly.Pennsylvania just found 205,000 votes more than they had voters. Therefore, we WIN Pennsylvania!!!","The state of Pennsylvania recorded ""205,000 votes more than they had voters"" in the 2020 U.S. election.","[{""token"": ""Fulton County"", ""type"": ""GPE"", ""description"": ""Countries, cities, states""}, {""token"": ""Georgia"", ""type"": ""GPE"", ""description"": ""Countries, cities, states""}, {""token"": ""Pennsylvania"", ""type"": ""GPE"", ""description"": ""Countries, cities, states""}, {""token"": ""205,000"", ""type"": ""CARDINAL"", ""description"": ""Numerals that do not fall under another type""}, {""token"": ""Pennsylvania"", ""type"": ""GPE"", ""description"": ""Countries, cities, states""}]","{
  ""replaceable_entities"": [
    {
      ""token"": ""Fulton County"",
      ""replacements"": [""Maricopa County"", ""Wayne County"", ""Clark County""]
    },
    {
      ""token"": ""Georgia"",
      ""replacements"": [""Michigan"", ""Arizona"", ""Nevada""]
    },
    {
      ""token"": ""Pennsylvania"",
      ""replacements"": [""Wisconsin"", ""North Carolina"", ""Florida""]
    }
  ]
}"
tweet-sno-1252,"YOU CANNOT be “cleared” for a gathering by a negative COVID test 1) Might be too early in course to detect virus 2) ~20% of tests are false negatives 3) You could become infected literally 0.1 seconds after your swab Sincerely, An increasingly desperate ER doctor",A negative COVID-19 test will “clear” people to go to holiday gatherings with their family and friends across the United States.,"[{""token"": ""20%"", ""type"": ""PERCENT"", ""description"": ""Percentage (including \u201c%\u201d)""}, {""token"": ""3"", ""type"": ""CARDINAL"", ""description"": ""Numerals that do not fall under another type""}, {""token"": ""0.1 seconds"", ""type"": ""TIME"", ""description"": ""Times smaller than a day""}]","{
  ""replaceable_entities"": [
    {
      ""token"": ""20%"",
      ""replacements"": [""15%"", ""25%"", ""30%""]
    },
    {
      ""token"": ""3"",
      ""replacements"": [""2"", ""4"", ""5""]
    },
    {
      ""token"": ""0.1 seconds"",
      ""replacements"": [""0.5 seconds"", ""1 second"", ""2 seconds""]
    }
  ]
}"
tweet-sno-1253,"My family & I went tolast night. Great food. I used an old photo since we didn't take one last night. I'm glad this tweet has generated so much attention. I hope people support Gino and his team at. Small business is hurting, & they need our support",Former Wisconsin Gov. Scott Walker cropped and tweeted an old picture of pizza at a restaurant that he first tweeted 14 months earlier.,"[{""token"": ""one last night"", ""type"": ""TIME"", ""description"": ""Times smaller than a day""}, {""token"": ""Gino"", ""type"": ""PERSON"", ""description"": ""People, including fictional""}]","{
  ""replaceable_entities"": [
    {
      ""token"": ""one last night"",
      ""replacements"": [
        ""yesterday evening"",
        ""last evening"",
        ""last night""
      ]
    },
    {
      ""token"": ""Gino"",
      ""replacements"": [
        ""Maria"",
        ""John"",
        ""Lucia""
      ]
    }
  ]
}"
tweet-sno-1254,Did anyone go to a high school with a pool under the basketball court? The Bedford Falls High School gym always fascinated me. #ItsAWonderfulLife,"The swimming pool and retractable basketball court from ""It's a Wonderful Life"" are still used in the present day.","[{""token"": ""The Bedford Falls High School"", ""type"": ""ORG"", ""description"": ""Companies, agencies, institutions, etc.""}]","{
  ""replaceable_entities"": [
    {
      ""token"": ""The Bedford Falls High School"",
      ""replacements"": [""Rydell High School"", ""Hill Valley High School"", ""Springfield High School""]
    }
  ]
}"
tweet-sno-1255,It's a wonderful life (east coast feed) about to show the pool under the basketball court that still is there at my high school. #Beverly,"The swimming pool and retractable basketball court from ""It's a Wonderful Life"" are still used in the present day.","[{""token"": ""Beverly"", ""type"": ""PERSON"", ""description"": ""People, including fictional""}]","{
  ""replaceable_entities"": [
    {
      ""token"": ""Beverly"",
      ""replacements"": [""James"", ""Alice"", ""Michael""]
    }
  ]
}"
tweet-sno-1256,"Yes it's real. Yes, it's powered by Intel. And yes, it has a chicken warmer. 😅 #KFConsole #IntelGaming",Fast food chain KFC developed a video game console that also keeps chicken warm.,"[{""token"": ""Intel"", ""type"": ""ORG"", ""description"": ""Companies, agencies, institutions, etc.""}]","{
  ""replaceable_entities"": [
    {
      ""token"": ""Intel"",
      ""replacements"": [""AMD"", ""NVIDIA"", ""Qualcomm""]
    }
  ]
}"
tweet-sno-1257,"Mayor Buttigieg says he’s a gay Christian. As a Christian I believe the Bible which defines homosexuality as sin, something to be repentant of, not something to be flaunted, praised or politicized. The Bible says marriage is between a man & a woman—not two men, not two women. 2/3","Evangelist Franklin Graham tweeted that Pete Buttigieg's homosexuality was ""something to be repentant of, not something to be flaunted.""","[{""token"": ""Buttigieg"", ""type"": ""PERSON"", ""description"": ""People, including fictional""}, {""token"": ""Christian"", ""type"": ""NORP"", ""description"": ""Nationalities or religious or political groups""}, {""token"": ""Christian"", ""type"": ""NORP"", ""description"": ""Nationalities or religious or political groups""}, {""token"": ""Bible"", ""type"": ""WORK_OF_ART"", ""description"": ""Titles of books, songs, etc. ""}, {""token"": ""Bible"", ""type"": ""WORK_OF_ART"", ""description"": ""Titles of books, songs, etc. ""}, {""token"": ""two"", ""type"": ""CARDINAL"", ""description"": ""Numerals that do not fall under another type""}, {""token"": ""two"", ""type"": ""CARDINAL"", ""description"": ""Numerals that do not fall under another type""}, {""token"": ""2/3"", ""type"": ""CARDINAL"", ""description"": ""Numerals that do not fall under another type""}]","{
  ""replaceable_entities"": [
    {
      ""token"": ""Buttigieg"",
      ""replacements"": [""Mayor Lightfoot"", ""Beto O'Rourke"", ""Governor Newsom""]
    },
    {
      ""token"": ""Christian"",
      ""replacements"": [""Muslim"", ""Jew"", ""Hindu""]
    },
    {
      ""token"": ""Christian"",
      ""replacements"": [""Muslim"", ""Jew"", ""Hindu""]
    }
  ]
}"
tweet-sno-1258,Kanye West $2M PPP loan. Joel Osteen $4M. Tom Brady $960K. Most Americans $600. #IAmVeryUpset,Joel Osteen's Lakewood Church in Texas received $4.4 million in coronavirus-economic-relief loans.,"[{""token"": ""2M"", ""type"": ""MONEY"", ""description"": ""Monetary values, including unit""}, {""token"": ""Joel Osteen"", ""type"": ""PERSON"", ""description"": ""People, including fictional""}, {""token"": ""Tom Brady"", ""type"": ""PERSON"", ""description"": ""People, including fictional""}, {""token"": ""960K"", ""type"": ""MONEY"", ""description"": ""Monetary values, including unit""}, {""token"": ""Americans"", ""type"": ""NORP"", ""description"": ""Nationalities or religious or political groups""}, {""token"": ""600"", ""type"": ""MONEY"", ""description"": ""Monetary values, including unit""}]","{
  ""replaceable_entities"": [
    {
      ""token"": ""2M"",
      ""replacements"": [""3M"", ""1.5M"", ""2.5M""]
    },
    {
      ""token"": ""Joel Osteen"",
      ""replacements"": [""Kenneth Copeland"", ""Creflo Dollar"", ""Jimmy Swaggart""]
    },
    {
      ""token"": ""Tom Brady"",
      ""replacements"": [""Aaron Rodgers"", ""Drew Brees"", ""Russell Wilson""]
    }
  ]
}"
tweet-sno-1259,Vatican 'Darth Vader' nativity scene gets earthly thumbs down,The Vatican's Nativity display includes a statue of Darth Vader.,"[{""token"": ""Vatican"", ""type"": ""ORG"", ""description"": ""Companies, agencies, institutions, etc.""}, {""token"": ""Darth Vader'"", ""type"": ""PERSON"", ""description"": ""People, including fictional""}]","{
  ""replaceable_entities"": [
    {
      ""token"": ""Vatican"",
      ""replacements"": [""Smithsonian"", ""Louvre Museum"", ""British Museum""]
    },
    {
      ""token"": ""Darth Vader"",
      ""replacements"": [""Batman"", ""Iron Man"", ""Yoda""]
    }
  ]
}"
tweet-sno-1260,"SIE strives to ensure a high level of customer satisfaction, and we will begin to offer a full refund for all gamers who have purchased Cyberpunk 2077 via PlayStation Store and want a refund. Please visit the following link to initiate the refund:.",PlayStation and Xbox announced that refunds would be available for customers who digitally purchased Cyberpunk 2077.,"[{""token"": ""SIE"", ""type"": ""ORG"", ""description"": ""Companies, agencies, institutions, etc.""}, {""token"": ""Cyberpunk 2077"", ""type"": ""PRODUCT"", ""description"": ""Vehicles, weapons, foods, etc. (Not services)""}, {""token"": ""PlayStation Store"", ""type"": ""PRODUCT"", ""description"": ""Vehicles, weapons, foods, etc. (Not services)""}]","{
  ""replaceable_entities"": [
    {
      ""token"": ""SIE"",
      ""replacements"": [""Sony Interactive Entertainment"", ""Microsoft"", ""Nintendo""]
    },
    {
      ""token"": ""Cyberpunk 2077"",
      ""replacements"": [""The Witcher 3"", ""Assassin's Creed Valhalla"", ""Final Fantasy VII Remake""]
    },
    {
      ""token"": ""PlayStation Store"",
      ""replacements"": [""Xbox Store"", ""Nintendo eShop"", ""Steam""]
    }
  ]
}"
tweet-sno-1261,"Cyberpunk 2077: To ensure that every player can get the experience they expect on Xbox, we will be expanding our existing refund policy to offer full refunds to anyone who purchased Cyberpunk 2077 digitally from the Microsoft Store, until further notice.",PlayStation and Xbox announced that refunds would be available for customers who digitally purchased Cyberpunk 2077.,"[{""token"": ""Cyberpunk 2077"", ""type"": ""WORK_OF_ART"", ""description"": ""Titles of books, songs, etc. ""}, {""token"": ""Xbox"", ""type"": ""ORG"", ""description"": ""Companies, agencies, institutions, etc.""}, {""token"": ""Cyberpunk 2077"", ""type"": ""PRODUCT"", ""description"": ""Vehicles, weapons, foods, etc. (Not services)""}, {""token"": ""the Microsoft Store"", ""type"": ""ORG"", ""description"": ""Companies, agencies, institutions, etc.""}]","{
  ""replaceable_entities"": [
    {
      ""token"": ""Cyberpunk 2077"",
      ""replacements"": [""The Witcher 3"", ""Red Dead Redemption 2"", ""Assassin's Creed Valhalla""]
    },
    {
      ""token"": ""Xbox"",
      ""replacements"": [""PlayStation"", ""Nintendo"", ""Valve""]
    },
    {
      ""token"": ""Cyberpunk 2077"",
      ""replacements"": [""The Witcher 3"", ""Red Dead Redemption 2"", ""Assassin's Creed Valhalla""]
    }
  ]
}"
tweet-sno-1262,"This video is an extract from yesterday’s press conference, with Hayabusa2 Project Manager Yuichi Tsuda confirming samples from Ryugu in the capsule!",Japanese scientists confirmed that the asteroid explorer Hyabusu2 successfully collected and returned soil and gas samples from the asteroid Ryugu 190 million miles from Earth.,"[{""token"": ""Hayabusa2 Project"", ""type"": ""ORG"", ""description"": ""Companies, agencies, institutions, etc.""}, {""token"": ""Yuichi Tsuda"", ""type"": ""PERSON"", ""description"": ""People, including fictional""}, {""token"": ""Ryugu"", ""type"": ""PERSON"", ""description"": ""People, including fictional""}]","{
  ""replaceable_entities"": [
    {
      ""token"": ""Hayabusa2 Project"",
      ""replacements"": [""OSIRIS-REx Mission"", ""Rosetta Mission"", ""New Horizons Project""]
    },
    {
      ""token"": ""Yuichi Tsuda"",
      ""replacements"": [""Dante Lauretta"", ""Andrea Accomazzo"", ""Alan Stern""]
    },
    {
      ""token"": ""Ryugu"",
      ""replacements"": [""Bennu"", ""67P/Churyumov-Gerasimenko"", ""Ultima Thule""]
    }
  ]
}"
tweet-sno-1263,"TEXAS ELECTORAL COLLEGE: ""The Justices went into a closed room…When Texas case was brought up he said he heard screaming through the walls as Justice Roberts and the other liberal Justices were insisting…afraid of what would happen if they did right thing…Moral cowardice""",Chief Justice John Roberts screamed at the other U.S. Supreme Court justices to dismiss a Texas voter fraud case in December 2020.,"[{""token"": ""TEXAS"", ""type"": ""GPE"", ""description"": ""Countries, cities, states""}, {""token"": ""Texas"", ""type"": ""GPE"", ""description"": ""Countries, cities, states""}, {""token"": ""Roberts"", ""type"": ""PERSON"", ""description"": ""People, including fictional""}]","{
  ""replaceable_entities"": [
    {
      ""token"": ""TEXAS"",
      ""replacements"": [""FLORIDA"", ""CALIFORNIA"", ""NEW YORK""]
    },
    {
      ""token"": ""Texas"",
      ""replacements"": [""Florida"", ""California"", ""New York""]
    },
    {
      ""token"": ""Roberts"",
      ""replacements"": [""Kavanaugh"", ""Barrett"", ""Gorsuch""]
    }
  ]
}"
tweet-sno-1264,"Yo, this seems like an intersection of some of your interests: a guy in my neighborhood built a mini-version of the Rosebud Motel in front of his house!","A man created a miniature Rosebud motel facade in a Seattle neighborhood, inspired by the setting of the popular comedy series “Schitt’s Creek.”","[{""token"": ""the Rosebud Motel"", ""type"": ""FAC"", ""description"": ""Buildings, airports, highways, bridges, etc.""}]","{
  ""replaceable_entities"": [
    {
      ""token"": ""the Rosebud Motel"",
      ""replacements"": [
        ""Central Perk Café"",
        ""Dunder Mifflin Scranton Branch"",
        ""Monk's Café""
      ]
    }
  ]
}"
tweet-sno-1265,"Well look at that, Day-vahd [said in our best Moira Rose voice]! A resident in Seattle's Queen Anne neighborhood, has created a mini Rosebud Motel using the retaining wall outside his home, for fans of the award-winning show ""Schitt's Creek"" to visit.","A man created a miniature Rosebud motel facade in a Seattle neighborhood, inspired by the setting of the popular comedy series “Schitt’s Creek.”","[{""token"": ""Day-vahd"", ""type"": ""PERSON"", ""description"": ""People, including fictional""}, {""token"": ""Moira Rose"", ""type"": ""PERSON"", ""description"": ""People, including fictional""}, {""token"": ""Seattle's Queen Anne"", ""type"": ""FAC"", ""description"": ""Buildings, airports, highways, bridges, etc.""}, {""token"": ""Rosebud Motel"", ""type"": ""FAC"", ""description"": ""Buildings, airports, highways, bridges, etc.""}, {""token"": ""\""Schitt's Creek\"""", ""type"": ""WORK_OF_ART"", ""description"": ""Titles of books, songs, etc. ""}]","{
  ""replaceable_entities"": [
    {
      ""token"": ""Day-vahd"",
      ""replacements"": [""Alex"", ""Jamie"", ""Casey""]
    },
    {
      ""token"": ""Moira Rose"",
      ""replacements"": [""David Rose"", ""Johnny Rose"", ""Alexis Rose""]
    },
    {
      ""token"": ""Seattle's Queen Anne"",
      ""replacements"": [""Fremont"", ""Capitol Hill"", ""Ballard""]
    }
  ]
}"
