query_id,original_claim,edited_claim,verifier_scores
tweet-sno-1249,Around 1/2 inch of snow at the 3700 ft level in Pearblossom fell early this morning. Photo taken by Michaela Moffitt. Thanks Michaela and our NWS spotter Scott Lezak for forwarding the photo. #cawx #LAweather #LAsnow,Just under 1 inch of snow at the 3000 ft level in Acton fell early this morning. Photo taken by Michaela Moffitt. Thanks Michaela and our NWS spotter Scott Lezak for forwarding the photo. #cawx #LAweather #LAsnow,"{""label"": ""LABEL_1"", ""score"": 0.999360978603363}"
tweet-sno-1249,Around 1/2 inch of snow at the 3700 ft level in Pearblossom fell early this morning. Photo taken by Michaela Moffitt. Thanks Michaela and our NWS spotter Scott Lezak for forwarding the photo. #cawx #LAweather #LAsnow,Just under 1 inch of snow at the 4000 ft level in Lancaster fell early this morning. Photo taken by Michaela Moffitt. Thanks Michaela and our NWS spotter Scott Lezak for forwarding the photo. #cawx #LAweather #LAsnow,"{""label"": ""LABEL_1"", ""score"": 0.9993529915809631}"
tweet-sno-1249,Around 1/2 inch of snow at the 3700 ft level in Pearblossom fell early this morning. Photo taken by Michaela Moffitt. Thanks Michaela and our NWS spotter Scott Lezak for forwarding the photo. #cawx #LAweather #LAsnow,Just under 1 inch of snow at the 4000 ft level in Palmdale fell early this morning. Photo taken by Michaela Moffitt. Thanks Michaela and our NWS spotter Scott Lezak for forwarding the photo. #cawx #LAweather #LAsnow,"{""label"": ""LABEL_1"", ""score"": 0.9993738532066345}"
tweet-sno-1249,Around 1/2 inch of snow at the 3700 ft level in Pearblossom fell early this morning. Photo taken by Michaela Moffitt. Thanks Michaela and our NWS spotter Scott Lezak for forwarding the photo. #cawx #LAweather #LAsnow,Just under 1 inch of snow at the 4000 ft level in Acton fell early this morning. Photo taken by Michaela Moffitt. Thanks Michaela and our NWS spotter Scott Lezak for forwarding the photo. #cawx #LAweather #LAsnow,"{""label"": ""LABEL_1"", ""score"": 0.9993597865104675}"
tweet-sno-1249,Around 1/2 inch of snow at the 3700 ft level in Pearblossom fell early this morning. Photo taken by Michaela Moffitt. Thanks Michaela and our NWS spotter Scott Lezak for forwarding the photo. #cawx #LAweather #LAsnow,Just under 1 inch of snow at the 3500 ft level in Lancaster fell early this morning. Photo taken by Michaela Moffitt. Thanks Michaela and our NWS spotter Scott Lezak for forwarding the photo. #cawx #LAweather #LAsnow,"{""label"": ""LABEL_1"", ""score"": 0.9993531107902527}"
tweet-sno-1249,Around 1/2 inch of snow at the 3700 ft level in Pearblossom fell early this morning. Photo taken by Michaela Moffitt. Thanks Michaela and our NWS spotter Scott Lezak for forwarding the photo. #cawx #LAweather #LAsnow,Just under 1 inch of snow at the 3500 ft level in Palmdale fell early this morning. Photo taken by Michaela Moffitt. Thanks Michaela and our NWS spotter Scott Lezak for forwarding the photo. #cawx #LAweather #LAsnow,"{""label"": ""LABEL_1"", ""score"": 0.9993733763694763}"
tweet-sno-1249,Around 1/2 inch of snow at the 3700 ft level in Pearblossom fell early this morning. Photo taken by Michaela Moffitt. Thanks Michaela and our NWS spotter Scott Lezak for forwarding the photo. #cawx #LAweather #LAsnow,Just under 1 inch of snow at the 3500 ft level in Acton fell early this morning. Photo taken by Michaela Moffitt. Thanks Michaela and our NWS spotter Scott Lezak for forwarding the photo. #cawx #LAweather #LAsnow,"{""label"": ""LABEL_1"", ""score"": 0.9993594288825989}"
tweet-sno-1250,"“Breaking News: In Pennsylvania there were 205,000 more votes than there were voters. This alone flips the state to President Trump.”","“Urgent Update: In Georgia there were 150,000 more votes than there were voters. This alone flips the state to President Trump.”","{""label"": ""LABEL_1"", ""score"": 0.9994727969169617}"
tweet-sno-1250,"“Breaking News: In Pennsylvania there were 205,000 more votes than there were voters. This alone flips the state to President Trump.”","“Urgent Update: In Georgia there were 180,000 more votes than there were voters. This alone flips the state to President Trump.”","{""label"": ""LABEL_1"", ""score"": 0.9994736313819885}"
tweet-sno-1250,"“Breaking News: In Pennsylvania there were 205,000 more votes than there were voters. This alone flips the state to President Trump.”","“Urgent Update: In Georgia there were 220,000 more votes than there were voters. This alone flips the state to President Trump.”","{""label"": ""LABEL_1"", ""score"": 0.9994738698005676}"
tweet-sno-1250,"“Breaking News: In Pennsylvania there were 205,000 more votes than there were voters. This alone flips the state to President Trump.”","“Urgent Update: In Michigan there were 150,000 more votes than there were voters. This alone flips the state to President Trump.”","{""label"": ""LABEL_1"", ""score"": 0.9994785189628601}"
tweet-sno-1250,"“Breaking News: In Pennsylvania there were 205,000 more votes than there were voters. This alone flips the state to President Trump.”","“Urgent Update: In Michigan there were 180,000 more votes than there were voters. This alone flips the state to President Trump.”","{""label"": ""LABEL_1"", ""score"": 0.999479353427887}"
tweet-sno-1250,"“Breaking News: In Pennsylvania there were 205,000 more votes than there were voters. This alone flips the state to President Trump.”","“Urgent Update: In Michigan there were 220,000 more votes than there were voters. This alone flips the state to President Trump.”","{""label"": ""LABEL_1"", ""score"": 0.9994791150093079}"
tweet-sno-1250,"“Breaking News: In Pennsylvania there were 205,000 more votes than there were voters. This alone flips the state to President Trump.”","“Urgent Update: In Wisconsin there were 150,000 more votes than there were voters. This alone flips the state to President Trump.”","{""label"": ""LABEL_1"", ""score"": 0.9994750618934631}"
tweet-sno-1250,"“Breaking News: In Pennsylvania there were 205,000 more votes than there were voters. This alone flips the state to President Trump.”","“Urgent Update: In Wisconsin there were 180,000 more votes than there were voters. This alone flips the state to President Trump.”","{""label"": ""LABEL_1"", ""score"": 0.9994761347770691}"
tweet-sno-1250,"“Breaking News: In Pennsylvania there were 205,000 more votes than there were voters. This alone flips the state to President Trump.”","“Urgent Update: In Wisconsin there were 220,000 more votes than there were voters. This alone flips the state to President Trump.”","{""label"": ""LABEL_1"", ""score"": 0.9994761347770691}"
tweet-sno-1250,"“Breaking News: In Pennsylvania there were 205,000 more votes than there were voters. This alone flips the state to President Trump.”","“Latest Alert: In Georgia there were 150,000 more votes than there were voters. This alone flips the state to President Trump.”","{""label"": ""LABEL_1"", ""score"": 0.9994733929634094}"
tweet-sno-1250,"“Breaking News: In Pennsylvania there were 205,000 more votes than there were voters. This alone flips the state to President Trump.”","“Latest Alert: In Georgia there were 180,000 more votes than there were voters. This alone flips the state to President Trump.”","{""label"": ""LABEL_1"", ""score"": 0.9994747042655945}"
tweet-sno-1250,"“Breaking News: In Pennsylvania there were 205,000 more votes than there were voters. This alone flips the state to President Trump.”","“Latest Alert: In Georgia there were 220,000 more votes than there were voters. This alone flips the state to President Trump.”","{""label"": ""LABEL_1"", ""score"": 0.9994750618934631}"
tweet-sno-1250,"“Breaking News: In Pennsylvania there were 205,000 more votes than there were voters. This alone flips the state to President Trump.”","“Latest Alert: In Michigan there were 150,000 more votes than there were voters. This alone flips the state to President Trump.”","{""label"": ""LABEL_1"", ""score"": 0.999480664730072}"
tweet-sno-1250,"“Breaking News: In Pennsylvania there were 205,000 more votes than there were voters. This alone flips the state to President Trump.”","“Latest Alert: In Michigan there were 180,000 more votes than there were voters. This alone flips the state to President Trump.”","{""label"": ""LABEL_1"", ""score"": 0.9994818568229675}"
tweet-sno-1250,"“Breaking News: In Pennsylvania there were 205,000 more votes than there were voters. This alone flips the state to President Trump.”","“Latest Alert: In Michigan there were 220,000 more votes than there were voters. This alone flips the state to President Trump.”","{""label"": ""LABEL_1"", ""score"": 0.999481737613678}"
tweet-sno-1250,"“Breaking News: In Pennsylvania there were 205,000 more votes than there were voters. This alone flips the state to President Trump.”","“Latest Alert: In Wisconsin there were 150,000 more votes than there were voters. This alone flips the state to President Trump.”","{""label"": ""LABEL_1"", ""score"": 0.999476969242096}"
tweet-sno-1250,"“Breaking News: In Pennsylvania there were 205,000 more votes than there were voters. This alone flips the state to President Trump.”","“Latest Alert: In Wisconsin there were 180,000 more votes than there were voters. This alone flips the state to President Trump.”","{""label"": ""LABEL_1"", ""score"": 0.9994783997535706}"
tweet-sno-1250,"“Breaking News: In Pennsylvania there were 205,000 more votes than there were voters. This alone flips the state to President Trump.”","“Latest Alert: In Wisconsin there were 220,000 more votes than there were voters. This alone flips the state to President Trump.”","{""label"": ""LABEL_1"", ""score"": 0.9994783997535706}"
tweet-sno-1250,"“Breaking News: In Pennsylvania there were 205,000 more votes than there were voters. This alone flips the state to President Trump.”","“News Flash: In Georgia there were 150,000 more votes than there were voters. This alone flips the state to President Trump.”","{""label"": ""LABEL_1"", ""score"": 0.999476969242096}"
tweet-sno-1250,"“Breaking News: In Pennsylvania there were 205,000 more votes than there were voters. This alone flips the state to President Trump.”","“News Flash: In Georgia there were 180,000 more votes than there were voters. This alone flips the state to President Trump.”","{""label"": ""LABEL_1"", ""score"": 0.9994779229164124}"
tweet-sno-1250,"“Breaking News: In Pennsylvania there were 205,000 more votes than there were voters. This alone flips the state to President Trump.”","“News Flash: In Georgia there were 220,000 more votes than there were voters. This alone flips the state to President Trump.”","{""label"": ""LABEL_1"", ""score"": 0.9994780421257019}"
tweet-sno-1250,"“Breaking News: In Pennsylvania there were 205,000 more votes than there were voters. This alone flips the state to President Trump.”","“News Flash: In Michigan there were 150,000 more votes than there were voters. This alone flips the state to President Trump.”","{""label"": ""LABEL_1"", ""score"": 0.9994823932647705}"
tweet-sno-1250,"“Breaking News: In Pennsylvania there were 205,000 more votes than there were voters. This alone flips the state to President Trump.”","“News Flash: In Michigan there were 180,000 more votes than there were voters. This alone flips the state to President Trump.”","{""label"": ""LABEL_1"", ""score"": 0.9994833469390869}"
tweet-sno-1250,"“Breaking News: In Pennsylvania there were 205,000 more votes than there were voters. This alone flips the state to President Trump.”","“News Flash: In Michigan there were 220,000 more votes than there were voters. This alone flips the state to President Trump.”","{""label"": ""LABEL_1"", ""score"": 0.9994831085205078}"
tweet-sno-1250,"“Breaking News: In Pennsylvania there were 205,000 more votes than there were voters. This alone flips the state to President Trump.”","“News Flash: In Wisconsin there were 150,000 more votes than there were voters. This alone flips the state to President Trump.”","{""label"": ""LABEL_1"", ""score"": 0.999479353427887}"
tweet-sno-1250,"“Breaking News: In Pennsylvania there were 205,000 more votes than there were voters. This alone flips the state to President Trump.”","“News Flash: In Wisconsin there were 180,000 more votes than there were voters. This alone flips the state to President Trump.”","{""label"": ""LABEL_1"", ""score"": 0.9994803071022034}"
tweet-sno-1250,"“Breaking News: In Pennsylvania there were 205,000 more votes than there were voters. This alone flips the state to President Trump.”","“News Flash: In Wisconsin there were 220,000 more votes than there were voters. This alone flips the state to President Trump.”","{""label"": ""LABEL_1"", ""score"": 0.9994804263114929}"
tweet-sno-1251,"When are we going to be allowed to do signature verification in Fulton County, Georgia? The process is going VERY slowly.Pennsylvania just found 205,000 votes more than they had voters. Therefore, we WIN Pennsylvania!!!","When are we going to be allowed to do signature verification in Maricopa County, Michigan? The process is going VERY slowly.Wisconsin just found 205,000 votes more than they had voters. Therefore, we WIN Wisconsin!!!","{""label"": ""LABEL_1"", ""score"": 0.9994747042655945}"
tweet-sno-1251,"When are we going to be allowed to do signature verification in Fulton County, Georgia? The process is going VERY slowly.Pennsylvania just found 205,000 votes more than they had voters. Therefore, we WIN Pennsylvania!!!","When are we going to be allowed to do signature verification in Maricopa County, Michigan? The process is going VERY slowly.North Carolina just found 205,000 votes more than they had voters. Therefore, we WIN North Carolina!!!","{""label"": ""LABEL_1"", ""score"": 0.9994708895683289}"
tweet-sno-1251,"When are we going to be allowed to do signature verification in Fulton County, Georgia? The process is going VERY slowly.Pennsylvania just found 205,000 votes more than they had voters. Therefore, we WIN Pennsylvania!!!","When are we going to be allowed to do signature verification in Maricopa County, Michigan? The process is going VERY slowly.Florida just found 205,000 votes more than they had voters. Therefore, we WIN Florida!!!","{""label"": ""LABEL_1"", ""score"": 0.9994687438011169}"
tweet-sno-1251,"When are we going to be allowed to do signature verification in Fulton County, Georgia? The process is going VERY slowly.Pennsylvania just found 205,000 votes more than they had voters. Therefore, we WIN Pennsylvania!!!","When are we going to be allowed to do signature verification in Maricopa County, Arizona? The process is going VERY slowly.Wisconsin just found 205,000 votes more than they had voters. Therefore, we WIN Wisconsin!!!","{""label"": ""LABEL_1"", ""score"": 0.9994744658470154}"
tweet-sno-1251,"When are we going to be allowed to do signature verification in Fulton County, Georgia? The process is going VERY slowly.Pennsylvania just found 205,000 votes more than they had voters. Therefore, we WIN Pennsylvania!!!","When are we going to be allowed to do signature verification in Maricopa County, Arizona? The process is going VERY slowly.North Carolina just found 205,000 votes more than they had voters. Therefore, we WIN North Carolina!!!","{""label"": ""LABEL_1"", ""score"": 0.9994706511497498}"
tweet-sno-1251,"When are we going to be allowed to do signature verification in Fulton County, Georgia? The process is going VERY slowly.Pennsylvania just found 205,000 votes more than they had voters. Therefore, we WIN Pennsylvania!!!","When are we going to be allowed to do signature verification in Maricopa County, Arizona? The process is going VERY slowly.Florida just found 205,000 votes more than they had voters. Therefore, we WIN Florida!!!","{""label"": ""LABEL_1"", ""score"": 0.9994674324989319}"
tweet-sno-1251,"When are we going to be allowed to do signature verification in Fulton County, Georgia? The process is going VERY slowly.Pennsylvania just found 205,000 votes more than they had voters. Therefore, we WIN Pennsylvania!!!","When are we going to be allowed to do signature verification in Maricopa County, Nevada? The process is going VERY slowly.Wisconsin just found 205,000 votes more than they had voters. Therefore, we WIN Wisconsin!!!","{""label"": ""LABEL_1"", ""score"": 0.9994727969169617}"
tweet-sno-1251,"When are we going to be allowed to do signature verification in Fulton County, Georgia? The process is going VERY slowly.Pennsylvania just found 205,000 votes more than they had voters. Therefore, we WIN Pennsylvania!!!","When are we going to be allowed to do signature verification in Maricopa County, Nevada? The process is going VERY slowly.North Carolina just found 205,000 votes more than they had voters. Therefore, we WIN North Carolina!!!","{""label"": ""LABEL_1"", ""score"": 0.999467670917511}"
tweet-sno-1251,"When are we going to be allowed to do signature verification in Fulton County, Georgia? The process is going VERY slowly.Pennsylvania just found 205,000 votes more than they had voters. Therefore, we WIN Pennsylvania!!!","When are we going to be allowed to do signature verification in Maricopa County, Nevada? The process is going VERY slowly.Florida just found 205,000 votes more than they had voters. Therefore, we WIN Florida!!!","{""label"": ""LABEL_1"", ""score"": 0.9994650483131409}"
tweet-sno-1251,"When are we going to be allowed to do signature verification in Fulton County, Georgia? The process is going VERY slowly.Pennsylvania just found 205,000 votes more than they had voters. Therefore, we WIN Pennsylvania!!!","When are we going to be allowed to do signature verification in Wayne County, Michigan? The process is going VERY slowly.Wisconsin just found 205,000 votes more than they had voters. Therefore, we WIN Wisconsin!!!","{""label"": ""LABEL_1"", ""score"": 0.9994710087776184}"
tweet-sno-1251,"When are we going to be allowed to do signature verification in Fulton County, Georgia? The process is going VERY slowly.Pennsylvania just found 205,000 votes more than they had voters. Therefore, we WIN Pennsylvania!!!","When are we going to be allowed to do signature verification in Wayne County, Michigan? The process is going VERY slowly.North Carolina just found 205,000 votes more than they had voters. Therefore, we WIN North Carolina!!!","{""label"": ""LABEL_1"", ""score"": 0.9994691014289856}"
tweet-sno-1251,"When are we going to be allowed to do signature verification in Fulton County, Georgia? The process is going VERY slowly.Pennsylvania just found 205,000 votes more than they had voters. Therefore, we WIN Pennsylvania!!!","When are we going to be allowed to do signature verification in Wayne County, Michigan? The process is going VERY slowly.Florida just found 205,000 votes more than they had voters. Therefore, we WIN Florida!!!","{""label"": ""LABEL_1"", ""score"": 0.9994667172431946}"
tweet-sno-1251,"When are we going to be allowed to do signature verification in Fulton County, Georgia? The process is going VERY slowly.Pennsylvania just found 205,000 votes more than they had voters. Therefore, we WIN Pennsylvania!!!","When are we going to be allowed to do signature verification in Wayne County, Arizona? The process is going VERY slowly.Wisconsin just found 205,000 votes more than they had voters. Therefore, we WIN Wisconsin!!!","{""label"": ""LABEL_1"", ""score"": 0.9994756579399109}"
tweet-sno-1251,"When are we going to be allowed to do signature verification in Fulton County, Georgia? The process is going VERY slowly.Pennsylvania just found 205,000 votes more than they had voters. Therefore, we WIN Pennsylvania!!!","When are we going to be allowed to do signature verification in Wayne County, Arizona? The process is going VERY slowly.North Carolina just found 205,000 votes more than they had voters. Therefore, we WIN North Carolina!!!","{""label"": ""LABEL_1"", ""score"": 0.9994701743125916}"
tweet-sno-1251,"When are we going to be allowed to do signature verification in Fulton County, Georgia? The process is going VERY slowly.Pennsylvania just found 205,000 votes more than they had voters. Therefore, we WIN Pennsylvania!!!","When are we going to be allowed to do signature verification in Wayne County, Arizona? The process is going VERY slowly.Florida just found 205,000 votes more than they had voters. Therefore, we WIN Florida!!!","{""label"": ""LABEL_1"", ""score"": 0.9994686245918274}"
tweet-sno-1251,"When are we going to be allowed to do signature verification in Fulton County, Georgia? The process is going VERY slowly.Pennsylvania just found 205,000 votes more than they had voters. Therefore, we WIN Pennsylvania!!!","When are we going to be allowed to do signature verification in Wayne County, Nevada? The process is going VERY slowly.Wisconsin just found 205,000 votes more than they had voters. Therefore, we WIN Wisconsin!!!","{""label"": ""LABEL_1"", ""score"": 0.999473512172699}"
tweet-sno-1251,"When are we going to be allowed to do signature verification in Fulton County, Georgia? The process is going VERY slowly.Pennsylvania just found 205,000 votes more than they had voters. Therefore, we WIN Pennsylvania!!!","When are we going to be allowed to do signature verification in Wayne County, Nevada? The process is going VERY slowly.North Carolina just found 205,000 votes more than they had voters. Therefore, we WIN North Carolina!!!","{""label"": ""LABEL_1"", ""score"": 0.9994713664054871}"
tweet-sno-1251,"When are we going to be allowed to do signature verification in Fulton County, Georgia? The process is going VERY slowly.Pennsylvania just found 205,000 votes more than they had voters. Therefore, we WIN Pennsylvania!!!","When are we going to be allowed to do signature verification in Wayne County, Nevada? The process is going VERY slowly.Florida just found 205,000 votes more than they had voters. Therefore, we WIN Florida!!!","{""label"": ""LABEL_1"", ""score"": 0.9994699358940125}"
tweet-sno-1251,"When are we going to be allowed to do signature verification in Fulton County, Georgia? The process is going VERY slowly.Pennsylvania just found 205,000 votes more than they had voters. Therefore, we WIN Pennsylvania!!!","When are we going to be allowed to do signature verification in Clark County, Michigan? The process is going VERY slowly.Wisconsin just found 205,000 votes more than they had voters. Therefore, we WIN Wisconsin!!!","{""label"": ""LABEL_1"", ""score"": 0.999471127986908}"
tweet-sno-1251,"When are we going to be allowed to do signature verification in Fulton County, Georgia? The process is going VERY slowly.Pennsylvania just found 205,000 votes more than they had voters. Therefore, we WIN Pennsylvania!!!","When are we going to be allowed to do signature verification in Clark County, Michigan? The process is going VERY slowly.North Carolina just found 205,000 votes more than they had voters. Therefore, we WIN North Carolina!!!","{""label"": ""LABEL_1"", ""score"": 0.9994671940803528}"
tweet-sno-1251,"When are we going to be allowed to do signature verification in Fulton County, Georgia? The process is going VERY slowly.Pennsylvania just found 205,000 votes more than they had voters. Therefore, we WIN Pennsylvania!!!","When are we going to be allowed to do signature verification in Clark County, Michigan? The process is going VERY slowly.Florida just found 205,000 votes more than they had voters. Therefore, we WIN Florida!!!","{""label"": ""LABEL_1"", ""score"": 0.9994650483131409}"
tweet-sno-1251,"When are we going to be allowed to do signature verification in Fulton County, Georgia? The process is going VERY slowly.Pennsylvania just found 205,000 votes more than they had voters. Therefore, we WIN Pennsylvania!!!","When are we going to be allowed to do signature verification in Clark County, Arizona? The process is going VERY slowly.Wisconsin just found 205,000 votes more than they had voters. Therefore, we WIN Wisconsin!!!","{""label"": ""LABEL_1"", ""score"": 0.9994747042655945}"
tweet-sno-1251,"When are we going to be allowed to do signature verification in Fulton County, Georgia? The process is going VERY slowly.Pennsylvania just found 205,000 votes more than they had voters. Therefore, we WIN Pennsylvania!!!","When are we going to be allowed to do signature verification in Clark County, Arizona? The process is going VERY slowly.North Carolina just found 205,000 votes more than they had voters. Therefore, we WIN North Carolina!!!","{""label"": ""LABEL_1"", ""score"": 0.9994670748710632}"
tweet-sno-1251,"When are we going to be allowed to do signature verification in Fulton County, Georgia? The process is going VERY slowly.Pennsylvania just found 205,000 votes more than they had voters. Therefore, we WIN Pennsylvania!!!","When are we going to be allowed to do signature verification in Clark County, Arizona? The process is going VERY slowly.Florida just found 205,000 votes more than they had voters. Therefore, we WIN Florida!!!","{""label"": ""LABEL_1"", ""score"": 0.9994651675224304}"
tweet-sno-1251,"When are we going to be allowed to do signature verification in Fulton County, Georgia? The process is going VERY slowly.Pennsylvania just found 205,000 votes more than they had voters. Therefore, we WIN Pennsylvania!!!","When are we going to be allowed to do signature verification in Clark County, Nevada? The process is going VERY slowly.Wisconsin just found 205,000 votes more than they had voters. Therefore, we WIN Wisconsin!!!","{""label"": ""LABEL_1"", ""score"": 0.9994720816612244}"
tweet-sno-1251,"When are we going to be allowed to do signature verification in Fulton County, Georgia? The process is going VERY slowly.Pennsylvania just found 205,000 votes more than they had voters. Therefore, we WIN Pennsylvania!!!","When are we going to be allowed to do signature verification in Clark County, Nevada? The process is going VERY slowly.North Carolina just found 205,000 votes more than they had voters. Therefore, we WIN North Carolina!!!","{""label"": ""LABEL_1"", ""score"": 0.9994698166847229}"
tweet-sno-1251,"When are we going to be allowed to do signature verification in Fulton County, Georgia? The process is going VERY slowly.Pennsylvania just found 205,000 votes more than they had voters. Therefore, we WIN Pennsylvania!!!","When are we going to be allowed to do signature verification in Clark County, Nevada? The process is going VERY slowly.Florida just found 205,000 votes more than they had voters. Therefore, we WIN Florida!!!","{""label"": ""LABEL_1"", ""score"": 0.9994699358940125}"
tweet-sno-1252,"YOU CANNOT be “cleared” for a gathering by a negative COVID test 1) Might be too early in course to detect virus 2) ~20% of tests are false negatives 3) You could become infected literally 0.1 seconds after your swab Sincerely, An increasingly desperate ER doctor","YOU CANNOT be “cleared” for a gathering by a negative COVID test 1) Might be too early in course to detect virus 2) ~15% of tests are false negatives 2) You could become infected literally 0.5 seconds after your swab Sincerely, An increasingly desperate ER doctor","{""label"": ""LABEL_1"", ""score"": 0.9994298815727234}"
tweet-sno-1252,"YOU CANNOT be “cleared” for a gathering by a negative COVID test 1) Might be too early in course to detect virus 2) ~20% of tests are false negatives 3) You could become infected literally 0.1 seconds after your swab Sincerely, An increasingly desperate ER doctor","YOU CANNOT be “cleared” for a gathering by a negative COVID test 1) Might be too early in course to detect virus 2) ~15% of tests are false negatives 2) You could become infected literally 1 second after your swab Sincerely, An increasingly desperate ER doctor","{""label"": ""LABEL_1"", ""score"": 0.9994286894798279}"
tweet-sno-1252,"YOU CANNOT be “cleared” for a gathering by a negative COVID test 1) Might be too early in course to detect virus 2) ~20% of tests are false negatives 3) You could become infected literally 0.1 seconds after your swab Sincerely, An increasingly desperate ER doctor","YOU CANNOT be “cleared” for a gathering by a negative COVID test 1) Might be too early in course to detect virus 2) ~15% of tests are false negatives 2) You could become infected literally 2 seconds after your swab Sincerely, An increasingly desperate ER doctor","{""label"": ""LABEL_1"", ""score"": 0.9994292855262756}"
tweet-sno-1252,"YOU CANNOT be “cleared” for a gathering by a negative COVID test 1) Might be too early in course to detect virus 2) ~20% of tests are false negatives 3) You could become infected literally 0.1 seconds after your swab Sincerely, An increasingly desperate ER doctor","YOU CANNOT be “cleared” for a gathering by a negative COVID test 1) Might be too early in course to detect virus 2) ~15% of tests are false negatives 4) You could become infected literally 0.5 seconds after your swab Sincerely, An increasingly desperate ER doctor","{""label"": ""LABEL_1"", ""score"": 0.9994258880615234}"
tweet-sno-1252,"YOU CANNOT be “cleared” for a gathering by a negative COVID test 1) Might be too early in course to detect virus 2) ~20% of tests are false negatives 3) You could become infected literally 0.1 seconds after your swab Sincerely, An increasingly desperate ER doctor","YOU CANNOT be “cleared” for a gathering by a negative COVID test 1) Might be too early in course to detect virus 2) ~15% of tests are false negatives 4) You could become infected literally 1 second after your swab Sincerely, An increasingly desperate ER doctor","{""label"": ""LABEL_1"", ""score"": 0.9994235038757324}"
tweet-sno-1252,"YOU CANNOT be “cleared” for a gathering by a negative COVID test 1) Might be too early in course to detect virus 2) ~20% of tests are false negatives 3) You could become infected literally 0.1 seconds after your swab Sincerely, An increasingly desperate ER doctor","YOU CANNOT be “cleared” for a gathering by a negative COVID test 1) Might be too early in course to detect virus 2) ~15% of tests are false negatives 4) You could become infected literally 2 seconds after your swab Sincerely, An increasingly desperate ER doctor","{""label"": ""LABEL_1"", ""score"": 0.9994242191314697}"
tweet-sno-1252,"YOU CANNOT be “cleared” for a gathering by a negative COVID test 1) Might be too early in course to detect virus 2) ~20% of tests are false negatives 3) You could become infected literally 0.1 seconds after your swab Sincerely, An increasingly desperate ER doctor","YOU CANNOT be “cleared” for a gathering by a negative COVID test 1) Might be too early in course to detect virus 2) ~15% of tests are false negatives 5) You could become infected literally 0.5 seconds after your swab Sincerely, An increasingly desperate ER doctor","{""label"": ""LABEL_1"", ""score"": 0.9994255304336548}"
tweet-sno-1252,"YOU CANNOT be “cleared” for a gathering by a negative COVID test 1) Might be too early in course to detect virus 2) ~20% of tests are false negatives 3) You could become infected literally 0.1 seconds after your swab Sincerely, An increasingly desperate ER doctor","YOU CANNOT be “cleared” for a gathering by a negative COVID test 1) Might be too early in course to detect virus 2) ~15% of tests are false negatives 5) You could become infected literally 1 second after your swab Sincerely, An increasingly desperate ER doctor","{""label"": ""LABEL_1"", ""score"": 0.9994235038757324}"
tweet-sno-1252,"YOU CANNOT be “cleared” for a gathering by a negative COVID test 1) Might be too early in course to detect virus 2) ~20% of tests are false negatives 3) You could become infected literally 0.1 seconds after your swab Sincerely, An increasingly desperate ER doctor","YOU CANNOT be “cleared” for a gathering by a negative COVID test 1) Might be too early in course to detect virus 2) ~15% of tests are false negatives 5) You could become infected literally 2 seconds after your swab Sincerely, An increasingly desperate ER doctor","{""label"": ""LABEL_1"", ""score"": 0.9994243383407593}"
tweet-sno-1252,"YOU CANNOT be “cleared” for a gathering by a negative COVID test 1) Might be too early in course to detect virus 2) ~20% of tests are false negatives 3) You could become infected literally 0.1 seconds after your swab Sincerely, An increasingly desperate ER doctor","YOU CANNOT be “cleared” for a gathering by a negative COVID test 1) Might be too early in course to detect virus 2) ~25% of tests are false negatives 2) You could become infected literally 0.5 seconds after your swab Sincerely, An increasingly desperate ER doctor","{""label"": ""LABEL_1"", ""score"": 0.9994298815727234}"
tweet-sno-1252,"YOU CANNOT be “cleared” for a gathering by a negative COVID test 1) Might be too early in course to detect virus 2) ~20% of tests are false negatives 3) You could become infected literally 0.1 seconds after your swab Sincerely, An increasingly desperate ER doctor","YOU CANNOT be “cleared” for a gathering by a negative COVID test 1) Might be too early in course to detect virus 2) ~25% of tests are false negatives 2) You could become infected literally 1 second after your swab Sincerely, An increasingly desperate ER doctor","{""label"": ""LABEL_1"", ""score"": 0.9994285702705383}"
tweet-sno-1252,"YOU CANNOT be “cleared” for a gathering by a negative COVID test 1) Might be too early in course to detect virus 2) ~20% of tests are false negatives 3) You could become infected literally 0.1 seconds after your swab Sincerely, An increasingly desperate ER doctor","YOU CANNOT be “cleared” for a gathering by a negative COVID test 1) Might be too early in course to detect virus 2) ~25% of tests are false negatives 2) You could become infected literally 2 seconds after your swab Sincerely, An increasingly desperate ER doctor","{""label"": ""LABEL_1"", ""score"": 0.9994290471076965}"
tweet-sno-1252,"YOU CANNOT be “cleared” for a gathering by a negative COVID test 1) Might be too early in course to detect virus 2) ~20% of tests are false negatives 3) You could become infected literally 0.1 seconds after your swab Sincerely, An increasingly desperate ER doctor","YOU CANNOT be “cleared” for a gathering by a negative COVID test 1) Might be too early in course to detect virus 2) ~25% of tests are false negatives 4) You could become infected literally 0.5 seconds after your swab Sincerely, An increasingly desperate ER doctor","{""label"": ""LABEL_1"", ""score"": 0.9994261264801025}"
