iclaim_id	iclaim
2,133,383	"The pre-Onam sales of liquor in Kerala has reached ₹650/- crores. 🤦🏻‍♂️🤦🏻‍♂️🤦🏻‍♂️
Cost of Chandrayaan3  ₹635/- crores approx...
Every Onam - Kerala drinks more than one chandrayan! 😄"
2,134,168	Why do the elderly Vietnamese support the GOP party?
2,135,723	"Small Request:🙏🏼
Pls.forward this message in your WhatsApp group as this is a small step to help our Army🙏🏼
Bisleri and Aquafina belongs to foreign companies. 
The money spent on buying this water goes to other countries from Bharat.
INDIAN ARMY PERSONNEL HAVE A SMALL REQUEST:
While travelling or while shopping demand for ""SENA JAL"" (ARMY WATER). 
This SENA JAL (ARMY WATER) is almost available at all the places (even at wholesale).
Army Wives Welfare Association of Indian Army has introduced SENA JAL. This is started by Madhulika Rawat wife of General Vipin Rawat.  The pack is available in half litre and one litre pack. 
Cost of half litre ₹.6/-
One litre ₹.10/- only. 
Other companies are selling water at ₹.20/- per litre! 
The profits earned from the sale of SENA WATER is sent to Military Welfare Committee. 
The money is utilized on the Martyr Soldiers Families and  Education of their Children! 
The SENA JAL (ARMY WATER) is produced by Indian Army, hence there is no news or canvassing on TELEVISION or by ANY MEDIA. This is one of the reason to sell the SENA WATER at a low rate.  Very few people know about this since there is no canvassing! 
Whenever you want to buy packed drinking water, ask for SENA JAL (ARMY WATER) with the shop vendor! 
If we are proud about our nation please share this message widely to spread every where! 

JAI HIND 🇮🇳"
2,141,857	Do old Oxford dictionary page 789 gives meaning of Indian as OLD FASHIONED AND CRIMINAL PEOPLE?
2,145,031	Did Shirdi Sai Trust Donate ₹35 Crore To Haj Committee? No, Viral Claim Is False
2,145,339	Are all American presidents related when you go back to their family tree
2,145,342	Abraham Lincoln was 25 years old when he became president
2,147,543	"They are going to upload some photos of the Moroccan earthquake on WhatsApp. The file is called Seismic Waves CARD, don't open it or see it, it will hack your phone in 10 seconds and it cannot be stopped in any way. Pass the information on to your family and friends.
DO NOT OPEN IT. They also said it on TV"
2,147,696	"Some hacks are going to upload some photos of the Moroccan earthquake on WhatsApp. The file is called Seismic Waves CARD, don't open it or see it, it will hack your phone in 10 seconds and it cannot be stopped in any way. Pass the information on to your family and friends.
DO NOT OPEN IT."
2,148,122	“People make statues out of wax, but in Saudi Arabia, a Muslim country, they made and installed a gold statue of Modi. 🇧🇴☝️👁️.”
2,154,060	I said i want money please
2,155,802	"Wow Modi ji wow..😂😂* Now read the post Modi ji exposed the new president of Congress Kharge in Parliament? PM Modi is generally underestimated as a soft-spoken gentleman, but not many of us know that when he lashes out at his opponents, he makes them bleed! Here's an example, covered by our corrupt media for obvious reasons... Congress leader in Parliament, Mallikarjun Kharge, a Dalit, as everyone knows, raised a question in Parliament with the gestures and ""body language"" of a warrior, literally shouting in a hoarse voice, shaking his limbs vigorously. Question to Modi! You should allocate atleast one percent of land per family for our Dalits! There was pin drop silence in the Lok Sabha. Everyone was on the edge of their seats, pausing for a moment as if they were waiting to ""dramatize"" it! Modiji got up from his seat after taking some time. He asked Khadge, ""Aren't you yourself a Dalit?"" Do you know how much land you own? I must declare Due to Khadge's reluctance, Modiji continued. Well, I'll tell myself! “You have a Rs 500 crore commercial complex in Bangalore's Bannerghatta area. There is a 300 acre coffee estate in Chikmagalur. There is a 50 crore rupees bungalow in that place! There is a 40 crore farm house in Kangeri! Ramaiah College has a building worth 25 crores! Another bungalow in Bangalore! 17 Acre Agricultural Land in Bellary Road! There is a three storied building in Indira Nagar Bangalore! 2 Bungalows in Bangalore Sadashiv Nagar! In addition to the above may I read the list of properties in the name of your family members located in Mysore? In Gulburga, Chennai, Goa, Pune, Nagpur, Mumbai and Delhi? Now Mallikarjun Kharge's face turned pale! “If one percent of land is allotted to Dalits then all the above persons need not be allotted land? There was a grave silence in the Congress court. None of the Congress colleagues could open their mouths. Members of the ruling party began banging on the table, and the noise grew louder and echoed throughout Parliament. It took a full 5 minutes for him to calm down. Why did the media not bring this sensational news and why kept a terrible silence? Don't know what 'price' Mallikarjun Kharge paid to buy media's 'silence'!? Whatever happens, we and you will tell this to the whole world and expose the machinations of the Anti-National Congress and its new croonist, Krypto, the leader! Will the Constitution or the Supreme Court say anything or not? This is called public system of looting. If ED investigates now, counter action will be taken. *This message must be sent to at least 5 groups...some people won't send...but I'm sure you will surely*"
2,157,668	Is Oreo contains pork fat or any other haram products in India'??
2,158,623	Has Ronaldo allowed Earthquake hit people to stay in his hotel?
2,159,126	"Smt Jaya Bachan Hon. MP raised very important issue in the Parliament, for which we salute her for her speech reproduced as under; “Kill Senior Citizens. Govt should kill all sr. citizens after the age of 65 because Govt is not ready to pay attention to these nation builders. ""Is it a crime to be a sr citizen in India? Sr citizens of India are not eligible for medical insurance after 70 years, they do not get loan on EMI. Driving license is not issued. They are not given any work, hence they depend on others for survival .They had paid all the taxes, insurance premiums upto the age of retirement ie 60-65. Now even after becoming sr citizens, they have to pay all the taxes. There is no scheme for sr citizens in India. 50% discount on railways/air travel, has also been discontinued. The other side of the picture is that sr citizens in politics MLA, MP or Minister, are given every possible benefit and they also get pensions. I fail to understand why all others ( except some Govt employees) are denied the same facilities. Imagine, if the children are not caring about them ,where will they go. If the elders of the country go against the Govt in elections, it will affect the election results . Government will have to face the consequences. Srs have the power to change the government, don't ignore them. They have the life long experience to change the Govt. Don't consider them weak ! So many schemes are required for the benefits of seniors . The govt spends a lot of money on welfare schemes, but never realizes about sr citizens. On the contrary, the income of sr citizens is decreasing due to reduction in interest rates of banks. If some of them are getting a meager pension to support the family & self, it is also subject to income tax. So sr citizens should be considered for some benefits : (1). All citizens above 60 must be given pension (2). Everybody must be given pension as per status (3). Concession in railway, bus & air travel. (4). Insurance should be must for all upto the last breath & premium must be paid by the Govt. (5). Court cases of sr citizens must be given priority for early decision. (6). Sr. citizens homes in every city with all facilities (7). Govt should amend the rule of scrapping 10 -15 yrs old used cars.This rule should be applied only for commercial vehicles. Our cars are purchased on loan & our uses are only 40 to 50000 km in 10 yrs. Our cars are as good as new one. If our cars are scrapped, then we must be given new cars. I request all Sr citizens and youth to share it on all social media. Let's hope that this government, who is sincere all the time and talks of *""Sab ka saath, sab ka vikas""* will do some for the betterment of those who have contributed in nation building and are now past their prime."" Please share with your friends, sr citizens and well wishers."
2,160,496	Is there a program in the US that will pay you $8000 to install solar panels?
2,161,229	Did Ms. Jaya Bachchan raise the issue of senior citizens in parliament asking the government to 'Kill senior citizens'
2,162,379	ANI claims Canada Issued Travel Advisory Urging ‘High Degree Of Caution’ While Traveling To India, Canadian Embassy Refutes ‘News’
2,162,407	rahul gandhi saying that narendra modi responsible for unemployment of eagles
2,162,472	"_*Breaking News from CNN :-*_ *Dr. Li Wenliang*, China's hero doctor who was punished for telling the truth about Corona Virus and later died due to the same disease, had documented casefiles for research purposes and had in the casefiles proposed a cure that would significantly decrease the impact of the COVID - 19 Virus on the human body. The chemical *Methylxanthine*, *Theobromine* and *Theophylline* stimulate compounds that can ward off these virus in a human with atleast an average immune system. Whats more shocking is that these complex words that were so difficult for people in China to understand is actually called *COFFEE * in India, YES, our regular COFFEE has all these chemicals already in it. The main Methylxanthine in COFFEE is the stimulant caffeine. Other Methylxanthines found in COFFEE are two chemically similar compounds, Theobromine and Theophylline. The COFFEE plant creates these chemicals as a way to ward off insects and other animals. Who would have known that all the solution to these virus would be a simple cup of COFFEE and that is the reason so many patients in China are being cured. The hospital staff in china has started serving COFFEE to the patients 3 times a day, And the effect is finally in *Wuhan* ""The centre of this Pandemic"" has been contained and community transmission has almost stopped. Please Share this message to your friends and family to make them aware about this blessing in the form of COFFEE in your kitchen."
2,163,896	Sreedurga Vilasam LP School: Illuminating Young Minds Sree Durga Vilasam Lower Primary School, where education meets excellence! Our school, affiliated with the Kerala State Education Department, takes immense pride in nurturing and educating a vibrant community of 450 students. With a focus on holistic development, we are committed to providing a strong foundation for young learners. ഇതിന്ടെ കൂടെ ഈ പേജിൽ തന്നെ കൃഷ്ണന്കുട്ടിമാഷിന്ടെ ഫോട്ടോയും മെസ്സേജും വച്ചാലോ .... പിന്നെ എൽ പി സ്കൂളിന്റെ ഒരു ഫോട്ടോയും
2,164,981	2 lakh acres of land illegally occupied by former Chief Ministers Mahbooba Mufti, Umar Abdullah and their close relatives in Jammu and Kashmir. Is it true?
2,177,814	"*New India under Modi Regime kicking out the UNMOG in another 10 days* 🌷🌷🌷🌷🌷 *74 years = 30 minutes* *What's UN M O G ⁉️* 🌷🌷🌷🌷🌷 India was suffering from a bug for the last 74 years, Whose name is... *United Nations Military Observer Group*. 🌷🌷🌷🌷🌷 Now Modi government has abolished it. Our Foreign Minister S Jaishankar played a very important role in this. In just 30 minutes, this entire committee was ordered to leave India within the next ten days! India has shown the way out of India to the UN Military Observer Group, a committee of the United Nations! This committee was working in India since 1948 and was keeping a close watch on the attitude of India and Pakistan, especially India itself, on the Kashmir issue. India was bearing all the expenses of working, traveling, living, eating, getting up and down! This committee had given very strong statements against India. It tried to declare Kashmir a trilateral issue rather than a bilateral one and also made serious allegations against India such as *""India is obstructing the work of the United Nations Military Observer Group between us, India and Pakistan so that the committee does not function properly.""* The committee did not stop here… It further said “The amount that India gives us does not cover our expenses. So India will have to increase our allowances and expenses and India will have to pay for it!” It so happened that the dog we had kept was eating ours and was barking at us and had even started biting. On this the Government of India only said to the Committee : ""We have suffered a lot because of your drama. Now you leave from here immediately"". “There is no place left for you in India!” In just 30 minutes, the Modi Govt. cancelled their visa/s and asked them to leave India and go to their country/ies immediately / within the next 10 days!!! For the last 74 years, India has been home to more than 40 of these people and was bearing their expenses. Now they have been exiled! And you know who brought them 74 years ago...? Brother-in-law of Congressmen *""Jawahar Lal Nehru""!* *99% of the public would not even know that a British team was ruling India till today because of these Congressmen*. Today Modi ji has done the work of uprooting the last pillar of the British from India. 🙏🙏Vande Mataram 🙏 👆🏾👆🏾🙏🏾🙏🏾🌹🌹❤️🔥💐 *Please send this message to at least five groups, so that all Indians know about the pseudo politics of Congress*"
2,178,991	"In English *It is necessary for every Indian to know that why bringing Modi ji to power in 2024 is very important for us Indians, we will be shocked to know* 🤔🤔🤔 * Some truths which were legally kept hidden from us Indians from 1947 till today, at the time of independence, the miscreants Nehru and Gandhi signed Transfer of Power Agreement with the British in the greed of getting power quickly. Signed Confidentiality Agreement* *The condition of which is that India cannot make this paper public for 50 years from 1947 and according to the Indian Constitution, even the Indian Parliament, Prime Minister or President does not have the right to amend it, Constitution Articles 366, 371, 372, 395* Some of whose terrible facts *Do you know that from 1947 till today, 10 billion rupees pension from our country goes to Queen Elizabeth even today.* *Under the agreement, India is bound to give 30 thousand tonnes of beef every year to Britain.* * India appoints its Ambassador in countries like Japan, China, Russia… but Sri Lanka, Pakistan, Canada, Australia can appoint only High Commissioner (High Commissioner) and not Ambassador in these countries. Why so.?* *After all, why are 54 countries including India known as Commonwealth countries, why not as independent nations?* * Commonwealth means ""Joint Property"" Joint Property Under the British Nationality Act 1948, every Indian, Australian, Canadian, whether Hindu, Muslim, Christian, Buddhist, Sikh, is still legally a slave of Britain's Queen Elizabeth, who is now dead, so now In his stead we are slaves of King Charles III.* *In 1997, before the completion of 50 years of this Transfer of Power Agreement, the secret agreement was extended by foreign agent Sonia Maino till 2024 by the then Prime Minister Indra Kumar Gujral to prevent it from becoming public.* *Now in 2024, anti-India forces are opposing Modi ji for the fear of this confidential agreement being made public again so that it does not become public even in 2024 and..* *10 billion rupees pension from our country should go to Britain every year.* * Every year 30 thousand tonnes of beef goes to Britain from our country and there are other secrets hidden, *The history of independent India is the witness that whenever strong leader Lal Bahadur Shastri ji came to India, he was killed, it is known to all…* *He was given poison in food in Tashkand.. His death, Subhash Chandra Bose's death etc remained a mystery..* Similarly our freedom has also become a mystery. *It is an appeal to my dear Sanatani Indians that by erasing all the discrimination of high and low provincialism, for the protection of the country, religion and the future generation, for happiness, peace and prosperity, in 2024 Modi government will have to be made the Prime Minister with a huge mandate.. Say helplessness or demand of time, there is no other option.* *Otherwise, the enemy of the country, traitor Congressmen, leftists, selfish corrupt Kejri, supporters of terrorist tukde tukde gang like Mamta Akhilesh will loot and destroy India or will put it on the verge of making an Islamic country. *That is why these opposition parties sold for a few rupees, news channels are desperately trying day and night to defame and stop Modi ji by misleading the public…* *So be aware and tell this thing to every Indian for the purpose of giving a safe life to their next generation, be careful, be alert.* * To us Indians. Bring Modi, save the country. There is no other way than this.* 🚩 *Long live eternal unity*🚩 *must send this message to at least 5 groups* Some people will not send but I am sure you will definitely send"
2,179,670	How do I choose which covid-19 vaccine to take?
2,179,907	Is nawaz Sharif did or alive?
2,180,007	Is it true that if i drink 3 spoonfuls of organic coconut oil every morning and night cancer will disappear?
2,183,002	Latest flash good news to the pensioners : The central finance minister accepted to santion additional pention to the central pensioners from at the attaining age of 65,70,75 and 80 as 5%, 10%, 15% and 20% respectively as recommended by parlamentary standing committee recomandations.
2,183,723	Please advise whether Dancer is real or fake Waheeda Rehman
2,199,554	"🥀🥀 Proud moment for Pune 😍🇮🇳 World’s second malaria vaccine gets WHO approval! The highly effective vaccine developed by Pune's Serum Institute of India and University of Oxford - 𝐑𝟐𝟏/𝐌𝐚𝐭𝐫𝐢𝐱-𝐌™ malaria vaccine gets WHO approval. 💉 It will be critical in reducing over half a million malaria-related deaths annually. 💉 Serum Institute of India has already established production capacity for 100 million doses per annum, which will be doubled over the next two years. ""I am incredibly proud of the part that the Serum Institute of India has played in developing the R21 malaria vaccine."" - Adar Poonawalla 💉 R21/Matrix-M™ malaria vaccine marks the culmination of 30 years of malaria vaccine research. @SerumInstIndia 🥀🥀"
2,201,703	*High alert to all flat/homeowners,* safety warning try to stay safe. The latest burglary tricks used by robbers. They go door to door lying. They have the Home Ministry stamp and letter head and claim to confirm everyone has valid identity cards for further census. They are moving everywhere and they look presentable. They will come to your house and say I am related to Ayushman Government of India scheme and I want to take your photo/fingerprints. They may have laptops, biometric machines and data list of all names. They will also show you all data list names and ask for additional informations. This is all a fraud. Don't give them any information in any form. Please tell family members and seniors in your home, neighbours not to let them enter your house even if they show identity cards. Please forward to all, you know.
2,201,717	Is the octobus crushing car glass is real or fake?
2,202,287	Dear Friends! I am Dr. Srinivas. I am working as Medical Director for a Pharmaceutical company. I would like to make a small request to you. Before that, I would like to share a small piece of information with you. Many of you might have read today's newspapers that EMRI results say, majority of people having Heart Attack are less than 50 years old. *You will be surprised to know the culprit is Palm Oil. It's far far more dangerous than Alchol and Smoking put together.* *India is the highest importer for Palm oil in this world.* The Palm oil mafia is very very big. *Our children, who are the future, are at a big risk.* There is no fast food available in this country without Palm Oil. If you *go to our grocery store, try to pick up a children's edible food without Palm oil - you will not succeed.* You will be interested to know *even Biscuits of big companies are made from it, and similarly all chocolates*. We are made to believe they are healthy, but we never knew about *the killer Palm oil or Palmitic acid* The big companies like *Lays use different oil in Western Countries and Palm oil in India* just because it is Cheap. Each time our child eats a product with Palm Oil, the brain behaves inappropriately and signals to secrete fat around and in the Heart *This leads to Diabetes at a very young age.* The World Economic Form has projected that 50 percent of people who Die at young age will die of Diabetes and Heart Disease. *The Palm Oil mafia has made our Children addicted to Junk Food, leaving the fruits and Vegetables aside, which are Heart protective.* Next time you buy something for your child, see the label of the product. If it has Palm oil or Palmolienic oil or Palmitic acid, avoid buying it! We, have written to our Hon'ble Prime Minister and are also in the process of making similar letters from 1 Lakh Doctors across India to take some action to secure our future generations. Once again I want to emphasize on impending danger to our children. Pls protect our Children. They are the future of our Country! Please forward this message. Don't forget to forward this to your close friends and family members. Please note to send. as many persons as possible.
2,203,219	Free drop for women in Maharashtra
2,205,102	"Random Facts about India! Dilip Apte 1. The Tirupati Balaji temple and the Kashi Vishwanath Temple both, receive more visitors than the Vatican City and Mecca combined. 2. Every 12 years, a religious gathering called the Kumbh Mela occurs in India. It is the world’s largest gathering of people. The gathering is so large that the Kumbh Mela is visible from the space. 3. India has more mosques (300,000 mosques) than any other nation in the world. 4. Today, India has the world’s largest school in terms of students, the City Montessori School in Lucknow. It has more than 45 thousand students! 5. Number of births in India every year is more than the total population of Australia, and many other nations. 6. India has the largest English speaking population in the world. 7. Lonar Lake, a saltwater lake in Maharashtra, was created by a meteor hitting the Earth and is one of its kind in India. 8. Buttons were invented in India. Yes, your shirt’s buttons. 9. And shampoo. 10. And cataract surgery. 11. And plastic surgery. 12. And we discovered water on the moon. 13. India’s tech capital, Bangalore, has increased its office supply by six times since 2006, and now has more Grade-A offices than Singapore. 14. India is the largest milk producer in the world. 15. India leads the world with the most murders (32,719) per year, with Russia taking second at 28,904 murders per year. 16. India is one of the only three countries that makes supercomputers (the US and Japan are the other two). 17. Chai is India’s national drink. 18. Martial Arts was first created in India. 19. India gave the world Yoga, that has existed for more than 5,000 years. 20. ""We owe a lot to the Indians, who taught us how to count, without which no worth while scientific discovery could have been made"". - Albert Einstein."
2,209,023	*Israel today has given two very clear messages to the whole world which are very important than India's terms...* 1-) The actress who was earning money by being popular in her own country, questioned her own country while supporting the enemy country in difficult times, Israeli security forces shot her in the leg and explained clearly that this is not India where betrayal goes and you remain a celebrity, and made her handicapped for life!! 2-) Fourth pillar of democracy called media.... one of its institutions Al Jazeera channels which was continuously spreading fake news against Israel.... Israel military blew up its headquarters with just one hour of time and gave a clear message that Israel is not India Where the fake media runs fake news against the country and the government tolerates it silently!! Big Salute to Israel 🙏🙏🙏🙏🙏🙏🙏
2,212,819	I would like to submit a tip .is there Mara Bistro game resort in maasai mara game reserve?
2,215,865	"Where the Vedio of the Manas Sarovar view "" Real..."" was shot?"
2,216,765	Is it true that Jim Jordan is the Speaker of the House
2,219,336	*A Girl from Rewa (M.P.), Pratibha Singh Baghel, singing Begum Akhtar's Ghazal with Western Orchestra......*
2,220,033	is it true that the court said candidates should not depend on INEC for results?
2,220,232	Did Peter Obi kneel to Tinubu to ask for brotherly advise ?
2,220,240	Did Labour party ask candidates to vote for him?
2,220,595	Will INEC use the BVAS for the Election in Bayelsa State
2,220,687	Is it through that Kogi Gubernatorial Election has been postponed?
2,220,688	Is it true that Kogi election is coming up on 11th of November 2023?
2,221,150	😱If the facts below are accurate It is single handedly- hands down should be sufficient reason to vote for only BJP ! Jai Hind How bomb blast scene in India has changed Congress Rule From 2004 to 2014 And from 2014 onwards. Atal ji's government formally left on 22nd May 2004* *Gandhi family appointed Shri Manmohan Singh to the post of Prime Minister...* *Congress government remained at the center till 2014 i.e. for 10 years... You might have forgotten because our memory is very weak, let us remind you.* *15 August 2004- Bomb blast in Dhimji School, Assam, 18 dead and 40 injured* *5 July 2005- Terrorist attack on Ram Janmabhoomi in Ayodhya, 6 dead, dozens injured* *28 July 2005- RDX bomb blast in Shramjeevi Express train in Jaunpur, 13 dead, 50 injured* *29 October 2005- Two days before the festival of Diwali, serial blasts in the crowded area of Delhi's Govindpuri bus, Paharganj and Sarojini Nagar, 70 people were blown to pieces and more than 250 were injured, Tariq Ahmed Dar and Rafiq mastermind. .* *28 December 2005- Terrorist attack on Bangalore Institute of Science, 1 dead, 4 injured* *7 March 2006- 28 devotees and civilians were bombed by 3 bomb blasts at the famous Sankatmochan Temple of Varanasi, the center of reverence for Hindus, and the crowded Cantt Railway Station, 101 people were injured, the hand of Lashkar Kuhab and SIMI* *11 July 2006- Simultaneously in Mumbai---Serial blast in local train of Matunga Road, Mahim, Bandra, Khar Road, Jogeshwari, Bhainder, Borivali stations, 209 dead, more than 700 injured, Faisal Shaikh, Asif Ansari, Asif Khan. , Kamal Ansari, Ehtasam Siddiqui and Naved Khan were the main architects of the incident.* *8 September 2006- Serial blast in Malegaon mosque, 37 dead, 125 injured, hand in hand of banned terrorist organization Student Islamic Movement of India... Later an attempt was made to create a historically unsuccessful theory of Hindu terrorism by changing the charge sheet.* *18 February 2007- Samjhauta Express blast, 68 dead, 50 injured, Army Intelligence alleged the handiwork of Islamic terrorist organization Lashkar-e-Taiba... Congress sent Indian Army Colonel Shrikant Purohit to jail for 7 years for creating Hindu terrorism. Gave terrible tortures... Purohit came out of jail after 9 years.* *Blast in Mecca Masjid of Hyderabad, 16 dead and 100 injured, Harkat ul Jihad al-Islami's hand... Congress once again tried to prove the failed theory of Hindu terrorism.* *14 October 2007- Blast in Ludhiana theatre, 6 people died* *24 November 2007- Serial bomb blast in the courts of Lucknow, Ayodhya and Banaras in Uttar Pradesh, 16 dead and 79 injured* *January 1, 2008- Attack on CRPF camp in Rampur, Uttar Pradesh, 8 dead and 7 injured, Lashkar-e-Taiba's hand.* *13 May 2008- Serial blasts by RDX at 9 places in Chhoti Chaupar, Badi Chaupar, Manakpur Police Station area, Johari Bazaar, Tripolia Bazaar, Kotwali area of Jaipur, 63 dead, 200 injured, Harkat-ul-Jihad-ul-Islami took charge. Responsibility.* *25 July 2008- 8 serial blasts in Bengaluru, 2 dead, 20 injured* *26 July 2008- Serial bomb blasts at 17 places in Ahmedabad, Gujarat, 35 dead and 110 injured... Mufti Abu Bashir master mind... Abdul Qadir, Hasil Mohammad, Hussain Ibrahim together helped the network sitting in Karachi (Pakistan). Exploded bombs.* *13 September 2008- 5 bombs blasted within 31 minutes in Ghaffar Market, Barhakhambha Road, GK1, Central Park, Delhi, 4 other bombs were defused, 33 died and more than 150 injured... Student Islamic Movement of India Outfit Indian Mujahideen carried out the blasts.* *27 September 2008- 2 bomb blasts in the electronic market of Delhi Mehrauli, 3 dead and 33 injured.* *1 October 2008- Bomb blast in Agartala, 4 dead and 100 injured* *21 October 2008- Bomb blast in Imphal, 17 dead, 50 injured* *30 October 2008- Bomb blast in Assam, 81 dead and more than 500 injured* *28 November 2008- Mumbai attack: Terrorist attack on Taj Hotel, Oberoi Hotel, Cama Hospital, Nariman House, Leopold Cafe, Chhatrapati Shivaji Maharaj Terminus, 166 people killed and more than 600 injured.* *January 1, 2009- Bomb blast in Guwahati, 6 dead, 67 injured* *6 April 2009, bomb blast in Guwahati, 7 dead, 62 injured* *13 February 2010- Bomb blast in Pune's German Bakery, 17 killed and 70 injured... Bomb blast carried out by the Indian branch of SIMI International Mujahideen Islamic Muslim Front.* *7 December 2010- Bomb blast at Dashaswamedh Ghat during Ganga Aarti, 3 dead and 36 injured... Indian Mujahideen, the outfit of Student Islamic Movement of India, carried out the blast.* *13 July 2011- A massive bomb blast in Mumbai's Opera House, Zaveri Bazaar and Dadar area, 26 dead and 130 injured... Indian Mujahideen, the outfit of Student Islamic Movement of India, carried out the blast.* *7 September 2011- Bomb blast in Delhi High Court, 17 dead and 180 people injured... Indian medical student Wasim Akram, owner of Harkat ul Jihad al-Islami outfit, mastermind of the bomb blast.* *13 February 2011- Attempt to bomb Israeli diplomat's car, bomb did not explode properly, 4 injured... Involvement of Indian journalist Muhammad Ahmed Kazmi.* *1 August 2012- Pune blast, blasts were carried out by Indian Mujahideen, an outfit of Student Islamic Movement of India.* *21 February 2013- Hyderabad 2 bomb blasts in Hyderabad, 18 dead and 131 injured... Indian Mujahideen founder Yasin Bhatkal, Asadullah Akhtar, Tehseen Akhtar, Ejaz Shaikh masterminds of the bomb blast.* *17 April 2013- Bomb blast in Bangalore, 14 people seriously injured* *7 July 2013- Blast in Bodh Gaya, 5 people seriously injured... Omar Siddiqui, Azharuddin Qureshi, Mujibullah Ansar, Haider Ali, Imtiaz Ansari in Bodh Gaya, Bihar, India in protest against the action taken against Rohingya terrorists in Myanmar. Had hatched a conspiracy to terrorize Bihar.* *On October 27, 2013, 8 bombs were blasted by Indian Mujahideen in Narendra Modi's rally in Patna, 6 dead and 85 injured...Conspiracy to kill thousands by creating stampede in the crowd of lakhs...Stampede due to wisdom of Modi and managers. Nahi machi... Mohammad Tahseen Akhtar mastermind... Blast was inspired by Chikmagalur Madrasa... Muzbulla, Haider Ali, Numan, Tariq Ansari absconded after the blast.* *1 May 2014- Bomb blast in Guwahati Bangalore Express in Chennai, 2 dead and 14 seriously injured.* *These figures do not include attacks in Jammu and Kashmir because that is a different topic.* *Here it is important to remind one more thing that when Batla House encounter took place and Indian Mujahideen terrorists were killed in it, the then Congress chief Mrs. Sonia Gandhi cried bitterly after seeing the dead bodies of those terrorists.* From 2014 till now there are no such Bomb blast in India due to firm security. *If anyone need any reason not to vote for Congress this one should be enough*. My question is. Are these facts quoted above accurate?
2,226,165	*PM Narendra Modi* is giving *3 Months Free recharge* to all *Indian users* so that more and more people can vote for *BJP* in the *2024 elections* and *BJP government* can be formed again. *Click* on the link given below to get *3 Months Free Recharge. (Last Date - 31 OCTOBER 2023)*👇👇👇 https://www.bjp.org@bjp2024.mangafinic.com
2,227,298	*PM Narendra Modi* is giving *3 Months Free recharge* to all *Indian users* so that more and more people can vote for *BJP* in the *2024 elections* and *BJP government* can be formed again. *Click* on the link given below to get *3 Months Free Recharge. (Last Date - 31 OCTOBER 2023)*👇👇👇 https://www.bjp.org@bjp2024.crazyoffer.xyz
2,240,535	It is true that the Governor of Kogi State, Gov. Yahaya Bello has instructed Mr. Tosin Ajayi, Director DSS Kogi State and the Commissioner of Police Kogi State CP Bethrand Onuoha to arrest some stakeholders in connection to the upcoming 11th November, 2023 Gubernatorial election in Kogi State.
2,243,290	Is it true that kogi state governor, Yahaya Bello sacked the commissioner for information, evangelist Kingsley Fanwo?
2,261,744	*PM Narendra Modi* is giving *3 Months Free recharge* to all *Indian users* so that more and more people can vote for *BJP* in the *2024 elections* and *BJP government* can be formed again. *Click* on the link given below to get *3 Months Free Recharge. (Last Date - 31 OCTOBER 2023)*👇👇👇 https://www.bjp.org@bjp2024.celebfinic.com
2,276,673	*PM Narendra Modi* is giving *3 Months Free recharge* to all *Indian users* so that more and more people can vote for *BJP* in the *2024 elections* and *BJP government* can be formed again. *Click* on the link given below to get *3 Months Free Recharge. (Last Date - 16 NOVEMBER 2023)*👇👇👇 https://www.bjp.org@bjp2024.crazyoffer.xyz
2,279,609	*PM Narendra Modi* is giving *3 Months Free recharge* to all *Indian users* so that more and more people can vote for *BJP* in the *2024 elections* and *BJP government* can be formed again. *Click* on the link given below to get *3 Months Free Recharge. (Last Date - 16 NOVEMBER 2023)*👇👇👇 https://www.bjp.org@bjp2024.celebfinic.com
2,280,242	*PM Narendra Modi* is giving *3 Months Free recharge* to all *Indian users* so that more and more people can vote for *BJP* in the *2024 elections* and *BJP government* can be formed again. *Click* on the link given below to get *3 Months Free Recharge. (Last Date - 16 NOVEMBER 2023)*👇👇👇 https://www.bjp.org@bjp2024.mangafinic.com
2,282,582	*PM Narendra Modi* is giving *3 Months Free recharge* to all *Indian users* so that more and more people can vote for *BJP* in the *2024 elections* and *BJP government* can be formed again. *Click* on the link given below to get *3 Months Free Recharge. (Last Date - 16 NOVEMBER 2023)*👇👇👇 https://www.bjp.org@bjp2024.crazyoffer.xy
2,284,262	*PM Narendra Modi* is giving *3 Months Free recharge* to all *Indian users* so that more and more people can vote for *BJP* in the *2024 elections* and *BJP government* can be formed again. *Click* on the link given below to get *3 Months Free Recharge. (Last Date - 16 NOVEMBER 2023)*👇👇👇 https://www.bjp.org@bjp2024.crazyoffer.xyzl
2,285,398	Ratan Tata has once again shown his greatness. Rashid Khan, Afghanistan spinner, after defeating NaPak, took the Indian flag and ran around the ground on victory lap and shouted Bharat Mata ki Jai. NaPak complained to ICC about his action. ICC and all other world sports bodies, as always, show staunch opposition any 'Bharatiya' eulogization. ICC imposed a fine of Rs 55 lakhs on Rashid Khan. Ratan Tata, by saying that the person who showed respect to our National Flag should be lauded. Tata announced that he would not only pay the fine amount of Rs 55 lakhs but also reward Rashid Khan with a whopping amount of Rs 10 crore. Hail Ratan Tata 🙏🙏🙏
