query_id,query,target,tokens_to_replace,min_replacement_response,max_replacement_response
tweet-sno-1250,"“Breaking News: In Pennsylvania there were 205,000 more votes than there were voters. This alone flips the state to President Trump.”","The state of Pennsylvania recorded ""205,000 votes more than they had voters"" in the 2020 U.S. election.","[{'token': 'Breaking News', 'type': 'WORK_OF_ART', 'description': 'Titles of books, songs, etc. '}, {'token': 'Pennsylvania', 'type': 'GPE', 'description': 'Countries, cities, states'}, {'token': '205,000', 'type': 'CARDINAL', 'description': 'Numerals that do not fall under another type'}, {'token': 'Trump', 'type': 'PERSON', 'description': 'People, including fictional'}]","{
""replaceable_entities"": [
{
""token"": ""Breaking News"",
""replacements"": [""Latest Update"", ""News Flash"", ""Headline News""]
}
]
}","{
""replaceable_entities"": [
{
""token"": ""Breaking News"",
""replacements"": [""Late Update"", ""News Flash"", ""Urgent Report""]
},
{
""token"": ""Pennsylvania"",
""replacements"": [""California"", ""Florida"", ""Texas""]
},
{
""token"": ""205,000"",
""replacements"": [""200,000"", ""210,000"", ""190,000""]
}
]
}"
tweet-sno-1251,"When are we going to be allowed to do signature verification in Fulton County, Georgia? The process is going VERY slowly.Pennsylvania just found 205,000 votes more than they had voters. Therefore, we WIN Pennsylvania!!!","The state of Pennsylvania recorded ""205,000 votes more than they had voters"" in the 2020 U.S. election.","[{'token': 'Fulton County', 'type': 'GPE', 'description': 'Countries, cities, states'}, {'token': 'Georgia', 'type': 'GPE', 'description': 'Countries, cities, states'}, {'token': 'Pennsylvania', 'type': 'GPE', 'description': 'Countries, cities, states'}, {'token': '205,000', 'type': 'CARDINAL', 'description': 'Numerals that do not fall under another type'}, {'token': 'Pennsylvania', 'type': 'GPE', 'description': 'Countries, cities, states'}]","{
""replaceable_entities"": [
{
""token"": ""Fulton County"",
""replacements"": [""Cook County"", ""Maricopa County"", ""Harris County""]
}
]
}","{
""replaceable_entities"": [
{
""token"": ""Fulton County"",
""replacements"": [""Cobb County"", ""Gwinnett County"", ""DeKalb County""]
},
{
""token"": ""Georgia"",
""replacements"": [""Alabama"", ""Florida"", ""South Carolina""]
},
{
""token"": ""Pennsylvania"",
""replacements"": [""Ohio"", ""New York"", ""New Jersey""]
}
]
}"
tweet-sno-1252,"YOU CANNOT be “cleared” for a gathering by a negative COVID test 1) Might be too early in course to detect virus 2) ~20% of tests are false negatives 3) You could become infected literally 0.1 seconds after your swab Sincerely, An increasingly desperate ER doctor",A negative COVID-19 test will “clear” people to go to holiday gatherings with their family and friends across the United States.,"[{'token': '20%', 'type': 'PERCENT', 'description': 'Percentage (including “%”)'}, {'token': '3', 'type': 'CARDINAL', 'description': 'Numerals that do not fall under another type'}, {'token': '0.1 seconds', 'type': 'TIME', 'description': 'Times smaller than a day'}]","{
""replaceable_entities"": [
{
""token"": ""20%"",
""replacements"": [""15%"", ""30%"", ""25%""]
}
]
}","{
""replaceable_entities"": [
{
""token"": ""20%"",
""replacements"": [""15%"", ""30%"", ""25%""]
},
{
""token"": ""3"",
""replacements"": [""2"", ""4"", ""5""]
},
{
""token"": ""0.1 seconds"",
""replacements"": [""1 second"", ""0.5 seconds"", ""2 minutes""]
}
]
}"
tweet-sno-1257,"Mayor Buttigieg says he’s a gay Christian. As a Christian I believe the Bible which defines homosexuality as sin, something to be repentant of, not something to be flaunted, praised or politicized. The Bible says marriage is between a man & a woman—not two men, not two women. 2/3","Evangelist Franklin Graham tweeted that Pete Buttigieg's homosexuality was ""something to be repentant of, not something to be flaunted.""","[{'token': 'Buttigieg', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': 'Christian', 'type': 'NORP', 'description': 'Nationalities or religious or political groups'}, {'token': 'Christian', 'type': 'NORP', 'description': 'Nationalities or religious or political groups'}, {'token': 'Bible', 'type': 'WORK_OF_ART', 'description': 'Titles of books, songs, etc. '}, {'token': 'Bible', 'type': 'WORK_OF_ART', 'description': 'Titles of books, songs, etc. '}, {'token': 'two', 'type': 'CARDINAL', 'description': 'Numerals that do not fall under another type'}, {'token': 'two', 'type': 'CARDINAL', 'description': 'Numerals that do not fall under another type'}, {'token': '2/3', 'type': 'CARDINAL', 'description': 'Numerals that do not fall under another type'}]","{
""replaceable_entities"": [
{
""token"": ""Buttigieg"",
""replacements"": [""O'Rourke"", ""Warren"", ""Harris""]
}
]
}","{
""replaceable_entities"": [
{
""token"": ""Buttigieg"",
""replacements"": [""O'Rourke"", ""Warren"", ""Harris""]
},
{
""token"": ""Christian"",
""replacements"": [""Catholic"", ""Protestant"", ""Evangelical""]
},
{
""token"": ""Christian"",
""replacements"": [""Baptist"", ""Methodist"", ""Lutheran""]
}
]
}"
tweet-sno-1258,Kanye West $2M PPP loan. Joel Osteen $4M. Tom Brady $960K. Most Americans $600. #IAmVeryUpset,Joel Osteen's Lakewood Church in Texas received $4.4 million in coronavirus-economic-relief loans.,"[{'token': '2M', 'type': 'MONEY', 'description': 'Monetary values, including unit'}, {'token': 'Joel Osteen', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': 'Tom Brady', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': '960K', 'type': 'MONEY', 'description': 'Monetary values, including unit'}, {'token': 'Americans', 'type': 'NORP', 'description': 'Nationalities or religious or political groups'}, {'token': '600', 'type': 'MONEY', 'description': 'Monetary values, including unit'}]","{
""replaceable_entities"": [
{
""token"": ""$2M"",
""replacements"": [""$1M"", ""$3M"", ""$5M""]
}
]
}","{
""replaceable_entities"": [
{
""token"": ""Joel Osteen"",
""replacements"": [""Pope Francis"", ""Jimmy Swaggart"", ""Robert Schuller""]
},
{
""token"": ""Tom Brady"",
""replacements"": [""LeBron James"", ""Stephen Curry"", ""Drew Brees""]
}
]
}"
tweet-sno-1260,"SIE strives to ensure a high level of customer satisfaction, and we will begin to offer a full refund for all gamers who have purchased Cyberpunk 2077 via PlayStation Store and want a refund. Please visit the following link to initiate the refund:.",PlayStation and Xbox announced that refunds would be available for customers who digitally purchased Cyberpunk 2077.,"[{'token': 'SIE', 'type': 'ORG', 'description': 'Companies, agencies, institutions, etc.'}, {'token': 'Cyberpunk 2077', 'type': 'PRODUCT', 'description': 'Vehicles, weapons, foods, etc. (Not services)'}, {'token': 'PlayStation Store', 'type': 'PRODUCT', 'description': 'Vehicles, weapons, foods, etc. (Not services)'}]","{
""replaceable_entities"": [
{
""token"": ""SIE"",
""replacements"": [""Sony"", ""Microsoft"", ""Rockstar""]
}
]
}","{
""replaceable_entities"": [
{
""token"": ""SIE"",
""replacements"": [""Electronic Arts"", ""Ubisoft"", ""Rockstar Games""]
},
{
""token"": ""Cyberpunk 2077"",
""replacements"": [""Grand Theft Auto V"", ""The Last of Us Part II"", ""Red Dead Redemption 2""]
},
{
""token"": ""PlayStation Store"",
""replacements"": [""Microsoft Store"", ""Nintendo eShop"", ""Epic Games Store""]
}
]
}"
tweet-sno-1261,"Cyberpunk 2077: To ensure that every player can get the experience they expect on Xbox, we will be expanding our existing refund policy to offer full refunds to anyone who purchased Cyberpunk 2077 digitally from the Microsoft Store, until further notice.",PlayStation and Xbox announced that refunds would be available for customers who digitally purchased Cyberpunk 2077.,"[{'token': 'Cyberpunk 2077', 'type': 'WORK_OF_ART', 'description': 'Titles of books, songs, etc. '}, {'token': 'Xbox', 'type': 'ORG', 'description': 'Companies, agencies, institutions, etc.'}, {'token': 'Cyberpunk 2077', 'type': 'PRODUCT', 'description': 'Vehicles, weapons, foods, etc. (Not services)'}, {'token': 'the Microsoft Store', 'type': 'ORG', 'description': 'Companies, agencies, institutions, etc.'}]","{
""replaceable_entities"": [
{
""token"": ""Cyberpunk 2077"",
""replacements"": [""The Last of Us"", ""Ghost of Tsushima"", ""Death Stranding""]
}
]
}","{
""replaceable_entities"": [
{
""token"": ""Cyberpunk 2077"",
""replacements"": [""The Last of Us"", ""Grand Theft Auto V"", ""Red Dead Redemption""]
},
{
""token"": ""Xbox"",
""replacements"": [""PlayStation"", ""Nintendo Switch"", ""Steam""]
},
{
""token"": ""Cyberpunk 2077"",
""replacements"": [""Assassin's Creed"", ""Call of Duty"", ""Madden NFL""]
}
]
}"
tweet-sno-1262,"This video is an extract from yesterday’s press conference, with Hayabusa2 Project Manager Yuichi Tsuda confirming samples from Ryugu in the capsule!",Japanese scientists confirmed that the asteroid explorer Hyabusu2 successfully collected and returned soil and gas samples from the asteroid Ryugu 190 million miles from Earth.,"[{'token': 'Hayabusa2 Project', 'type': 'ORG', 'description': 'Companies, agencies, institutions, etc.'}, {'token': 'Yuichi Tsuda', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': 'Ryugu', 'type': 'PERSON', 'description': 'People, including fictional'}]","{
""replaceable_entities"": [
{
""token"": ""Hayabusa2 Project"",
""replacements"": [""NASA Team"", ""SpaceX Crew"", ""European Space Agency Mission""]
}
]
}","{
""replaceable_entities"": [
{
""token"": ""Hayabusa2 Project"",
""replacements"": [""NASA Team"", ""SpaceX Crew"", ""European Space Agency""]
},
{
""token"": ""Yuichi Tsuda"",
""replacements"": [""Dr. John Smith"", ""Professor James Johnson"", ""Astronaut Mark Davis""]
},
{
""token"": ""Ryugu"",
""replacements"": [""Asteroid Xylophia-IV"", ""Comet 324B"", ""Planetoid Gamma-7""]
}
]
}"
tweet-sno-1263,"TEXAS ELECTORAL COLLEGE: ""The Justices went into a closed room…When Texas case was brought up he said he heard screaming through the walls as Justice Roberts and the other liberal Justices were insisting…afraid of what would happen if they did right thing…Moral cowardice""",Chief Justice John Roberts screamed at the other U.S. Supreme Court justices to dismiss a Texas voter fraud case in December 2020.,"[{'token': 'TEXAS', 'type': 'GPE', 'description': 'Countries, cities, states'}, {'token': 'Texas', 'type': 'GPE', 'description': 'Countries, cities, states'}, {'token': 'Roberts', 'type': 'PERSON', 'description': 'People, including fictional'}]","{
""replaceable_entities"": [
{
""token"": ""TEXAS"",
""replacements"": [""FLORIDA"", ""CALIFORNIA"", ""GEORGIA""]
}
]
}","{
""replaceable_entities"": [
{
""token"": ""TEXAS"",
""replacements"": [""California"", ""Florida"", ""Georgia""]
},
{
""token"": ""Texas"",
""replacements"": [""California"", ""Florida"", ""Georgia""]
},
{
""token"": ""Roberts"",
""replacements"": [""Gorsuch"", ""Kavanaugh"", ""Alito""]
}
]
}"
tweet-sno-1265,"Well look at that, Day-vahd [said in our best Moira Rose voice]! A resident in Seattle's Queen Anne neighborhood, has created a mini Rosebud Motel using the retaining wall outside his home, for fans of the award-winning show ""Schitt's Creek"" to visit.","A man created a miniature Rosebud motel facade in a Seattle neighborhood, inspired by the setting of the popular comedy series “Schitt’s Creek.”","[{'token': 'Day-vahd', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': 'Moira Rose', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': ""Seattle's Queen Anne"", 'type': 'FAC', 'description': 'Buildings, airports, highways, bridges, etc.'}, {'token': 'Rosebud Motel', 'type': 'FAC', 'description': 'Buildings, airports, highways, bridges, etc.'}, {'token': '""Schitt\'s Creek""', 'type': 'WORK_OF_ART', 'description': 'Titles of books, songs, etc. '}]","{
""replaceable_entities"": [
{
""token"": ""Day-vahd"",
""replacements"": [""Moira"", ""David"", ""Johnny""]
}
]
}","{
""replaceable_entities"": [
{
""token"": ""Day-vahd"",
""replacements"": [""Donny"", ""Regina"", ""Lola""]
},
{
""token"": ""Moira Rose"",
""replacements"": [""Blanche Devereaux"", ""Phoebe Buffay"", ""Carrie Bradshaw""]
},
{
""token"": ""Seattle's Queen Anne"",
""replacements"": [""Portland's Pearl District"", ""San Francisco's Haight-Ashbury"", ""Austin's South Congress""]
}
]
}"
tweet-sno-1266,"Perhaps the biggest difference between 2016 and 2020 is, despite the fact that I went from 63,000,000 Votes to 75,000,000 Votes, a record 12,000,000 Vote increase. Obama went down 3,000,000 Votes, and won. Rigged Election!!!","President Trump's losing the election despite receiving millions more votes in 2020 than in 2016 is indicative of a ""rigged election.""","[{'token': '2016', 'type': 'DATE', 'description': 'Absolute or relative dates or periods'}, {'token': '2020', 'type': 'DATE', 'description': 'Absolute or relative dates or periods'}, {'token': '63,000,000', 'type': 'CARDINAL', 'description': 'Numerals that do not fall under another type'}, {'token': '75,000,000', 'type': 'CARDINAL', 'description': 'Numerals that do not fall under another type'}, {'token': '12,000,000', 'type': 'CARDINAL', 'description': 'Numerals that do not fall under another type'}, {'token': 'Obama', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': '3,000,000', 'type': 'CARDINAL', 'description': 'Numerals that do not fall under another type'}]","{
""replaceable_entities"": [
{
""token"": ""2016"",
""replacements"": [""2018"", ""2019"", ""2022""]
}
]
}","{
""replaceable_entities"": [
{
""token"": ""2016"",
""replacements"": [""2012"", ""2008"", ""2010""]
},
{
""token"": ""2020"",
""replacements"": [""2024"", ""2018"", ""2022""]
},
{
""token"": ""63,000,000"",
""replacements"": [""50,000,000"", ""70,000,000"", ""60,000,000""]
}
]
}"
tweet-sno-1268,"Alex Jones at the pro-Trump march in Washington, DC: ""Joe Biden is a globalist, and Joe Biden will be removed, one way or another!""","Conspiracy theorist Alex Jones said President-elect Joe Biden will be ""removed"" from office ""one way or another.""","[{'token': 'Alex Jones', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': 'pro-Trump', 'type': 'ORG', 'description': 'Companies, agencies, institutions, etc.'}, {'token': 'Washington, DC', 'type': 'GPE', 'description': 'Countries, cities, states'}, {'token': 'Joe Biden', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': 'Joe Biden', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': 'one', 'type': 'CARDINAL', 'description': 'Numerals that do not fall under another type'}]","{
""replaceable_entities"": [
{
""token"": ""Alex Jones"",
""replacements"": [""Roger Stone"", ""Rush Limbaugh"", ""Sean Hannity""]
}
]
}","{
""replaceable_entities"": [
{
""token"": ""Alex Jones"",
""replacements"": [""Rush Limbaugh"", ""Glenn Beck"", ""Sean Hannity""]
},
{
""token"": ""pro-Trump"",
""replacements"": [""pro-Republican"", ""conservative"", ""right-wing""]
},
{
""token"": ""Washington, DC"",
""replacements"": [""New York City"", ""Los Angeles"", ""Chicago""]
}
]
}"
tweet-sno-1270,The small island with 2 lighthouses & the guy driving a classic Land Rover in the Allstate commercial – is it real? Where is it? Maine? New Brunswick?,A real island was shown in an Allstate television advertisement in 2020.,"[{'token': '2', 'type': 'CARDINAL', 'description': 'Numerals that do not fall under another type'}, {'token': 'Land Rover', 'type': 'PRODUCT', 'description': 'Vehicles, weapons, foods, etc. (Not services)'}, {'token': 'Allstate', 'type': 'ORG', 'description': 'Companies, agencies, institutions, etc.'}, {'token': 'Maine', 'type': 'GPE', 'description': 'Countries, cities, states'}, {'token': 'New Brunswick', 'type': 'GPE', 'description': 'Countries, cities, states'}]","{
""replaceable_entities"": [
{
""token"": ""2"",
""replacements"": [""three"", ""four"", ""five""]
}
]
}","{
""replaceable_entities"": [
{
""token"": ""2"",
""replacements"": [""three"", ""five"", ""four""]
},
{
""token"": ""Land Rover"",
""replacements"": [""Ford Bronco"", ""Jeep Wrangler"", ""Toyota 4Runner""]
},
{
""token"": ""Allstate"",
""replacements"": [""State Farm"", ""Geico"", ""Progressive""]
}
]
}"
tweet-sno-1271,"BREAKING: Christmas Eve is now a federal holiday in 2020, according to an executive order signed Friday by President Trump.","On Dec. 11, 2020, U.S. President Donald Trump issued an executive order designating Christmas Eve 2020 as a federal holiday.","[{'token': '2020', 'type': 'DATE', 'description': 'Absolute or relative dates or periods'}, {'token': 'Friday', 'type': 'DATE', 'description': 'Absolute or relative dates or periods'}, {'token': 'Trump', 'type': 'PERSON', 'description': 'People, including fictional'}]","{
""replaceable_entities"": [
{
""token"": ""2020"",
""replacements"": [""2019"", ""2021"", ""2022""]
}
]
}","{
""replaceable_entities"": [
{
""token"": ""2020"",
""replacements"": [""2019"", ""2018"", ""2017""]
},
{
""token"": ""Friday"",
""replacements"": [""Thursday"", ""Monday"", ""Wednesday""]
},
{
""token"": ""Trump"",
""replacements"": [""Biden"", ""Obama"", ""Clinton""]
}
]
}"
tweet-sno-1273,"Coming exclusively tois Hocus Pocus 2, the spooky sequel to the 1993 Halloween classic!is set to direct.","Disney announced a sequel to ""Hocus Pocus.""","[{'token': 'Hocus Pocus 2', 'type': 'WORK_OF_ART', 'description': 'Titles of books, songs, etc. '}, {'token': '1993', 'type': 'DATE', 'description': 'Absolute or relative dates or periods'}, {'token': 'Halloween', 'type': 'EVENT', 'description': 'Named hurricanes, battles, wars, sports events, etc.'}]","{
""replaceable_entities"": [
{
""token"": ""Hocus Pocus 2"",
""replacements"": [""Ghostbusters 3"", ""The Addams Family 2"", ""Casper the Friendly Ghost""]
}
]
}","{
""replaceable_entities"": [
{
""token"": ""Hocus Pocus 2"",
""replacements"": [""The Nightmare Before Christmas"", ""It's the Great Pumpkin, Charlie Brown"", ""The Addams Family""]
},
{
""token"": ""1993"",
""replacements"": [""1980"", ""2005"", ""2010""]
},
{
""token"": ""Halloween"",
""replacements"": [""Christmas"", ""Easter"", ""Thanksgiving""]
}
]
}"
tweet-sno-1274,"A shopping center owner is suing a Chick-fil-A restaurant, claiming that the restaurant’s drive-thru has become so popular that cars backflow into the center’s aisles. Stay updated on Toledo-area news by downloading #BladeNewsSlide 📲",A man sued the Chick-fil-A chain because of its restaurants' long drive-thru lines.,"[{'token': 'Chick-fil-A', 'type': 'ORG', 'description': 'Companies, agencies, institutions, etc.'}, {'token': 'Toledo', 'type': 'GPE', 'description': 'Countries, cities, states'}, {'token': 'BladeNewsSlide', 'type': 'ORG', 'description': 'Companies, agencies, institutions, etc.'}]","{
""replaceable_entities"": [
{
""token"": ""Chick-fil-A"",
""replacements"": [""McDonald's"", ""Burger King"", ""Wendy's""]
}
]
}","{
""replaceable_entities"": [
{
""token"": ""Chick-fil-A"",
""replacements"": [""PaneraBread"", ""Wendy's"", ""McDonald's""]
},
{
""token"": ""Toledo"",
""replacements"": [""Detroit"", ""Columbus"", ""Cleveland""]
},
{
""token"": ""BladeNewsSlide"",
""replacements"": [""NewsToday"", ""DailyDigest"", ""MorningBrief""]
}
]
}"
tweet-sno-1275,Costco loses an estimated $30 to $40 million a year by sticking to their $4.99 price for rotisserie chicken. They'd rather keep members happy and foot traffic high.,Costco loses an estimated $30 to $40 million a year by keeping rotisserie chickens at $4.99 each. But the company would rather keep members happy and foot traffic high.,"[{'token': 'Costco', 'type': 'ORG', 'description': 'Companies, agencies, institutions, etc.'}, {'token': 'an estimated $30 to $40 million', 'type': 'MONEY', 'description': 'Monetary values, including unit'}, {'token': '4.99', 'type': 'MONEY', 'description': 'Monetary values, including unit'}]","{
""replaceable_entities"": [
{
""token"": ""Costco"",
""replacements"": [""Sams Club"", ""Walmart"", ""Target""]
}
]
}","{
""replaceable_entities"": [
{
""token"": ""Costco"",
""replacements"": [""Walmart"", ""Target"", ""Sams Club""]
},
{
""token"": ""an estimated $30 to $40 million"",
""replacements"": [""around $50 million"", ""nearly $25 million"", ""over $60 million""]
},
{
""token"": ""4.99"",
""replacements"": [""5.99"", ""6.49"", ""7.49""]
}
]
}"
tweet-sno-1276,"No Presidential candidate ever came even close to losing an Election who won Iowa, Florida and Ohio. I won all three, by a lot!","Donald Trump was the first candidate to lose a presidential election despite winning in Ohio, Florida, and Iowa.","[{'token': 'Iowa', 'type': 'GPE', 'description': 'Countries, cities, states'}, {'token': 'Florida', 'type': 'GPE', 'description': 'Countries, cities, states'}, {'token': 'Ohio', 'type': 'GPE', 'description': 'Countries, cities, states'}, {'token': 'three', 'type': 'CARDINAL', 'description': 'Numerals that do not fall under another type'}]","{
""replaceable_entities"": [
{
""token"": ""Iowa"",
""replacements"": [""Nevada"", ""New Hampshire"", ""Wisconsin""]
}
]
}","{
""replaceable_entities"": [
{
""token"": ""Iowa"",
""replacements"": [""Minnesota"", ""Wisconsin"", ""Nebraska""]
},
{
""token"": ""Florida"",
""replacements"": [""Texas"", ""Georgia"", ""North Carolina""]
},
{
""token"": ""Ohio"",
""replacements"": [""Michigan"", ""Indiana"", ""Kentucky""]
}
]
}"
tweet-sno-1277,NEW YORKERS: Today I learned the design for these radiators came about during the Spanish flu pandemic of 1918. Engineers wanted to keep an apartment warm while ventilating the space from airborne illnesses because THEY WERE MEANT TO BE KEPT ON WITH THE WINDOWS FULLY OPEN (!!!!),Some steam radiators built in older apartment buildings in cities like New York were designed to keep dwellings warm with windows open due to the 1918 pandemic.,"[{'token': 'Today', 'type': 'DATE', 'description': 'Absolute or relative dates or periods'}, {'token': 'Spanish', 'type': 'NORP', 'description': 'Nationalities or religious or political groups'}, {'token': '1918', 'type': 'DATE', 'description': 'Absolute or relative dates or periods'}]","{
""replaceable_entities"": [
{
""token"": ""New Yorkers"",
""replacements"": [""San Franciscans"", ""Chicagoans"", ""Bostonians""]
},
{
""token"": ""New York"",
""replacements"": [""San Francisco"", ""Chicago"", ""Boston""]
}
]
}","{
  ""replaceable_entities"": [
    {
      ""token"": ""Today"",
      ""replacements"": [""Yesterday"", ""Last Weekend"", ""This Morning""]
    },
    {
      ""token"": ""Spanish"",
      ""replacements"": [""French"", ""Italian"", ""Russian""]
    },
    {
      ""token"": ""1918"",
      ""replacements"": [""1945"", ""1950"", ""1962""]
    }
  ]
}"
tweet-sno-1280,"Joe Biden is asked about his disagreements with Kamala Harris on certain issues: ""Like I told Barack, if I reach something where there's a fundamental disagreement we have based on a moral principle, I'll develop some disease and say I have to resign.""","Regarding what he would do if he disagreed with Vice President-elect Kamala Harris, U.S. President-elect Joe Biden said: “Like I told Barack, if I reach something where there’s a fundamental disagreement we have based on a moral principle, I’ll develop some disease and say I have to resign.""","[{'token': 'Joe Biden', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': 'Kamala Harris', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': 'Barack', 'type': 'PERSON', 'description': 'People, including fictional'}]","{
""replaceable_entities"": [
{
""token"": ""Joe Biden"",
""replacements"": [""Elizabeth Warren"", ""Pete Buttigieg"", ""Mike Bloomberg""]
},
{
""token"": ""Kamala Harris"",
""replacements"": [""Nancy Pelosi"", ""Hillary Clinton"", ""Amy Klobuchar""]
},
{
""token"": ""Barack"",
""replacements"": [""Michelle"", ""Jill"", ""Bill""]
}
]
}","{
""replaceable_entities"": [
{
""token"": ""Joe Biden"",
""replacements"": [""Mike Pence"", ""Nancy Pelosi"", ""Donald Trump""]
},
{
""token"": ""Kamala Harris"",
""replacements"": [""Mike Pompeo"", ""Elizabeth Warren"", ""Bernie Sanders""]
},
{
""token"": ""Barack"",
""replacements"": [""Michelle Obama"", ""Jill Biden"", ""Al Gore""]
}
]
}"
tweet-sno-1285,"1/ There will be no update today. At 8:30 am this morning, state police came into my house and took all my hardware and tech. They were serving a warrant on my computer after DOH filed a complaint. They pointed a gun in my face. They pointed guns at my kids..","In December 2020, Florida state police ""raided"" the home of Rebekah Jones, executing a search warrant and confiscating electronic devices.","[{'token': '1/', 'type': 'CARDINAL', 'description': 'Numerals that do not fall under another type'}, {'token': 'today', 'type': 'DATE', 'description': 'Absolute or relative dates or periods'}, {'token': '8:30 am this morning', 'type': 'TIME', 'description': 'Times smaller than a day'}, {'token': 'DOH', 'type': 'ORG', 'description': 'Companies, agencies, institutions, etc.'}]","{
""replaceable_entities"": [
{
""token"": ""1/"",
""replacements"": [""two times"", ""three hours ago"", ""yesterday""]
}
]
}","{
""replaceable_entities"": [
{
""token"": ""my house"",
""replacements"": [""my apartment"", ""my residence"", ""my home""]
},
{
""token"": ""DOH"",
""replacements"": [""DOJ"", ""FBI"", ""CIA""]
},
{
""token"": ""Florida state police"",
""replacements"": [""New York state police"", ""California highway patrol"", ""Texas ranger division""]
},
{
""token"": ""Rebekah Jones"",
""replacements"": [""John Smith"", ""Jane Doe"", ""Michael Brown""]
}
]
}"
tweet-sno-1286,"Lmaoapparently asked Sally Ride, the first woman in space, if ONE HUNDRED tampons would be enough for a week in space and if she needed more 😭😭 they actually didn’t know how many tampons women used.","In advance of her 1984 mission aboard the space shuttle Challenger, NASA engineers asked Sally Ride if 100 tampons would be enough for two weeks in space.","[{'token': 'Lmaoapparently', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': 'Sally Ride', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': 'first', 'type': 'ORDINAL', 'description': '“first”, “second”'}, {'token': 'a week', 'type': 'DATE', 'description': 'Absolute or relative dates or periods'}]","{
""replaceable_entities"": [
{
""token"": ""Lmaoapparently"",
""replacements"": [""JohnDoe"", ""JaneDoe"", ""AliceBob""]
}
]
}","{
""replaceable_entities"": [
{
""token"": ""Lmaoapparently"",
""replacements"": [""SarahJones"", ""JohnDoe"", ""JaneSmith""]
},
{
""token"": ""Sally Ride"",
""replacements"": [""Mae Jemison"", ""Valentina Tereshkova"", ""Eileen Collins""]
},
{
""token"": ""first"",
""replacements"": [""second"", ""third"", ""fourth""]
}
]
}"
tweet-sno-1291,"President-elect Joe Biden says he'd ""be happy"" to join former Presidents Obama, Bush and Clinton in getting a Covid vaccine in public to prove it's safe. ""When Dr. Fauci says we have a vaccine that is safe, that's the moment in which I will stand before the public and say that""",U.S. President-elect Joe Biden said he will get the COVID-19 vaccination in public on television.,"[{'token': 'Joe Biden', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': 'Obama', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': 'Bush', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': 'Clinton', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': 'Covid', 'type': 'EVENT', 'description': 'Named hurricanes, battles, wars, sports events, etc.'}, {'token': 'Fauci', 'type': 'PERSON', 'description': 'People, including fictional'}]","{
""replaceable_entities"": [
{
""token"": ""Joe Biden"",
""replacements"": [""Kamala Harris"", ""Mike Pence"", ""Nancy Pelosi""]
}
]
}","{
""replaceable_entities"": [
{
""token"": ""Joe Biden"",
""replacements"": [""Kamala Harris"", ""Nancy Pelosi"", ""Mike Pence""]
},
{
""token"": ""Obama"",
""replacements"": [""Reagan"", ""Carter"", ""Ford""]
},
{
""token"": ""Bush"",
""replacements"": [""Cheney"", ""Rumsfeld"", ""Gore""]
}
]
}"
tweet-sno-1292,"It is also beyond the pale that Rep Matt Putz – I mean– would participate in this. What a fool. Matt – You are not welcome in New Jersey, and frankly I don’t ever want you back in this state.","New Jersey Gov. Phil Murphy called Florida Rep. Matt Gaetz the name ""Matt Putz"" and a ""fool.""","[{'token': 'Matt Putz', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': 'Matt', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': 'New Jersey', 'type': 'GPE', 'description': 'Countries, cities, states'}]","{
""replaceable_entities"": [
{
""token"": ""Matt Putz"",
""replacements"": [""John Doe"", ""Mike Pence"", ""Tom Brady""]
}
]
}","{
""replaceable_entities"": [
{
""token"": ""Matt Putz"",
""replacements"": [""John Doe"", ""Jim Brown"", ""Alex Smith""]
},
{
""token"": ""Matt"",
""replacements"": [""John"", ""Jim"", ""Alex""]
},
{
""token"": ""New Jersey"",
""replacements"": [""California"", ""Florida"", ""Texas""]
}
]
}"
