query_id,original_claim,edited_claim,verifier_scores
tweet-sno-1251,"When are we going to be allowed to do signature verification in Fulton County, Georgia? The process is going VERY slowly.Pennsylvania just found 205,000 votes more than they had voters. Therefore, we WIN Pennsylvania!!!","When are we going to be allowed to do signature verification in Gwinnett County, Georgia? The process is going VERY slowly.Pennsylvania just found 205,000 votes more than they had voters. Therefore, we WIN Pennsylvania!!!","{'label': 'LABEL_1', 'score': 0.9992801547050476}"
tweet-sno-1251,"When are we going to be allowed to do signature verification in Fulton County, Georgia? The process is going VERY slowly.Pennsylvania just found 205,000 votes more than they had voters. Therefore, we WIN Pennsylvania!!!","When are we going to be allowed to do signature verification in Cobb County, Georgia? The process is going VERY slowly.Pennsylvania just found 205,000 votes more than they had voters. Therefore, we WIN Pennsylvania!!!","{'label': 'LABEL_1', 'score': 0.9992955923080444}"
tweet-sno-1252,"YOU CANNOT be “cleared” for a gathering by a negative COVID test 1) Might be too early in course to detect virus 2) ~20% of tests are false negatives 3) You could become infected literally 0.1 seconds after your swab Sincerely, An increasingly desperate ER doctor","YOU CANNOT be “cleared” for a gathering by a negative COVID test 1) Might be too early in course to detect virus 2) ~15% of tests are false negatives 3) You could become infected literally 0.1 seconds after your swab Sincerely, An increasingly desperate ER doctor","{'label': 'LABEL_1', 'score': 0.9994169473648071}"
tweet-sno-1252,"YOU CANNOT be “cleared” for a gathering by a negative COVID test 1) Might be too early in course to detect virus 2) ~20% of tests are false negatives 3) You could become infected literally 0.1 seconds after your swab Sincerely, An increasingly desperate ER doctor","YOU CANNOT be “cleared” for a gathering by a negative COVID test 1) Might be too early in course to detect virus 2) ~30% of tests are false negatives 3) You could become infected literally 0.1 seconds after your swab Sincerely, An increasingly desperate ER doctor","{'label': 'LABEL_1', 'score': 0.9994165897369385}"
tweet-sno-1252,"YOU CANNOT be “cleared” for a gathering by a negative COVID test 1) Might be too early in course to detect virus 2) ~20% of tests are false negatives 3) You could become infected literally 0.1 seconds after your swab Sincerely, An increasingly desperate ER doctor","YOU CANNOT be “cleared” for a gathering by a negative COVID test 1) Might be too early in course to detect virus 2) ~25% of tests are false negatives 3) You could become infected literally 0.1 seconds after your swab Sincerely, An increasingly desperate ER doctor","{'label': 'LABEL_1', 'score': 0.9994149208068848}"
tweet-sno-1253,"My family & I went tolast night. Great food. I used an old photo since we didn't take one last night. I'm glad this tweet has generated so much attention. I hope people support Gino and his team at. Small business is hurting, & they need our support","My family & I went tolast night. Great food. I used an old photo since we didn't take yesterday evening. I'm glad this tweet has generated so much attention. I hope people support Gino and his team at. Small business is hurting, & they need our support","{'label': 'LABEL_1', 'score': 0.99817955493927}"
tweet-sno-1253,"My family & I went tolast night. Great food. I used an old photo since we didn't take one last night. I'm glad this tweet has generated so much attention. I hope people support Gino and his team at. Small business is hurting, & they need our support","My family & I went tolast night. Great food. I used an old photo since we didn't take last evening. I'm glad this tweet has generated so much attention. I hope people support Gino and his team at. Small business is hurting, & they need our support","{'label': 'LABEL_1', 'score': 0.9982293248176575}"
tweet-sno-1253,"My family & I went tolast night. Great food. I used an old photo since we didn't take one last night. I'm glad this tweet has generated so much attention. I hope people support Gino and his team at. Small business is hurting, & they need our support","My family & I went tolast night. Great food. I used an old photo since we didn't take the previous night. I'm glad this tweet has generated so much attention. I hope people support Gino and his team at. Small business is hurting, & they need our support","{'label': 'LABEL_1', 'score': 0.9982727766036987}"
tweet-sno-1254,Did anyone go to a high school with a pool under the basketball court? The Bedford Falls High School gym always fascinated me. #ItsAWonderfulLife,Did anyone go to a high school with a pool under the basketball court? Springfield High School gym always fascinated me. #ItsAWonderfulLife,"{'label': 'LABEL_1', 'score': 0.9992296695709229}"
tweet-sno-1254,Did anyone go to a high school with a pool under the basketball court? The Bedford Falls High School gym always fascinated me. #ItsAWonderfulLife,Did anyone go to a high school with a pool under the basketball court? Greenfield High School gym always fascinated me. #ItsAWonderfulLife,"{'label': 'LABEL_1', 'score': 0.9991907477378845}"
tweet-sno-1254,Did anyone go to a high school with a pool under the basketball court? The Bedford Falls High School gym always fascinated me. #ItsAWonderfulLife,Did anyone go to a high school with a pool under the basketball court? Lincoln High School gym always fascinated me. #ItsAWonderfulLife,"{'label': 'LABEL_1', 'score': 0.9992109537124634}"
tweet-sno-1255,It's a wonderful life (east coast feed) about to show the pool under the basketball court that still is there at my high school. #Beverly,It's a wonderful life (east coast feed) about to show the pool under the basketball court that still is there at my high school. #Fairfield,"{'label': 'LABEL_1', 'score': 0.9985525012016296}"
tweet-sno-1255,It's a wonderful life (east coast feed) about to show the pool under the basketball court that still is there at my high school. #Beverly,It's a wonderful life (east coast feed) about to show the pool under the basketball court that still is there at my high school. #Riverton,"{'label': 'LABEL_1', 'score': 0.9985425472259521}"
tweet-sno-1255,It's a wonderful life (east coast feed) about to show the pool under the basketball court that still is there at my high school. #Beverly,It's a wonderful life (east coast feed) about to show the pool under the basketball court that still is there at my high school. #Bedford,"{'label': 'LABEL_1', 'score': 0.9984822869300842}"
tweet-sno-1256,"Yes it's real. Yes, it's powered by Intel. And yes, it has a chicken warmer. 😅 #KFConsole #IntelGaming","Yes it's real. Yes, it's powered by NVIDIA. And yes, it has a chicken warmer. 😅 #KFConsole #NVIDIAGaming","{'label': 'LABEL_1', 'score': 0.9991499185562134}"
tweet-sno-1256,"Yes it's real. Yes, it's powered by Intel. And yes, it has a chicken warmer. 😅 #KFConsole #IntelGaming","Yes it's real. Yes, it's powered by AMD. And yes, it has a chicken warmer. 😅 #KFConsole #AMDGaming","{'label': 'LABEL_1', 'score': 0.9991167187690735}"
tweet-sno-1256,"Yes it's real. Yes, it's powered by Intel. And yes, it has a chicken warmer. 😅 #KFConsole #IntelGaming","Yes it's real. Yes, it's powered by ASUS. And yes, it has a chicken warmer. 😅 #KFConsole #ASUSGaming","{'label': 'LABEL_1', 'score': 0.9990654587745667}"
tweet-sno-1257,"Mayor Buttigieg says he’s a gay Christian. As a Christian I believe the Bible which defines homosexuality as sin, something to be repentant of, not something to be flaunted, praised or politicized. The Bible says marriage is between a man & a woman—not two men, not two women. 2/3","Mayor Warren says he’s a gay Christian. As a Christian I believe the Bible which defines homosexuality as sin, something to be repentant of, not something to be flaunted, praised or politicized. The Bible says marriage is between a man & a woman—not two men, not two women. 2/3","{'label': 'LABEL_1', 'score': 0.9992133378982544}"
tweet-sno-1257,"Mayor Buttigieg says he’s a gay Christian. As a Christian I believe the Bible which defines homosexuality as sin, something to be repentant of, not something to be flaunted, praised or politicized. The Bible says marriage is between a man & a woman—not two men, not two women. 2/3","Mayor Sanders says he’s a gay Christian. As a Christian I believe the Bible which defines homosexuality as sin, something to be repentant of, not something to be flaunted, praised or politicized. The Bible says marriage is between a man & a woman—not two men, not two women. 2/3","{'label': 'LABEL_1', 'score': 0.9991983771324158}"
tweet-sno-1257,"Mayor Buttigieg says he’s a gay Christian. As a Christian I believe the Bible which defines homosexuality as sin, something to be repentant of, not something to be flaunted, praised or politicized. The Bible says marriage is between a man & a woman—not two men, not two women. 2/3","Mayor O'Rourke says he’s a gay Christian. As a Christian I believe the Bible which defines homosexuality as sin, something to be repentant of, not something to be flaunted, praised or politicized. The Bible says marriage is between a man & a woman—not two men, not two women. 2/3","{'label': 'LABEL_1', 'score': 0.9992220401763916}"
tweet-sno-1258,Kanye West $2M PPP loan. Joel Osteen $4M. Tom Brady $960K. Most Americans $600. #IAmVeryUpset,Dwayne Johnson $2M PPP loan. Joel Osteen $4M. Tom Brady $960K. Most Americans $600. #IAmVeryUpset,"{'label': 'LABEL_1', 'score': 0.9993791580200195}"
tweet-sno-1258,Kanye West $2M PPP loan. Joel Osteen $4M. Tom Brady $960K. Most Americans $600. #IAmVeryUpset,Drake $2M PPP loan. Joel Osteen $4M. Tom Brady $960K. Most Americans $600. #IAmVeryUpset,"{'label': 'LABEL_1', 'score': 0.999363362789154}"
tweet-sno-1258,Kanye West $2M PPP loan. Joel Osteen $4M. Tom Brady $960K. Most Americans $600. #IAmVeryUpset,Will Smith $2M PPP loan. Joel Osteen $4M. Tom Brady $960K. Most Americans $600. #IAmVeryUpset,"{'label': 'LABEL_1', 'score': 0.9993798732757568}"
tweet-sno-1258,Kanye West $2M PPP loan. Joel Osteen $4M. Tom Brady $960K. Most Americans $600. #IAmVeryUpset,Kanye West $2M PPP loan. Rick Warren $4M. Tom Brady $960K. Most Americans $600. #IAmVeryUpset,"{'label': 'LABEL_1', 'score': 0.9991650581359863}"
tweet-sno-1258,Kanye West $2M PPP loan. Joel Osteen $4M. Tom Brady $960K. Most Americans $600. #IAmVeryUpset,Kanye West $2M PPP loan. Billy Graham $4M. Tom Brady $960K. Most Americans $600. #IAmVeryUpset,"{'label': 'LABEL_1', 'score': 0.9993243217468262}"
tweet-sno-1258,Kanye West $2M PPP loan. Joel Osteen $4M. Tom Brady $960K. Most Americans $600. #IAmVeryUpset,Kanye West $2M PPP loan. Timothy Dolan $4M. Tom Brady $960K. Most Americans $600. #IAmVeryUpset,"{'label': 'LABEL_1', 'score': 0.999235987663269}"
tweet-sno-1258,Kanye West $2M PPP loan. Joel Osteen $4M. Tom Brady $960K. Most Americans $600. #IAmVeryUpset,Kanye West $2M PPP loan. Joel Osteen $4M. Peyton Manning $960K. Most Americans $600. #IAmVeryUpset,"{'label': 'LABEL_1', 'score': 0.9993956089019775}"
tweet-sno-1258,Kanye West $2M PPP loan. Joel Osteen $4M. Tom Brady $960K. Most Americans $600. #IAmVeryUpset,Kanye West $2M PPP loan. Joel Osteen $4M. Drew Brees $960K. Most Americans $600. #IAmVeryUpset,"{'label': 'LABEL_1', 'score': 0.999415397644043}"
tweet-sno-1258,Kanye West $2M PPP loan. Joel Osteen $4M. Tom Brady $960K. Most Americans $600. #IAmVeryUpset,Kanye West $2M PPP loan. Joel Osteen $4M. Aaron Rodgers $960K. Most Americans $600. #IAmVeryUpset,"{'label': 'LABEL_1', 'score': 0.9993927478790283}"
tweet-sno-1259,Vatican 'Darth Vader' nativity scene gets earthly thumbs down,Catholic Church 'Darth Vader' nativity scene gets earthly thumbs down,"{'label': 'LABEL_1', 'score': 0.998607337474823}"
tweet-sno-1259,Vatican 'Darth Vader' nativity scene gets earthly thumbs down,Holy See 'Darth Vader' nativity scene gets earthly thumbs down,"{'label': 'LABEL_1', 'score': 0.9985001087188721}"
tweet-sno-1259,Vatican 'Darth Vader' nativity scene gets earthly thumbs down,St. Peter's Basilica 'Darth Vader' nativity scene gets earthly thumbs down,"{'label': 'LABEL_1', 'score': 0.9987837672233582}"
tweet-sno-1260,"SIE strives to ensure a high level of customer satisfaction, and we will begin to offer a full refund for all gamers who have purchased Cyberpunk 2077 via PlayStation Store and want a refund. Please visit the following link to initiate the refund:.","Sony strives to ensure a high level of customer satisfaction, and we will begin to offer a full refund for all gamers who have purchased Cyberpunk 2077 via PlayStation Store and want a refund. Please visit the following link to initiate the refund:.","{'label': 'LABEL_1', 'score': 0.9991459846496582}"
tweet-sno-1260,"SIE strives to ensure a high level of customer satisfaction, and we will begin to offer a full refund for all gamers who have purchased Cyberpunk 2077 via PlayStation Store and want a refund. Please visit the following link to initiate the refund:.","Microsoft strives to ensure a high level of customer satisfaction, and we will begin to offer a full refund for all gamers who have purchased Cyberpunk 2077 via PlayStation Store and want a refund. Please visit the following link to initiate the refund:.","{'label': 'LABEL_1', 'score': 0.9991745352745056}"
tweet-sno-1260,"SIE strives to ensure a high level of customer satisfaction, and we will begin to offer a full refund for all gamers who have purchased Cyberpunk 2077 via PlayStation Store and want a refund. Please visit the following link to initiate the refund:.","Nintendo strives to ensure a high level of customer satisfaction, and we will begin to offer a full refund for all gamers who have purchased Cyberpunk 2077 via PlayStation Store and want a refund. Please visit the following link to initiate the refund:.","{'label': 'LABEL_1', 'score': 0.999138593673706}"
tweet-sno-1261,"Cyberpunk 2077: To ensure that every player can get the experience they expect on Xbox, we will be expanding our existing refund policy to offer full refunds to anyone who purchased Cyberpunk 2077 digitally from the Microsoft Store, until further notice.","The Last of Us: To ensure that every player can get the experience they expect on Xbox, we will be expanding our existing refund policy to offer full refunds to anyone who purchased The Last of Us digitally from the Microsoft Store, until further notice.","{'label': 'LABEL_1', 'score': 0.9989328980445862}"
tweet-sno-1261,"Cyberpunk 2077: To ensure that every player can get the experience they expect on Xbox, we will be expanding our existing refund policy to offer full refunds to anyone who purchased Cyberpunk 2077 digitally from the Microsoft Store, until further notice.","Red Dead Redemption 2: To ensure that every player can get the experience they expect on Xbox, we will be expanding our existing refund policy to offer full refunds to anyone who purchased Red Dead Redemption 2 digitally from the Microsoft Store, until further notice.","{'label': 'LABEL_1', 'score': 0.998935878276825}"
tweet-sno-1261,"Cyberpunk 2077: To ensure that every player can get the experience they expect on Xbox, we will be expanding our existing refund policy to offer full refunds to anyone who purchased Cyberpunk 2077 digitally from the Microsoft Store, until further notice.","Horizon Zero Dawn: To ensure that every player can get the experience they expect on Xbox, we will be expanding our existing refund policy to offer full refunds to anyone who purchased Horizon Zero Dawn digitally from the Microsoft Store, until further notice.","{'label': 'LABEL_1', 'score': 0.9989325404167175}"
tweet-sno-1262,"This video is an extract from yesterday’s press conference, with Hayabusa2 Project Manager Yuichi Tsuda confirming samples from Ryugu in the capsule!","This video is an extract from yesterday’s press conference, with NASA Team Manager Yuichi Tsuda confirming samples from Ryugu in the capsule!","{'label': 'LABEL_1', 'score': 0.9992305040359497}"
tweet-sno-1262,"This video is an extract from yesterday’s press conference, with Hayabusa2 Project Manager Yuichi Tsuda confirming samples from Ryugu in the capsule!","This video is an extract from yesterday’s press conference, with SpaceX Division Manager Yuichi Tsuda confirming samples from Ryugu in the capsule!","{'label': 'LABEL_1', 'score': 0.9992707371711731}"
tweet-sno-1262,"This video is an extract from yesterday’s press conference, with Hayabusa2 Project Manager Yuichi Tsuda confirming samples from Ryugu in the capsule!","This video is an extract from yesterday’s press conference, with European Space Agency Department Manager Yuichi Tsuda confirming samples from Ryugu in the capsule!","{'label': 'LABEL_1', 'score': 0.9992243051528931}"
tweet-sno-1263,"TEXAS ELECTORAL COLLEGE: ""The Justices went into a closed room…When Texas case was brought up he said he heard screaming through the walls as Justice Roberts and the other liberal Justices were insisting…afraid of what would happen if they did right thing…Moral cowardice""","California ELECTORAL COLLEGE: ""The Justices went into a closed room…When Texas case was brought up he said he heard screaming through the walls as Justice Roberts and the other liberal Justices were insisting…afraid of what would happen if they did right thing…Moral cowardice""","{'label': 'LABEL_1', 'score': 0.9994351267814636}"
tweet-sno-1263,"TEXAS ELECTORAL COLLEGE: ""The Justices went into a closed room…When Texas case was brought up he said he heard screaming through the walls as Justice Roberts and the other liberal Justices were insisting…afraid of what would happen if they did right thing…Moral cowardice""","Florida ELECTORAL COLLEGE: ""The Justices went into a closed room…When Texas case was brought up he said he heard screaming through the walls as Justice Roberts and the other liberal Justices were insisting…afraid of what would happen if they did right thing…Moral cowardice""","{'label': 'LABEL_1', 'score': 0.9994394183158875}"
tweet-sno-1263,"TEXAS ELECTORAL COLLEGE: ""The Justices went into a closed room…When Texas case was brought up he said he heard screaming through the walls as Justice Roberts and the other liberal Justices were insisting…afraid of what would happen if they did right thing…Moral cowardice""","Georgia ELECTORAL COLLEGE: ""The Justices went into a closed room…When Texas case was brought up he said he heard screaming through the walls as Justice Roberts and the other liberal Justices were insisting…afraid of what would happen if they did right thing…Moral cowardice""","{'label': 'LABEL_1', 'score': 0.9994344115257263}"
tweet-sno-1264,"Yo, this seems like an intersection of some of your interests: a guy in my neighborhood built a mini-version of the Rosebud Motel in front of his house!","Yo, this seems like an intersection of some of your interests: a guy in my neighborhood built a mini-version of the Twin Spruce Motel in front of his house!","{'label': 'LABEL_1', 'score': 0.9991716146469116}"
tweet-sno-1264,"Yo, this seems like an intersection of some of your interests: a guy in my neighborhood built a mini-version of the Rosebud Motel in front of his house!","Yo, this seems like an intersection of some of your interests: a guy in my neighborhood built a mini-version of the Sunnydale Inn in front of his house!","{'label': 'LABEL_1', 'score': 0.9991538524627686}"
tweet-sno-1264,"Yo, this seems like an intersection of some of your interests: a guy in my neighborhood built a mini-version of the Rosebud Motel in front of his house!","Yo, this seems like an intersection of some of your interests: a guy in my neighborhood built a mini-version of the Maple Leaf Lodge in front of his house!","{'label': 'LABEL_1', 'score': 0.9991061091423035}"
tweet-sno-1265,"Well look at that, Day-vahd [said in our best Moira Rose voice]! A resident in Seattle's Queen Anne neighborhood, has created a mini Rosebud Motel using the retaining wall outside his home, for fans of the award-winning show ""Schitt's Creek"" to visit.","Well look at that, Daphne [said in our best Moira Rose voice]! A resident in Seattle's Queen Anne neighborhood, has created a mini Rosebud Motel using the retaining wall outside his home, for fans of the award-winning show ""Schitt's Creek"" to visit.","{'label': 'LABEL_1', 'score': 0.9993904829025269}"
tweet-sno-1265,"Well look at that, Day-vahd [said in our best Moira Rose voice]! A resident in Seattle's Queen Anne neighborhood, has created a mini Rosebud Motel using the retaining wall outside his home, for fans of the award-winning show ""Schitt's Creek"" to visit.","Well look at that, Bernadette [said in our best Moira Rose voice]! A resident in Seattle's Queen Anne neighborhood, has created a mini Rosebud Motel using the retaining wall outside his home, for fans of the award-winning show ""Schitt's Creek"" to visit.","{'label': 'LABEL_1', 'score': 0.9993883371353149}"
tweet-sno-1265,"Well look at that, Day-vahd [said in our best Moira Rose voice]! A resident in Seattle's Queen Anne neighborhood, has created a mini Rosebud Motel using the retaining wall outside his home, for fans of the award-winning show ""Schitt's Creek"" to visit.","Well look at that, Moira [said in our best Moira Rose voice]! A resident in Seattle's Queen Anne neighborhood, has created a mini Rosebud Motel using the retaining wall outside his home, for fans of the award-winning show ""Schitt's Creek"" to visit.","{'label': 'LABEL_1', 'score': 0.9993970394134521}"
tweet-sno-1266,"Perhaps the biggest difference between 2016 and 2020 is, despite the fact that I went from 63,000,000 Votes to 75,000,000 Votes, a record 12,000,000 Vote increase. Obama went down 3,000,000 Votes, and won. Rigged Election!!!","Perhaps the biggest difference between 2008 and 2020 is, despite the fact that I went from 63,000,000 Votes to 75,000,000 Votes, a record 12,000,000 Vote increase. Obama went down 3,000,000 Votes, and won. Rigged Election!!!","{'label': 'LABEL_1', 'score': 0.9987019300460815}"
tweet-sno-1266,"Perhaps the biggest difference between 2016 and 2020 is, despite the fact that I went from 63,000,000 Votes to 75,000,000 Votes, a record 12,000,000 Vote increase. Obama went down 3,000,000 Votes, and won. Rigged Election!!!","Perhaps the biggest difference between 2012 and 2020 is, despite the fact that I went from 63,000,000 Votes to 75,000,000 Votes, a record 12,000,000 Vote increase. Obama went down 3,000,000 Votes, and won. Rigged Election!!!","{'label': 'LABEL_1', 'score': 0.998779833316803}"
tweet-sno-1266,"Perhaps the biggest difference between 2016 and 2020 is, despite the fact that I went from 63,000,000 Votes to 75,000,000 Votes, a record 12,000,000 Vote increase. Obama went down 3,000,000 Votes, and won. Rigged Election!!!","Perhaps the biggest difference between 2018 and 2020 is, despite the fact that I went from 63,000,000 Votes to 75,000,000 Votes, a record 12,000,000 Vote increase. Obama went down 3,000,000 Votes, and won. Rigged Election!!!","{'label': 'LABEL_1', 'score': 0.9987230896949768}"
tweet-sno-1267,North Face denies order for jackets from the oil and gas industry. Their jackets have oil and gas products in them.,Patagonia denies order for jackets from the oil and gas industry. Their jackets have oil and gas products in them.,"{'label': 'LABEL_1', 'score': 0.9993247985839844}"
tweet-sno-1267,North Face denies order for jackets from the oil and gas industry. Their jackets have oil and gas products in them.,Columbia Sportswear denies order for jackets from the oil and gas industry. Their jackets have oil and gas products in them.,"{'label': 'LABEL_1', 'score': 0.9992715716362}"
tweet-sno-1267,North Face denies order for jackets from the oil and gas industry. Their jackets have oil and gas products in them.,REI denies order for jackets from the oil and gas industry. Their jackets have oil and gas products in them.,"{'label': 'LABEL_1', 'score': 0.999305009841919}"
tweet-sno-1268,"Alex Jones at the pro-Trump march in Washington, DC: ""Joe Biden is a globalist, and Joe Biden will be removed, one way or another!""","Mike Flynn at the pro-Trump march in Washington, DC: ""Joe Biden is a globalist, and Joe Biden will be removed, one way or another!""","{'label': 'LABEL_1', 'score': 0.9995519518852234}"
tweet-sno-1268,"Alex Jones at the pro-Trump march in Washington, DC: ""Joe Biden is a globalist, and Joe Biden will be removed, one way or another!""","Roger Stone at the pro-Trump march in Washington, DC: ""Joe Biden is a globalist, and Joe Biden will be removed, one way or another!""","{'label': 'LABEL_1', 'score': 0.9995561242103577}"
tweet-sno-1268,"Alex Jones at the pro-Trump march in Washington, DC: ""Joe Biden is a globalist, and Joe Biden will be removed, one way or another!""","Sean Hannity at the pro-Trump march in Washington, DC: ""Joe Biden is a globalist, and Joe Biden will be removed, one way or another!""","{'label': 'LABEL_1', 'score': 0.9995334148406982}"
tweet-sno-1269,Is the island in the Allstate commercial a real place? I want to live there,Is the island in the StateFarm commercial a real place? I want to live there,"{'label': 'LABEL_1', 'score': 0.9958539009094238}"
tweet-sno-1269,Is the island in the Allstate commercial a real place? I want to live there,Is the island in the LibertyMutual commercial a real place? I want to live there,"{'label': 'LABEL_1', 'score': 0.9967370629310608}"
tweet-sno-1269,Is the island in the Allstate commercial a real place? I want to live there,Is the island in the Geico commercial a real place? I want to live there,"{'label': 'LABEL_1', 'score': 0.9979280233383179}"
tweet-sno-1270,The small island with 2 lighthouses & the guy driving a classic Land Rover in the Allstate commercial – is it real? Where is it? Maine? New Brunswick?,The small island with three lighthouses & the guy driving a classic Land Rover in the Allstate commercial – is it real? Where is it? Maine? New Brunswick?,"{'label': 'LABEL_1', 'score': 0.9986760020256042}"
tweet-sno-1270,The small island with 2 lighthouses & the guy driving a classic Land Rover in the Allstate commercial – is it real? Where is it? Maine? New Brunswick?,The small island with five lighthouses & the guy driving a classic Land Rover in the Allstate commercial – is it real? Where is it? Maine? New Brunswick?,"{'label': 'LABEL_1', 'score': 0.9987064599990845}"
tweet-sno-1270,The small island with 2 lighthouses & the guy driving a classic Land Rover in the Allstate commercial – is it real? Where is it? Maine? New Brunswick?,The small island with four lighthouses & the guy driving a classic Land Rover in the Allstate commercial – is it real? Where is it? Maine? New Brunswick?,"{'label': 'LABEL_1', 'score': 0.9986780285835266}"
tweet-sno-1271,"BREAKING: Christmas Eve is now a federal holiday in 2020, according to an executive order signed Friday by President Trump.","BREAKING: Christmas Eve is now a federal holiday in 2019, according to an executive order signed Friday by President Trump.","{'label': 'LABEL_1', 'score': 0.9993334412574768}"
tweet-sno-1271,"BREAKING: Christmas Eve is now a federal holiday in 2020, according to an executive order signed Friday by President Trump.","BREAKING: Christmas Eve is now a federal holiday in 2021, according to an executive order signed Friday by President Trump.","{'label': 'LABEL_1', 'score': 0.9993545413017273}"
tweet-sno-1271,"BREAKING: Christmas Eve is now a federal holiday in 2020, according to an executive order signed Friday by President Trump.","BREAKING: Christmas Eve is now a federal holiday in 2022, according to an executive order signed Friday by President Trump.","{'label': 'LABEL_1', 'score': 0.999367892742157}"
tweet-sno-1272,"Sister Act 3 is in development! 🎤returns to star and produce, withas producer as well. Sister Act 3 will premiere on.","Hocus Pocus 3 is in development! 🎤returns to star and produce, withas producer as well. Hocus Pocus 3 will premiere on.","{'label': 'LABEL_1', 'score': 0.9989951252937317}"
tweet-sno-1272,"Sister Act 3 is in development! 🎤returns to star and produce, withas producer as well. Sister Act 3 will premiere on.","The Princess Diaries 3 is in development! 🎤returns to star and produce, withas producer as well. The Princess Diaries 3 will premiere on.","{'label': 'LABEL_1', 'score': 0.99899822473526}"
tweet-sno-1272,"Sister Act 3 is in development! 🎤returns to star and produce, withas producer as well. Sister Act 3 will premiere on.","Enchanted 2 is in development! 🎤returns to star and produce, withas producer as well. Enchanted 2 will premiere on.","{'label': 'LABEL_1', 'score': 0.9982201457023621}"
tweet-sno-1273,"Coming exclusively tois Hocus Pocus 2, the spooky sequel to the 1993 Halloween classic!is set to direct.","Coming exclusively tois Ghostbusters: Afterlife, the spooky sequel to the 1993 Halloween classic!is set to direct.","{'label': 'LABEL_1', 'score': 0.9982773065567017}"
tweet-sno-1273,"Coming exclusively tois Hocus Pocus 2, the spooky sequel to the 1993 Halloween classic!is set to direct.","Coming exclusively tois The Addams Family 2, the spooky sequel to the 1993 Halloween classic!is set to direct.","{'label': 'LABEL_1', 'score': 0.9982695579528809}"
tweet-sno-1273,"Coming exclusively tois Hocus Pocus 2, the spooky sequel to the 1993 Halloween classic!is set to direct.","Coming exclusively tois Casper the Friendly Ghost, the spooky sequel to the 1993 Halloween classic!is set to direct.","{'label': 'LABEL_1', 'score': 0.9987439513206482}"
tweet-sno-1274,"A shopping center owner is suing a Chick-fil-A restaurant, claiming that the restaurant’s drive-thru has become so popular that cars backflow into the center’s aisles. Stay updated on Toledo-area news by downloading #BladeNewsSlide 📲","A shopping center owner is suing a McDonald's restaurant, claiming that the restaurant’s drive-thru has become so popular that cars backflow into the center’s aisles. Stay updated on Toledo-area news by downloading #BladeNewsSlide 📲","{'label': 'LABEL_1', 'score': 0.9992638230323792}"
tweet-sno-1274,"A shopping center owner is suing a Chick-fil-A restaurant, claiming that the restaurant’s drive-thru has become so popular that cars backflow into the center’s aisles. Stay updated on Toledo-area news by downloading #BladeNewsSlide 📲","A shopping center owner is suing a Burger King restaurant, claiming that the restaurant’s drive-thru has become so popular that cars backflow into the center’s aisles. Stay updated on Toledo-area news by downloading #BladeNewsSlide 📲","{'label': 'LABEL_1', 'score': 0.9992045760154724}"
tweet-sno-1274,"A shopping center owner is suing a Chick-fil-A restaurant, claiming that the restaurant’s drive-thru has become so popular that cars backflow into the center’s aisles. Stay updated on Toledo-area news by downloading #BladeNewsSlide 📲","A shopping center owner is suing a Wendy's restaurant, claiming that the restaurant’s drive-thru has become so popular that cars backflow into the center’s aisles. Stay updated on Toledo-area news by downloading #BladeNewsSlide 📲","{'label': 'LABEL_1', 'score': 0.999226450920105}"
tweet-sno-1275,Costco loses an estimated $30 to $40 million a year by sticking to their $4.99 price for rotisserie chicken. They'd rather keep members happy and foot traffic high.,Walmart loses an estimated $30 to $40 million a year by sticking to their $4.99 price for rotisserie chicken. They'd rather keep members happy and foot traffic high.,"{'label': 'LABEL_1', 'score': 0.9993040561676025}"
tweet-sno-1275,Costco loses an estimated $30 to $40 million a year by sticking to their $4.99 price for rotisserie chicken. They'd rather keep members happy and foot traffic high.,Target loses an estimated $30 to $40 million a year by sticking to their $4.99 price for rotisserie chicken. They'd rather keep members happy and foot traffic high.,"{'label': 'LABEL_1', 'score': 0.999300479888916}"
tweet-sno-1275,Costco loses an estimated $30 to $40 million a year by sticking to their $4.99 price for rotisserie chicken. They'd rather keep members happy and foot traffic high.,BJ's Wholesale loses an estimated $30 to $40 million a year by sticking to their $4.99 price for rotisserie chicken. They'd rather keep members happy and foot traffic high.,"{'label': 'LABEL_1', 'score': 0.9993429780006409}"
tweet-sno-1276,"No Presidential candidate ever came even close to losing an Election who won Iowa, Florida and Ohio. I won all three, by a lot!","No Presidential candidate ever came even close to losing an Election who won Michigan, Florida and Ohio. I won all three, by a lot!","{'label': 'LABEL_1', 'score': 0.999273955821991}"
tweet-sno-1276,"No Presidential candidate ever came even close to losing an Election who won Iowa, Florida and Ohio. I won all three, by a lot!","No Presidential candidate ever came even close to losing an Election who won Minnesota, Florida and Ohio. I won all three, by a lot!","{'label': 'LABEL_1', 'score': 0.999290943145752}"
tweet-sno-1276,"No Presidential candidate ever came even close to losing an Election who won Iowa, Florida and Ohio. I won all three, by a lot!","No Presidential candidate ever came even close to losing an Election who won Wisconsin, Florida and Ohio. I won all three, by a lot!","{'label': 'LABEL_1', 'score': 0.9992819428443909}"
