query_id,query,target,tokens_to_replace,min_replacement_response
tweet-sno-1245,"A supporter of President Donald Trump carries a Confederate battle flag on the second floor of the U.S. Capitol near the entrance to the Senate after breaching security defenses, in Washington, January 6, 2021. Photo by Mike Theiler",A Confederate flag was spotted inside and outside the U.S. Capitol as a pro-Trump mob stormed the building.,"[{'token': 'Donald Trump', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': 'Confederate', 'type': 'NORP', 'description': 'Nationalities or religious or political groups'}, {'token': 'second', 'type': 'ORDINAL', 'description': '“first”, “second”'}, {'token': 'the U.S. Capitol', 'type': 'FAC', 'description': 'Buildings, airports, highways, bridges, etc.'}, {'token': 'Senate', 'type': 'ORG', 'description': 'Companies, agencies, institutions, etc.'}, {'token': 'Washington', 'type': 'GPE', 'description': 'Countries, cities, states'}, {'token': 'January 6, 2021', 'type': 'DATE', 'description': 'Absolute or relative dates or periods'}, {'token': 'Mike Theiler', 'type': 'PERSON', 'description': 'People, including fictional'}]","{
""replaceable_entities"": [
{
""token"": ""Donald Trump"",
""replacements"": [""Joe Biden"", ""Barack Obama"", ""Nancy Pelosi""]
}
]
}"
tweet-sno-1247,Here in Italy people started to share this figure claiming that this is the diagram of the 5G chip that has been inserted in the covid vaccine. In reality it is the electric circuit of a guitar pedal and I believe that putting it in the covid vaccine has been an excellent idea💡,An image represents a schematic for a 'COVID 5G Chip.',"[{'token': 'Italy', 'type': 'GPE', 'description': 'Countries, cities, states'}]","{
""replaceable_entities"": [
{
""token"": ""Italy"",
""replacements"": [""Spain"", ""France"", ""Germany""]
}
]
}"
tweet-sno-1248,A view of fresh snow this morning from Juniper Hills Ca at 4500 ft. Located south of Pearblossom in the San Gabriel foothills. Photo shared by Scott Lezak. #cawx #SoCal #LAweather,"In December 2020, snow fell in the Los Angeles County area.","[{'token': 'this morning', 'type': 'TIME', 'description': 'Times smaller than a day'}, {'token': 'Juniper Hills Ca', 'type': 'LOC', 'description': 'Non-GPE locations, mountain ranges, bodies of water'}, {'token': '4500 ft.', 'type': 'QUANTITY', 'description': 'Measurements, as of weight or distance '}, {'token': 'Pearblossom', 'type': 'GPE', 'description': 'Countries, cities, states'}, {'token': 'San Gabriel foothills', 'type': 'LOC', 'description': 'Non-GPE locations, mountain ranges, bodies of water'}, {'token': 'Scott Lezak', 'type': 'PERSON', 'description': 'People, including fictional'}]","{
""replaceable_entities"": [
{
""token"": ""this morning"",
""replacements"": [""yesterday"", ""last night"", ""earlier today""]
}
]
}"
tweet-sno-1249,Around 1/2 inch of snow at the 3700 ft level in Pearblossom fell early this morning. Photo taken by Michaela Moffitt. Thanks Michaela and our NWS spotter Scott Lezak for forwarding the photo. #cawx #LAweather #LAsnow,"In December 2020, snow fell in the Los Angeles County area.","[{'token': 'Around 1/2 inch', 'type': 'QUANTITY', 'description': 'Measurements, as of weight or distance '}, {'token': '3700 ft', 'type': 'QUANTITY', 'description': 'Measurements, as of weight or distance '}, {'token': 'Pearblossom', 'type': 'GPE', 'description': 'Countries, cities, states'}, {'token': 'early this morning', 'type': 'TIME', 'description': 'Times smaller than a day'}, {'token': 'Michaela Moffitt', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': 'Michaela', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': 'NWS', 'type': 'ORG', 'description': 'Companies, agencies, institutions, etc.'}, {'token': 'Scott Lezak', 'type': 'PERSON', 'description': 'People, including fictional'}]","{
""replaceable_entities"": [
{
""token"": ""Michaela Moffitt"",
""replacements"": [""Emily Wilson"", ""Samantha Lee"", ""Olivia Patel""]
},
{
""token"": ""Scott Lezak"",
""replacements"": [""Richard Hall"", ""James Reed"", ""David Brown""]
},
{
""token"": ""NWS"",
""replacements"": [""NOAA"", ""FEMA"", ""USGS""]
},
{
""token"": ""Pearblossom"",
""replacements"": [""Mount Wilson"", ""La Cañada Flintridge"", ""Santa Clarita""]
},
{
""token"": ""Los Angeles County"",
""replacements"": [""San Bernardino County"", ""Riverside County"", ""Ventura County""]
}
]
}"
tweet-sno-1250,"“Breaking News: In Pennsylvania there were 205,000 more votes than there were voters. This alone flips the state to President Trump.”","The state of Pennsylvania recorded ""205,000 votes more than they had voters"" in the 2020 U.S. election.","[{'token': 'Breaking News', 'type': 'WORK_OF_ART', 'description': 'Titles of books, songs, etc. '}, {'token': 'Pennsylvania', 'type': 'GPE', 'description': 'Countries, cities, states'}, {'token': '205,000', 'type': 'CARDINAL', 'description': 'Numerals that do not fall under another type'}, {'token': 'Trump', 'type': 'PERSON', 'description': 'People, including fictional'}]","{
""replaceable_entities"": [
{
""token"": ""Breaking News"",
""replacements"": [""Latest Updates"", ""News Flash"", ""Headline News""]
}
]
}"
tweet-sno-1251,"When are we going to be allowed to do signature verification in Fulton County, Georgia? The process is going VERY slowly.Pennsylvania just found 205,000 votes more than they had voters. Therefore, we WIN Pennsylvania!!!","The state of Pennsylvania recorded ""205,000 votes more than they had voters"" in the 2020 U.S. election.","[{'token': 'Fulton County', 'type': 'GPE', 'description': 'Countries, cities, states'}, {'token': 'Georgia', 'type': 'GPE', 'description': 'Countries, cities, states'}, {'token': 'Pennsylvania', 'type': 'GPE', 'description': 'Countries, cities, states'}, {'token': '205,000', 'type': 'CARDINAL', 'description': 'Numerals that do not fall under another type'}, {'token': 'Pennsylvania', 'type': 'GPE', 'description': 'Countries, cities, states'}]","{
""replaceable_entities"": [
{
""token"": ""Fulton County"",
""replacements"": [""DeKalb County"", ""Gwinnett County"", ""Cobb County""]
}
]
}"
tweet-sno-1252,"YOU CANNOT be “cleared” for a gathering by a negative COVID test 1) Might be too early in course to detect virus 2) ~20% of tests are false negatives 3) You could become infected literally 0.1 seconds after your swab Sincerely, An increasingly desperate ER doctor",A negative COVID-19 test will “clear” people to go to holiday gatherings with their family and friends across the United States.,"[{'token': '20%', 'type': 'PERCENT', 'description': 'Percentage (including “%”)'}, {'token': '3', 'type': 'CARDINAL', 'description': 'Numerals that do not fall under another type'}, {'token': '0.1 seconds', 'type': 'TIME', 'description': 'Times smaller than a day'}]","{
""replaceable_entities"": [
{
""token"": ""20%"",
""replacements"": [""15%"", ""30%"", ""25%""]
}
]
}"
tweet-sno-1253,"My family & I went tolast night. Great food. I used an old photo since we didn't take one last night. I'm glad this tweet has generated so much attention. I hope people support Gino and his team at. Small business is hurting, & they need our support",Former Wisconsin Gov. Scott Walker cropped and tweeted an old picture of pizza at a restaurant that he first tweeted 14 months earlier.,"[{'token': 'one last night', 'type': 'TIME', 'description': 'Times smaller than a day'}, {'token': 'Gino', 'type': 'PERSON', 'description': 'People, including fictional'}]","{
""replaceable_entities"": [
{
""token"": ""one last night"",
""replacements"": [""yesterday evening"", ""last evening"", ""the previous night""]
}
]
}"
tweet-sno-1254,Did anyone go to a high school with a pool under the basketball court? The Bedford Falls High School gym always fascinated me. #ItsAWonderfulLife,"The swimming pool and retractable basketball court from ""It's a Wonderful Life"" are still used in the present day.","[{'token': 'The Bedford Falls High School', 'type': 'ORG', 'description': 'Companies, agencies, institutions, etc.'}]","{
""replaceable_entities"": [
{
""token"": ""The Bedford Falls High School"",
""replacements"": [""Springfield High School"", ""Greenfield High School"", ""Lincoln High School""]
}
]
}"
tweet-sno-1255,It's a wonderful life (east coast feed) about to show the pool under the basketball court that still is there at my high school. #Beverly,"The swimming pool and retractable basketball court from ""It's a Wonderful Life"" are still used in the present day.","[{'token': 'Beverly', 'type': 'PERSON', 'description': 'People, including fictional'}]","{
""replaceable_entities"": [
{
""token"": ""Beverly"",
""replacements"": [""Fairfield"", ""Riverton"", ""Bedford""]
}
]
}"
tweet-sno-1256,"Yes it's real. Yes, it's powered by Intel. And yes, it has a chicken warmer. 😅 #KFConsole #IntelGaming",Fast food chain KFC developed a video game console that also keeps chicken warm.,"[{'token': 'Intel', 'type': 'ORG', 'description': 'Companies, agencies, institutions, etc.'}]","{
""replaceable_entities"": [
{
""token"": ""Intel"",
""replacements"": [""NVIDIA"", ""AMD"", ""ASUS""]
}
]
}"
tweet-sno-1257,"Mayor Buttigieg says he’s a gay Christian. As a Christian I believe the Bible which defines homosexuality as sin, something to be repentant of, not something to be flaunted, praised or politicized. The Bible says marriage is between a man & a woman—not two men, not two women. 2/3","Evangelist Franklin Graham tweeted that Pete Buttigieg's homosexuality was ""something to be repentant of, not something to be flaunted.""","[{'token': 'Buttigieg', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': 'Christian', 'type': 'NORP', 'description': 'Nationalities or religious or political groups'}, {'token': 'Christian', 'type': 'NORP', 'description': 'Nationalities or religious or political groups'}, {'token': 'Bible', 'type': 'WORK_OF_ART', 'description': 'Titles of books, songs, etc. '}, {'token': 'Bible', 'type': 'WORK_OF_ART', 'description': 'Titles of books, songs, etc. '}, {'token': 'two', 'type': 'CARDINAL', 'description': 'Numerals that do not fall under another type'}, {'token': 'two', 'type': 'CARDINAL', 'description': 'Numerals that do not fall under another type'}, {'token': '2/3', 'type': 'CARDINAL', 'description': 'Numerals that do not fall under another type'}]","{
""replaceable_entities"": [
{
""token"": ""Buttigieg"",
""replacements"": [""Warren"", ""Sanders"", ""O'Rourke""]
}
]
}"
tweet-sno-1258,Kanye West $2M PPP loan. Joel Osteen $4M. Tom Brady $960K. Most Americans $600. #IAmVeryUpset,Joel Osteen's Lakewood Church in Texas received $4.4 million in coronavirus-economic-relief loans.,"[{'token': '2M', 'type': 'MONEY', 'description': 'Monetary values, including unit'}, {'token': 'Joel Osteen', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': 'Tom Brady', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': '960K', 'type': 'MONEY', 'description': 'Monetary values, including unit'}, {'token': 'Americans', 'type': 'NORP', 'description': 'Nationalities or religious or political groups'}, {'token': '600', 'type': 'MONEY', 'description': 'Monetary values, including unit'}]","{
""replaceable_entities"": [
{
""token"": ""Kanye West"",
""replacements"": [""Dwayne Johnson"", ""Drake"", ""Will Smith""]
},
{
""token"": ""Joel Osteen"",
""replacements"": [""Rick Warren"", ""Billy Graham"", ""Timothy Dolan""]
},
{
""token"": ""Tom Brady"",
""replacements"": [""Peyton Manning"", ""Drew Brees"", ""Aaron Rodgers""]
}
]
}"
tweet-sno-1259,Vatican 'Darth Vader' nativity scene gets earthly thumbs down,The Vatican's Nativity display includes a statue of Darth Vader.,"[{'token': 'Vatican', 'type': 'ORG', 'description': 'Companies, agencies, institutions, etc.'}, {'token': ""Darth Vader'"", 'type': 'PERSON', 'description': 'People, including fictional'}]","{
""replaceable_entities"": [
{
""token"": ""Vatican"",
""replacements"": [""Catholic Church"", ""Holy See"", ""St. Peter's Basilica""]
}
]
}"
tweet-sno-1260,"SIE strives to ensure a high level of customer satisfaction, and we will begin to offer a full refund for all gamers who have purchased Cyberpunk 2077 via PlayStation Store and want a refund. Please visit the following link to initiate the refund:.",PlayStation and Xbox announced that refunds would be available for customers who digitally purchased Cyberpunk 2077.,"[{'token': 'SIE', 'type': 'ORG', 'description': 'Companies, agencies, institutions, etc.'}, {'token': 'Cyberpunk 2077', 'type': 'PRODUCT', 'description': 'Vehicles, weapons, foods, etc. (Not services)'}, {'token': 'PlayStation Store', 'type': 'PRODUCT', 'description': 'Vehicles, weapons, foods, etc. (Not services)'}]","{
""replaceable_entities"": [
{
""token"": ""SIE"",
""replacements"": [""Sony"", ""Microsoft"", ""Nintendo""]
}
]
}"
tweet-sno-1261,"Cyberpunk 2077: To ensure that every player can get the experience they expect on Xbox, we will be expanding our existing refund policy to offer full refunds to anyone who purchased Cyberpunk 2077 digitally from the Microsoft Store, until further notice.",PlayStation and Xbox announced that refunds would be available for customers who digitally purchased Cyberpunk 2077.,"[{'token': 'Cyberpunk 2077', 'type': 'WORK_OF_ART', 'description': 'Titles of books, songs, etc. '}, {'token': 'Xbox', 'type': 'ORG', 'description': 'Companies, agencies, institutions, etc.'}, {'token': 'Cyberpunk 2077', 'type': 'PRODUCT', 'description': 'Vehicles, weapons, foods, etc. (Not services)'}, {'token': 'the Microsoft Store', 'type': 'ORG', 'description': 'Companies, agencies, institutions, etc.'}]","{
""replaceable_entities"": [
{
""token"": ""Cyberpunk 2077"",
""replacements"": [""The Last of Us"", ""Red Dead Redemption 2"", ""Horizon Zero Dawn""]
}
]
}"
tweet-sno-1262,"This video is an extract from yesterday’s press conference, with Hayabusa2 Project Manager Yuichi Tsuda confirming samples from Ryugu in the capsule!",Japanese scientists confirmed that the asteroid explorer Hyabusu2 successfully collected and returned soil and gas samples from the asteroid Ryugu 190 million miles from Earth.,"[{'token': 'Hayabusa2 Project', 'type': 'ORG', 'description': 'Companies, agencies, institutions, etc.'}, {'token': 'Yuichi Tsuda', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': 'Ryugu', 'type': 'PERSON', 'description': 'People, including fictional'}]","{
  ""replaceable_entities"": [
    {
      ""token"": ""Hayabusa2 Project"",
      ""replacements"": [""NASA Team"", ""SpaceX Division"", ""European Space Agency Department""]
    }
  ]
}"
tweet-sno-1263,"TEXAS ELECTORAL COLLEGE: ""The Justices went into a closed room…When Texas case was brought up he said he heard screaming through the walls as Justice Roberts and the other liberal Justices were insisting…afraid of what would happen if they did right thing…Moral cowardice""",Chief Justice John Roberts screamed at the other U.S. Supreme Court justices to dismiss a Texas voter fraud case in December 2020.,"[{'token': 'TEXAS', 'type': 'GPE', 'description': 'Countries, cities, states'}, {'token': 'Texas', 'type': 'GPE', 'description': 'Countries, cities, states'}, {'token': 'Roberts', 'type': 'PERSON', 'description': 'People, including fictional'}]","{
""replaceable_entities"": [
{
""token"": ""TEXAS"",
""replacements"": [""California"", ""Florida"", ""Georgia""]
}
]
}"
tweet-sno-1264,"Yo, this seems like an intersection of some of your interests: a guy in my neighborhood built a mini-version of the Rosebud Motel in front of his house!","A man created a miniature Rosebud motel facade in a Seattle neighborhood, inspired by the setting of the popular comedy series “Schitt’s Creek.”","[{'token': 'the Rosebud Motel', 'type': 'FAC', 'description': 'Buildings, airports, highways, bridges, etc.'}]","{
""replaceable_entities"": [
{
""token"": ""the Rosebud Motel"",
""replacements"": [""the Twin Spruce Motel"", ""the Sunnydale Inn"", ""the Maple Leaf Lodge""]
}
]
}"
tweet-sno-1265,"Well look at that, Day-vahd [said in our best Moira Rose voice]! A resident in Seattle's Queen Anne neighborhood, has created a mini Rosebud Motel using the retaining wall outside his home, for fans of the award-winning show ""Schitt's Creek"" to visit.","A man created a miniature Rosebud motel facade in a Seattle neighborhood, inspired by the setting of the popular comedy series “Schitt’s Creek.”","[{'token': 'Day-vahd', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': 'Moira Rose', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': ""Seattle's Queen Anne"", 'type': 'FAC', 'description': 'Buildings, airports, highways, bridges, etc.'}, {'token': 'Rosebud Motel', 'type': 'FAC', 'description': 'Buildings, airports, highways, bridges, etc.'}, {'token': '""Schitt\'s Creek""', 'type': 'WORK_OF_ART', 'description': 'Titles of books, songs, etc. '}]","{
""replaceable_entities"": [
{
""token"": ""Day-vahd"",
""replacements"": [""Daphne"", ""Bernadette"", ""Moira""]
}
]
}"
tweet-sno-1266,"Perhaps the biggest difference between 2016 and 2020 is, despite the fact that I went from 63,000,000 Votes to 75,000,000 Votes, a record 12,000,000 Vote increase. Obama went down 3,000,000 Votes, and won. Rigged Election!!!","President Trump's losing the election despite receiving millions more votes in 2020 than in 2016 is indicative of a ""rigged election.""","[{'token': '2016', 'type': 'DATE', 'description': 'Absolute or relative dates or periods'}, {'token': '2020', 'type': 'DATE', 'description': 'Absolute or relative dates or periods'}, {'token': '63,000,000', 'type': 'CARDINAL', 'description': 'Numerals that do not fall under another type'}, {'token': '75,000,000', 'type': 'CARDINAL', 'description': 'Numerals that do not fall under another type'}, {'token': '12,000,000', 'type': 'CARDINAL', 'description': 'Numerals that do not fall under another type'}, {'token': 'Obama', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': '3,000,000', 'type': 'CARDINAL', 'description': 'Numerals that do not fall under another type'}]","{
""replaceable_entities"": [
{
""token"": ""2016"",
""replacements"": [""2008"", ""2012"", ""2018""]
}
]
}"
tweet-sno-1267,North Face denies order for jackets from the oil and gas industry. Their jackets have oil and gas products in them.,"The North Face refused to fulfill a clothing order to Innovex Downhole Solutions, a Houston-based oil and gas company, over concerns about the company’s environmental practices.","[{'token': 'North Face', 'type': 'ORG', 'description': 'Companies, agencies, institutions, etc.'}]","{
""replaceable_entities"": [
{
""token"": ""North Face"",
""replacements"": [""Patagonia"", ""Columbia Sportswear"", ""REI""]
}
]
}"
tweet-sno-1268,"Alex Jones at the pro-Trump march in Washington, DC: ""Joe Biden is a globalist, and Joe Biden will be removed, one way or another!""","Conspiracy theorist Alex Jones said President-elect Joe Biden will be ""removed"" from office ""one way or another.""","[{'token': 'Alex Jones', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': 'pro-Trump', 'type': 'ORG', 'description': 'Companies, agencies, institutions, etc.'}, {'token': 'Washington, DC', 'type': 'GPE', 'description': 'Countries, cities, states'}, {'token': 'Joe Biden', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': 'Joe Biden', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': 'one', 'type': 'CARDINAL', 'description': 'Numerals that do not fall under another type'}]","{
""replaceable_entities"": [
{
""token"": ""Alex Jones"",
""replacements"": [""Mike Flynn"", ""Roger Stone"", ""Sean Hannity""]
}
]
}"
tweet-sno-1269,Is the island in the Allstate commercial a real place? I want to live there,A real island was shown in an Allstate television advertisement in 2020.,"[{'token': 'Allstate', 'type': 'ORG', 'description': 'Companies, agencies, institutions, etc.'}]","{
""replaceable_entities"": [
{
""token"": ""Allstate"",
""replacements"": [""StateFarm"", ""LibertyMutual"", ""Geico""]
}
]
}"
tweet-sno-1270,The small island with 2 lighthouses & the guy driving a classic Land Rover in the Allstate commercial – is it real? Where is it? Maine? New Brunswick?,A real island was shown in an Allstate television advertisement in 2020.,"[{'token': '2', 'type': 'CARDINAL', 'description': 'Numerals that do not fall under another type'}, {'token': 'Land Rover', 'type': 'PRODUCT', 'description': 'Vehicles, weapons, foods, etc. (Not services)'}, {'token': 'Allstate', 'type': 'ORG', 'description': 'Companies, agencies, institutions, etc.'}, {'token': 'Maine', 'type': 'GPE', 'description': 'Countries, cities, states'}, {'token': 'New Brunswick', 'type': 'GPE', 'description': 'Countries, cities, states'}]","{
""replaceable_entities"": [
{
""token"": ""2"",
""replacements"": [""three"", ""five"", ""four""]
}
]
}"
tweet-sno-1271,"BREAKING: Christmas Eve is now a federal holiday in 2020, according to an executive order signed Friday by President Trump.","On Dec. 11, 2020, U.S. President Donald Trump issued an executive order designating Christmas Eve 2020 as a federal holiday.","[{'token': '2020', 'type': 'DATE', 'description': 'Absolute or relative dates or periods'}, {'token': 'Friday', 'type': 'DATE', 'description': 'Absolute or relative dates or periods'}, {'token': 'Trump', 'type': 'PERSON', 'description': 'People, including fictional'}]","{
""replaceable_entities"": [
{
""token"": ""2020"",
""replacements"": [""2019"", ""2021"", ""2022""]
}
]
}"
tweet-sno-1272,"Sister Act 3 is in development! 🎤returns to star and produce, withas producer as well. Sister Act 3 will premiere on.","In December 2020, Disney announced that “Sister Act 3” was in production, with Whoopi Goldberg reviving her role of Deloris Van Cartier nearly 30 years later.","[{'token': 'Sister Act 3', 'type': 'LAW', 'description': 'Named documents made into laws '}, {'token': 'Sister Act 3', 'type': 'WORK_OF_ART', 'description': 'Titles of books, songs, etc. '}]","{
""replaceable_entities"": [
{
""token"": ""Sister Act 3"",
""replacements"": [""Hocus Pocus 3"", ""The Princess Diaries 3"", ""Enchanted 2""]
}
]
}"
tweet-sno-1273,"Coming exclusively tois Hocus Pocus 2, the spooky sequel to the 1993 Halloween classic!is set to direct.","Disney announced a sequel to ""Hocus Pocus.""","[{'token': 'Hocus Pocus 2', 'type': 'WORK_OF_ART', 'description': 'Titles of books, songs, etc. '}, {'token': '1993', 'type': 'DATE', 'description': 'Absolute or relative dates or periods'}, {'token': 'Halloween', 'type': 'EVENT', 'description': 'Named hurricanes, battles, wars, sports events, etc.'}]","{
""replaceable_entities"": [
{
""token"": ""Hocus Pocus 2"",
""replacements"": [""Ghostbusters: Afterlife"", ""The Addams Family 2"", ""Casper the Friendly Ghost""]
}
]
}"
tweet-sno-1274,"A shopping center owner is suing a Chick-fil-A restaurant, claiming that the restaurant’s drive-thru has become so popular that cars backflow into the center’s aisles. Stay updated on Toledo-area news by downloading #BladeNewsSlide 📲",A man sued the Chick-fil-A chain because of its restaurants' long drive-thru lines.,"[{'token': 'Chick-fil-A', 'type': 'ORG', 'description': 'Companies, agencies, institutions, etc.'}, {'token': 'Toledo', 'type': 'GPE', 'description': 'Countries, cities, states'}, {'token': 'BladeNewsSlide', 'type': 'ORG', 'description': 'Companies, agencies, institutions, etc.'}]","{
""replaceable_entities"": [
{
""token"": ""Chick-fil-A"",
""replacements"": [""McDonald's"", ""Burger King"", ""Wendy's""]
}
]
}"
tweet-sno-1275,Costco loses an estimated $30 to $40 million a year by sticking to their $4.99 price for rotisserie chicken. They'd rather keep members happy and foot traffic high.,Costco loses an estimated $30 to $40 million a year by keeping rotisserie chickens at $4.99 each. But the company would rather keep members happy and foot traffic high.,"[{'token': 'Costco', 'type': 'ORG', 'description': 'Companies, agencies, institutions, etc.'}, {'token': 'an estimated $30 to $40 million', 'type': 'MONEY', 'description': 'Monetary values, including unit'}, {'token': '4.99', 'type': 'MONEY', 'description': 'Monetary values, including unit'}]","{
""replaceable_entities"": [
{
""token"": ""Costco"",
""replacements"": [""Walmart"", ""Target"", ""BJ's Wholesale""]
}
]
}"
tweet-sno-1276,"No Presidential candidate ever came even close to losing an Election who won Iowa, Florida and Ohio. I won all three, by a lot!","Donald Trump was the first candidate to lose a presidential election despite winning in Ohio, Florida, and Iowa.","[{'token': 'Iowa', 'type': 'GPE', 'description': 'Countries, cities, states'}, {'token': 'Florida', 'type': 'GPE', 'description': 'Countries, cities, states'}, {'token': 'Ohio', 'type': 'GPE', 'description': 'Countries, cities, states'}, {'token': 'three', 'type': 'CARDINAL', 'description': 'Numerals that do not fall under another type'}]","{
""replaceable_entities"": [
{
""token"": ""Iowa"",
""replacements"": [""Michigan"", ""Minnesota"", ""Wisconsin""]
}
]
}"
tweet-sno-1277,NEW YORKERS: Today I learned the design for these radiators came about during the Spanish flu pandemic of 1918. Engineers wanted to keep an apartment warm while ventilating the space from airborne illnesses because THEY WERE MEANT TO BE KEPT ON WITH THE WINDOWS FULLY OPEN (!!!!),Some steam radiators built in older apartment buildings in cities like New York were designed to keep dwellings warm with windows open due to the 1918 pandemic.,"[{'token': 'Today', 'type': 'DATE', 'description': 'Absolute or relative dates or periods'}, {'token': 'Spanish', 'type': 'NORP', 'description': 'Nationalities or religious or political groups'}, {'token': '1918', 'type': 'DATE', 'description': 'Absolute or relative dates or periods'}]","{
""replaceable_entities"": [
{
""token"": ""New York"",
""replacements"": [""San Francisco"", ""Chicago"", ""Los Angeles""]
},
{
""token"": ""Spanish"",
""replacements"": [""Russian"", ""French"", ""Italian""]
}
]
}"
tweet-sno-1278, very disappointed with today's bacon egg Mc Muffin!! No proper egg and it was still frozen cold!!,McDonald's breakfast menu items use frozen eggs.,"[{'token': 'Mc Muffin', 'type': 'PERSON', 'description': 'People, including fictional'}]","{
""replaceable_entities"": [
{
""token"": ""Mc Muffin"",
""replacements"": [""Big Breakfast"", ""Sausage Biscuit"", ""Country Fried Steak Biscuit""]
}
]
}"
tweet-sno-1279,Rep. Louie Gohmert’s tooth just fell out at his press conference.,A video shows U.S. Rep. Louie Gohmert's tooth falling out during a live news conference.,"[{'token': 'Louie Gohmert’s', 'type': 'PERSON', 'description': 'People, including fictional'}]","{
""replaceable_entities"": [
{
""token"": ""Louie Gohmert’s"",
""replacements"": [""Ted Cruz’s"", ""Nancy Pelosi’s"", ""Mitch McConnell’s""]
}
]
}"
tweet-sno-1280,"Joe Biden is asked about his disagreements with Kamala Harris on certain issues: ""Like I told Barack, if I reach something where there's a fundamental disagreement we have based on a moral principle, I'll develop some disease and say I have to resign.""","Regarding what he would do if he disagreed with Vice President-elect Kamala Harris, U.S. President-elect Joe Biden said: “Like I told Barack, if I reach something where there’s a fundamental disagreement we have based on a moral principle, I’ll develop some disease and say I have to resign.""","[{'token': 'Joe Biden', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': 'Kamala Harris', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': 'Barack', 'type': 'PERSON', 'description': 'People, including fictional'}]","{
""replaceable_entities"": [
{
""token"": ""Joe Biden"",
""replacements"": [""Nancy Pelosi"", ""Mike Pence"", ""Elizabeth Warren""]
},
{
""token"": ""Barack"",
""replacements"": [""Michelle"", ""Jill"", ""Bill""]
},
{
""token"": ""Kamala Harris"",
""replacements"": [""Cory Booker"", ""Pete Buttigieg"", ""Tulsi Gabbard""]
}
]
}"
tweet-sno-1281,The time Indiana Jones caused an avalanche with his saxophone.,"Indiana Jones, portrayed by Harrison Ford, once defeated a group of villains by playing a saxophone.","[{'token': 'Indiana Jones', 'type': 'PERSON', 'description': 'People, including fictional'}]","{
""replaceable_entities"": [
{
""token"": ""Indiana Jones"",
""replacements"": [""Lara Croft"", ""Tintin"", ""Allan Quatermain""]
}
]
}"
tweet-sno-1282,Just for you completist out there. I remembered today that Indiana Jones once beat some villains by jamming on a saxophone.,"Indiana Jones, portrayed by Harrison Ford, once defeated a group of villains by playing a saxophone.","[{'token': 'today', 'type': 'DATE', 'description': 'Absolute or relative dates or periods'}, {'token': 'Indiana Jones', 'type': 'PERSON', 'description': 'People, including fictional'}]","{
""replaceable_entities"": [
{
""token"": ""today"",
""replacements"": [""yesterday"", ""last week"", ""last month""]
}
]
}"
tweet-sno-1283,We all remember that time Indiana Jones defeated 3 men with a saxophone.,"Indiana Jones, portrayed by Harrison Ford, once defeated a group of villains by playing a saxophone.","[{'token': 'Indiana Jones', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': '3', 'type': 'CARDINAL', 'description': 'Numerals that do not fall under another type'}]","{
""replaceable_entities"": [
{
""token"": ""Indiana Jones"",
""replacements"": [""Lara Croft"", ""Allan Quatermain"", ""Rick O'Connell""]
}
]
}"
tweet-sno-1284,"HOLY SHIT. I present to you Harrison Ford as a bearded Indiana Jones, learning the blues from, then looking straight into camera and using a saxophone TO CAUSE AN AVALANCHE, YOU ARE WELCOME TWITTER","Indiana Jones, portrayed by Harrison Ford, once defeated a group of villains by playing a saxophone.","[{'token': 'Harrison Ford', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': 'Indiana Jones', 'type': 'PERSON', 'description': 'People, including fictional'}]","{
""replaceable_entities"": [
{
""token"": ""Harrison Ford"",
""replacements"": [""Tom Hanks"", ""Dwayne Johnson"", ""Chris Hemsworth""]
}
]
}"
tweet-sno-1285,"1/ There will be no update today. At 8:30 am this morning, state police came into my house and took all my hardware and tech. They were serving a warrant on my computer after DOH filed a complaint. They pointed a gun in my face. They pointed guns at my kids..","In December 2020, Florida state police ""raided"" the home of Rebekah Jones, executing a search warrant and confiscating electronic devices.","[{'token': '1/', 'type': 'CARDINAL', 'description': 'Numerals that do not fall under another type'}, {'token': 'today', 'type': 'DATE', 'description': 'Absolute or relative dates or periods'}, {'token': '8:30 am this morning', 'type': 'TIME', 'description': 'Times smaller than a day'}, {'token': 'DOH', 'type': 'ORG', 'description': 'Companies, agencies, institutions, etc.'}]","{
""replaceable_entities"": [
{
""token"": ""1/"",
""replacements"": [""two"", ""three"", ""four""]
}
]
}"
