,query_id,query,target,tokens_to_replace,min_replacement_response,new_sentences
32,tweet-sno-1233,"Ifwere to lose (he won’t) his supporters will go to work tomorrow just as we do everyday. When Biden loses, his “supporters” will likely loot and riot. Tells you everything you need to know! #Trump2020","Before the 2020 U.S. presidential election, conservative personality Tomi Lahren tweeted that then-Democratic candidate Joe Biden’s supporters would “loot and riot” if the former vice president lost.","[{'token': 'tomorrow', 'type': 'DATE', 'description': 'Absolute or relative dates or periods'}, {'token': 'Biden', 'type': 'PERSON', 'description': 'People, including fictional'}]","{
""replaceable_entities"": [
{
""token"": ""tomorrow"",
""replacements"": [""next week"", ""next month"", ""next year""]
}
]
}","[{""sentence"": ""Ifwere to lose (he won\u2019t) his supporters will go to work next week just as we do everyday. When Biden loses, his \u201csupporters\u201d will likely loot and riot. Tells you everything you need to know! #Trump2020"", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9995825886726379}]}, {""sentence"": ""Ifwere to lose (he won\u2019t) his supporters will go to work next month just as we do everyday. When Biden loses, his \u201csupporters\u201d will likely loot and riot. Tells you everything you need to know! #Trump2020"", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9995853304862976}]}, {""sentence"": ""Ifwere to lose (he won\u2019t) his supporters will go to work next year just as we do everyday. When Biden loses, his \u201csupporters\u201d will likely loot and riot. Tells you everything you need to know! #Trump2020"", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.999584972858429}]}]"
33,tweet-sno-1234,"Electoral college ballots rescued from the Senate floor. If our capable floor staff hadn’t grabbed them, they would have been burned by the mob.","A photograph taken on Jan. 6, 2021, showed two female U.S. Senate aides safely transporting boxes of Electoral College votes during the Capitol insurrection.","[{'token': 'Senate', 'type': 'ORG', 'description': 'Companies, agencies, institutions, etc.'}]","{
""replaceable_entities"": [
{
""token"": ""Senate"",
""replacements"": [""House"", ""Congress"", ""Parliament""]
}
]
}","[{""sentence"": ""Electoral college ballots rescued from the House floor. If our capable floor staff hadn\u2019t grabbed them, they would have been burned by the mob."", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9993245601654053}]}, {""sentence"": ""Electoral college ballots rescued from the Congress floor. If our capable floor staff hadn\u2019t grabbed them, they would have been burned by the mob."", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9993316531181335}]}, {""sentence"": ""Electoral college ballots rescued from the Parliament floor. If our capable floor staff hadn\u2019t grabbed them, they would have been burned by the mob."", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9993119239807129}]}]"
34,tweet-sno-1235,Here are the women – Senate aides – who had the presence of mind and courage to transport and keep safe the electoral votes before fleeing the Senate. There will always be villains. There will always be heroes.,"A photograph taken on Jan. 6, 2021, showed two female U.S. Senate aides safely transporting boxes of Electoral College votes during the Capitol insurrection.","[{'token': 'Senate', 'type': 'ORG', 'description': 'Companies, agencies, institutions, etc.'}, {'token': 'Senate', 'type': 'ORG', 'description': 'Companies, agencies, institutions, etc.'}]","{
""replaceable_entities"": [
{
""token"": ""Senate"",
""replacements"": [""House"", ""Congress"", ""Assembly""]
}
]
}","[{""sentence"": ""Here are the women \u2013 House aides \u2013 who had the presence of mind and courage to transport and keep safe the electoral votes before fleeing the House. There will always be villains. There will always be heroes."", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9992783665657043}]}, {""sentence"": ""Here are the women \u2013 Congress aides \u2013 who had the presence of mind and courage to transport and keep safe the electoral votes before fleeing the Congress. There will always be villains. There will always be heroes."", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9992837309837341}]}, {""sentence"": ""Here are the women \u2013 Assembly aides \u2013 who had the presence of mind and courage to transport and keep safe the electoral votes before fleeing the Assembly. There will always be villains. There will always be heroes."", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9992996454238892}]}]"
35,tweet-sno-1236,"Better look at the guy with the 'Camp Auschwitz' hoodie from yesterday. Not only does it feature the SS 'totenkopf', but an English translation of 'Arbeit Macht Frei'. No wiggle room, no joking here. This is who these people are. (via)","A pro-Trump rioter who broke into the U.S. Capitol was wearing a ""Camp Auschwitz"" shirt.","[{'token': ""Camp Auschwitz'"", 'type': 'FAC', 'description': 'Buildings, airports, highways, bridges, etc.'}, {'token': 'yesterday', 'type': 'DATE', 'description': 'Absolute or relative dates or periods'}, {'token': 'English', 'type': 'LANGUAGE', 'description': 'Any named language '}, {'token': 'Arbeit Macht Frei', 'type': 'WORK_OF_ART', 'description': 'Titles of books, songs, etc. '}]","{
""replaceable_entities"": [
{
""token"": ""Camp Auschwitz"",
""replacements"": [""Buchenwald"", ""Dachau"", ""Treblinka""]
}
]
}","[{""sentence"": ""Better look at the guy with the 'Buchenwald' hoodie from yesterday. Not only does it feature the SS 'totenkopf', but an English translation of 'Arbeit Macht Frei'. No wiggle room, no joking here. This is who these people are. (via)"", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9993584752082825}]}, {""sentence"": ""Better look at the guy with the 'Dachau' hoodie from yesterday. Not only does it feature the SS 'totenkopf', but an English translation of 'Arbeit Macht Frei'. No wiggle room, no joking here. This is who these people are. (via)"", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9992637038230896}]}, {""sentence"": ""Better look at the guy with the 'Treblinka' hoodie from yesterday. Not only does it feature the SS 'totenkopf', but an English translation of 'Arbeit Macht Frei'. No wiggle room, no joking here. This is who these people are. (via)"", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9992527365684509}]}]"
36,tweet-sno-1237,"This woman was maced inside the Capitol. She told me, ""It's a revolution!""",A video shows a crying woman holding an onion while telling a reporter that she had been Maced during a riot.,"[{'token': 'Capitol', 'type': 'FAC', 'description': 'Buildings, airports, highways, bridges, etc.'}]","{
""replaceable_entities"": [
{
""token"": ""Capitol"",
""replacements"": [""Congress"", ""Parliament"", ""Senate""]
}
]
}","[{""sentence"": ""This woman was maced inside the Congress. She told me, \""It's a revolution!\"""", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9991098046302795}]}, {""sentence"": ""This woman was maced inside the Parliament. She told me, \""It's a revolution!\"""", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9990209341049194}]}, {""sentence"": ""This woman was maced inside the Senate. She told me, \""It's a revolution!\"""", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9991222023963928}]}]"
37,tweet-sno-1238,"Wait, so Elizabeth from Knoxville, who claims she was maced after storming the Capitol, was dabbing her eyes with an onion towel?",A video shows a crying woman holding an onion while telling a reporter that she had been Maced during a riot.,"[{'token': 'Elizabeth', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': 'Knoxville', 'type': 'GPE', 'description': 'Countries, cities, states'}, {'token': 'Capitol', 'type': 'FAC', 'description': 'Buildings, airports, highways, bridges, etc.'}]","{
""replaceable_entities"": [
{
""token"": ""Elizabeth"",
""replacements"": [""Sarah"", ""Jessica"", ""Amanda""]
}
]
}","[{""sentence"": ""Wait, so Sarah from Knoxville, who claims she was maced after storming the Capitol, was dabbing her eyes with an onion towel?"", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9993919134140015}]}, {""sentence"": ""Wait, so Jessica from Knoxville, who claims she was maced after storming the Capitol, was dabbing her eyes with an onion towel?"", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9993925094604492}]}, {""sentence"": ""Wait, so Amanda from Knoxville, who claims she was maced after storming the Capitol, was dabbing her eyes with an onion towel?"", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9993921518325806}]}]"
38,tweet-sno-1239,"Over the next 10 days, we get to see the machines that are crooked, the ballots that are fraudulent. And if we're wrong, we will be made fools of. But if we're right, and lot of them will go to jail. So — let's have trial by combat — Giuliani","U.S. President Donald Trump's personal attorney, Rudy Giuliani, called for ""trial by combat"" before a violent mob of Trump supporters broke into the U.S. Capitol.","[{'token': 'the next 10 days', 'type': 'DATE', 'description': 'Absolute or relative dates or periods'}, {'token': 'Giuliani', 'type': 'PERSON', 'description': 'People, including fictional'}]","{
""replaceable_entities"": [
{
""token"": ""the next 10 days"",
""replacements"": [""the coming week"", ""this fortnight"", ""the next fortnight""]
}
]
}","[{""sentence"": ""Over the coming week, we get to see the machines that are crooked, the ballots that are fraudulent. And if we're wrong, we will be made fools of. But if we're right, and lot of them will go to jail. So \u2014 let's have trial by combat \u2014 Giuliani"", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9995183944702148}]}, {""sentence"": ""Over this fortnight, we get to see the machines that are crooked, the ballots that are fraudulent. And if we're wrong, we will be made fools of. But if we're right, and lot of them will go to jail. So \u2014 let's have trial by combat \u2014 Giuliani"", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9995207786560059}]}, {""sentence"": ""Over the next fortnight, we get to see the machines that are crooked, the ballots that are fraudulent. And if we're wrong, we will be made fools of. But if we're right, and lot of them will go to jail. So \u2014 let's have trial by combat \u2014 Giuliani"", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9995272159576416}]}]"
39,tweet-sno-1240,this is a photo of the National Guard stationed in response to a Black Lives Matter protest at the Lincoln Memorial in June,The National Guard was deployed to protect the Lincoln Memorial during the Black Lives Matter protests in the spring of 2020.,"[{'token': 'the National Guard', 'type': 'ORG', 'description': 'Companies, agencies, institutions, etc.'}, {'token': 'Black Lives Matter', 'type': 'EVENT', 'description': 'Named hurricanes, battles, wars, sports events, etc.'}, {'token': 'the Lincoln Memorial', 'type': 'FAC', 'description': 'Buildings, airports, highways, bridges, etc.'}, {'token': 'June', 'type': 'DATE', 'description': 'Absolute or relative dates or periods'}]","{
""replaceable_entities"": [
{
""token"": ""the National Guard"",
""replacements"": [""the Police Department"", ""the Army Reserve"", ""the Coast Guard""]
}
]
}","[{""sentence"": ""this is a photo of the Police Department stationed in response to a Black Lives Matter protest at the Lincoln Memorial in June"", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9994292855262756}]}, {""sentence"": ""this is a photo of the Army Reserve stationed in response to a Black Lives Matter protest at the Lincoln Memorial in June"", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.99945467710495}]}, {""sentence"": ""this is a photo of the Coast Guard stationed in response to a Black Lives Matter protest at the Lincoln Memorial in June"", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9994500279426575}]}]"
40,tweet-sno-1241,"Anarchists, Agitators or Protestors who vandalize or damage our Federal Courthouse in Portland, or any Federal Buildings in any of our Cities or States, will be prosecuted under our recently re-enacted Statues & Monuments Act. MINIMUM TEN YEARS IN PRISON. Don’t do it! ","U.S. President Donald Trump once threatened that ""anarchists, agitators, or protestors"" who ""vandalize or damage any federal buildings will be prosecuted.""","[{'token': 'Anarchists', 'type': 'NORP', 'description': 'Nationalities or religious or political groups'}, {'token': 'our Federal Courthouse', 'type': 'FAC', 'description': 'Buildings, airports, highways, bridges, etc.'}, {'token': 'Portland', 'type': 'GPE', 'description': 'Countries, cities, states'}, {'token': 'States', 'type': 'GPE', 'description': 'Countries, cities, states'}, {'token': 'Statues & Monuments Act.', 'type': 'LAW', 'description': 'Named documents made into laws '}]","{
""replaceable_entities"": [
{
""token"": ""Anarchists"",
""replacements"": [""Activists"", ""Radicals"", ""Militants""]
}
]
}","[{""sentence"": ""Activists, Agitators or Protestors who vandalize or damage our Federal Courthouse in Portland, or any Federal Buildings in any of our Cities or States, will be prosecuted under our recently re-enacted Statues & Monuments Act. MINIMUM TEN YEARS IN PRISON. Don\u2019t do it! "", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9995548129081726}]}, {""sentence"": ""Radicals, Agitators or Protestors who vandalize or damage our Federal Courthouse in Portland, or any Federal Buildings in any of our Cities or States, will be prosecuted under our recently re-enacted Statues & Monuments Act. MINIMUM TEN YEARS IN PRISON. Don\u2019t do it! "", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9995563626289368}]}, {""sentence"": ""Militants, Agitators or Protestors who vandalize or damage our Federal Courthouse in Portland, or any Federal Buildings in any of our Cities or States, will be prosecuted under our recently re-enacted Statues & Monuments Act. MINIMUM TEN YEARS IN PRISON. Don\u2019t do it! "", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.999552309513092}]}]"
41,tweet-sno-1242,JUST IN – _Pence has just unfollowedon Twitter,"U.S. Vice President Mike Pence unfollowed President Donald Trump following Jan. 6, 2021, riots in Washington, D.C.","[{'token': 'Pence', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': 'Twitter', 'type': 'PRODUCT', 'description': 'Vehicles, weapons, foods, etc. (Not services)'}]","{
""replaceable_entities"": [
{
""token"": ""Pence"",
""replacements"": [""Biden"", ""Harris"", ""Quayle""]
}
]
}","[{""sentence"": ""JUST IN \u2013 _Biden has just unfollowedon Twitter"", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9990338087081909}]}, {""sentence"": ""JUST IN \u2013 _Harris has just unfollowedon Twitter"", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9990350008010864}]}, {""sentence"": ""JUST IN \u2013 _Quayle has just unfollowedon Twitter"", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9990874528884888}]}]"
42,tweet-sno-1243,Scenes from DC right now. They’ve raised the confederate flag outside the Capitol.,A Confederate flag was spotted inside and outside the U.S. Capitol as a pro-Trump mob stormed the building.,"[{'token': 'DC', 'type': 'GPE', 'description': 'Countries, cities, states'}, {'token': 'Capitol', 'type': 'FAC', 'description': 'Buildings, airports, highways, bridges, etc.'}]","{
""replaceable_entities"": [
{
""token"": ""DC"",
""replacements"": [""NYC"", ""California"", ""Chicago""]
}
]
}","[{""sentence"": ""Scenes from NYC right now. They\u2019ve raised the confederate flag outside the Capitol."", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9992081522941589}]}, {""sentence"": ""Scenes from California right now. They\u2019ve raised the confederate flag outside the Capitol."", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9991931319236755}]}, {""sentence"": ""Scenes from Chicago right now. They\u2019ve raised the confederate flag outside the Capitol."", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9991856217384338}]}]"
43,tweet-sno-1244,That’s the confederate flag flying outside the Senate chamber,A Confederate flag was spotted inside and outside the U.S. Capitol as a pro-Trump mob stormed the building.,"[{'token': 'Senate', 'type': 'ORG', 'description': 'Companies, agencies, institutions, etc.'}]","{
""replaceable_entities"": [
{
""token"": ""Senate"",
""replacements"": [""House"", ""Congress"", ""Legislature""]
}
]
}","[{""sentence"": ""That\u2019s the confederate flag flying outside the House chamber"", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9992362260818481}]}, {""sentence"": ""That\u2019s the confederate flag flying outside the Congress chamber"", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9992722868919373}]}, {""sentence"": ""That\u2019s the confederate flag flying outside the Legislature chamber"", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9992383718490601}]}]"
44,tweet-sno-1245,"A supporter of President Donald Trump carries a Confederate battle flag on the second floor of the U.S. Capitol near the entrance to the Senate after breaching security defenses, in Washington, January 6, 2021. Photo by Mike Theiler",A Confederate flag was spotted inside and outside the U.S. Capitol as a pro-Trump mob stormed the building.,"[{'token': 'Donald Trump', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': 'Confederate', 'type': 'NORP', 'description': 'Nationalities or religious or political groups'}, {'token': 'second', 'type': 'ORDINAL', 'description': '“first”, “second”'}, {'token': 'the U.S. Capitol', 'type': 'FAC', 'description': 'Buildings, airports, highways, bridges, etc.'}, {'token': 'Senate', 'type': 'ORG', 'description': 'Companies, agencies, institutions, etc.'}, {'token': 'Washington', 'type': 'GPE', 'description': 'Countries, cities, states'}, {'token': 'January 6, 2021', 'type': 'DATE', 'description': 'Absolute or relative dates or periods'}, {'token': 'Mike Theiler', 'type': 'PERSON', 'description': 'People, including fictional'}]","{
""replaceable_entities"": [
{
""token"": ""Donald Trump"",
""replacements"": [""Joe Biden"", ""Barack Obama"", ""Nancy Pelosi""]
}
]
}","[{""sentence"": ""A supporter of President Joe Biden carries a Confederate battle flag on the second floor of the U.S. Capitol near the entrance to the Senate after breaching security defenses, in Washington, January 6, 2021. Photo by Mike Theiler"", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9994969367980957}]}, {""sentence"": ""A supporter of President Barack Obama carries a Confederate battle flag on the second floor of the U.S. Capitol near the entrance to the Senate after breaching security defenses, in Washington, January 6, 2021. Photo by Mike Theiler"", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9995074272155762}]}, {""sentence"": ""A supporter of President Nancy Pelosi carries a Confederate battle flag on the second floor of the U.S. Capitol near the entrance to the Senate after breaching security defenses, in Washington, January 6, 2021. Photo by Mike Theiler"", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9994958639144897}]}]"
45,tweet-sno-1247,Here in Italy people started to share this figure claiming that this is the diagram of the 5G chip that has been inserted in the covid vaccine. In reality it is the electric circuit of a guitar pedal and I believe that putting it in the covid vaccine has been an excellent idea💡,An image represents a schematic for a 'COVID 5G Chip.',"[{'token': 'Italy', 'type': 'GPE', 'description': 'Countries, cities, states'}]","{
""replaceable_entities"": [
{
""token"": ""Italy"",
""replacements"": [""Spain"", ""France"", ""Germany""]
}
]
}","[{""sentence"": ""Here in Spain people started to share this figure claiming that this is the diagram of the 5G chip that has been inserted in the covid vaccine. In reality it is the electric circuit of a guitar pedal and I believe that putting it in the covid vaccine has been an excellent idea\ud83d\udca1"", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9989147186279297}]}, {""sentence"": ""Here in France people started to share this figure claiming that this is the diagram of the 5G chip that has been inserted in the covid vaccine. In reality it is the electric circuit of a guitar pedal and I believe that putting it in the covid vaccine has been an excellent idea\ud83d\udca1"", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.998875081539154}]}, {""sentence"": ""Here in Germany people started to share this figure claiming that this is the diagram of the 5G chip that has been inserted in the covid vaccine. In reality it is the electric circuit of a guitar pedal and I believe that putting it in the covid vaccine has been an excellent idea\ud83d\udca1"", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9988918900489807}]}]"
46,tweet-sno-1248,A view of fresh snow this morning from Juniper Hills Ca at 4500 ft. Located south of Pearblossom in the San Gabriel foothills. Photo shared by Scott Lezak. #cawx #SoCal #LAweather,"In December 2020, snow fell in the Los Angeles County area.","[{'token': 'this morning', 'type': 'TIME', 'description': 'Times smaller than a day'}, {'token': 'Juniper Hills Ca', 'type': 'LOC', 'description': 'Non-GPE locations, mountain ranges, bodies of water'}, {'token': '4500 ft.', 'type': 'QUANTITY', 'description': 'Measurements, as of weight or distance '}, {'token': 'Pearblossom', 'type': 'GPE', 'description': 'Countries, cities, states'}, {'token': 'San Gabriel foothills', 'type': 'LOC', 'description': 'Non-GPE locations, mountain ranges, bodies of water'}, {'token': 'Scott Lezak', 'type': 'PERSON', 'description': 'People, including fictional'}]","{
""replaceable_entities"": [
{
""token"": ""this morning"",
""replacements"": [""yesterday"", ""last night"", ""earlier today""]
}
]
}","[{""sentence"": ""A view of fresh snow yesterday from Juniper Hills Ca at 4500 ft. Located south of Pearblossom in the San Gabriel foothills. Photo shared by Scott Lezak. #cawx #SoCal #LAweather"", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9993970394134521}]}, {""sentence"": ""A view of fresh snow last night from Juniper Hills Ca at 4500 ft. Located south of Pearblossom in the San Gabriel foothills. Photo shared by Scott Lezak. #cawx #SoCal #LAweather"", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9993476271629333}]}, {""sentence"": ""A view of fresh snow earlier today from Juniper Hills Ca at 4500 ft. Located south of Pearblossom in the San Gabriel foothills. Photo shared by Scott Lezak. #cawx #SoCal #LAweather"", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9994221925735474}]}]"
47,tweet-sno-1249,Around 1/2 inch of snow at the 3700 ft level in Pearblossom fell early this morning. Photo taken by Michaela Moffitt. Thanks Michaela and our NWS spotter Scott Lezak for forwarding the photo. #cawx #LAweather #LAsnow,"In December 2020, snow fell in the Los Angeles County area.","[{'token': 'Around 1/2 inch', 'type': 'QUANTITY', 'description': 'Measurements, as of weight or distance '}, {'token': '3700 ft', 'type': 'QUANTITY', 'description': 'Measurements, as of weight or distance '}, {'token': 'Pearblossom', 'type': 'GPE', 'description': 'Countries, cities, states'}, {'token': 'early this morning', 'type': 'TIME', 'description': 'Times smaller than a day'}, {'token': 'Michaela Moffitt', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': 'Michaela', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': 'NWS', 'type': 'ORG', 'description': 'Companies, agencies, institutions, etc.'}, {'token': 'Scott Lezak', 'type': 'PERSON', 'description': 'People, including fictional'}]","{
""replaceable_entities"": [
{
""token"": ""Michaela Moffitt"",
""replacements"": [""Emily Wilson"", ""Samantha Lee"", ""Olivia Patel""]
},
{
""token"": ""Scott Lezak"",
""replacements"": [""Richard Hall"", ""James Reed"", ""David Brown""]
},
{
""token"": ""NWS"",
""replacements"": [""NOAA"", ""FEMA"", ""USGS""]
},
{
""token"": ""Pearblossom"",
""replacements"": [""Mount Wilson"", ""La Cañada Flintridge"", ""Santa Clarita""]
},
{
""token"": ""Los Angeles County"",
""replacements"": [""San Bernardino County"", ""Riverside County"", ""Ventura County""]
}
]
}","[{""sentence"": ""Around 1/2 inch of snow at the 3700 ft level in Pearblossom fell early this morning. Photo taken by Emily Wilson. Thanks Michaela and our NWS spotter Scott Lezak for forwarding the photo. #cawx #LAweather #LAsnow"", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9993458390235901}]}, {""sentence"": ""Around 1/2 inch of snow at the 3700 ft level in Pearblossom fell early this morning. Photo taken by Samantha Lee. Thanks Michaela and our NWS spotter Scott Lezak for forwarding the photo. #cawx #LAweather #LAsnow"", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9993487000465393}]}, {""sentence"": ""Around 1/2 inch of snow at the 3700 ft level in Pearblossom fell early this morning. Photo taken by Olivia Patel. Thanks Michaela and our NWS spotter Scott Lezak for forwarding the photo. #cawx #LAweather #LAsnow"", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9993502497673035}]}, {""sentence"": ""Around 1/2 inch of snow at the 3700 ft level in Pearblossom fell early this morning. Photo taken by Michaela Moffitt. Thanks Michaela and our NWS spotter Richard Hall for forwarding the photo. #cawx #LAweather #LAsnow"", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9993391633033752}]}, {""sentence"": ""Around 1/2 inch of snow at the 3700 ft level in Pearblossom fell early this morning. Photo taken by Michaela Moffitt. Thanks Michaela and our NWS spotter James Reed for forwarding the photo. #cawx #LAweather #LAsnow"", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9993385672569275}]}, {""sentence"": ""Around 1/2 inch of snow at the 3700 ft level in Pearblossom fell early this morning. Photo taken by Michaela Moffitt. Thanks Michaela and our NWS spotter David Brown for forwarding the photo. #cawx #LAweather #LAsnow"", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9993409514427185}]}, {""sentence"": ""Around 1/2 inch of snow at the 3700 ft level in Pearblossom fell early this morning. Photo taken by Michaela Moffitt. Thanks Michaela and our NOAA spotter Scott Lezak for forwarding the photo. #cawx #LAweather #LAsnow"", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9993165731430054}]}, {""sentence"": ""Around 1/2 inch of snow at the 3700 ft level in Pearblossom fell early this morning. Photo taken by Michaela Moffitt. Thanks Michaela and our FEMA spotter Scott Lezak for forwarding the photo. #cawx #LAweather #LAsnow"", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9993246793746948}]}, {""sentence"": ""Around 1/2 inch of snow at the 3700 ft level in Pearblossom fell early this morning. Photo taken by Michaela Moffitt. Thanks Michaela and our USGS spotter Scott Lezak for forwarding the photo. #cawx #LAweather #LAsnow"", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9993091821670532}]}, {""sentence"": ""Around 1/2 inch of snow at the 3700 ft level in Mount Wilson fell early this morning. Photo taken by Michaela Moffitt. Thanks Michaela and our NWS spotter Scott Lezak for forwarding the photo. #cawx #LAweather #LAsnow"", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9992853999137878}]}, {""sentence"": ""Around 1/2 inch of snow at the 3700 ft level in La Ca\u00f1ada Flintridge fell early this morning. Photo taken by Michaela Moffitt. Thanks Michaela and our NWS spotter Scott Lezak for forwarding the photo. #cawx #LAweather #LAsnow"", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9993587136268616}]}, {""sentence"": ""Around 1/2 inch of snow at the 3700 ft level in Santa Clarita fell early this morning. Photo taken by Michaela Moffitt. Thanks Michaela and our NWS spotter Scott Lezak for forwarding the photo. #cawx #LAweather #LAsnow"", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.999336302280426}]}, {""sentence"": ""Around 1/2 inch of snow at the 3700 ft level in Pearblossom fell early this morning. Photo taken by Michaela Moffitt. Thanks Michaela and our NWS spotter Scott Lezak for forwarding the photo. #cawx #LAweather #LAsnow"", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9993382096290588}]}, {""sentence"": ""Around 1/2 inch of snow at the 3700 ft level in Pearblossom fell early this morning. Photo taken by Michaela Moffitt. Thanks Michaela and our NWS spotter Scott Lezak for forwarding the photo. #cawx #LAweather #LAsnow"", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9993382096290588}]}, {""sentence"": ""Around 1/2 inch of snow at the 3700 ft level in Pearblossom fell early this morning. Photo taken by Michaela Moffitt. Thanks Michaela and our NWS spotter Scott Lezak for forwarding the photo. #cawx #LAweather #LAsnow"", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9993382096290588}]}]"
48,tweet-sno-1250,"“Breaking News: In Pennsylvania there were 205,000 more votes than there were voters. This alone flips the state to President Trump.”","The state of Pennsylvania recorded ""205,000 votes more than they had voters"" in the 2020 U.S. election.","[{'token': 'Breaking News', 'type': 'WORK_OF_ART', 'description': 'Titles of books, songs, etc. '}, {'token': 'Pennsylvania', 'type': 'GPE', 'description': 'Countries, cities, states'}, {'token': '205,000', 'type': 'CARDINAL', 'description': 'Numerals that do not fall under another type'}, {'token': 'Trump', 'type': 'PERSON', 'description': 'People, including fictional'}]","{
""replaceable_entities"": [
{
""token"": ""Breaking News"",
""replacements"": [""Latest Updates"", ""News Flash"", ""Headline News""]
}
]
}","[{""sentence"": ""\u201cLatest Updates: In Pennsylvania there were 205,000 more votes than there were voters. This alone flips the state to President Trump.\u201d"", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9994587302207947}]}, {""sentence"": ""\u201cNews Flash: In Pennsylvania there were 205,000 more votes than there were voters. This alone flips the state to President Trump.\u201d"", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9994633793830872}]}, {""sentence"": ""\u201cHeadline News: In Pennsylvania there were 205,000 more votes than there were voters. This alone flips the state to President Trump.\u201d"", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9994651675224304}]}]"
