query_id,query,target,baseline_tokens_to_misspell,worstcase_tokens_to_misspell,replaced_token
tweet-sno-1235,Here are the women – Senate aides – who had the presence of mind and courage to transport and keep safe the electoral votes before fleeing the Senate. There will always be villains. There will always be heroes.,"A photograph taken on Jan. 6, 2021, showed two female U.S. Senate aides safely transporting boxes of Electoral College votes during the Capitol insurrection.","[""always"", ""fleeing"", ""mind"", ""presence""]","[""will"", ""safe"", ""villains"", ""There"", ""Here"", ""electoral"", ""heroes"", ""keep"", ""transport""]","{
  ""typo_tokens"": [
    {
      ""token"": ""always"",
      ""typos"": [""alwayz"", ""alwys"", ""alwais"", ""alwaiz""]
    },
    {
      ""token"": ""fleeing"",
      ""typos"": [""fleein"", ""fleing"", ""fleeingg"", ""fleeingg""]
    },
    {
      ""token"": ""mind"",
      ""typos"": [""mnd"", ""mynd"", ""m1nd"", ""minnd""]
    },
    {
      ""token"": ""presence"",
      ""typos"": [""presnce"", ""presenc"", ""prescence"", ""prezence""]
    }
  ]
}"
tweet-sno-1236,"Better look at the guy with the 'Camp Auschwitz' hoodie from yesterday. Not only does it feature the SS 'totenkopf', but an English translation of 'Arbeit Macht Frei'. No wiggle room, no joking here. This is who these people are. (via)","A pro-Trump rioter who broke into the U.S. Capitol was wearing a ""Camp Auschwitz"" shirt.","[""room"", ""translation"", ""yesterday"", ""people""]","[""room"", ""Auschwitz"", ""does"", ""feature"", ""totenkopf"", ""people"", ""from"", ""look"", ""Arbeit""]","{
  ""typo_tokens"": [
    {
      ""token"": ""room"",
      ""typos"": [""rum"", ""rooom"", ""ro0m""]
    },
    {
      ""token"": ""translation"",
      ""typos"": [""translatn"", ""trnslation"", ""tranlation""]
    },
    {
      ""token"": ""yesterday"",
      ""typos"": [""ystrday"", ""yestrday"", ""yesterdayy""]
    },
    {
      ""token"": ""people"",
      ""typos"": [""ppl"", ""peple"", ""peeple""]
    }
  ]
}"
tweet-sno-1237,"This woman was maced inside the Capitol. She told me, ""It's a revolution!""",A video shows a crying woman holding an onion while telling a reporter that she had been Maced during a riot.,"[""woman""]","[""told"", ""Capitol"", ""maced""]","{
  ""typo_tokens"": [
    {
      ""token"": ""woman"",
      ""typos"": [""womun"", ""womon"", ""wman"", ""wumman"", ""wimen"", ""wooman"", ""womn"", ""wmaan""]
    }
  ]
}"
tweet-sno-1238,"Wait, so Elizabeth from Knoxville, who claims she was maced after storming the Capitol, was dabbing her eyes with an onion towel?",A video shows a crying woman holding an onion while telling a reporter that she had been Maced during a riot.,"[""from"", ""storming""]","[""Wait"", ""onion"", ""storming"", ""Knoxville"", ""eyes""]","{
  ""typo_tokens"": [
    {
      ""token"": ""from"",
      ""typos"": [""frm"", ""frum"", ""form"", ""fr""]
    },
    {
      ""token"": ""storming"",
      ""typos"": [""stoming"", ""stormin"", ""stormng"", ""strming"", ""stroming""]
    }
  ]
}"
tweet-sno-1239,"Over the next 10 days, we get to see the machines that are crooked, the ballots that are fraudulent. And if we're wrong, we will be made fools of. But if we're right, and lot of them will go to jail. So — let's have trial by combat — Giuliani","U.S. President Donald Trump's personal attorney, Rudy Giuliani, called for ""trial by combat"" before a violent mob of Trump supporters broke into the U.S. Capitol.","[""fraudulent"", ""machines"", ""days"", ""next""]","[""we're"", ""fraudulent"", ""crooked"", ""Giuliani"", ""that"", ""them"", ""made"", ""right"", ""machines""]","{
  ""typo_tokens"": [
    {
      ""token"": ""fraudulent"",
      ""typos"": [""fraudulent"", ""fraudulant"", ""froudulent"", ""fraudlnt""]
    },
    {
      ""token"": ""machines"",
      ""typos"": [""machines"", ""machins"", ""mchines"", ""mashines""]
    },
    {
      ""token"": ""days"",
      ""typos"": [""days"", ""dys"", ""daes"", ""dais""]
    },
    {
      ""token"": ""next"",
      ""typos"": [""next"", ""nxt"", ""nezt"", ""nexxt""]
    }
  ]
}"
tweet-sno-1240,this is a photo of the National Guard stationed in response to a Black Lives Matter protest at the Lincoln Memorial in June,The National Guard was deployed to protect the Lincoln Memorial during the Black Lives Matter protests in the spring of 2020.,"[""Black"", ""Lincoln""]","[""Memorial"", ""this"", ""protest"", ""Guard"", ""June""]","{
  ""typo_tokens"": [
    {
      ""token"": ""Black"",
      ""typos"": [""Blak"", ""Blk"", ""Blck"", ""Bl@ck"", ""Bl4ck""]
    },
    {
      ""token"": ""Lincoln"",
      ""typos"": [""Linclon"", ""Linc0ln"", ""Linc"", ""Linc0n"", ""Lncoln""]
    }
  ]
}"
tweet-sno-1241,"Anarchists, Agitators or Protestors who vandalize or damage our Federal Courthouse in Portland, or any Federal Buildings in any of our Cities or States, will be prosecuted under our recently re-enacted Statues & Monuments Act. MINIMUM TEN YEARS IN PRISON. Don’t do it! ","U.S. President Donald Trump once threatened that ""anarchists, agitators, or protestors"" who ""vandalize or damage any federal buildings will be prosecuted.""","[""Statues"", ""vandalize"", ""Anarchists"", ""under""]","[""re-enacted"", ""Buildings"", ""Statues"", ""under"", ""Courthouse"", ""Protestors"", ""Monuments"", ""damage"", ""Portland""]","{
  ""typo_tokens"": [
    {
      ""token"": ""Statues"",
      ""typos"": [
        ""Statues"",
        ""Stautes"",
        ""Statuz"",
        ""Statz""
      ]
    },
    {
      ""token"": ""vandalize"",
      ""typos"": [
        ""vandalize"",
        ""vandelize"",
        ""vandaliz"",
        ""vndalize""
      ]
    },
    {
      ""token"": ""Anarchists"",
      ""typos"": [
        ""Anarchists"",
        ""Anarcists"",
        ""Anarchizts"",
        ""Anarxists""
      ]
    },
    {
      ""token"": ""under"",
      ""typos"": [
        ""under"",
        ""undr"",
        ""undre"",
        ""under""
      ]
    }
  ]
}"
tweet-sno-1242,JUST IN – _Pence has just unfollowedon Twitter,"U.S. Vice President Mike Pence unfollowed President Donald Trump following Jan. 6, 2021, riots in Washington, D.C.","[""JUST""]","[""JUST"", ""just""]","{
  ""typo_tokens"": [
    {
      ""token"": ""JUST"",
      ""typos"": [""JUZT"", ""JUSTT"", ""JST"", ""JUS"", ""JUST-IN"", ""JUS-IN"", ""JST-IN"", ""JUZTIN""]
    }
  ]
}"
tweet-sno-1243,Scenes from DC right now. They’ve raised the confederate flag outside the Capitol.,A Confederate flag was spotted inside and outside the U.S. Capitol as a pro-Trump mob stormed the building.,"[""They\u2019ve""]","[""right"", ""Scenes"", ""confederate""]","{
  ""typo_tokens"": [
    {
      ""token"": ""They’ve"",
      ""typos"": [""Theyve"", ""Theyv"", ""they've"", ""theyv"", ""theyve""]
    }
  ]
}"
tweet-sno-1244,That’s the confederate flag flying outside the Senate chamber,A Confederate flag was spotted inside and outside the U.S. Capitol as a pro-Trump mob stormed the building.,"[""chamber""]","[""flag"", ""Senate""]","{
  ""typo_tokens"": [
    {
      ""token"": ""chamber"",
      ""typos"": [""chmaber"", ""chamebr"", ""chaber"", ""chmbr"", ""chmbr"", ""chmbr""]
    }
  ]
}"
tweet-sno-1245,"A supporter of President Donald Trump carries a Confederate battle flag on the second floor of the U.S. Capitol near the entrance to the Senate after breaching security defenses, in Washington, January 6, 2021. Photo by Mike Theiler",A Confederate flag was spotted inside and outside the U.S. Capitol as a pro-Trump mob stormed the building.,"[""battle"", ""Washington"", ""President"", ""2021"", ""Confederate""]","[""floor"", ""U.S."", ""defenses"", ""second"", ""entrance"", ""President"", ""security"", ""Trump"", ""Washington"", ""Theiler""]","{
  ""typo_tokens"": [
    {
      ""token"": ""battle"",
      ""typos"": [""battel"", ""batle"", ""btl"", ""bttl"", ""baattle""]
    },
    {
      ""token"": ""Washington"",
      ""typos"": [""Washingtn"", ""Washngton"", ""Washinton"", ""Wshington"", ""Wshngtn""]
    },
    {
      ""token"": ""President"",
      ""typos"": [""Presdent"", ""Prezident"", ""Presdnt"", ""Presiden"", ""Pres""]
    },
    {
      ""token"": ""2021"",
      ""typos"": [""202"", ""221"", ""20211"", ""20-21"", ""2o21""]
    },
    {
      ""token"": ""Confederate"",
      ""typos"": [""Confedrate"", ""Confedrate"", ""Conferderate"", ""Confedrte"", ""Confdrate""]
    }
  ]
}"
tweet-sno-1246,They just put up a cross in front of the capitol building,"A video shows a cross being erected in front of the U.S. Capitol on Jan. 6, 2021.","[""just""]","[""front"", ""just""]","{
  ""typo_tokens"": [
    {
      ""token"": ""just"",
      ""typos"": [""jst"", ""juz"", ""jus"", ""justt"", ""jusst""]
    }
  ]
}"
tweet-sno-1247,Here in Italy people started to share this figure claiming that this is the diagram of the 5G chip that has been inserted in the covid vaccine. In reality it is the electric circuit of a guitar pedal and I believe that putting it in the covid vaccine has been an excellent idea💡,An image represents a schematic for a 'COVID 5G Chip.',"[""excellent"", ""inserted"", ""putting"", ""guitar"", ""been"", ""Here""]","[""this"", ""covid"", ""pedal"", ""that"", ""share"", ""guitar"", ""electric"", ""believe"", ""figure"", ""vaccine"", ""people"", ""inserted""]","{
  ""typo_tokens"": [
    {
      ""token"": ""excellent"",
      ""typos"": [""exellent"", ""excelent"", ""exelent"", ""exclnt""]
    },
    {
      ""token"": ""inserted"",
      ""typos"": [""instered"", ""isnerted"", ""insrted"", ""insertd""]
    },
    {
      ""token"": ""putting"",
      ""typos"": [""puting"", ""pitting"", ""puttin"", ""puttin'""]
    },
    {
      ""token"": ""guitar"",
      ""typos"": [""gitar"", ""gutar"", ""guiter"", ""guitr""]
    },
    {
      ""token"": ""been"",
      ""typos"": [""ben"", ""beeen"", ""be'n"", ""ben""]
    },
    {
      ""token"": ""Here"",
      ""typos"": [""Heer"", ""Hear"", ""Her"", ""Heree""]
    }
  ]
}"
tweet-sno-1248,A view of fresh snow this morning from Juniper Hills Ca at 4500 ft. Located south of Pearblossom in the San Gabriel foothills. Photo shared by Scott Lezak. #cawx #SoCal #LAweather,"In December 2020, snow fell in the Los Angeles County area.","[""4500"", ""Lezak"", ""foothills"", ""shared""]","[""Lezak"", ""morning"", ""cawx"", ""Located"", ""LAweather"", ""from"", ""SoCal"", ""Juniper""]","{
    ""typo_tokens"": [
        {
            ""token"": ""4500"",
            ""typos"": [""4500 ft."", ""4,500"", ""four thousand five hundred""]
        },
        {
            ""token"": ""Lezak"",
            ""typos"": [""Leszak"", ""Lezack"", ""Lezak.""]
        },
        {
            ""token"": ""foothills"",
            ""typos"": [""foothilz"", ""futhills"", ""foot hills""]
        },
        {
            ""token"": ""shared"",
            ""typos"": [""sharred"", ""shrd"", ""shared.""]
        }
    ]
}"
tweet-sno-1249,Around 1/2 inch of snow at the 3700 ft level in Pearblossom fell early this morning. Photo taken by Michaela Moffitt. Thanks Michaela and our NWS spotter Scott Lezak for forwarding the photo. #cawx #LAweather #LAsnow,"In December 2020, snow fell in the Los Angeles County area.","[""Scott"", ""taken"", ""Around"", ""this""]","[""early"", ""LAsnow"", ""cawx"", ""level"", ""forwarding"", ""morning"", ""inch"", ""LAweather"", ""Pearblossom""]","{
  ""typo_tokens"": [
    {
      ""token"": ""Scott"",
      ""typos"": [""Scot"", ""Sctt"", ""Skot"", ""Scoot""]
    },
    {
      ""token"": ""taken"",
      ""typos"": [""tkn"", ""takn"", ""takn'"", ""tooken""]
    },
    {
      ""token"": ""Around"",
      ""typos"": [""Arnd"", ""Aroun"", ""Aroud"", ""Rnd""]
    },
    {
      ""token"": ""this"",
      ""typos"": [""ths"", ""dis"", ""tis"", ""thiz""]
    }
  ]
}"
tweet-sno-1250,"“Breaking News: In Pennsylvania there were 205,000 more votes than there were voters. This alone flips the state to President Trump.”","The state of Pennsylvania recorded ""205,000 votes more than they had voters"" in the 2020 U.S. election.","[""votes"", ""205,000"", ""President""]","[""were"", ""there"", ""than"", ""Pennsylvania"", ""President"", ""more"", ""Trump""]","{
  ""typo_tokens"": [
    {
      ""token"": ""votes"",
      ""typos"": [""voates"", ""votess"", ""voets"", ""votz""]
    },
    {
      ""token"": ""205,000"",
      ""typos"": [""205k"", ""205000"", ""2O5,000"", ""205.000""]
    },
    {
      ""token"": ""President"",
      ""typos"": [""Pres"", ""Presidnt"", ""Prez"", ""Preisdent""]
    }
  ]
}"
tweet-sno-1251,"When are we going to be allowed to do signature verification in Fulton County, Georgia? The process is going VERY slowly.Pennsylvania just found 205,000 votes more than they had voters. Therefore, we WIN Pennsylvania!!!","The state of Pennsylvania recorded ""205,000 votes more than they had voters"" in the 2020 U.S. election.","[""voters"", ""County"", ""Georgia"", ""signature""]","[""votes"", ""Fulton"", ""allowed"", ""slowly"", ""When"", ""going"", ""signature"", ""voters"", ""they""]","{
  ""typo_tokens"": [
    {
      ""token"": ""voters"",
      ""typos"": [""votrs"", ""v0ters"", ""v0trs""]
    },
    {
      ""token"": ""County"",
      ""typos"": [""Cnty"", ""Couunty"", ""C0unty""]
    },
    {
      ""token"": ""Georgia"",
      ""typos"": [""Ge0rgia"", ""Geoorgia"", ""Ga""]
    },
    {
      ""token"": ""signature"",
      ""typos"": [""signaature"", ""sign@ture"", ""signiture""]
    }
  ]
}"
tweet-sno-1252,"YOU CANNOT be “cleared” for a gathering by a negative COVID test 1) Might be too early in course to detect virus 2) ~20% of tests are false negatives 3) You could become infected literally 0.1 seconds after your swab Sincerely, An increasingly desperate ER doctor",A negative COVID-19 test will “clear” people to go to holiday gatherings with their family and friends across the United States.,"[""desperate"", ""could"", ""Sincerely"", ""negatives"", ""become""]","[""tests"", ""swab"", ""doctor"", ""increasingly"", ""seconds"", ""COVID"", ""cleared"", ""your"", ""course"", ""become""]","{
  ""typo_tokens"": [
    {
      ""token"": ""desperate"",
      ""typos"": [""desprate"", ""despr8"", ""despret""]
    },
    {
      ""token"": ""could"",
      ""typos"": [""cld"", ""culd"", ""cod""]
    },
    {
      ""token"": ""Sincerely"",
      ""typos"": [""Sincerly"", ""Sincerley"", ""Sincereley""]
    },
    {
      ""token"": ""negatives"",
      ""typos"": [""negatives"", ""negetives"", ""negativs""]
    },
    {
      ""token"": ""become"",
      ""typos"": [""bcome"", ""becme"", ""become""]
    }
  ]
}"
tweet-sno-1253,"My family & I went tolast night. Great food. I used an old photo since we didn't take one last night. I'm glad this tweet has generated so much attention. I hope people support Gino and his team at. Small business is hurting, & they need our support",Former Wisconsin Gov. Scott Walker cropped and tweeted an old picture of pizza at a restaurant that he first tweeted 14 months earlier.,"[""Gino"", ""tolast"", ""hurting"", ""attention"", ""tweet"", ""didn't""]","[""much"", ""photo"", ""hurting"", ""since"", ""night"", ""last"", ""need"", ""business"", ""tolast"", ""night"", ""this"", ""Small""]","{
  ""typo_tokens"": [
    {
      ""token"": ""Gino"",
      ""typos"": [""Gyno"", ""Jino"", ""Gno""]
    },
    {
      ""token"": ""tolast"",
      ""typos"": [""2last"", ""2lst"", ""tolst""]
    },
    {
      ""token"": ""hurting"",
      ""typos"": [""hurtng"", ""hurtn"", ""hurtin""]
    },
    {
      ""token"": ""attention"",
      ""typos"": [""attn"", ""attntion"", ""attenshion""]
    },
    {
      ""token"": ""tweet"",
      ""typos"": [""twet"", ""twitt"", ""twt""]
    },
    {
      ""token"": ""didn't"",
      ""typos"": [""didnt"", ""dint"", ""didnt't""]
    }
  ]
}"
tweet-sno-1254,Did anyone go to a high school with a pool under the basketball court? The Bedford Falls High School gym always fascinated me. #ItsAWonderfulLife,"The swimming pool and retractable basketball court from ""It's a Wonderful Life"" are still used in the present day.","[""Falls"", ""court"", ""High""]","[""Falls"", ""Bedford"", ""with"", ""under"", ""always"", ""fascinated""]","{
  ""typo_tokens"": [
    {
      ""token"": ""Falls"",
      ""typos"": [""Fallz"", ""Faills"", ""Fals"", ""Falz""]
    },
    {
      ""token"": ""court"",
      ""typos"": [""corurt"", ""courtt"", ""crt"", ""coourt""]
    },
    {
      ""token"": ""High"",
      ""typos"": [""Hgh"", ""Hih"", ""Hiigh"", ""Hig""]
    }
  ]
}"
tweet-sno-1255,It's a wonderful life (east coast feed) about to show the pool under the basketball court that still is there at my high school. #Beverly,"The swimming pool and retractable basketball court from ""It's a Wonderful Life"" are still used in the present day.","[""still"", ""there"", ""under""]","[""It's"", ""pool"", ""high"", ""under"", ""school"", ""basketball"", ""east""]","{
  ""typo_tokens"": [
    {
      ""token"": ""still"",
      ""typos"": [""stil"", ""stll"", ""stilll"", ""stl"", ""st1ll""]
    },
    {
      ""token"": ""there"",
      ""typos"": [""ther"", ""thre"", ""their"", ""thr"", ""th3r""]
    },
    {
      ""token"": ""under"",
      ""typos"": [""undr"", ""undr"", ""underr"", ""unr"", ""undr""]
    }
  ]
}"
tweet-sno-1256,"Yes it's real. Yes, it's powered by Intel. And yes, it has a chicken warmer. 😅 #KFConsole #IntelGaming",Fast food chain KFC developed a video game console that also keeps chicken warm.,"[""it's""]","[""Intel"", ""IntelGaming"", ""powered""]","{
    ""typo_tokens"": [
        {
            ""token"": ""it's"",
            ""typos"": [""its"", ""itz"", ""it’s"", ""its'"", ""itz'""]
        }
    ]
}"
tweet-sno-1257,"Mayor Buttigieg says he’s a gay Christian. As a Christian I believe the Bible which defines homosexuality as sin, something to be repentant of, not something to be flaunted, praised or politicized. The Bible says marriage is between a man & a woman—not two men, not two women. 2/3","Evangelist Franklin Graham tweeted that Pete Buttigieg's homosexuality was ""something to be repentant of, not something to be flaunted.""","[""politicized"", ""something"", ""praised"", ""defines""]","[""Buttigieg"", ""praised"", ""repentant"", ""he\u2019s"", ""Bible"", ""Christian"", ""something"", ""woman"", ""which""]","{
  ""typo_tokens"": [
    {
      ""token"": ""politicized"",
      ""typos"": [""politicised"", ""politicizd"", ""poliicized"", ""politcsized"", ""poliitcized""]
    },
    {
      ""token"": ""something"",
      ""typos"": [""somthing"", ""sumthing"", ""somethng"", ""smthing"", ""somethin""]
    },
    {
      ""token"": ""praised"",
      ""typos"": [""prazed"", ""praizd"", ""prasied"", ""praisd"", ""praisedd""]
    },
    {
      ""token"": ""defines"",
      ""typos"": [""defins"", ""defiens"", ""definess"", ""defiens"", ""deffines""]
    }
  ]
}"
tweet-sno-1258,Kanye West $2M PPP loan. Joel Osteen $4M. Tom Brady $960K. Most Americans $600. #IAmVeryUpset,Joel Osteen's Lakewood Church in Texas received $4.4 million in coronavirus-economic-relief loans.,"[""Brady"", ""Most""]","[""960K"", ""IAmVeryUpset"", ""Most"", ""loan""]","{
    ""typo_tokens"": [
        {
            ""token"": ""Brady"",
            ""typos"": [""Bradey"", ""Bradi"", ""Bredy"", ""Braidy"", ""Braddy""]
        },
        {
            ""token"": ""Most"",
            ""typos"": [""M0st"", ""Moost"", ""Mst"", ""Mosst"", ""Mst""]
        }
    ]
}"
tweet-sno-1259,Vatican 'Darth Vader' nativity scene gets earthly thumbs down,The Vatican's Nativity display includes a statue of Darth Vader.,"[""earthly""]","[""nativity"", ""Vatican"", ""earthly""]","{
  ""typo_tokens"": [
    {
      ""token"": ""earthly"",
      ""typos"": [
        ""erthly"",
        ""earthli"",
        ""earthlee"",
        ""erthlee"",
        ""ertlly"",
        ""erthely"",
        ""earthlyy""
      ]
    }
  ]
}"
tweet-sno-1260,"SIE strives to ensure a high level of customer satisfaction, and we will begin to offer a full refund for all gamers who have purchased Cyberpunk 2077 via PlayStation Store and want a refund. Please visit the following link to initiate the refund:.",PlayStation and Xbox announced that refunds would be available for customers who digitally purchased Cyberpunk 2077.,"[""refund"", ""full"", ""ensure"", ""initiate"", ""satisfaction""]","[""link"", ""ensure"", ""full"", ""refund"", ""begin"", ""want"", ""refund"", ""strives"", ""Please"", ""will""]","{
  ""typo_tokens"": [
    {
      ""token"": ""refund"",
      ""typos"": [""refnd"", ""rephund"", ""refund"", ""r3fund""]
    },
    {
      ""token"": ""full"",
      ""typos"": [""ful"", ""fool"", ""ful"", ""fll""]
    },
    {
      ""token"": ""ensure"",
      ""typos"": [""ensur"", ""insure"", ""ensurr"", ""en5ure""]
    },
    {
      ""token"": ""initiate"",
      ""typos"": [""init8"", ""initiat"", ""inti8"", ""initate""]
    },
    {
      ""token"": ""satisfaction"",
      ""typos"": [""satisfactn"", ""satisffaction"", ""satisfacton"", ""satfaction""]
    }
  ]
}"
tweet-sno-1261,"Cyberpunk 2077: To ensure that every player can get the experience they expect on Xbox, we will be expanding our existing refund policy to offer full refunds to anyone who purchased Cyberpunk 2077 digitally from the Microsoft Store, until further notice.",PlayStation and Xbox announced that refunds would be available for customers who digitally purchased Cyberpunk 2077.,"[""offer"", ""anyone"", ""Store"", ""purchased"", ""experience""]","[""purchased"", ""expanding"", ""2077"", ""notice"", ""until"", ""Microsoft"", ""2077"", ""experience"", ""existing"", ""will"", ""player""]","{
  ""typo_tokens"": [
    {
      ""token"": ""offer"",
      ""typos"": [""ofr"", ""offr"", ""offa""]
    },
    {
      ""token"": ""anyone"",
      ""typos"": [""any1"", ""any1ne"", ""anyene""]
    },
    {
      ""token"": ""Store"",
      ""typos"": [""Stor"", ""Stre"", ""Stre""]
    },
    {
      ""token"": ""purchased"",
      ""typos"": [""purchsd"", ""purchasd"", ""purchesd""]
    },
    {
      ""token"": ""experience"",
      ""typos"": [""experince"", ""experence"", ""expirience""]
    }
  ]
}"
tweet-sno-1262,"This video is an extract from yesterday’s press conference, with Hayabusa2 Project Manager Yuichi Tsuda confirming samples from Ryugu in the capsule!",Japanese scientists confirmed that the asteroid explorer Hyabusu2 successfully collected and returned soil and gas samples from the asteroid Ryugu 190 million miles from Earth.,"[""yesterday\u2019s"", ""Yuichi"", ""samples""]","[""from"", ""samples"", ""Yuichi"", ""extract"", ""Manager"", ""capsule"", ""from""]","{
  ""typo_tokens"": [
    {
      ""token"": ""yesterday’s"",
      ""typos"": [""yesterdays"", ""ysterday’s"", ""ystrday’s""]
    },
    {
      ""token"": ""Yuichi"",
      ""typos"": [""Yuichi"", ""Uichi"", ""Yuchi""]
    },
    {
      ""token"": ""samples"",
      ""typos"": [""samples"", ""sampels"", ""sampls""]
    }
  ]
}"
tweet-sno-1263,"TEXAS ELECTORAL COLLEGE: ""The Justices went into a closed room…When Texas case was brought up he said he heard screaming through the walls as Justice Roberts and the other liberal Justices were insisting…afraid of what would happen if they did right thing…Moral cowardice""",Chief Justice John Roberts screamed at the other U.S. Supreme Court justices to dismiss a Texas voter fraud case in December 2020.,"[""said"", ""When"", ""case"", ""liberal"", ""walls"", ""what""]","[""thing"", ""insisting"", ""Justice"", ""screaming"", ""happen"", ""ELECTORAL"", ""case"", ""Roberts"", ""Texas"", ""were"", ""cowardice"", ""would"", ""they""]","{
  ""typo_tokens"": [
    {
      ""token"": ""said"",
      ""typos"": [""sed"", ""sd"", ""sayed""]
    },
    {
      ""token"": ""When"",
      ""typos"": [""Whn"", ""Wen"", ""Win""]
    },
    {
      ""token"": ""case"",
      ""typos"": [""cse"", ""cas"", ""kase""]
    },
    {
      ""token"": ""liberal"",
      ""typos"": [""liberl"", ""libral"", ""libs""]
    },
    {
      ""token"": ""walls"",
      ""typos"": [""wals"", ""wlls"", ""wals""]
    },
    {
      ""token"": ""what"",
      ""typos"": [""wht"", ""waht"", ""wat""]
    }
  ]
}"
tweet-sno-1264,"Yo, this seems like an intersection of some of your interests: a guy in my neighborhood built a mini-version of the Rosebud Motel in front of his house!","A man created a miniature Rosebud motel facade in a Seattle neighborhood, inspired by the setting of the popular comedy series “Schitt’s Creek.”","[""mini-version"", ""neighborhood""]","[""Rosebud"", ""this"", ""house"", ""Motel"", ""neighborhood""]","{
  ""typo_tokens"": [
    {
      ""token"": ""mini-version"",
      ""typos"": [""mini ver"", ""mini-ver"", ""mini vershun"", ""miniversion""]
    },
    {
      ""token"": ""neighborhood"",
      ""typos"": [""neighbourhood"", ""neighberhood"", ""neighbrhood"", ""neighb'rhood""]
    }
  ]
}"
tweet-sno-1265,"Well look at that, Day-vahd [said in our best Moira Rose voice]! A resident in Seattle's Queen Anne neighborhood, has created a mini Rosebud Motel using the retaining wall outside his home, for fans of the award-winning show ""Schitt's Creek"" to visit.","A man created a miniature Rosebud motel facade in a Seattle neighborhood, inspired by the setting of the popular comedy series “Schitt’s Creek.”","[""resident"", ""said"", ""Queen"", ""Motel"", ""that"", ""Moira""]","[""outside"", ""Motel"", ""Rosebud"", ""visit"", ""retaining"", ""created"", ""award"", ""winning"", ""using"", ""neighborhood"", ""said"", ""fans""]","{
  ""typo_tokens"": [
    {
      ""token"": ""resident"",
      ""typos"": [""residnt"", ""rezident"", ""residnt""]
    },
    {
      ""token"": ""said"",
      ""typos"": [""sed"", ""sd"", ""saidd""]
    },
    {
      ""token"": ""Queen"",
      ""typos"": [""Qween"", ""Quen"", ""Qun""]
    },
    {
      ""token"": ""Motel"",
      ""typos"": [""Mtl"", ""Motel"", ""Motl""]
    },
    {
      ""token"": ""that"",
      ""typos"": [""tht"", ""tat"", ""thaat""]
    },
    {
      ""token"": ""Moira"",
      ""typos"": [""Moirah"", ""Mira"", ""Moraa""]
    }
  ]
}"
tweet-sno-1266,"Perhaps the biggest difference between 2016 and 2020 is, despite the fact that I went from 63,000,000 Votes to 75,000,000 Votes, a record 12,000,000 Vote increase. Obama went down 3,000,000 Votes, and won. Rigged Election!!!","President Trump's losing the election despite receiving millions more votes in 2020 than in 2016 is indicative of a ""rigged election.""","[""went"", ""between"", ""Votes"", ""went"", ""despite""]","[""Vote"", ""biggest"", ""down"", ""Votes"", ""Votes"", ""increase"", ""75,000,000"", ""2020"", ""went"", ""Rigged""]","{
  ""typo_tokens"": [
    {
      ""token"": ""went"",
      ""typos"": [""wen't"", ""wentt"", ""wenttt"", ""wen"", ""we'nt""]
    },
    {
      ""token"": ""between"",
      ""typos"": [""btween"", ""btwween"", ""betwen"", ""btween"", ""betwen""]
    },
    {
      ""token"": ""Votes"",
      ""typos"": [""V0tes"", ""Votez"", ""Vot3s"", ""Votess"", ""Voets""]
    },
    {
      ""token"": ""went"",
      ""typos"": [""wen't"", ""wentt"", ""wenttt"", ""wen"", ""we'nt""]
    },
    {
      ""token"": ""despite"",
      ""typos"": [""despit"", ""desptie"", ""desp1te"", ""despiet"", ""despitte""]
    }
  ]
}"
tweet-sno-1267,North Face denies order for jackets from the oil and gas industry. Their jackets have oil and gas products in them.,"The North Face refused to fulfill a clothing order to Innovex Downhole Solutions, a Houston-based oil and gas company, over concerns about the company’s environmental practices.","[""products"", ""Their""]","[""products"", ""jackets"", ""North"", ""order""]","{
    ""typo_tokens"": [
        {
            ""token"": ""products"",
            ""typos"": [""prodcts"", ""proudcts"", ""prdcts"", ""prods""]
        },
        {
            ""token"": ""Their"",
            ""typos"": [""Thier"", ""Ther"", ""THeir"", ""Thr""]
        }
    ]
}"
tweet-sno-1268,"Alex Jones at the pro-Trump march in Washington, DC: ""Joe Biden is a globalist, and Joe Biden will be removed, one way or another!""","Conspiracy theorist Alex Jones said President-elect Joe Biden will be ""removed"" from office ""one way or another.""","[""globalist"", ""will""]","[""removed"", ""globalist"", ""Washington"", ""will""]","{
  ""typo_tokens"": [
    {
      ""token"": ""globalist"",
      ""typos"": [""global1st"", ""globlist"", ""gl0balist"", ""gloablst"", ""glob@list""]
    },
    {
      ""token"": ""will"",
      ""typos"": [""wl"", ""wil"", ""wll"", ""wi11"", ""w1ll""]
    }
  ]
}"
tweet-sno-1269,Is the island in the Allstate commercial a real place? I want to live there,A real island was shown in an Allstate television advertisement in 2020.,"[""place""]","[""there"", ""Allstate"", ""island""]","{
  ""typo_tokens"": [
    {
      ""token"": ""place"",
      ""typos"": [""plce"", ""plase"", ""plce"", ""plce"", ""plaace""]
    }
  ]
}"
