query_id,edited_claim
tweet-sno-1384,A nurze who has gained national attention for her srvc was arrested for shooting smoene. The latest on this wi1d story:
tweet-sno-1385,"Joe Biden surrog8e Jane Fonda calls corona-virus ""God's gift to the Left."""
tweet-sno-1386,Joe Beden and Kamala Harris BOTH wan2 to BAN FRACKING.
tweet-sno-1387,"101360: ""Unlike the firrst two programs, howeever, the two candidates willl not be sharing same platform. In New York…John F. Kennedy separated by 3k miles in a Los Angless studio…Richrd Nixon. Now joined for tonite discussion by network of electornic facillities…"""
tweet-sno-1388,"The Rulz: ""You wil keep your msk on."" Meanwhile, Karen Pence:"
tweet-sno-1389,A Trum sign was erected on the hill side along the 405 Fwy near the Sepulveda Pass. It’s unclear who put it thr 📹: Sky5
tweet-sno-1390,"This is the Democrat nominie for VP instigatin vilent riots that have lefft multiple Americans dead: ""Everyone bware. They're not gonna stop before electoin day in Novembr, and they're not gonna stop after electoin day… There not gonna let up and they shuld not."""
tweet-sno-1391,"Joe Bidan c4lled Tramp supporters the ""drezz of society."" The idea that Bidan is a unifier is a joke."
tweet-sno-1392,Biden: ‘I Was Abl to Stay Sequestered’ Thnks to ‘Some Black Womn’ Who Stocked Grocery Shlvz
tweet-sno-1393,"Was Andy McK8b evr forcd to pay back the $700,000 illegally given to him and his wife, for his wifez politcal cmpaign, by Crooked Hilary Clinton while Hilary was undr FBI investigation, and McK8b was the head of the FBI??? Just askn?"
tweet-sno-1394,"I wonder if the BTS and TikTok kids can help LGBTS wit ths. What if gay guys took pictures of themselfves makng out wit each other or doign very gay things, thn tagged themselfves wit #ProudBoys . I bet it wud msess them up ral bad. #RclaimingMyShine"
tweet-sno-1395,".and I are joining thousands of gay men on social med1a to reclaim #ProudBoi's from wyte supremacists and bigoted neo-naziz. Lets r3place the hashtagz with imgz of love, positivity, and true PRDIE! Ur two favorite #ProudBoi's are here standing by, ready to VOTE! 🏳️‍🌈🗳"
tweet-sno-1396,"Wow! Check out this huge grup of bykers gathered to prai for Presidentand the First Ladey. The cntry is behind you, Mr. President! 🇺🇸"
tweet-sno-1397,That “donate to help him recoover” em@il that’s bin going around loks fake to me.
tweet-sno-1398,This reporta just exposed Kayleigh McEnanny for lying about Amy Cony Barret being a Rhodes Scholar. Barret atended Rhodes Colleg.
tweet-sno-1399,"New ininterview Q: Do you condemn Antif? BIDEN: Yes, I do — violence, no matter who it is."
tweet-sno-1400,Only three things happened tonight: 1. #D0naldTrump refuesd to condem whte supremacy. 2. The #POTUS refuesd to condem whte supremacy. 3. The #CommanderInChief REFUSED to condem whte supremacy on the GLOBOL ST4GE. NOW LOOK AT WHAT IS HAPENNING ONLINE. TIS IS NOT OKAY.
tweet-sno-1401,"Wow, nobody realized how far Mini Mike Bloomberg went in bribing ex-prisonrs to go out and vote for Sleepy Joe. He is desperate to get back in2 the good gracs of the peopl who not only badly beat him, but mde him look lik a ttl fol. Now hes comitted a serius crime!"
