query_id,edited_claim
tweet-sno-1391,"Joe Biden called Trump supportas the ""dregs of society."" The idea dat Biden is a unifier is a joke."
tweet-sno-1392,Biden: ‘I Was Able to Stay Sequestered’ Thanks to ‘Sum Blak Woman’ Who Stocked Grocery Shelves
tweet-sno-1393,"Was Andy McCabe eveer forsed to pay back the $700,000 illegally given to him and his wife, for his wife’s polical cmpaign, by Crooked Hillary Clinton while Hillary was under FBI investigation, and McCabe was the head of the FBI??? Just askin’?"
tweet-sno-1394,"I wonder if the BTS and TikTok kidss can help LGBTs wid this. What if gay guys took pictures of demselfs making out wid each other or doing very gay things, then tagged demselfs wid #ProudBoys . I bet it would mess dem up real bad. #ReclaimingMyShine"
tweet-sno-1395,".and I are joining thousands of gay men on social media to reclaim #ProudBoys from wite supremacists and bigoted neonazis. Let’s replace the hashtag with images of love, positivity, and true PRYDE! Your two favorite #ProudBoys are hr standing by, ready to VOTE! 🏳️‍🌈🗳"
tweet-sno-1396,"Wow! Check out this hugh group of bikers gathered to pray for Presidentand the F1rst Lady. The country is behind you, Mr. President! 🇺🇸"
tweet-sno-1397,That “donat to hlp him recover” email that’s been going around looks fake to me.
tweet-sno-1398,This reporter just exposed Kayleigh McEnany for lying abt Amy Coney Barrett being a Rodes Scholr. Barrett attended Rodes College.
tweet-sno-1399,"New ininterview Q: Do you condemn Antifa? BIDEN: Yes, I do — v1olence, no matter who it is."
tweet-sno-1400,Only three things happened tonight: 1. #DonaldTrump refused to condemn whte sprmacy. 2. The #POTUS refused to condemn whte sprmacy. 3. The #CommanderInChief REFUSED to condemn whte sprmacy on the GLOBAL STAGE. NOW L0OK AT WHAT IS HAPPENING ONLINE. THIS IS NOT OKAY.
tweet-sno-1401,"Wow, nobody realised how far Mini Mike Bloomberg wnt in bribing ex-prisnrs to go out and vote for Sleepy Joe. He is desperate to get back into the good graces of the people who not only badly beat him, but made him look like a total ful. Now he’s committed a serious cryme!"
