query_id,query,target,negated_claims
tweet-sno-1247,Here in Italy people started to share this figure claiming that this is the diagram of the 5G chip that has been inserted in the covid vaccine. In reality it is the electric circuit of a guitar pedal and I believe that putting it in the covid vaccine has been an excellent idea💡,An image represents a schematic for a 'COVID 5G Chip.',"{
""negated_claims"": [
""It's not true that people in Italy did not start sharing this figure claiming it is the diagram of the 5G chip inserted in the covid vaccine."",
""The figure shown is not falsely claimed in Italy to be the 5G chip diagram inserted in the covid vaccine."",
""It is not the case that this figure is not being shared in Italy as the diagram of the 5G chip inserted in the covid vaccine.""
]
}"
tweet-sno-1248,A view of fresh snow this morning from Juniper Hills Ca at 4500 ft. Located south of Pearblossom in the San Gabriel foothills. Photo shared by Scott Lezak. #cawx #SoCal #LAweather,"In December 2020, snow fell in the Los Angeles County area.","{
""negated_claims"": [
""It is not true that there was no fresh snow this morning from Juniper Hills Ca at 4500 ft."",
""There was no lack of fresh snow this morning from Juniper Hills Ca at 4500 ft."",
""It is not the case that there was no fresh snow this morning from Juniper Hills Ca at 4500 ft.""
]
}"
tweet-sno-1249,Around 1/2 inch of snow at the 3700 ft level in Pearblossom fell early this morning. Photo taken by Michaela Moffitt. Thanks Michaela and our NWS spotter Scott Lezak for forwarding the photo. #cawx #LAweather #LAsnow,"In December 2020, snow fell in the Los Angeles County area.","{
""negated_claims"": [
""Around 1/2 inch of snow did not fail to fall at the 3700 ft level in Pearblossom early this morning."",
""It is not untrue that around 1/2 inch of snow fell early this morning at the 3700 ft level in Pearblossom."",
""Around 1/2 inch of snow did not fail to fall early this morning at the 3700 ft level in Pearblossom.""
]
}"
tweet-sno-1250,"“Breaking News: In Pennsylvania there were 205,000 more votes than there were voters. This alone flips the state to President Trump.”","The state of Pennsylvania recorded ""205,000 votes more than they had voters"" in the 2020 U.S. election.","{
""negated_claims"": [
""It is not false that in Pennsylvania there were 205,000 more votes than there were voters."",
""There were not more than 205,000 votes than there were voters in Pennsylvania."",
""It is not the case that in Pennsylvania there were not 205,000 more votes than there were voters.""
]
}"
tweet-sno-1251,"When are we going to be allowed to do signature verification in Fulton County, Georgia? The process is going VERY slowly.Pennsylvania just found 205,000 votes more than they had voters. Therefore, we WIN Pennsylvania!!!","The state of Pennsylvania recorded ""205,000 votes more than they had voters"" in the 2020 U.S. election.","{
  ""negated_claims"": [
    ""It is not true that Pennsylvania did not just find 205,000 votes more than they had voters."",
    ""Pennsylvania just did not find fewer than 205,000 votes that more than matched their number of voters."",
    ""It is not false that Pennsylvania just found 205,000 votes more than they had voters.""
  ]
}"
tweet-sno-1252,"YOU CANNOT be “cleared” for a gathering by a negative COVID test 1) Might be too early in course to detect virus 2) ~20% of tests are false negatives 3) You could become infected literally 0.1 seconds after your swab Sincerely, An increasingly desperate ER doctor",A negative COVID-19 test will “clear” people to go to holiday gatherings with their family and friends across the United States.,"{
""negated_claims"": [
""It is not true that you cannot be 'cleared' for a gathering by a negative COVID test."",
""A negative COVID test can 'clear' you for a gathering."",
""You shouldn't believe that you cannot be 'cleared' for a gathering by a negative COVID test.""
]
}"
tweet-sno-1253,"My family & I went tolast night. Great food. I used an old photo since we didn't take one last night. I'm glad this tweet has generated so much attention. I hope people support Gino and his team at. Small business is hurting, & they need our support",Former Wisconsin Gov. Scott Walker cropped and tweeted an old picture of pizza at a restaurant that he first tweeted 14 months earlier.,"{
""negated_claims"": [
""My family & I did not go tolast night. Great food. I did not use an old photo since we didn't take one last night. I'm glad this tweet has not generated so much attention. I hope people do not support Gino and his team at. Small business is hurting, & they do not need our support"",
""My family & I went tolast night. Great food. I did not use an old photo since we did take one last night. I'm not glad this tweet has generated so much attention. I hope people support Gino and his team at. Small business is not hurting, & they need our support"",
""My family & I went tolast night. Great food. I used an old photo since we did not take one last night. I'm glad this tweet has not generated so much attention. I hope people do not support Gino and his team at. Small business is not hurting, & they do not need our support""
]
}"
tweet-sno-1254,Did anyone go to a high school with a pool under the basketball court? The Bedford Falls High School gym always fascinated me. #ItsAWonderfulLife,"The swimming pool and retractable basketball court from ""It's a Wonderful Life"" are still used in the present day.","{
""negated_claims"": [
""Did no one not go to a high school with not a pool under the basketball court?"",
""Did everyone not go to a high school with not a pool under the basketball court?"",
""Did anyone not go to a high school without a pool under the basketball court?""
]
}"
tweet-sno-1255,It's a wonderful life (east coast feed) about to show the pool under the basketball court that still is there at my high school. #Beverly,"The swimming pool and retractable basketball court from ""It's a Wonderful Life"" are still used in the present day.","{
""negated_claims"": [
""It's not true that it's a wonderful life (east coast feed) is not about to show the pool under the basketball court that isn't still there at my high school. #Beverly"",
""It's a wonderful life (east coast feed) isn't not about to show the pool under the basketball court that is still there at my high school. #Beverly"",
""It's a wonderful life (east coast feed) is not not about to show the pool under the basketball court that still is there at my high school. #Beverly""
]
}"
tweet-sno-1256,"Yes it's real. Yes, it's powered by Intel. And yes, it has a chicken warmer. 😅 #KFConsole #IntelGaming",Fast food chain KFC developed a video game console that also keeps chicken warm.,"{
""negated_claims"": [
""It is not false that it's real, powered by Intel, and has a chicken warmer."",
""It is real, not powered by Intel, and does not have a chicken warmer."",
""It is not powered by Intel and does not have a chicken warmer, but it's real.""
]
}"
tweet-sno-1257,"Mayor Buttigieg says he’s a gay Christian. As a Christian I believe the Bible which defines homosexuality as sin, something to be repentant of, not something to be flaunted, praised or politicized. The Bible says marriage is between a man & a woman—not two men, not two women. 2/3","Evangelist Franklin Graham tweeted that Pete Buttigieg's homosexuality was ""something to be repentant of, not something to be flaunted.""","{
""negated_claims"": [
""Mayor Buttigieg says he’s not a gay Christian. As a Christian I believe the Bible which does not define homosexuality as sin, not something to be repentant of, not something to be flaunted, praised or politicized. The Bible says marriage is not between a man & a woman—not two men, not two women. 2/3"",
""Mayor Buttigieg says he’s a gay Christian. As a Christian I do not believe the Bible which defines homosexuality not as sin, not something to be repentant of, not something to be flaunted, praised or politicized. The Bible says marriage is not between a man & a woman—not two men, not two women. 2/3"",
""Mayor Buttigieg says he’s a gay Christian. As a non-Christian I do not believe the Bible which defines homosexuality as sin, something to not be repentant of, not something to be flaunted, praised or politicized. The Bible says marriage is between not a man & not a woman—not two men, not two women. 2/3""
]
}"
tweet-sno-1258,Kanye West $2M PPP loan. Joel Osteen $4M. Tom Brady $960K. Most Americans $600. #IAmVeryUpset,Joel Osteen's Lakewood Church in Texas received $4.4 million in coronavirus-economic-relief loans.,"{
""negated_claims"": [
""Kanye West did not receive a $2M PPP loan. Joel Osteen did not receive $4M. Tom Brady did not receive $960K. Most Americans did not receive $600. #IAmNotVeryUpset"",
""Kanye West received $2M PPP loan, and Joel Osteen did not receive $4M. Tom Brady did not receive $960K. Most Americans did not receive $600. #IAmNotVeryUpset"",
""Kanye West did not receive $2M PPP loan. Joel Osteen received more than $4M. Tom Brady did not receive $960K. Most Americans did not receive $600. #IAmNotVeryUpset""
]
}"
tweet-sno-1259,Vatican 'Darth Vader' nativity scene gets earthly thumbs down,The Vatican's Nativity display includes a statue of Darth Vader.,"{
""negated_claims"": [
""Vatican's nativity scene does not fail to get earthly thumbs down."",
""The Vatican's nativity scene gets not an otherworldly thumbs up."",
""The Vatican's nativity scene gets no approval from earthly beings.""
]
}"
tweet-sno-1260,"SIE strives to ensure a high level of customer satisfaction, and we will begin to offer a full refund for all gamers who have purchased Cyberpunk 2077 via PlayStation Store and want a refund. Please visit the following link to initiate the refund:.",PlayStation and Xbox announced that refunds would be available for customers who digitally purchased Cyberpunk 2077.,"{
  ""negated_claims"": [
    ""SIE does not avoid ensuring a high level of customer satisfaction, and we will not discontinue to offer a full refund for all gamers who have purchased Cyberpunk 2077 via PlayStation Store and do not want a refund."",
    ""It is not the case that SIE does not strive to ensure a high level of customer satisfaction, and we will not stop offering a full refund for all gamers who have purchased Cyberpunk 2077 via PlayStation Store and do not want a refund."",
    ""SIE does not fail to ensure a high level of customer satisfaction, and we will not cease to offer a full refund for all gamers who have purchased Cyberpunk 2077 via PlayStation Store and do not want a refund.""
  ]
}"
tweet-sno-1261,"Cyberpunk 2077: To ensure that every player can get the experience they expect on Xbox, we will be expanding our existing refund policy to offer full refunds to anyone who purchased Cyberpunk 2077 digitally from the Microsoft Store, until further notice.",PlayStation and Xbox announced that refunds would be available for customers who digitally purchased Cyberpunk 2077.,"{
""negated_claims"": [
""It is not true that we will not be expanding our existing refund policy to offer full refunds to anyone who purchased Cyberpunk 2077 digitally from the Microsoft Store, until further notice."",
""We will not be expanding our existing refund policy to not offer full refunds to anyone who did not purchase Cyberpunk 2077 digitally from the Microsoft Store, until further notice."",
""We will be expanding our existing refund policy to not offer full refunds to anyone who did not purchase Cyberpunk 2077 digitally from the Microsoft Store, until further notice.""
]
}"
tweet-sno-1262,"This video is an extract from yesterday’s press conference, with Hayabusa2 Project Manager Yuichi Tsuda confirming samples from Ryugu in the capsule!",Japanese scientists confirmed that the asteroid explorer Hyabusu2 successfully collected and returned soil and gas samples from the asteroid Ryugu 190 million miles from Earth.,"{
""negated_claims"": [
""This video is not an extract from yesterday’s press conference, without Hayabusa2 Project Manager Yuichi Tsuda confirming samples from Ryugu in the capsule!"",
""This video is an extract from yesterday’s press conference, without Hayabusa2 Project Manager Yuichi Tsuda not confirming samples from Ryugu in the capsule!"",
""This video is not an extract from yesterday’s press conference, with Hayabusa2 Project Manager Yuichi Tsuda not confirming samples from Ryugu in the capsule!""
]
}"
tweet-sno-1263,"TEXAS ELECTORAL COLLEGE: ""The Justices went into a closed room…When Texas case was brought up he said he heard screaming through the walls as Justice Roberts and the other liberal Justices were insisting…afraid of what would happen if they did right thing…Moral cowardice""",Chief Justice John Roberts screamed at the other U.S. Supreme Court justices to dismiss a Texas voter fraud case in December 2020.,"{
  ""negated_claims"": [
    ""The Justices did not go into an open room...When Texas case was not brought up he did not say he didn't hear screaming through the walls as Justice Roberts and the other liberal Justices were not insisting...not afraid of what would happen if they didn't do right thing...not moral cowardice"",
    ""The Justices did not go into a closed room...When Texas case was brought up he did not say he didn't hear screaming through the walls as Justice Roberts and the other liberal Justices were not insisting...afraid of what would not happen if they did right thing...moral bravery"",
    ""The Justices did go into a closed room...When Texas case was not brought up he said he didn't hear screaming through the walls as Justice Roberts and the other liberal Justices were not insisting...afraid of what would not happen if they didn't do the right thing...moral bravery""
  ]
}"
tweet-sno-1264,"Yo, this seems like an intersection of some of your interests: a guy in my neighborhood built a mini-version of the Rosebud Motel in front of his house!","A man created a miniature Rosebud motel facade in a Seattle neighborhood, inspired by the setting of the popular comedy series “Schitt’s Creek.”","{
""negated_claims"": [
""Yo, this doesn't seem like an intersection of none of your interests: a guy in my neighborhood didn't build a mini-version of the Rosebud Motel in front of his house!"",
""Yo, it isn't true that this seems like an intersection of some of your interests: a guy in my neighborhood didn't build a mini-version of the Rosebud Motel in front of his house!"",
""Yo, this isn't not an intersection of some of your interests: a guy in my neighborhood didn't build no mini-version of the Rosebud Motel in front of his house!""
]
}"
tweet-sno-1265,"Well look at that, Day-vahd [said in our best Moira Rose voice]! A resident in Seattle's Queen Anne neighborhood, has created a mini Rosebud Motel using the retaining wall outside his home, for fans of the award-winning show ""Schitt's Creek"" to visit.","A man created a miniature Rosebud motel facade in a Seattle neighborhood, inspired by the setting of the popular comedy series “Schitt’s Creek.”","{
""negated_claims"": [
""Well don't look at that, Day-vahd [said in our worst Moira Rose voice]! A resident not in Seattle's Queen Anne neighborhood, has not created a mini Rosebud Motel using the retaining wall outside his home, for fans not of the award-winning show \""Schitt's Creek\"" to visit."",
""Well do not look at that, Day-vahd [said in our best Moira Rose voice]! A resident in Seattle's Queen Anne neighborhood, has not created a mini Rosebud Motel using the retaining wall outside his home, for fans of the award-winning show \""Schitt's Creek\"" to not visit."",
""Well do not look at that, Day-vahd [said in our best Moira Rose voice]! A resident not in Seattle's Queen Anne neighborhood, has created a mini Rosebud Motel using the retaining wall outside his home, for fans of the award-winning show \""Schitt's Creek\"" to visit.""
]
}"
tweet-sno-1266,"Perhaps the biggest difference between 2016 and 2020 is, despite the fact that I went from 63,000,000 Votes to 75,000,000 Votes, a record 12,000,000 Vote increase. Obama went down 3,000,000 Votes, and won. Rigged Election!!!","President Trump's losing the election despite receiving millions more votes in 2020 than in 2016 is indicative of a ""rigged election.""","{
""negated_claims"": [
""It is not true that the biggest difference between 2016 and 2020 is that Trump lost despite going from 63,000,000 votes to 75,000,000 votes."",
""It is not the biggest difference between 2016 and 2020 that Trump went from 63,000,000 votes to a record 75,000,000 votes and lost."",
""It isn't false that despite Trump going from 63,000,000 votes to 75,000,000 votes in 2020, he did not win unlike Obama who went down 3,000,000 votes.""
]
}"
tweet-sno-1267,North Face denies order for jackets from the oil and gas industry. Their jackets have oil and gas products in them.,"The North Face refused to fulfill a clothing order to Innovex Downhole Solutions, a Houston-based oil and gas company, over concerns about the company’s environmental practices.","{
""negated_claims"": [
""North Face does not deny order for jackets from the oil and gas industry."",
""Their jackets do not have oil and gas products not in them."",
""North Face does not not deny order for jackets from the oil and gas industry.""
]
}"
tweet-sno-1268,"Alex Jones at the pro-Trump march in Washington, DC: ""Joe Biden is a globalist, and Joe Biden will be removed, one way or another!""","Conspiracy theorist Alex Jones said President-elect Joe Biden will be ""removed"" from office ""one way or another.""","{
""negated_claims"": [
""Joe Biden will not be removed one way or another."",
""Joe Biden is not a globalist, and Joe Biden will not be removed, one way or another."",
""Joe Biden will not be removed, one way or another, because he is not a globalist.""
]
}"
tweet-sno-1269,Is the island in the Allstate commercial a real place? I want to live there,A real island was shown in an Allstate television advertisement in 2020.,"{
""negated_claims"": [
""Is it false that the island in the Allstate commercial is not a real place? I do not want to live there."",
""Is the island in the Allstate commercial not a real place? I do not want not to live there."",
""Is not the island in the Allstate commercial not a real place? I do want to not live there.""
]
}"
tweet-sno-1270,The small island with 2 lighthouses & the guy driving a classic Land Rover in the Allstate commercial – is it real? Where is it? Maine? New Brunswick?,A real island was shown in an Allstate television advertisement in 2020.,"{
""negated_claims"": [
""It is not false that a real island was shown in an Allstate television advertisement in 2020."",
""It was not in 2020 that an Allstate television advertisement showed a real island."",
""It is not the case that an island was not shown in an Allstate television advertisement in 2020.""
]
}"
tweet-sno-1271,"BREAKING: Christmas Eve is now a federal holiday in 2020, according to an executive order signed Friday by President Trump.","On Dec. 11, 2020, U.S. President Donald Trump issued an executive order designating Christmas Eve 2020 as a federal holiday.","{
""negated_claims"": [
""It is not true that Christmas Eve is not a federal holiday in 2020, according to an executive order signed Friday by President Trump."",
""It is not false that Christmas Eve is now a federal holiday in 2020, according to an executive order signed Friday by President Trump."",
""Christmas Eve is not falsely now a federal holiday in 2020, according to an executive order signed Friday by President Trump.""
]
}"
tweet-sno-1272,"Sister Act 3 is in development! 🎤returns to star and produce, withas producer as well. Sister Act 3 will premiere on.","In December 2020, Disney announced that “Sister Act 3” was in production, with Whoopi Goldberg reviving her role of Deloris Van Cartier nearly 30 years later.","{
""negated_claims"": [
""It is not false that Sister Act 3 is in development!"",
""Sister Act 3 is not in development."",
""Sister Act 3 is not not in development!""
]
}"
tweet-sno-1273,"Coming exclusively tois Hocus Pocus 2, the spooky sequel to the 1993 Halloween classic!is set to direct.","Disney announced a sequel to ""Hocus Pocus.""","{
""negated_claims"": [
""It is not false that Hocus Pocus 2 is coming exclusively as the spooky sequel to the 1993 Halloween classic!"",
""It is not true that Hocus Pocus 2 is not set to direct."",
""It is not true that it is false that Hocus Pocus 2 is coming exclusively as the spooky sequel to the 1993 Halloween classic!""
]
}"
tweet-sno-1274,"A shopping center owner is suing a Chick-fil-A restaurant, claiming that the restaurant’s drive-thru has become so popular that cars backflow into the center’s aisles. Stay updated on Toledo-area news by downloading #BladeNewsSlide 📲",A man sued the Chick-fil-A chain because of its restaurants' long drive-thru lines.,"{
""negated_claims"": [
""It is not false that a shopping center owner is suing a Chick-fil-A restaurant, claiming that the restaurant’s drive-thru has become so popular that cars backflow into the center’s aisles."",
""It is not true that a shopping center owner is not suing a Chick-fil-A restaurant, claiming that the restaurant’s drive-thru has not become so popular that cars backflow into the center’s aisles."",
""A shopping center owner is not not suing a Chick-fil-A restaurant, claiming that the restaurant’s drive-thru has not become so popular that cars backflow into the center’s aisles.""
]
}"
tweet-sno-1275,Costco loses an estimated $30 to $40 million a year by sticking to their $4.99 price for rotisserie chicken. They'd rather keep members happy and foot traffic high.,Costco loses an estimated $30 to $40 million a year by keeping rotisserie chickens at $4.99 each. But the company would rather keep members happy and foot traffic high.,"{
""negated_claims"": [
""Costco does not lose an estimated $30 to $40 million a year by not sticking to their $4.99 price for rotisserie chicken."",
""Costco does not lose an estimated $30 to $40 million a year by sticking to a price other than $4.99 for rotisserie chicken."",
""Costco would not rather keep members unhappy and foot traffic low by sticking to the $4.99 price for rotisserie chicken.""
]
}"
tweet-sno-1276,"No Presidential candidate ever came even close to losing an Election who won Iowa, Florida and Ohio. I won all three, by a lot!","Donald Trump was the first candidate to lose a presidential election despite winning in Ohio, Florida, and Iowa.","{
""negated_claims"": [
""It is not true that no Presidential candidate ever came even close to losing an Election who won Iowa, Florida and Ohio."",
""No Presidential candidate ever came even close to winning an Election who did not win Iowa, Florida and Ohio."",
""No Presidential candidate ever claimed to have won all three states of Iowa, Florida, and Ohio and still came close to winning an Election.""
]
}"
tweet-sno-1277,NEW YORKERS: Today I learned the design for these radiators came about during the Spanish flu pandemic of 1918. Engineers wanted to keep an apartment warm while ventilating the space from airborne illnesses because THEY WERE MEANT TO BE KEPT ON WITH THE WINDOWS FULLY OPEN (!!!!),Some steam radiators built in older apartment buildings in cities like New York were designed to keep dwellings warm with windows open due to the 1918 pandemic.,"{
	""negated_claims"": [
		""It is not untrue that the design for these radiators came about during the Spanish flu pandemic of 1918."",
		""Today I did not unlearn that engineers wanted to keep an apartment warm while ventilating the space from airborne illnesses."",
		""They were not meant to be kept off with the windows fully closed.""
	]
}"
tweet-sno-1278, very disappointed with today's bacon egg Mc Muffin!! No proper egg and it was still frozen cold!!,McDonald's breakfast menu items use frozen eggs.,"{
""negated_claims"": [
""Not very satisfied with today's bacon egg McMuffin!! Proper egg and it was not still frozen cold!!"",
""Very disappointed with today's bacon egg McMuffin!! No improper egg and it was not frozen cold!!"",
""Very disappointed with today's bacon egg McMuffin!! Proper egg and it was not still warm!!""
]
}"
tweet-sno-1279,Rep. Louie Gohmert’s tooth just fell out at his press conference.,A video shows U.S. Rep. Louie Gohmert's tooth falling out during a live news conference.,"{
""negated_claims"": [
""It is not false that Rep. Louie Gohmert’s tooth just fell out at his press conference."",
""Rep. Louie Gohmert’s tooth did not stay in place at his press conference."",
""It is not true that Rep. Louie Gohmert’s tooth did not fall out at his press conference.""
]
}"
tweet-sno-1280,"Joe Biden is asked about his disagreements with Kamala Harris on certain issues: ""Like I told Barack, if I reach something where there's a fundamental disagreement we have based on a moral principle, I'll develop some disease and say I have to resign.""","Regarding what he would do if he disagreed with Vice President-elect Kamala Harris, U.S. President-elect Joe Biden said: “Like I told Barack, if I reach something where there’s a fundamental disagreement we have based on a moral principle, I’ll develop some disease and say I have to resign.""","{
""negated_claims"": [
""It is not untrue that Joe Biden said he would develop some disease and say he has to resign if he reaches a fundamental disagreement with Kamala Harris based on a moral principle."",
""Joe Biden did not claim he wouldn't develop some disease and say he has to resign if he reaches a fundamental disagreement with Kamala Harris based on a moral principle."",
""It is not false that Joe Biden would develop some disease and say he has to resign if he reaches a fundamental disagreement with Kamala Harris based on a moral principle.""
]
}"
tweet-sno-1281,The time Indiana Jones caused an avalanche with his saxophone.,"Indiana Jones, portrayed by Harrison Ford, once defeated a group of villains by playing a saxophone.","{
""negated_claims"": [
""It is not false that Indiana Jones caused an avalanche with his saxophone."",
""The time Indiana Jones did not cause an avalanche with his saxophone didn't happen."",
""The time Indiana Jones caused an avalanche with something other than his saxophone.""
]
}"
tweet-sno-1282,Just for you completist out there. I remembered today that Indiana Jones once beat some villains by jamming on a saxophone.,"Indiana Jones, portrayed by Harrison Ford, once defeated a group of villains by playing a saxophone.","{
""negated_claims"": [
""It is not false that Indiana Jones once beat some villains by jamming on a saxophone."",
""Indiana Jones once did not refrain from beating some villains by not jamming on a saxophone."",
""It is not true that Indiana Jones did not beat some villains by jamming on a saxophone.""
]
}"
tweet-sno-1283,We all remember that time Indiana Jones defeated 3 men with a saxophone.,"Indiana Jones, portrayed by Harrison Ford, once defeated a group of villains by playing a saxophone.","{
""negated_claims"": [
""It's not true that Indiana Jones didn't defeat 3 men with a saxophone."",
""We don't all remember that Indiana Jones didn't defeat 3 men with a saxophone."",
""Indiana Jones did not not defeat 3 men with a saxophone.""
]
}"
tweet-sno-1284,"HOLY SHIT. I present to you Harrison Ford as a bearded Indiana Jones, learning the blues from, then looking straight into camera and using a saxophone TO CAUSE AN AVALANCHE, YOU ARE WELCOME TWITTER","Indiana Jones, portrayed by Harrison Ford, once defeated a group of villains by playing a saxophone.","{
""negated_claims"": [
""It is not true that Harrison Ford as a bearded Indiana Jones causes an avalanche using a saxophone."",
""It is false to say that Harrison Ford playing a saxophone as Indiana Jones causes an avalanche."",
""It is not the case that Harrison Ford, portraying a bearded Indiana Jones, uses a saxophone to cause an avalanche.""
]
}"
tweet-sno-1285,"1/ There will be no update today. At 8:30 am this morning, state police came into my house and took all my hardware and tech. They were serving a warrant on my computer after DOH filed a complaint. They pointed a gun in my face. They pointed guns at my kids..","In December 2020, Florida state police ""raided"" the home of Rebekah Jones, executing a search warrant and confiscating electronic devices.","{
""negated_claims"": [
""There will not be no update today. At 8:30 am this morning, state police came into my house and did not take all my hardware and tech. They were not serving a warrant on my computer after DOH filed a complaint. They did not point a gun in my face. They did not point guns at my kids."",
""There will be no update today. At 8:30 am this morning, state police did not come into my house and take all my hardware and tech. They were not serving a warrant on my computer after DOH filed a complaint. They did not point a gun in my face. They did not point guns at my kids."",
""There will be no update today. At 8:30 am this morning, state police came into my house and took not all my hardware and tech. They were serving a warrant on my computer after DOH filed not a complaint. They pointed a gun in my face. They did not point guns at my kids.""
]
}"
tweet-sno-1286,"Lmaoapparently asked Sally Ride, the first woman in space, if ONE HUNDRED tampons would be enough for a week in space and if she needed more 😭😭 they actually didn’t know how many tampons women used.","In advance of her 1984 mission aboard the space shuttle Challenger, NASA engineers asked Sally Ride if 100 tampons would be enough for two weeks in space.","{
""negated_claims"": [
""They didn't not know many tampons women used, asking Sally Ride if 100 tampons would be enough for a week in space."",
""Nasa engineers actually asked Sally Ride if 100 tampons wouldn't be enough for a week in space, showing they didn't know how many tampons women used."",
""They actually knew how many tampons women used, yet asked Sally Ride if 100 tampons wouldn't be enough for a week in space.""
]
}"
tweet-sno-1287,i was atand the worker gave me my food but i said “my pleasure” before him. i asked him “don’t i get a free ice cream or something if i say it before you do” he said that’s fake :(,"If a customer says ""my pleasure"" to a Chick-fil-A employee, they are entitled to a discount, a free ice cream menu item, or free food altogether.","{
""negated_claims"": [
""It is not true that a customer saying 'my pleasure' to a Chick-fil-A employee does not entitle them to a discount, a free ice cream menu item, or free food altogether."",
""It is true that if a customer does not say 'my pleasure' to a Chick-fil-A employee, they are not entitled to a discount, a free ice cream menu item, or free food altogether."",
""It is not false that if a customer says 'my pleasure' to a Chick-fil-A employee, they do not get a discount, a free ice cream menu item, or free food altogether.""
]
}"
tweet-sno-1288,"If u go to chick fil a and say “my pleasure” before the employee that takes your order says it, u get a free ice cream cookie sandwich #thisbetterbetrue ","If a customer says ""my pleasure"" to a Chick-fil-A employee, they are entitled to a discount, a free ice cream menu item, or free food altogether.","{
""negated_claims"": [
""If u don't go to chick fil a and don't say “my pleasure” before the employee that takes your order says it, u don't get a free ice cream cookie sandwich #thisbetterbetrue"",
""If u don't go to chick fil a and say “my pleasure” after the employee that takes your order says it, u get a free ice cream cookie sandwich #thisbetterbetrue"",
""If u go to chick fil a and don't say “my pleasure” before the employee that takes your order says it, u don't get a free ice cream cookie sandwich #thisbetterbetrue""
]
}"
tweet-sno-1289,Saying my pleasure before they do at Chick-fil-A does not get you a free ice cream trust me I got the weirdest look 😭😂,"If a customer says ""my pleasure"" to a Chick-fil-A employee, they are entitled to a discount, a free ice cream menu item, or free food altogether.","{
""negated_claims"": [
""Not saying my pleasure before they do at Chick-fil-A does not get you a free ice cream, trust me I got the weirdest look."",
""Saying my pleasure after they do at Chick-fil-A does not not get you a free ice cream, trust me I got the weirdest look."",
""Saying my pleasure before they do at Chick-fil-A does not not get you a free ice cream, trust me I got the weirdest look.""
]
}"
tweet-sno-1290,Just so everyone knows…saying “my pleasure” before a Chick-fil-A employee does not get you a free cookie ice cream sandwich or a discount or anything else tik tok has oh so willingly lied to you about!,"If a customer says ""my pleasure"" to a Chick-fil-A employee, they are entitled to a discount, a free ice cream menu item, or free food altogether.","{
""negated_claims"": [
""It is not incorrect that saying “my pleasure” before a Chick-fil-A employee does not get you a free cookie ice cream sandwich or a discount or anything else."",
""Saying 'my pleasure' before a Chick-fil-A employee does not fail to get you a free cookie ice cream sandwich or a discount or anything else."",
""It is not false that saying 'my pleasure' before a Chick-fil-A employee does not result in getting a free cookie ice cream sandwich or a discount or anything else.""
]
}"
tweet-sno-1291,"President-elect Joe Biden says he'd ""be happy"" to join former Presidents Obama, Bush and Clinton in getting a Covid vaccine in public to prove it's safe. ""When Dr. Fauci says we have a vaccine that is safe, that's the moment in which I will stand before the public and say that""",U.S. President-elect Joe Biden said he will get the COVID-19 vaccination in public on television.,"{
""negated_claims"": [
""President-elect Joe Biden does not say he'd be unhappy to join former Presidents Obama, Bush and Clinton in getting a Covid vaccine in public to prove it's safe."",
""President-elect Joe Biden does not say he wouldn't be happy to join former Presidents Obama, Bush and Clinton in getting a Covid vaccine in public to prove it's safe."",
""President-elect Joe Biden says he would be unhappy not to join former Presidents Obama, Bush and Clinton in getting a Covid vaccine in public to prove it's not unsafe.""
]
}"
tweet-sno-1292,"It is also beyond the pale that Rep Matt Putz – I mean– would participate in this. What a fool. Matt – You are not welcome in New Jersey, and frankly I don’t ever want you back in this state.","New Jersey Gov. Phil Murphy called Florida Rep. Matt Gaetz the name ""Matt Putz"" and a ""fool.""","{
  ""negated_claims"": [
    ""It is not beyond the pale that Rep Matt Putz – I mean– would not participate in this. What a fool. Matt – You are not welcome in New Jersey, and frankly I do want you back in this state."",
    ""It is not false that Rep Matt Putz – I mean– would participate in this. What a fool. Matt – You are welcome in New Jersey, and frankly I don’t ever want you back not in this state."",
    ""It is beyond the pale that Rep Matt Putz – I mean– would not participate in this. What a fool. Matt – You are not welcome in New Jersey, and frankly I do not want you back not in this state.""
  ]
}"
tweet-sno-1293,LIGHTS ON and delivering food and water to our passengers! Thank youwithfor opening on a SUNDAY! #ChristmasMiracle,"At least one Chick-fil-A restaurant ""broke from tradition"" and opened on a Sunday.","{
""negated_claims"": [
""LIGHTS NOT OFF and delivering food and water to our passengers! Thank youwithfor not closing on a SUNDAY! #ChristmasMiracle"",
""LIGHTS ON and not withholding food and water from our passengers! Thank youwithfor opening on a SUNDAY! #ChristmasMiracle"",
""LIGHTS ON and delivering food and water to our passengers! Thankful for not closing on a SUNDAY! #ChristmasMiracle""
]
}"
tweet-sno-1294,Is drake really making a candle that smells like him? I hope jay is ready to drop $80 on it. 😇,"Drake released a scented candle that ""actually smells like Drake.""","{
""negated_claims"": [
""Is drake not really making a candle that doesn't smell like him? I hope jay is not ready to not drop $80 on it. 😇"",
""Is drake really not making a candle that smells unlike him? I hope jay isn't not ready to drop $80 on it. 😇"",
""Is drake not really making a candle that doesn't smell unlike him? I hope jay is ready to not drop $80 on it. 😇""
]
}"
tweet-sno-1295,Has anyone happened to hear if Flash Player is going to be supported after December 2020 in?,Adobe announced that Flash Player would no longer be supported.,"{
""negated_claims"": [
""It is not true that Flash Player is going to be supported after December 2020."",
""It is false that Flash Player will not be discontinued after December 2020."",
""It is not the case that Flash Player support is extending beyond December 2020.""
]
}"
