query_id,query,target,negated_claims
tweet-sno-1246,They just put up a cross in front of the capitol building,"A video shows a cross being erected in front of the U.S. Capitol on Jan. 6, 2021.","{
""negated_claims"": [
""They did not put up a cross in front of the capitol building."",
""They just put up a cross elsewhere, not in front of the capitol building."",
""They just put up something other than a cross in front of the capitol building.""
]
}"
tweet-sno-1247,Here in Italy people started to share this figure claiming that this is the diagram of the 5G chip that has been inserted in the covid vaccine. In reality it is the electric circuit of a guitar pedal and I believe that putting it in the covid vaccine has been an excellent idea💡,An image represents a schematic for a 'COVID 5G Chip.',"{
  ""negated_claims"": [
    ""Here in Italy people started to share this figure claiming that this is not the diagram of the 5G chip that has been inserted in the covid vaccine. In reality it is the electric circuit of a guitar pedal and I believe that putting it in the covid vaccine has been an excellent idea💡"",
    ""Here in Italy people started to share this figure claiming that this is the diagram of the 5G chip that has not been inserted in the covid vaccine. In reality it is the electric circuit of a guitar pedal and I believe that putting it in the covid vaccine has been an excellent idea💡"",
    ""Here in Italy people started to share this figure claiming that this is the diagram of the 5G chip that has been inserted in the covid vaccine. In reality it is not the electric circuit of a guitar pedal and I believe that putting it in the covid vaccine has been an excellent idea💡""
  ]
}"
tweet-sno-1248,A view of fresh snow this morning from Juniper Hills Ca at 4500 ft. Located south of Pearblossom in the San Gabriel foothills. Photo shared by Scott Lezak. #cawx #SoCal #LAweather,"In December 2020, snow fell in the Los Angeles County area.","{
""negated_claims"": [
""A view of no snow this morning from Juniper Hills Ca at 4500 ft. Located south of Pearblossom in the San Gabriel foothills. Photo shared by Scott Lezak. #cawx #SoCal #LAweather"",
""A view of fresh snow this morning from Juniper Hills Ca at a different altitude. Located south of Pearblossom in the San Gabriel foothills. Photo shared by Scott Lezak. #cawx #SoCal #LAweather"",
""A view of fresh snow this morning from Juniper Hills Ca at 4500 ft. Located not south of Pearblossom in the San Gabriel foothills. Photo shared by Scott Lezak. #cawx #SoCal #LAweather""
]
}"
tweet-sno-1249,Around 1/2 inch of snow at the 3700 ft level in Pearblossom fell early this morning. Photo taken by Michaela Moffitt. Thanks Michaela and our NWS spotter Scott Lezak for forwarding the photo. #cawx #LAweather #LAsnow,"In December 2020, snow fell in the Los Angeles County area.","{
""negated_claims"": [
""Around 1/2 inch of snow did not fall at the 3700 ft level in Pearblossom early this morning."",
""Around 1/2 inch of snow fell at a different level, not at the 3700 ft level in Pearblossom, early this morning."",
""Around 1/2 inch of snow at the 3700 ft level in Pearblossom did not fall early this morning.""
]
}"
tweet-sno-1250,"“Breaking News: In Pennsylvania there were 205,000 more votes than there were voters. This alone flips the state to President Trump.”","The state of Pennsylvania recorded ""205,000 votes more than they had voters"" in the 2020 U.S. election.","{
""negated_claims"": [
""Breaking News: In Pennsylvania there were not 205,000 more votes than there were voters. This alone flips the state to President Trump."",
""Breaking News: In Pennsylvania there were 205,000 fewer votes than there were voters. This alone flips the state to President Trump."",
""Breaking News: In Pennsylvania the number of votes matched the number of voters. This alone flips the state to President Trump.""
]
}"
tweet-sno-1251,"When are we going to be allowed to do signature verification in Fulton County, Georgia? The process is going VERY slowly.Pennsylvania just found 205,000 votes more than they had voters. Therefore, we WIN Pennsylvania!!!","The state of Pennsylvania recorded ""205,000 votes more than they had voters"" in the 2020 U.S. election.","{
""negated_claims"": [
""When are we not going to be allowed to do signature verification in Fulton County, Georgia? The process is going VERY slowly.Pennsylvania just found 205,000 votes more than they had voters. Therefore, we WIN Pennsylvania!!!"",
""When are we going to be allowed to do signature verification in Fulton County, Georgia? The process is going VERY quickly.Pennsylvania just found 205,000 votes more than they had voters. Therefore, we WIN Pennsylvania!!!"",
""When are we going to be allowed to do signature verification in Fulton County, Georgia? The process is going VERY slowly.Pennsylvania just did not find 205,000 votes more than they had voters. Therefore, we WIN Pennsylvania!!!""
]
}"
tweet-sno-1252,"YOU CANNOT be “cleared” for a gathering by a negative COVID test 1) Might be too early in course to detect virus 2) ~20% of tests are false negatives 3) You could become infected literally 0.1 seconds after your swab Sincerely, An increasingly desperate ER doctor",A negative COVID-19 test will “clear” people to go to holiday gatherings with their family and friends across the United States.,"{
""negated_claims"": [
""You can be 'cleared' for a gathering by a negative COVID test."",
""A negative COVID-19 test will always 'clear' you for a gathering."",
""A negative COVID test is sufficient to 'clear' you for a gathering.""
]
}"
tweet-sno-1253,"My family & I went tolast night. Great food. I used an old photo since we didn't take one last night. I'm glad this tweet has generated so much attention. I hope people support Gino and his team at. Small business is hurting, & they need our support",Former Wisconsin Gov. Scott Walker cropped and tweeted an old picture of pizza at a restaurant that he first tweeted 14 months earlier.,"{
""negated_claims"": [
""My family & I did not go to last night. Great food. I used an old photo since we didn't take one last night. I'm glad this tweet has generated so much attention. I hope people support Gino and his team at. Small business is hurting, & they need our support"",
""My family & I went to last night. Great food. I did not use an old photo since we didn't take one last night. I'm glad this tweet has generated so much attention. I hope people support Gino and his team at. Small business is hurting, & they need our support"",
""My family & I went to last night. Great food. I used an old photo since we did take one last night. I'm glad this tweet has generated so much attention. I hope people support Gino and his team at. Small business is hurting, & they need our support""
]
}"
tweet-sno-1254,Did anyone go to a high school with a pool under the basketball court? The Bedford Falls High School gym always fascinated me. #ItsAWonderfulLife,"The swimming pool and retractable basketball court from ""It's a Wonderful Life"" are still used in the present day.","{
""negated_claims"": [
""Did no one go to a high school with a pool under the basketball court?"",
""The Bedford Falls High School gym never fascinated me."",
""Did anyone go to a high school without a pool under the basketball court?""
]
}"
tweet-sno-1255,It's a wonderful life (east coast feed) about to show the pool under the basketball court that still is there at my high school. #Beverly,"The swimming pool and retractable basketball court from ""It's a Wonderful Life"" are still used in the present day.","{
""negated_claims"": [
""It's a wonderful life (east coast feed) is not about to show the pool under the basketball court that still is there at my high school."",
""It's a wonderful life (east coast feed) is about to show the pool that is not under the basketball court that still is there at my high school."",
""It's a wonderful life (east coast feed) is about to show the retractable basketball court that still is there at my high school but not the pool.""
]
}"
tweet-sno-1256,"Yes it's real. Yes, it's powered by Intel. And yes, it has a chicken warmer. 😅 #KFConsole #IntelGaming",Fast food chain KFC developed a video game console that also keeps chicken warm.,"{
""negated_claims"": [
""No, it's not real. No, it's not powered by Intel. And no, it doesn't have a chicken warmer. 😅 #KFConsole #IntelGaming"",
""Yes, it's real, but no, it's not powered by Intel. And no, it doesn't have a chicken warmer. 😅 #KFConsole #IntelGaming"",
""Yes, it's real. Yes, it's powered by Intel. But no, it doesn't have a chicken warmer. 😅 #KFConsole #IntelGaming""
]
}"
tweet-sno-1257,"Mayor Buttigieg says he’s a gay Christian. As a Christian I believe the Bible which defines homosexuality as sin, something to be repentant of, not something to be flaunted, praised or politicized. The Bible says marriage is between a man & a woman—not two men, not two women. 2/3","Evangelist Franklin Graham tweeted that Pete Buttigieg's homosexuality was ""something to be repentant of, not something to be flaunted.""","{
""negated_claims"": [
""Mayor Buttigieg says he’s not a gay Christian."",
""Mayor Buttigieg says he’s a straight Christian."",
""Mayor Buttigieg says he’s neither gay nor Christian.""
]
}"
tweet-sno-1258,Kanye West $2M PPP loan. Joel Osteen $4M. Tom Brady $960K. Most Americans $600. #IAmVeryUpset,Joel Osteen's Lakewood Church in Texas received $4.4 million in coronavirus-economic-relief loans.,"{
""negated_claims"": [
""Kanye West did not get a $2M PPP loan. Joel Osteen did not get $4M. Tom Brady did not get $960K. Most Americans did not get $600. #IAmVeryUpset"",
""Kanye West $2M PPP loan. Joel Osteen $4M. Tom Brady $960K. Most Americans did not get $600. #IAmVeryUpset"",
""Kanye West $2M PPP loan. Joel Osteen $4M. Tom Brady $960K. Not most Americans $600. #IAmVeryUpset""
]
}"
tweet-sno-1259,Vatican 'Darth Vader' nativity scene gets earthly thumbs down,The Vatican's Nativity display includes a statue of Darth Vader.,"{
""negated_claims"": [
""Vatican 'Darth Vader' nativity scene does not get earthly thumbs down."",
""Vatican 'Darth Vader' nativity scene gets earthly thumbs up."",
""Vatican 'Darth Vader' nativity scene doesn't get criticized.""
]
}"
tweet-sno-1260,"SIE strives to ensure a high level of customer satisfaction, and we will begin to offer a full refund for all gamers who have purchased Cyberpunk 2077 via PlayStation Store and want a refund. Please visit the following link to initiate the refund:.",PlayStation and Xbox announced that refunds would be available for customers who digitally purchased Cyberpunk 2077.,"{
""negated_claims"": [
""SIE strives to ensure a high level of customer satisfaction, but we will begin to offer a full refund for all gamers who have not purchased Cyberpunk 2077 via PlayStation Store and want a refund."",
""SIE does not strive to ensure a high level of customer satisfaction, and we will begin to offer a full refund for all gamers who have purchased Cyberpunk 2077 via PlayStation Store and want a refund."",
""SIE strives to ensure a low level of customer satisfaction, and we will begin to offer a full refund for all gamers who have purchased Cyberpunk 2077 via PlayStation Store and want a refund.""
]
}"
tweet-sno-1261,"Cyberpunk 2077: To ensure that every player can get the experience they expect on Xbox, we will be expanding our existing refund policy to offer full refunds to anyone who purchased Cyberpunk 2077 digitally from the Microsoft Store, until further notice.",PlayStation and Xbox announced that refunds would be available for customers who digitally purchased Cyberpunk 2077.,"{
""negated_claims"": [
""Cyberpunk 2077: To ensure that every player can get the experience they expect on Xbox, we will not be expanding our existing refund policy to offer full refunds to anyone who purchased Cyberpunk 2077 digitally from the Microsoft Store, until further notice."",
""Cyberpunk 2077: To ensure that every player can get the experience they expect on Xbox, we will be expanding our existing refund policy to offer no refunds to anyone who purchased Cyberpunk 2077 digitally from the Microsoft Store, until further notice."",
""Cyberpunk 2077: To ensure that every player can get the experience they expect on Xbox, we will be restricting our existing refund policy to not offer full refunds to anyone who purchased Cyberpunk 2077 digitally from the Microsoft Store, until further notice.""
]
}"
tweet-sno-1262,"This video is an extract from yesterday’s press conference, with Hayabusa2 Project Manager Yuichi Tsuda confirming samples from Ryugu in the capsule!",Japanese scientists confirmed that the asteroid explorer Hyabusu2 successfully collected and returned soil and gas samples from the asteroid Ryugu 190 million miles from Earth.,"{
""negated_claims"": [
""This video is an extract from yesterday’s press conference, with Hayabusa2 Project Manager Yuichi Tsuda denying samples from Ryugu in the capsule!"",
""This video is an extract from yesterday’s press conference, without Hayabusa2 Project Manager Yuichi Tsuda confirming samples from Ryugu in the capsule!"",
""This video is an extract from yesterday’s press conference, with Hayabusa2 Project Manager Yuichi Tsuda confirming no samples from Ryugu in the capsule!""
]
}"
tweet-sno-1263,"TEXAS ELECTORAL COLLEGE: ""The Justices went into a closed room…When Texas case was brought up he said he heard screaming through the walls as Justice Roberts and the other liberal Justices were insisting…afraid of what would happen if they did right thing…Moral cowardice""",Chief Justice John Roberts screamed at the other U.S. Supreme Court justices to dismiss a Texas voter fraud case in December 2020.,"{
""negated_claims"": [
""The Justices did not go into a closed room…When Texas case was brought up he said he did not hear screaming through the walls as Justice Roberts and the other liberal Justices were insisting…afraid of what would happen if they did right thing…Moral cowardice"",
""The Justices went into a closed room…When Texas case was not brought up he said he heard no screaming through the walls as Justice Roberts and the other liberal Justices were insisting…afraid of what would happen if they did right thing…Moral cowardice"",
""The Justices went into a closed room…When Texas case was brought up he said he heard screaming through the walls as Justice Roberts and the other liberal Justices were not insisting…afraid of what would happen if they did right thing…Moral cowardice""
]
}"
tweet-sno-1264,"Yo, this seems like an intersection of some of your interests: a guy in my neighborhood built a mini-version of the Rosebud Motel in front of his house!","A man created a miniature Rosebud motel facade in a Seattle neighborhood, inspired by the setting of the popular comedy series “Schitt’s Creek.”","{
""negated_claims"": [
""Yo, this does not seem like an intersection of some of your interests: a guy in my neighborhood built a mini-version of the Rosebud Motel in front of his house!"",
""Yo, this seems like an intersection of none of your interests: a guy in my neighborhood built a mini-version of the Rosebud Motel in front of his house!"",
""Yo, this seems like an intersection of some of your interests: a guy in my neighborhood did not build a mini-version of the Rosebud Motel in front of his house!""
]
}"
tweet-sno-1265,"Well look at that, Day-vahd [said in our best Moira Rose voice]! A resident in Seattle's Queen Anne neighborhood, has created a mini Rosebud Motel using the retaining wall outside his home, for fans of the award-winning show ""Schitt's Creek"" to visit.","A man created a miniature Rosebud motel facade in a Seattle neighborhood, inspired by the setting of the popular comedy series “Schitt’s Creek.”","{
""negated_claims"": [
""Well look at that, Day-vahd [said in our best Moira Rose voice]! A resident in Seattle's Queen Anne neighborhood has not created a mini Rosebud Motel using the retaining wall outside his home, for fans of the award-winning show 'Schitt's Creek' to visit."",
""Well look at that, Day-vahd [said in our best Moira Rose voice]! A resident in Seattle's Queen Anne neighborhood has created a mini Rosebud Motel, not using the retaining wall outside his home, for fans of the award-winning show 'Schitt's Creek' to visit."",
""Well look at that, Day-vahd [said in our best Moira Rose voice]! No resident in Seattle's Queen Anne neighborhood has created a mini Rosebud Motel using the retaining wall outside his home, for fans of the award-winning show 'Schitt's Creek' to visit.""
]
}"
tweet-sno-1266,"Perhaps the biggest difference between 2016 and 2020 is, despite the fact that I went from 63,000,000 Votes to 75,000,000 Votes, a record 12,000,000 Vote increase. Obama went down 3,000,000 Votes, and won. Rigged Election!!!","President Trump's losing the election despite receiving millions more votes in 2020 than in 2016 is indicative of a ""rigged election.""","{
""negated_claims"": [
""Perhaps the biggest difference between 2016 and 2020 is, despite the fact that I went from 63,000,000 Votes to 75,000,000 Votes, a record 12,000,000 Vote increase. Obama went down 3,000,000 Votes, and won. It wasn't a rigged election!!!"",
""Perhaps the biggest difference between 2016 and 2020 is, despite the fact that I went from 63,000,000 Votes to 75,000,000 Votes, a record 12,000,000 Vote increase. Obama went down 3,000,000 Votes, and won. The election was fair!!!"",
""Perhaps the biggest difference between 2016 and 2020 is, despite the fact that I went from 63,000,000 Votes to 75,000,000 Votes, a record 12,000,000 Vote increase. Obama went down 3,000,000 Votes, and won. The election wasn't rigged!!!""
]
}"
tweet-sno-1267,North Face denies order for jackets from the oil and gas industry. Their jackets have oil and gas products in them.,"The North Face refused to fulfill a clothing order to Innovex Downhole Solutions, a Houston-based oil and gas company, over concerns about the company’s environmental practices.","{
""negated_claims"": [
""North Face does not deny order for jackets from the oil and gas industry."",
""Their jackets do not have oil and gas products in them."",
""Their jackets lack oil and gas products in them.""
]
}"
tweet-sno-1268,"Alex Jones at the pro-Trump march in Washington, DC: ""Joe Biden is a globalist, and Joe Biden will be removed, one way or another!""","Conspiracy theorist Alex Jones said President-elect Joe Biden will be ""removed"" from office ""one way or another.""","{
""negated_claims"": [
""Joe Biden is not a globalist, and Joe Biden will not be removed, one way or another!"",
""Joe Biden is a globalist, but Joe Biden will not be removed, one way or another!"",
""Joe Biden is not a globalist, but Joe Biden will be removed, one way or another!""
]
}"
tweet-sno-1269,Is the island in the Allstate commercial a real place? I want to live there,A real island was shown in an Allstate television advertisement in 2020.,"{
""negated_claims"": [
""The island in the Allstate commercial is not a real place."",
""The island in the Allstate commercial is a fictional place."",
""The island in the Allstate commercial does not exist in real life.""
]
}"
tweet-sno-1270,The small island with 2 lighthouses & the guy driving a classic Land Rover in the Allstate commercial – is it real? Where is it? Maine? New Brunswick?,A real island was shown in an Allstate television advertisement in 2020.,"{
""negated_claims"": [
""The small island with 2 lighthouses & the guy driving a classic Land Rover in the Allstate commercial – is not real. Where is it? Maine? New Brunswick?"",
""The small island with 2 lighthouses & the guy driving a classic Land Rover in the Allstate commercial – is imaginary. Where is it? Maine? New Brunswick?"",
""The small island with 2 lighthouses & the guy driving a classic Land Rover in the Allstate commercial – does not exist. Where is it? Maine? New Brunswick?""
]
}"
tweet-sno-1271,"BREAKING: Christmas Eve is now a federal holiday in 2020, according to an executive order signed Friday by President Trump.","On Dec. 11, 2020, U.S. President Donald Trump issued an executive order designating Christmas Eve 2020 as a federal holiday.","{
""negated_claims"": [
""BREAKING: Christmas Eve is not a federal holiday in 2020, according to an executive order signed Friday by President Trump."",
""BREAKING: Christmas Eve is now not a federal holiday in 2020, according to an executive order signed Friday by President Trump."",
""BREAKING: Christmas Eve is now a federal holiday in 2020, according to an executive order not signed Friday by President Trump.""
]
}"
tweet-sno-1272,"Sister Act 3 is in development! 🎤returns to star and produce, withas producer as well. Sister Act 3 will premiere on.","In December 2020, Disney announced that “Sister Act 3” was in production, with Whoopi Goldberg reviving her role of Deloris Van Cartier nearly 30 years later.","{
""negated_claims"": [
""Sister Act 3 is not in development."",
""Sister Act 3 is in development without Whoopi Goldberg as star and producer."",
""Sister Act 3 will not premiere.""
]
}"
tweet-sno-1273,"Coming exclusively tois Hocus Pocus 2, the spooky sequel to the 1993 Halloween classic!is set to direct.","Disney announced a sequel to ""Hocus Pocus.""","{
""negated_claims"": [
""Coming exclusively tois Hocus Pocus 2, the spooky sequel to the 1993 Halloween classic!is not set to direct."",
""Coming exclusively tois Hocus Pocus 2, the spooky sequel to the 1993 Halloween classic!is not prepared to direct."",
""Coming exclusively tois Hocus Pocus 2, the spooky sequel to the 1993 Halloween classic!is not announced to direct.""
]
}"
tweet-sno-1274,"A shopping center owner is suing a Chick-fil-A restaurant, claiming that the restaurant’s drive-thru has become so popular that cars backflow into the center’s aisles. Stay updated on Toledo-area news by downloading #BladeNewsSlide 📲",A man sued the Chick-fil-A chain because of its restaurants' long drive-thru lines.,"{
""negated_claims"": [
""A shopping center owner is not suing a Chick-fil-A restaurant, claiming that the restaurant’s drive-thru has become so popular that cars backflow into the center’s aisles."",
""A shopping center owner is suing a Chick-fil-A restaurant but not claiming that the restaurant’s drive-thru has become so popular that cars backflow into the center’s aisles."",
""A shopping center owner is suing a Chick-fil-A restaurant, claiming that the restaurant’s drive-thru has not become so popular that cars backflow into the center’s aisles.""
]
}"
tweet-sno-1275,Costco loses an estimated $30 to $40 million a year by sticking to their $4.99 price for rotisserie chicken. They'd rather keep members happy and foot traffic high.,Costco loses an estimated $30 to $40 million a year by keeping rotisserie chickens at $4.99 each. But the company would rather keep members happy and foot traffic high.,"{
  ""negated_claims"": [
    ""Costco does not lose an estimated $30 to $40 million a year by sticking to their $4.99 price for rotisserie chicken."",
    ""Costco loses an estimated $30 to $40 million a year by not sticking to their $4.99 price for rotisserie chicken."",
    ""Costco loses less than $30 to $40 million a year by sticking to their $4.99 price for rotisserie chicken.""
  ]
}"
tweet-sno-1276,"No Presidential candidate ever came even close to losing an Election who won Iowa, Florida and Ohio. I won all three, by a lot!","Donald Trump was the first candidate to lose a presidential election despite winning in Ohio, Florida, and Iowa.","{
""negated_claims"": [
""Presidential candidates have come close to losing elections despite winning Iowa, Florida, and Ohio."",
""Candidates who won Iowa, Florida, and Ohio have lost elections."",
""No candidate who won Iowa, Florida, and Ohio has ever lost by a lot.""
]
}"
tweet-sno-1277,NEW YORKERS: Today I learned the design for these radiators came about during the Spanish flu pandemic of 1918. Engineers wanted to keep an apartment warm while ventilating the space from airborne illnesses because THEY WERE MEANT TO BE KEPT ON WITH THE WINDOWS FULLY OPEN (!!!!),Some steam radiators built in older apartment buildings in cities like New York were designed to keep dwellings warm with windows open due to the 1918 pandemic.,"{
""negated_claims"": [
""NEW YORKERS: Today I learned the design for these radiators did not come about during the Spanish flu pandemic of 1918."",
""NEW YORKERS: Today I learned the design for these radiators came about before the Spanish flu pandemic of 1918."",
""NEW YORKERS: Today I learned the design for these radiators came about after the Spanish flu pandemic of 1918.""
]
}"
tweet-sno-1278, very disappointed with today's bacon egg Mc Muffin!! No proper egg and it was still frozen cold!!,McDonald's breakfast menu items use frozen eggs.,"{
""negated_claims"": [
""very satisfied with today's bacon egg Mc Muffin!! Proper egg and it was perfectly warm!!"",
""today's bacon egg Mc Muffin was okay!! Proper egg and it was perfectly warm!!"",
""very disappointed with today's bacon egg Mc Muffin!! Improper egg and it was warm!!""
]
}"
tweet-sno-1279,Rep. Louie Gohmert’s tooth just fell out at his press conference.,A video shows U.S. Rep. Louie Gohmert's tooth falling out during a live news conference.,"{
""negated_claims"": [
""Rep. Louie Gohmert's tooth did not fall out at his press conference."",
""Rep. Louie Gohmert's tooth falling out did not happen during his press conference."",
""Rep. Louie Gohmert’s tooth remained intact during his press conference.""
]
}"
tweet-sno-1280,"Joe Biden is asked about his disagreements with Kamala Harris on certain issues: ""Like I told Barack, if I reach something where there's a fundamental disagreement we have based on a moral principle, I'll develop some disease and say I have to resign.""","Regarding what he would do if he disagreed with Vice President-elect Kamala Harris, U.S. President-elect Joe Biden said: “Like I told Barack, if I reach something where there’s a fundamental disagreement we have based on a moral principle, I’ll develop some disease and say I have to resign.""","{
""negated_claims"": [
""Joe Biden did not say he would develop some disease and say he has to resign if he reached a fundamental disagreement with Kamala Harris based on a moral principle."",
""Joe Biden mentioned that he would not develop some disease and say he has to resign over a fundamental disagreement with Kamala Harris based on a moral principle."",
""Joe Biden denies the idea of developing some disease and resigning if he had a fundamental disagreement with Kamala Harris based on a moral principle.""
]
}"
tweet-sno-1281,The time Indiana Jones caused an avalanche with his saxophone.,"Indiana Jones, portrayed by Harrison Ford, once defeated a group of villains by playing a saxophone.","{
""negated_claims"": [
""Indiana Jones did not cause an avalanche with his saxophone."",
""Indiana Jones caused no avalanche with his saxophone."",
""Indiana Jones caused an avalanche without his saxophone.""
]
}"
tweet-sno-1282,Just for you completist out there. I remembered today that Indiana Jones once beat some villains by jamming on a saxophone.,"Indiana Jones, portrayed by Harrison Ford, once defeated a group of villains by playing a saxophone.","{
""negated_claims"": [
""Indiana Jones, portrayed by Harrison Ford, did not defeat a group of villains by playing a saxophone."",
""Indiana Jones never defeated a group of villains by playing a saxophone."",
""It is false that Indiana Jones defeated a group of villains by playing a saxophone.""
]
}"
tweet-sno-1283,We all remember that time Indiana Jones defeated 3 men with a saxophone.,"Indiana Jones, portrayed by Harrison Ford, once defeated a group of villains by playing a saxophone.","{
""negated_claims"": [
""We all remember that time Indiana Jones did not defeat 3 men with a saxophone."",
""We all remember that time Indiana Jones defeated 3 men without a saxophone."",
""We all remember that time Indiana Jones defeated 3 men, but not with a saxophone.""
]
}"
tweet-sno-1284,"HOLY SHIT. I present to you Harrison Ford as a bearded Indiana Jones, learning the blues from, then looking straight into camera and using a saxophone TO CAUSE AN AVALANCHE, YOU ARE WELCOME TWITTER","Indiana Jones, portrayed by Harrison Ford, once defeated a group of villains by playing a saxophone.","{
""negated_claims"": [
""HOLY SHIT. I present to you Harrison Ford as a bearded Indiana Jones, learning the blues from, then looking straight into camera and using a saxophone TO NOT CAUSE AN AVALANCHE, YOU ARE WELCOME TWITTER"",
""HOLY SHIT. I present to you Harrison Ford as a bearded Indiana Jones, not learning the blues from, then looking straight into camera and using a saxophone TO CAUSE AN AVALANCHE, YOU ARE WELCOME TWITTER"",
""HOLY SHIT. I present to you Harrison Ford as a bearded Indiana Jones, learning the blues from, then looking straight into camera and not using a saxophone TO CAUSE AN AVALANCHE, YOU ARE WELCOME TWITTER""
]
}"
tweet-sno-1285,"1/ There will be no update today. At 8:30 am this morning, state police came into my house and took all my hardware and tech. They were serving a warrant on my computer after DOH filed a complaint. They pointed a gun in my face. They pointed guns at my kids..","In December 2020, Florida state police ""raided"" the home of Rebekah Jones, executing a search warrant and confiscating electronic devices.","{
""negated_claims"": [
""There will be an update today. At 8:30 am this morning, state police did not come into my house and take all my hardware and tech. They were not serving a warrant on my computer after DOH filed a complaint. They did not point a gun in my face. They did not point guns at my kids."",
""There will be no update today. At 8:30 am this morning, state police did not come into my house and take all my hardware and tech. They did not serve a warrant on my computer after DOH filed a complaint. They did not point a gun in my face. They did not point guns at my kids."",
""There will be no update today. At 8:30 am this morning, state police came into my house and did not take all my hardware and tech. They were not serving a warrant on my computer after DOH filed a complaint. They pointed no gun in my face. They pointed no guns at my kids.""
]
}"
tweet-sno-1286,"Lmaoapparently asked Sally Ride, the first woman in space, if ONE HUNDRED tampons would be enough for a week in space and if she needed more 😭😭 they actually didn’t know how many tampons women used.","In advance of her 1984 mission aboard the space shuttle Challenger, NASA engineers asked Sally Ride if 100 tampons would be enough for two weeks in space.","{
""negated_claims"": [
""Lmaoapparently asked Sally Ride, the first woman in space, if ONE HUNDRED tampons would be enough for two weeks in space and if she needed more 😭😭 they actually didn’t know how many tampons women used."",
""Lmaoapparently asked Sally Ride, the first woman in space, if ONE HUNDRED tampons would be enough for a week in space and if she needed less 😭😭 they actually didn’t know how many tampons women used."",
""Lmaoapparently asked Sally Ride, the first woman in space, if ONE HUNDRED tampons would be enough for a week in space and if she needed fewer 😭😭 they actually didn’t know how many tampons women used.""
]
}"
tweet-sno-1287,i was atand the worker gave me my food but i said “my pleasure” before him. i asked him “don’t i get a free ice cream or something if i say it before you do” he said that’s fake :(,"If a customer says ""my pleasure"" to a Chick-fil-A employee, they are entitled to a discount, a free ice cream menu item, or free food altogether.","{
""negated_claims"": [
""I wasn't at Chick-fil-A and the worker didn't give me my food but I didn't say “my pleasure” before him."",
""I was at Chick-fil-A and the worker gave me my food but I did not say “my pleasure” before him."",
""I was at Chick-fil-A and the worker gave me my food but I said “my pleasure” after him.""
]
}"
tweet-sno-1288,"If u go to chick fil a and say “my pleasure” before the employee that takes your order says it, u get a free ice cream cookie sandwich #thisbetterbetrue ","If a customer says ""my pleasure"" to a Chick-fil-A employee, they are entitled to a discount, a free ice cream menu item, or free food altogether.","{
""negated_claims"": [
""If u go to chick fil a and do not say “my pleasure” before the employee that takes your order says it, u get a free ice cream cookie sandwich."",
""If u go to chick fil a and say “my pleasure” after the employee that takes your order says it, u get a free ice cream cookie sandwich."",
""If u go to chick fil a and say something other than “my pleasure” before the employee that takes your order says it, u get a free ice cream cookie sandwich.""
]
}"
tweet-sno-1289,Saying my pleasure before they do at Chick-fil-A does not get you a free ice cream trust me I got the weirdest look 😭😂,"If a customer says ""my pleasure"" to a Chick-fil-A employee, they are entitled to a discount, a free ice cream menu item, or free food altogether.","{
  ""negated_claims"": [
    ""Saying my pleasure before they do at Chick-fil-A gets you a free ice cream trust me I got the weirdest look 😭😂"",
    ""Saying my pleasure before they do at Chick-fil-A does get you a free ice cream trust me I got the weirdest look 😭😂"",
    ""Saying my pleasure before they do at Chick-fil-A entitles you to a free ice cream trust me I got the weirdest look 😭😂""
  ]
}"
tweet-sno-1290,Just so everyone knows…saying “my pleasure” before a Chick-fil-A employee does not get you a free cookie ice cream sandwich or a discount or anything else tik tok has oh so willingly lied to you about!,"If a customer says ""my pleasure"" to a Chick-fil-A employee, they are entitled to a discount, a free ice cream menu item, or free food altogether.","{
""negated_claims"": [
""Just so everyone knows…saying “my pleasure” before a Chick-fil-A employee does get you a free cookie ice cream sandwich or a discount or something else tik tok has oh so willingly lied to you about!"",
""Just so everyone knows…saying “my pleasure” before a Chick-fil-A employee does not get you a free cookie ice cream sandwich or a discount, and tik tok has not lied to you about it!"",
""Just so everyone knows…saying “my pleasure” before a Chick-fil-A employee does get you a free ice cream menu item or a discount, contrary to what tik tok has claimed!""
]
}"
tweet-sno-1291,"President-elect Joe Biden says he'd ""be happy"" to join former Presidents Obama, Bush and Clinton in getting a Covid vaccine in public to prove it's safe. ""When Dr. Fauci says we have a vaccine that is safe, that's the moment in which I will stand before the public and say that""",U.S. President-elect Joe Biden said he will get the COVID-19 vaccination in public on television.,"{
""negated_claims"": [
""President-elect Joe Biden says he'd be reluctant to join former Presidents Obama, Bush, and Clinton in getting a Covid vaccine in public to prove it's safe."",
""President-elect Joe Biden says he wouldn't be happy to join former Presidents Obama, Bush, and Clinton in getting a Covid vaccine in public to prove it's safe."",
""President-elect Joe Biden says he'd be happy not to join former Presidents Obama, Bush, and Clinton in getting a Covid vaccine in public to prove it's safe.""
]
}"
