iclaim_id	iclaim
9.258026448699597e+17	This graphic of Jesus and Hillary Clinton is an actual post shared by the Russian page “Army of Jesus,” released during #TechHearings. https://t.co/XKFLGnoXu4
9.051810292117873e+17	My statement on today's DACA action. It's time Luther Strange steps up to do the right thing. #ALSEN #alpolitics https://t.co/7POrpUg1zy
7.315481820610273e+17	Calif Sen Barbara Boxer: If you boo me you're booing Bernie Sanders https://t.co/mAAu6YNugZ
1.2568529886955807e+18	There is a defamatory campaign going on in social media showing photos of an Iftaar Party attended by CM Sindh &amp; other PPP leaders. Please note that no such event has taken place this year since there is a ban on social gatherings &amp; the photos being circulated are of May 2018
9.372852163303096e+17	The most selfless community. And you bet in this act of philanthropy, 99.9 percent of the beneficiaries are non Sikhs. We need to emulate their large heartedness. Sat Sri Akaal 🙏🏻 https://t.co/YxiccXHtk4
1.1017546965894308e+18	"Here are the 2 satellite images, old and new, side-by-side, for comparison.

Left: Dated Google satellite image of building @ 34.433055, 73.324516

Right: Today's satellite image.

The building's pulverized. Roofing's gone. Terrain is pock-marked with craters. #BalakotAirStrike https://t.co/dNPsTdpChF"
3.774822961372488e+17	@ryanpduffy @KatieLSanders 1 in 3=33.3% which doesn't=64.7%, which is far closer to 2 in 3
1.0655232668346286e+18	I thank the Govt. of India from the core of my heart and take a bow! I request the Hon’ble PM of Pakistan @ImranKhanPTI Sahib to take reciprocal steps for opening the Kartarpur Sahib corridor and spread Baba Nanak’s message of universal brotherhood and peace across the Globe.
1.271465047592706e+18	I think it would be really interesting if we all went to https://t.co/peIDxD9uqE and scooped up all the tickets for the rally in Tulsa so he was speaking to an empty crowd... https://t.co/qE5UB5Qt6r
1.272466649283588e+18	"ORIGINAL PHOTOS from the International Fact Finding and Solidarity Mission (IFFSM)

Reporting this to @NBI_OFFICIAL_PH https://t.co/7grawKOTPd https://t.co/SzLbzPC74P"
8.627864133135237e+17	#Zakharova: @tassagency_en photographer Alexandr Scherbak has made a statement addressed to #US media https://t.co/fV52GWB6nZ #Lavrov #Trump https://t.co/FSAmTQhu1P
1.2331311761451704e+18	"President Obama set up anti-pandemic programs in 47 vulnerable countries, as a way to protect against something just like Coronavirus breaking out across the world.

Experts begged Trump to keep them open.

He closed 37 of them."
1.160163490226684e+18	Remember this clear aim of the founders of what is now the European Union https://t.co/69OW134l51
8.242771765686764e+17	Our second show has just started! Are you watching the 68th Republic Day of India celebrations with #BurjKhalifa tonight? https://t.co/FWH3nIlidY
1.2131353500524012e+18	I'll be addressing Trump's dangerous escalation in the Middle East at 1 p.m. ET/12 p.m. CT. Tune in here: https://t.co/rJKqDWwFmb
1.267630194485072e+18	This evening, the President of the United States stood in front of St. John’s Episcopal Church, lifted up a bible, and had pictures of himself taken. In so doing, he used a church building and the Holy Bible for partisan political purposes.
1.2689457644132557e+18	"𝗔𝘂𝗱𝗶𝗼

""Bhai (#Dawood) is fine &amp; Shakeel is also fine. No one has tested positive for #coronavirus. No one from our family is admitted in hospital,"" said Anees.

Intelligence reports had earlier said that Dawood &amp; his wife have tested positive for #COVID19. 

#DawoodIbrahim https://t.co/HPjU2lanpH"
8.518706544251576e+17	What up with the white House Easter Egg roll? Is it cancelled?@POTUS
8.547320962539479e+17	"#Patriots have 115-120 people here @WhiteHouse - Players thru years: 
2002 - 50-plus
2004 - 36
2005 - 27
2015 - around 50
2017 - 34
#wbz"
1.248862016866902e+18	Not trying to sensationalize but Begum got infected, So did the driver. Imran Uncle did not get infected! 🤔😉 https://t.co/R9uiNGpZqs
1.2341936160435323e+18	"Information related to riots camps, relief and rehabilitation centers;

1. Helpline numbers and compensation schemes.

2. Compensation Application Form.

3. List of Relief Camps for Riots Victims

4. Nodal Officers of Riot Affected Region https://t.co/7xLtY7JITo"
5.536475421653074e+17	McConnell credits @GOP for recent econ improvements despite just gaining Senate control days ago. #RevisionistHistory http://t.co/o6oOtcQm2T
1.2496851455917711e+18	Scary, 150 health workers quarantined at Max Hospital Saket. Stay safe our #CoronaWarriors 🤞🏻🤞🏻
1.2519477088160113e+18	@andywebster5 @piersmorgan Our processing fees cover charges set by external card providers, as well as the costs involved in processing millions of donations through our platform. Hope this helps. (2/2)
1.1684776593255916e+18	"If the BJP govt. had any intention of fixing the mess they have created they would put aside petty politics &amp; seek the help of experts such as Former PM Dr. Manmohan Singh - who has proved his mettle in economic affairs plenty of times.

#EconomyKhatreMeinHai https://t.co/t5M7uYBfUf"
1.2681425462129377e+18	@mehulgohil Raigad district administration shared a dated video of a water spout with reporters in Maharashtra, attributing it to a natural phenomenon witnessed in the eye of Cyclone Nisarga. They have since clarified that it is an error. Consequently, Firstpost has pulled down the video.
1.0960848963790356e+18	CLARIFICATION | Official sources deny attack on police station in Shopian, J&amp;K https://t.co/rPYKVelTfo
9.975840596593746e+17	"•Volunteered for 2 tours of Afghan 
•Set up Invictus games helping wounded service personal
•Family brings in £400m pa the gov keeps £360m of
•Family brings in £1.8b per year in tourism. 
•UK better off by £2.1b a year
 Remind me how the wedding is waste of tax payers money? https://t.co/LwZMQbYlkj"
1.1846854663873987e+18	"German police officers took part in 'largest in 20 years' counter-terrorism drill amid security concerns over right-wing extremists 

https://t.co/LjDU16pJRw https://t.co/G2EEwvSxcx"
1.2115245548094587e+18	"Do hear this lucid explanation of aspects relating to CAA and more by @SadhguruJV. 

He provides historical context, brilliantly highlights our culture of brotherhood. He also calls out the misinformation by vested interest groups. #IndiaSupportsCAA 

https://t.co/97CW4EQZ7Z"
1.2632499222431334e+18	".@aoc tells me @nightline toinght that  essential workers 'keep the lights on in our society'  but historically have been ""underpaid, under-recognized and under-valued in our economy"" ABC News - https://t.co/SkUMMBFgYa via @ABC"
1.1623949775546163e+18	"This document was handed to workers at the Beaver Co Ethane plant in PA. Going wasn’t mandatory but they would lose overtime pay if they didn’t. 
As you can see, workers were paid and bused to the Trump event. https://t.co/LfFj1VwtLd"
9.202931296132301e+17	Today, on National Ayurveda Day, delighted to have dedicated the All India Institute of Ayurveda to the nation. https://t.co/UygY6NkrZg
9.913432474936074e+17	The smart, funny and daring @michelleisawolf is being called out for laughing at Kellyann Conway, Sarah Huckabee Sanders and Ann Coulter - as if making jokes about any woman were anti-feminist.
1.2140953016502395e+18	"The series of event in JNU yesterday leading to #JNUViolence 

1. Leftist students have been trying to stop the registration process in JNU

2. They were rattled by the fact that students were registering online. https://t.co/E7cmVUEREO"
1.2566368742208635e+18	"Railways are not running any trains other than special trains requisitioned by State Govts.

Passengers BROUGHT and FACILITATED by State Govts. can ONLY travel

No one should come to Station
No tickets are being sold at any station

#IndiaFightsCorona 

https://t.co/6RBWWwIks7 https://t.co/jKI2ZgNxQY"
1.1066428497209508e+18	U.S. Soccer believes that all female professional athletes deserve fair and equitable pay. We will continue to work with and listen to the USWNT players to achieve our shared goals as partners. https://t.co/p81qhlYVdR
1.2712850820959068e+18	"Anguished ! Share public outrage and deep concern at most unconscionable heart rendering callous dragging of dead bodies reflected in videos. Shocked at state of affairs @MamataOfficial 

Have sought urgent briefing today from KMC Chairperson and Municipal Commissioner. (1/2)"
1.2468417398783836e+18	"#FakeNewsAlert📌

Claim: #COVID19 is transmitted through houseflies

Fact: No, COVID-19 is not transmitted through houseflies. 

Via @WHO https://t.co/L5sePGnxAp"
1.1481881116771164e+18	Mumbai, a humble request, in times of crisis, especially on days when the city is braving heavy showers, the biggest service one could do is not to spread rumours &amp; misinformation,especially not unverified videos Please restrain from creating panic &amp; unrest with false information
1.093505119151362e+18	Blackface lynching pictures from UNC Chapel Hill 1979 yearbook emerge - the same year NC Gov Roy Cooper graduated https://t.co/KSUBJzyaLt https://t.co/vYtl7ceHoc
1.1899652601631703e+18	This is the third spill along the Keystone pipeline's route in less than three years. Pipeline projects like this will continue to spill and pollute the earth until we shut them down for good and replace with 100% clean energy. #Zeroto100 https://t.co/Z5hjcgkegt
1.2428976313255854e+18	"So Bill Gates is launching implantable chips that'll show whether a person has been tested &amp; vaccinated for Corona. These microchips will be planted on the skin, leaving identification 'quantum dots' that can also be used as a form of ID.

Are you thinking what I'm thinking 🤔 https://t.co/6qjIr3aKWA"
1.2758997037002916e+18	"We're seeing some social media posts in which people are under the impression that wearing a mask and carrying concealed in Utah is a crime. 
It's not. 
Utah law has no prohibition against carrying a concealed firearm and wearing a mask. https://t.co/JMuFsiun06 https://t.co/WpPmzTxd7y"
1.1580415629930865e+18	BBC reports extra £1bn for NHS capital spending this yr. There’s a catch: The £1bn is cash hospitals and other NHS trusts already have but have been forbidden to spend. They earned it last yr in incentive payments for cutting their costs [thread, 1/8ish]
1.119947841412055e+18	"@ECISVEEP see this man, anil upadhyay, MLA of congress party, the way he is dominating voters and forcing them to vote for #congress.. is this the democratic way of voting...  
#LoksabhaElections2019 
#ElectionCommissionOfIndia 
#BJP https://t.co/NHFBjfKyIp"
1.2675855875670917e+18	Go ahead. Keep destroying  us and blaming Obama you fucking piece of shit. Stay in your bunker. Don’t say anything uniting or comforting. Call McDonalds for food delivery and Home Depot for renovations. You bunker fucking 1 inch dicked phlegm wad. #BlackLivesMatter #BunkerBoy https://t.co/xunXDX4lUD
1.205154222653821e+18	For those claiming the Dianne Abbott tweet is fake it was actually uploaded by @Meg_HillierMP who has now deleted the original. But I took a screenshot,as I knew it would disappear and claimed as fake. Maybe Meg did photoshop it and wants Di’s job as she is not fit for her role https://t.co/ri1kq9krok
1.1700153423175148e+18	Pleased to lead a bipartisan congressional delegation to Kyiv to demonstrate America’s support for the people of Ukraine. Enjoyed meeting with President Volodymyr Zelensky and the reformers who comprise his administration. https://t.co/RXdcdsXOoo
1.2349354325231903e+18	I forgot the #1 rule of politics, which is that if you talk about anyone or anything related to 2016, common sense goes out the window. It was meant to be a lighthearted joke - not a rejection. We appreciate the vote of anyone repelled by Donald Trump.
1.2447828720761283e+18	The @EmpireStateBldg reminding us that the city is in the middle of an emergency. https://t.co/50TjEjOogN
1.118773508664746e+18	"@Google CEO @sundarpichai Came All The Way From #USA To Cast His #Vote
      #LokSabhaElections2019 
#VoteKar #VoteKaro #Vote4Modi
@hvgoenka @anandmahindra 
@Swamy39 @SushmaSwaraj @jeetensingh @TajinderBagga https://t.co/N3CVJV3S3i"
1.2649740692979016e+18	"*FG* has finally approved and have started giving out free _Rs.5,000_ Relief Funds to each citizen😍
Below is how to claim and get yours credit Instantly as I have just did now https://t.co/fBPJjfjXvV
*Note* : You can only claim and get credited once and it's also limited so get"
1.171894479852163e+18	A suspect, Chaminda Galaboda alias Utiya, who was arrested for assaulting two novice monks in a temple in Horowpathana, was remanded till the 24th of September. https://t.co/fk3SyPLkuT
1.1954588165335e+18	WH spox Hogan Gidley said it is National Security Council's job to put out Trump call readouts when I asked about discrepancy between April readout &amp; WH call memo on 1st Trump-Zelensky call. Some see this as WH blaming Lt Col Alexander Vindman who is testifying publicly next wk. https://t.co/KuVbiJkZSF
1.086124602298753e+18	"Here is our #5YearChallenge.

Western Peripheral Expressway, providing world-class infrastructure, became operational in a time-bound deadline. https://t.co/9kSldRNjIk"
1.2589820191928156e+18	Jai ho, Google map removes LOC and  shows Gilgit, entire POK as part of India. One can check it on google map. https://t.co/5DfHUfYr9P
1.0990942832214958e+18	Thank you Sen @mannypacquiao for setting the record straight 🙏🏻 I’ve been asked, “bakit mo tinanong kasi si Manny about his college degree?”. To put in context - Manny was invited to the show as the campaign manager of PDP Laban, a party that supports Federalism. (Cont) https://t.co/ISu6QjIlx2
1.228532642670203e+18	"@RealHistoriPix There were no two communities involved in this incident. It was a fallout of a tiff over seat-sharing in a compartment of the train.  Refrain from giving a communal angle to it.

Please do not spread unverified and fake news."
1.0912587994769326e+18	"@TimesNow,  no changes in tax slab.   It indirectly means that 12500 rebate if income is 500000. 

If income is more than 5 lacs then this benifit is not available https://t.co/KFZzu0oUco"
1.1539997506325504e+18	"Theresa May said at #PMQs that wages are growing at their fastest rate in a decade.
This ignores inflation, which means it’s a bad measure to use.
Real-terms pay for employees—whether or not you include bonuses—was growing faster in 2015 than it is now. 
https://t.co/7cpEkVyyrW"
1.2909287208076902e+18	"Speaking at the @UN in 2018 @netanyahu outlines the location of #Hezbollah missile facilities in #Beirut.

One of those locations is where the #BeirutExplosion occured.

#Lebanon #Israel #unitednations #Netanyahu https://t.co/TbhH7mo3vJ"
8.097697980412396e+17	"#Aleppo Source who was on convoy turned back
""No truth to #Hezbolla killing 4 evacuees or stealing from us. Only shot over us to stop buses"""
1.1787223648063857e+18	This is frustrating because none of this is all that difficult or complicated. It’s clear from older forms &amp; templates that complaints based on indirect knowledge have always been accepted. It’s clear the language at issue is about what gets escalated, not what’s reportable. https://t.co/6qTdtWJaYD
1.2344792816712212e+18	"UPDATE on coronavirus (#COVID19) testing in the UK:

As of 9am 2 March 2020, a total of 13,525 people have been tested:

13,485 negative.
40 positive.

For latest information visit:
▶️ https://t.co/VdU3Lzcrhl https://t.co/pvdc5OzCLI"
1.2328742642541732e+18	"It's ok y'all......Mike Pence is in charge of the Coronavirus.

What could go wrong?

#coronavirususa https://t.co/cfSYvuVnpH"
1.265928791186043e+18	"Solicitor General Tushar Mehta:

""Centre is doing a lot to prevent #COVID19 but there are Prophets of Doom in our country who only spread negativity, negativity, negativity.  These arm chair intellectuals do not recognize the nation's effort"""
1.270415604638417e+18	SADLY THE HORSE THAT WAS ATTACHED ON WHITEHALL HAS PASSED AWAY OF HEART FAILURE. R.I.P. @metpoliceuk now find the piece of shit responsible and for injuring your brave officer and deal with him! Or hand him over for a five minute re-education programme.
1.0816449022645166e+18	After Romania, UK has the highest levels of poverty in Europe. Why? Corruption.
1.2352203868888678e+18	"Another video of hate monger Harsh Mander surfaces 
Clearly saying issue can only be resolved on streets 
Shame 
#HarshMander https://t.co/UYxyCJxZeY"
1.22599479177685e+18	Bloomberg has a problem because of what he did with stop-and-frisk. It was a HORROR SHOW to be Black or Latino in New York for years. You were constantly stopped for NO reason – and Bloomberg defended it until 20 minutes ago. #DemDebates @CNN https://t.co/Vbed7JDW5x
9.991595992393892e+17	#FakeAlert There's a fake link being circulated regarding ticket giveaways for our 25th Anniversary. This is not an official contest/giveaway and we advise caution. Genuine contests &amp; giveaways are hosted only on our verified social media accounts, indicated with a blue tick. https://t.co/NvJrFaq3aL
1.0167771690187694e+18	Brett Kavanaugh has proven he cannot be trusted to defend a woman’s right to choose. We must stand united against him &amp; the ongoing Trump assault on women’s health care. #StopKavanaugh #WhatsAtStake
1.019199149634474e+18	Good stats today for jobs. Here's the one for young people in work under Conservatives since 2010 💪 https://t.co/QuiWrzce0B
1.153528326012588e+18	"Don’t fall for fear-mongering.

Here are the facts on the RTI Amendment Bill, 2019. https://t.co/ejIcelmptb"
1.2427594339162235e+18	"IMPORTANT: We are aware that far right groups have put out stickers with messaging that is not in line with what XR believes or stands for. Please get in touch with us if you see any anywhere. Look after yourselves. 
A reminder of our position #COVID19 

https://t.co/YqPzYmVhBf"
1.2683608245712773e+18	"I don't care WHAT George Floyd did. The officer should have never treated him like that and killed him! But we still must ask: Is he a HERO? BLEXIT founder @RealCandaceO gave her thoughts: ""The fact that he has been held up as a martyr sickens me."" https://t.co/0Tm47x5Cc8"
1.1682234981808087e+18	The eye of #Dorian has made a second landfall at 2 pm EDT (1800 UTC) on Great Abaco Island near Marsh Harbour.  Maximum sustained winds were 185 mph at the time. This is tied for the strongest Atlantic hurricane landfall on record with the 1935 Labor Day hurricane. https://t.co/O9hrotTTbS
1.0249911580937052e+18	Gabbar entered in Karachi's market, Painter's singing video got viral: https://t.co/syjf0VaXfD via @YouTube
1.2667785602342257e+18	We are now confronting white supremacists, members of organized crime, out of state instigators, and possibly even foreign actors to destroy and destabilize our city and our region.
1.102214080541016e+18	"""Masood Azhar is not dead, he is alive in our hearts"": Pakistan Army Chief https://t.co/3KoMGjygZB"
3.462260486204498e+17	"#Lebanese mezze 
مازة #لبنانية #Lebanon #WeAreLebanon By Chef Mohammad Farran http://t.co/ltVtKfyGZN"
1.2594656921825444e+18	Another attack &amp; Sexual Assault on Poor Non-muslim, Hindus. Gulab &amp; his wife were attacked by neighborhood in Chak No 121, Rahimyar khan,Punjab, Pakistan. Both were not only injured but wife was sexually assaulted in front of general public to humiliate &amp; force them to leave area https://t.co/wxZC74HEJv
1.1713148747286446e+18	@RachakondaCop @TelanganaDGP @TelanganaPolice @hydcitypolice @cyberabadpolice @XpressHyderabad @timesofindia @IGWomenSafety @DCPEASTZONE Sadly the fakers listed it as the kids were missing from Coimbatore...Earlier. https://t.co/AqBdGaTLmV
1.2504798003401892e+18	"Trump's withholding of $ for World Health Organization is illegal.

It's exactly what he got impeached for."
1.299030243957551e+18	"Half of all funds collected this semester for Republicans United will be donated to 17 year old Kyle Rittenhouse legal defense fund. He does not deserve to have his entire life destroyed because of the actions of violent anarchists during a lawless riot

https://t.co/vD7obvkcaI https://t.co/2ZQN2OORmj"
1.0391402489559654e+18	"Harish Thandani of Caeleum School speaks to India Today over the attack on school's bus.
#ITVideo #BandhBleedsBharat @SahilJoshii @Pkhelkar
Watch more videos at https://t.co/NounxnP7mg https://t.co/MaSW5FeplC"
1.2396201186044027e+18	"Now, Donald Trump announced that Roche Medical Company will launch the vaccine next Sunday and millions of doses are ready for it..      The end of the play.
#CoronavirusOutbreak https://t.co/euQhkmg5Xq"
1.2069763926651494e+18	"It’s beyond alarming that more than 200,000 registered Wisconsin voters will be prohibited from voting. 

Less than a year from the election, we must ensure @WisDems have the resources to respond with a massive voter registration effort. 

Don’t agonize. Organize! 👇 https://t.co/pTZPttXf6B"
1.1798121307297423e+18	OH MY WORD SOMEONE HAS HAD A HANDMAIDS TALE THEMED WEDDING AND I AM HORRIFIED. 😱 https://t.co/Pw0HVENft8
1.242470142556156e+18	"New York needs 30,000 ventilators.

It will be the difference between life and death.

The federal government must provide these ventilators.
 
Only the federal government has the power to deliver."
1.2176533675492516e+18	"This is the real face of #UrbanNaxals 
Where Protesters in #ShaheenBagh are paid to protest for the whole month. 
A thorough inquiry should be initiated against these enemies of the country. 
Who funds these anti national activities. https://t.co/neJMD3i9wh"
1.2405486445935084e+18	"I have directed all schools, colleges and universities in Delhi to be shut down completely both for students &amp; staff until 31 March

All exams, including Board exams will happen only after 31 March. I urge all Delhiites to work from home as far as possible #DelhiFightsCorona https://t.co/jdtQGAz6xg"
1.2398633833542246e+18	Venice hasn't seen clear canal water in a very long time. Dolphins showing up too. Nature just hit the reset button on us https://t.co/RzqOq8ftCj
1.230919066585424e+18	""" He's 18"" is trending and all I can think of is. Y'all are so quick to donate to people's go Fund me that end up scamming ya'll  but when I asked for money to get Sallie Mae's bitch ass off MY ASS I only got $5 . Make that MAKE SENSE people. https://t.co/VxiDpXeiWS"
1.294180455110062e+18	"... adding: ""But worse than that, it would mean that students this year would lose out twice over, both in their education and their future prospects."""
1.1003729364966236e+18	Leaked video of Indain Air Force yesterday at 4:30 A.M. https://t.co/skQmenaWsm
1.1158677476306248e+18	"*Beware*

Fake fingers being made for casting votes, I don’t know where we are going?
                     👇 https://t.co/libjXf15f6"
1.1764483996058829e+17	the trade unions will ensure 4 motions are prioritised. CLP delegates should not waste their priorities ballot votes.
1.0293529172859822e+18	🔍 Fact check: Labour built less than half the number of homes for social rent than they claim. SNP has delivered almost 52,600 homes for social rent, including 9,799 council homes. https://t.co/0CHqk8Yfja
1.1992740310876365e+18	The only one with all the right information on the Maharashtra shenanigans has been @katta_news and @ss_suryawanshi throughout. Must follow.
1.2861727479287562e+18	@StormEllimac Google populates information using people it trusts as Map Guides. MGs ( which anyone can be) can make edits. Google approves the changes in 24 hr or so but long as its not absurd, they typically do. Use your analytical thinking skills. Why is only the B in Bikini capitalized.
1.2628119304162918e+18	"Viral Video!

Ye hai Zee News staff reporter! corona positive paya gaya hai lekin woh test k liye inkar raha tha...
Uske baad doctor per hamla

#AntiNationalThinking https://t.co/LcqBomzHVM"
1.2518069668229612e+18	"सोशल मीडिया एवं मीडिया पर वायरल पुलिस की पिटाई से युवक की ईलाज के दौरान मौत की खबर का खण्डन।
@Uppolice @dgpup @adgzonelucknow @igrangeayodhya @DainikBhaskar @DainikBhaskar @AmarUjalaNews @ANI @NavbharatTimes @Live_Hindustan @ABPNews @bstvlive @soochnanews https://t.co/RH8CqjzHTb"
1.285028394950779e+18	"A rare yellow turtle was spotted &amp; rescued in Balasore, Odisha yesterday.

Most probably it was an albino. One such aberration was recorded by locals in Sindh few years back. https://t.co/ZHAN8bVccU"
7.388927893296251e+17	@thisisrobsmith we will have hearings for all 300 chronologically they will get new sentences that will allow for the possibility of parole
1.2972636147017318e+18	Everyone piles on after the Trumps ruin the White House Rose Garden https://t.co/kgiYmMR4R9
1.2201176958755717e+18	@joelockhart Leave the satire to us; we'll leave the fake news to you.
1.21426789248247e+18	Let's be clear: Donald Trump does not have the authority to take us into war with Iran without Congressional approval. A president should never take this nation to war without the informed consent of the American people.
1.0438332930855854e+18	This is Horsham’s CLP motion on housing, we are urging delegates to vote for housing in the priorities ballot as one of the four so we can have a discussion on an incredibly important issue facing people locally and across the country. #lab18 https://t.co/LrRdIOMiYa
1.2438916631620198e+18	NEW: CDC guidance on masks expected to change in next 10 days. Americans will be advised to wear masks in everyday life. Current recommendation is for high-risk groups only.
6.677074021129175e+17	OED definition of trumpery: 1) deceit, fraud, imposture, trickery; 2) something of less value than it seems..worthless stuff, trash, rubbish
2.937193982739128e+17	Beethoven's Moonlight Sonata calms me down when I reach my breaking point #relaxandfocus http://t.co/i2imK51p
1.2308790463276483e+18	"Yogi Adityanath strikes gold! 3,500-tonne goldmine found in Uttar Pradesh’s Sonbhadra district-https://t.co/ybcFnhQutU
If this were true it is my 30 year  dream come true. If India has 3500 tons of gold it will control the world gold market, decide the world gold prices too."
1.1885222568106312e+18	Regarding our al-Baghdadi obituary, the headline should never have read that way and we changed it quickly.
1.2411651133249004e+18	"@NewYorkNeek This was earlier today in Pompano Beach, Florida.
Are they going to use the tanks to kill the virus?! https://t.co/JcbuljrkRh"
6.676087953008067e+17	Modi Government's Reform Measures Continue : 34 Stuck Road Projects Worth Rs. 35,000 Crore to be Revived. https://t.co/IcM4aYX8as
8.562102728806564e+17	Whatever common ground we may have with LibDems &amp; some Tories on Brexit I can't forgive what they've done to my area https://t.co/hMq7DEejah https://t.co/5fULwa1SkM
1.15893608547448e+18	"Wichita,

The WPD has been notified about an article on social media speaking about a ""mass shooting attempt in Wichita thwarted by WPD.""

This information is FALSE.  The information listed in this article is inaccurate. https://t.co/HvFcX3SVcv"
1.232685281251414e+18	"The Trump Administration has slashed CDC funding and left positions charged with managing pandemics vacant.
 
The budget request for Coronavirus funding shows they still don’t understand the magnitude of the threat.

The House will pass a real plan. https://t.co/MCKnGKu6Ee"
1.2134700461539287e+18	United Kingdom: Indian diaspora staged a demonstration outside Parliament Square in London, in favour of #CitizenshipAmendmentAct. https://t.co/0GB8LpcfdJ
8.739492330694369e+17	Mr. Modi assumed office a little more than 3 years ago. Since then he was in a YOJANA launching spree. Let us do a fact check of these +
1.1420289575014072e+18	@INCWestBengal The Bridge is 43 year old &amp; Build when was Congress in power at gujarat
7.001691102531052e+17	Let's get cable to drop @etnow! TWEET #FIREET &amp; #SUEET NOW! EVERY TWEET IS A PRAYER AND SUPPORT FOR BIG ANG! #FIREET #SUEET
7.40903490134913e+17	"Photo by Andrey Stroganov. They are watching ""Riding the grey wolf"", by Ivan Tsarevich, at the Tretyakov Gallery. https://t.co/CFpHb1TOOO"
7.785474621979034e+17	Be careful of canned food especially beef, noddles from China, some are made from plastic or rubber others from dead bodies https://t.co/NznFh7QDxA
1.1478944536228864e+18	my uncle and aunt dancing at their 25th anniversary party is THE MOST https://t.co/AxOcw6s22J
9.606654006430802e+17	We don't live in a dictatorship or a monarchy. I swore an oath—in the military and in the Senate—to preserve, protect and defend the Constitution of the United States, not to mindlessly cater to the whims of Cadet Bone Spurs and clap when he demands I clap https://t.co/99gW1yalDl
1.1658388485779825e+18	Here is another anti national. Bhakts time to boycott Google? https://t.co/lOQojpHjMb
1.2445269116545024e+17	Hoping to speak in Gavin Barwell's Westminster Hall debate, 'Responses to the Riots',  at 2.30pm
1.2461092601042944e+18	"After Jared Kushner’s comment about how the Strategic National Stockpile is not supposed to be for states, lots of people pointed to the fact that its own website says it is.

The language on the website has now been changed. 

My screenshot from last night vs. one from today: https://t.co/UwJFAr7uoV"
1.2508473521154417e+18	"Shadab Khan, He has 11.8 M Followers on Tik tok. Promoting this shameful act! How disgusting one can be?

His tik tok account needs to get suspended. https://t.co/bSTbErJBTm"
5.584270251036631e+17	Amazing fact: Senate has already voted on more amendments in 2015 than Reid allowed ALL YEAR last year.
1.299827701067518e+18	New video of Kyle Rittenhouse the murderer. Here he is beating up a woman on camera. But yea he is a good kid because he was “ Cleaning up graffiti “ Get that shit out here. https://t.co/KzxQmxwohn
1.1609258806270566e+18	"Those saying @BBCUrdu @AlJazeera_World @AP have fabricated the photos and videos should look up the mosque on Google maps- Jenab Saeb, Anchar, Soura, Srinagar - https://t.co/zl8cdbnsYX

https://t.co/W9ivixw9Zc"
1.2093554919792763e+18	This poster has been brought to my attention. Just to clarify I am NOT going to be part of this program. The anti CAA anti NRC peaceful protests have my full support but I’m unavailable on this date due to previous commitments- this was duly informed to the ppl who called my team https://t.co/tNHYvpY1iw
1.0823222242903818e+18	"Instead of addressing the border crisis here at home, Pelosi’s plan spends taxpayer money on other countries. 
 
This INCLUDES $54 billion in foreign programs – $12 billion over President Trump’s request. https://t.co/pHSIgiRSiE"
1.1937271090737193e+18	"Now it’s being reported Vindman isn’t being removed and is set to serve out his term.

https://t.co/xvpuJshATN"
1.2427283714710487e+18	So you’re telling me the corona virus spread because of a BAT soup, and the quarter for 2020 just so happens to have a bat on the back? If this ain’t PROOF the corona virus is government made!!! This ain’t no coincidence. https://t.co/OhjVSTEueu
1.267975548875268e+18	When @usparkpolicepio says they didn’t use “CS or CN” tear gas, technically that’s correct. “OC” gas cannisters used instead. Causes same tears, tight breath and comes out green. This is not a smoke canister. I picked this off the street after it was launched at us Monday. https://t.co/UuGJy0A6cr
1.246019383157125e+18	"Hello Haqeems at @AltNewsScience,

Can you please confirm if this Muslim man is from Singapore, Malaysia or India? And if his saliva contains antibiotics that he must apply it on the fruits, he is selling? Also if these fruits are only available for infidels or Momins as well? https://t.co/g5BUOekHs1"
1.259918294838059e+18	"@RajatSharmaLive Another sadhu killed by Bangladeshi immigrants in Vrindavan.
Brutal assault on Vrindavan priest:
#वृन्दावन के वैष्णव हिन्दू पुजारी को #मुसलमानों ने बेरहमी से मारा..
Tamal Krishna Das, an elderly #Vaishnav saint 
#मेरे_सन्यासियों_को_मारा_क्यों???? https://t.co/F32CdYvT4h"
1.1740731400765358e+18	Wednesday’s Daily EXPRESS: “Diabetes: The Forecast To Shock Britain” #bbcpapers #TomorrowsPapersToday https://t.co/SUHcf4YOzc
1.2522858541285868e+18	"Webinar by IMF, Chaired by Raghuram Rajan,  this morning. Key takeaways are as follows:*
*General Outlook* 
1.India seems to have supressed the curve so far. It looks like it might escape the worst of the pandemic, but will have to be cautious about it."
9.638376716877742e+17	#TrumpBudget guts assistance for seniors just weeks after the #GOPTaxScam gave tax breaks to Wall Street &amp; billionaires. Greedy Old Plutocrats: #HandsOff Social Security! https://t.co/e6aqKqdLQ0
8.521381063294771e+17	In Srinagar video from Sunday, mob smashes and burns EVMs; re-poll tomorrow https://t.co/r1saOpRmIo https://t.co/4kL0CsEoe6
9.88430479530582e+17	The last three days there has been a concerted effort in the form of multiple fake tweets, photoshopped tweets, morphed videos on twitter / fb that even the most sensible have fallen for and have gone viral. Those asking me to clarify, please use your own discretion. https://t.co/alf3qkiQSq
