query_id,original_claim,edited_claim,rouge_score,edit_distance,verifier_scores
tweet-sno-1245,"A supporter of President Donald Trump carries a Confederate battle flag on the second floor of the U.S. Capitol near the entrance to the Senate after breaching security defenses, in Washington, January 6, 2021. Photo by Mike Theiler","A Trump supporter was photographed with a Confederate battle flag near the entrance to the Senate on the second floor of the U.S. Capitol after breaching security on January 6, 2021.","{""rouge-1"": 0.7936507887125221, ""rouge-2"": 0.5797101399789961, ""rouge-l"": 0.7619047569664904}",0.6041666666666666,"{""label"": ""LABEL_1"", ""score"": 0.9994685053825378}"
tweet-sno-1246,They just put up a cross in front of the capitol building,They have not just put up a cross in front of the capitol building.,"{""rouge-1"": 0.9230769181065088, ""rouge-2"": 0.8333333283680556, ""rouge-l"": 0.9230769181065088}",0.2,"{""label"": ""LABEL_1"", ""score"": 0.9994569420814514}"
tweet-sno-1246,They just put up a cross in front of the capitol building,A cross was not recently erected in front of the capitol building.,"{""rouge-1"": 0.5833333283333335, ""rouge-2"": 0.45454544954545456, ""rouge-l"": 0.5833333283333335}",0.5384615384615384,"{""label"": ""LABEL_1"", ""score"": 0.9994254112243652}"
tweet-sno-1246,They just put up a cross in front of the capitol building,There has been no recent erection of a cross in front of the capitol building.,"{""rouge-1"": 0.6153846104142012, ""rouge-2"": 0.5599999950720002, ""rouge-l"": 0.6153846104142012}",0.5,"{""label"": ""LABEL_1"", ""score"": 0.9994601607322693}"
tweet-sno-1246,They just put up a cross in front of the capitol building,Nobody just put up a cross in front of the capitol building.,"{""rouge-1"": 0.9166666616666667, ""rouge-2"": 0.9090909040909091, ""rouge-l"": 0.9166666616666667}",0.15384615384615385,"{""label"": ""LABEL_1"", ""score"": 0.9994482398033142}"
tweet-sno-1246,They just put up a cross in front of the capitol building,No cross has been put up in front of the capitol building recently.,"{""rouge-1"": 0.7199999950079999, ""rouge-2"": 0.5217391254442345, ""rouge-l"": 0.6399999950080001}",0.5714285714285714,"{""label"": ""LABEL_1"", ""score"": 0.9994392991065979}"
tweet-sno-1247,Here in Italy people started to share this figure claiming that this is the diagram of the 5G chip that has been inserted in the covid vaccine. In reality it is the electric circuit of a guitar pedal and I believe that putting it in the covid vaccine has been an excellent idea💡,"Here in Italy, people are claiming that this diagram shows the 5G chip included in the COVID-19 vaccine, but it's actually a guitar pedal's electric circuit and I think adding it to the COVID-19 vaccine was a great idea💡","{""rouge-1"": 0.5633802766990678, ""rouge-2"": 0.21428570935657607, ""rouge-l"": 0.4788732344455466}",0.6491228070175439,"{""label"": ""LABEL_1"", ""score"": 0.998099148273468}"
tweet-sno-1247,Here in Italy people started to share this figure claiming that this is the diagram of the 5G chip that has been inserted in the covid vaccine. In reality it is the electric circuit of a guitar pedal and I believe that putting it in the covid vaccine has been an excellent idea💡,"In Italy, some are sharing a figure and saying it's the 5G chip from the COVID-19 vaccine, but it's really the electric circuit of a guitar pedal, and in my opinion, incorporating it into the vaccine was a brilliant move💡","{""rouge-1"": 0.39999999501632666, ""rouge-2"": 0.16279069271768537, ""rouge-l"": 0.39999999501632666}",0.6842105263157895,"{""label"": ""LABEL_1"", ""score"": 0.9774227738380432}"
tweet-sno-1247,Here in Italy people started to share this figure claiming that this is the diagram of the 5G chip that has been inserted in the covid vaccine. In reality it is the electric circuit of a guitar pedal and I believe that putting it in the covid vaccine has been an excellent idea💡,"People in Italy started circulating this diagram, claiming it's the 5G chip in the COVID-19 vaccine, when it's actually a guitar pedal circuit, which I believe was a fantastic idea💡","{""rouge-1"": 0.44444443959687585, ""rouge-2"": 0.1842105215962605, ""rouge-l"": 0.44444443959687585}",0.7192982456140351,"{""label"": ""LABEL_1"", ""score"": 0.952604353427887}"
tweet-sno-1247,Here in Italy people started to share this figure claiming that this is the diagram of the 5G chip that has been inserted in the covid vaccine. In reality it is the electric circuit of a guitar pedal and I believe that putting it in the covid vaccine has been an excellent idea💡,"There's a diagram going around in Italy that people say is the 5G chip from the COVID-19 vaccine, but it's actually an electric circuit for a guitar pedal, and I think putting it in the vaccine was an excellent decision💡","{""rouge-1"": 0.5555555505594136, ""rouge-2"": 0.2558139485316388, ""rouge-l"": 0.4999999950038581}",0.6491228070175439,"{""label"": ""LABEL_1"", ""score"": 0.990136444568634}"
tweet-sno-1247,Here in Italy people started to share this figure claiming that this is the diagram of the 5G chip that has been inserted in the covid vaccine. In reality it is the electric circuit of a guitar pedal and I believe that putting it in the covid vaccine has been an excellent idea💡,"In Italy, this figure is being shared with claims that it shows the 5G chip embedded in the COVID-19 vaccine, though it's really a guitar pedal's circuit, and I believe adding it to the vaccine was an excellent idea💡","{""rouge-1"": 0.5479452004803904, ""rouge-2"": 0.21176470093840838, ""rouge-l"": 0.49315067993244516}",0.6666666666666666,"{""label"": ""LABEL_1"", ""score"": 0.9939940571784973}"
tweet-sno-1248,A view of fresh snow this morning from Juniper Hills Ca at 4500 ft. Located south of Pearblossom in the San Gabriel foothills. Photo shared by Scott Lezak. #cawx #SoCal #LAweather,"Juniper Hills Ca at 4500 ft had a fresh layer of snow this morning, located south of Pearblossom in the San Gabriel foothills. Photo shared by Scott Lezak. #cawx #SoCal #LAweather","{""rouge-1"": 0.8333333283333335, ""rouge-2"": 0.699999995, ""rouge-l"": 0.7333333283333333}",0.3404255319148936,"{""label"": ""LABEL_1"", ""score"": 0.9993488192558289}"
tweet-sno-1248,A view of fresh snow this morning from Juniper Hills Ca at 4500 ft. Located south of Pearblossom in the San Gabriel foothills. Photo shared by Scott Lezak. #cawx #SoCal #LAweather,"This morning, fresh snow covered Juniper Hills Ca at 4500 ft, positioned south of Pearblossom in the San Gabriel foothills. Photo by Scott Lezak. #cawx #SoCal #LAweather","{""rouge-1"": 0.7719298195752539, ""rouge-2"": 0.6428571378826532, ""rouge-l"": 0.7719298195752539}",0.19148936170212766,"{""label"": ""LABEL_1"", ""score"": 0.9993367791175842}"
tweet-sno-1248,A view of fresh snow this morning from Juniper Hills Ca at 4500 ft. Located south of Pearblossom in the San Gabriel foothills. Photo shared by Scott Lezak. #cawx #SoCal #LAweather,"Scott Lezak shared a photo of fresh snow this morning in Juniper Hills Ca at 4500 ft, south of Pearblossom in the San Gabriel foothills. #cawx #SoCal #LAweather","{""rouge-1"": 0.8214285664540818, ""rouge-2"": 0.6315789423822715, ""rouge-l"": 0.7857142807397959}",0.3191489361702128,"{""label"": ""LABEL_1"", ""score"": 0.9993240833282471}"
tweet-sno-1248,A view of fresh snow this morning from Juniper Hills Ca at 4500 ft. Located south of Pearblossom in the San Gabriel foothills. Photo shared by Scott Lezak. #cawx #SoCal #LAweather,"Fresh snow seen this morning in Juniper Hills Ca at 4500 ft, situated south of Pearblossom in the San Gabriel foothills, as captured by Scott Lezak. #cawx #SoCal #LAweather","{""rouge-1"": 0.724137926040428, ""rouge-2"": 0.5517241329369797, ""rouge-l"": 0.724137926040428}",0.2127659574468085,"{""label"": ""LABEL_1"", ""score"": 0.9993420243263245}"
tweet-sno-1248,A view of fresh snow this morning from Juniper Hills Ca at 4500 ft. Located south of Pearblossom in the San Gabriel foothills. Photo shared by Scott Lezak. #cawx #SoCal #LAweather,"This morning, a fresh snowfall adorned Juniper Hills Ca at 4500 ft, just south of Pearblossom in the San Gabriel foothills. Photo by Scott Lezak. #cawx #SoCal #LAweather","{""rouge-1"": 0.724137926040428, ""rouge-2"": 0.596491223084026, ""rouge-l"": 0.724137926040428}",0.23404255319148937,"{""label"": ""LABEL_1"", ""score"": 0.9993221759796143}"
tweet-sno-1249,Around 1/2 inch of snow at the 3700 ft level in Pearblossom fell early this morning. Photo taken by Michaela Moffitt. Thanks Michaela and our NWS spotter Scott Lezak for forwarding the photo. #cawx #LAweather #LAsnow,Around 1/2 inch of snow fell at the 3700 ft level in Pearblossom early this morning.,"{""rouge-1"": 0.639999995648, ""rouge-2"": 0.47999999580000013, ""rouge-l"": 0.599999995648}",0.6557377049180327,"{""label"": ""LABEL_1"", ""score"": 0.9992840886116028}"
tweet-sno-1249,Around 1/2 inch of snow at the 3700 ft level in Pearblossom fell early this morning. Photo taken by Michaela Moffitt. Thanks Michaela and our NWS spotter Scott Lezak for forwarding the photo. #cawx #LAweather #LAsnow,"This morning, approximately 1/2 inch of snow accumulated at the 3700 ft elevation in Pearblossom.","{""rouge-1"": 0.4081632610578926, ""rouge-2"": 0.2857142816326531, ""rouge-l"": 0.4081632610578926}",0.7868852459016393,"{""label"": ""LABEL_1"", ""score"": 0.9993416666984558}"
tweet-sno-1249,Around 1/2 inch of snow at the 3700 ft level in Pearblossom fell early this morning. Photo taken by Michaela Moffitt. Thanks Michaela and our NWS spotter Scott Lezak for forwarding the photo. #cawx #LAweather #LAsnow,Pearblossom saw about 1/2 inch of snow at the 3700 ft level early today.,"{""rouge-1"": 0.4583333292013889, ""rouge-2"": 0.3333333293836806, ""rouge-l"": 0.4166666625347223}",0.8524590163934426,"{""label"": ""LABEL_1"", ""score"": 0.999255359172821}"
tweet-sno-1249,Around 1/2 inch of snow at the 3700 ft level in Pearblossom fell early this morning. Photo taken by Michaela Moffitt. Thanks Michaela and our NWS spotter Scott Lezak for forwarding the photo. #cawx #LAweather #LAsnow,"Early this morning, around 1/2 inch of snow was recorded at the 3700 ft level in Pearblossom.","{""rouge-1"": 0.47058823084967333, ""rouge-2"": 0.3529411721645521, ""rouge-l"": 0.4313725445751634}",0.7868852459016393,"{""label"": ""LABEL_1"", ""score"": 0.9992840886116028}"
tweet-sno-1249,Around 1/2 inch of snow at the 3700 ft level in Pearblossom fell early this morning. Photo taken by Michaela Moffitt. Thanks Michaela and our NWS spotter Scott Lezak for forwarding the photo. #cawx #LAweather #LAsnow,1/2 inch of snow fell at the 3700 ft elevation in Pearblossom earlier this morning.,"{""rouge-1"": 0.5306122406497293, ""rouge-2"": 0.32653060816326535, ""rouge-l"": 0.48979591411911716}",0.7049180327868853,"{""label"": ""LABEL_1"", ""score"": 0.999259889125824}"
tweet-sno-1250,"“Breaking News: In Pennsylvania there were 205,000 more votes than there were voters. This alone flips the state to President Trump.”","There were not 205,000 more votes than voters in Pennsylvania, so it does not flip the state to President Trump.","{""rouge-1"": 0.5641025591058515, ""rouge-2"": 0.3589743539776463, ""rouge-l"": 0.5641025591058515}",0.5862068965517241,"{""label"": ""LABEL_1"", ""score"": 0.9994970560073853}"
tweet-sno-1250,"“Breaking News: In Pennsylvania there were 205,000 more votes than there were voters. This alone flips the state to President Trump.”","In Pennsylvania, there were not more votes than voters, which means the state does not flip to Trump.","{""rouge-1"": 0.5405405355734113, ""rouge-2"": 0.21621621124908705, ""rouge-l"": 0.5405405355734113}",0.6896551724137931,"{""label"": ""LABEL_1"", ""score"": 0.9994800686836243}"
tweet-sno-1250,"“Breaking News: In Pennsylvania there were 205,000 more votes than there were voters. This alone flips the state to President Trump.”","The claim that Pennsylvania had 205,000 more votes than voters, and thus flips the state to Trump, is incorrect.","{""rouge-1"": 0.46153845654174885, ""rouge-2"": 0.31578946869806096, ""rouge-l"": 0.46153845654174885}",0.5862068965517241,"{""label"": ""LABEL_1"", ""score"": 0.999481737613678}"
tweet-sno-1250,"“Breaking News: In Pennsylvania there were 205,000 more votes than there were voters. This alone flips the state to President Trump.”","It is false that there were 205,000 more votes than voters in Pennsylvania, flipping the state to Trump.","{""rouge-1"": 0.5789473634349032, ""rouge-2"": 0.37837837341124914, ""rouge-l"": 0.5789473634349032}",0.5172413793103449,"{""label"": ""LABEL_1"", ""score"": 0.999495267868042}"
tweet-sno-1250,"“Breaking News: In Pennsylvania there were 205,000 more votes than there were voters. This alone flips the state to President Trump.”",The assertion that Pennsylvania had more votes than voters and flips to Trump is not true.,"{""rouge-1"": 0.4444444395061729, ""rouge-2"": 0.11428570938775531, ""rouge-l"": 0.4444444395061729}",0.7241379310344828,"{""label"": ""LABEL_1"", ""score"": 0.9994671940803528}"
tweet-sno-1251,"When are we going to be allowed to do signature verification in Fulton County, Georgia? The process is going VERY slowly.Pennsylvania just found 205,000 votes more than they had voters. Therefore, we WIN Pennsylvania!!!","When will signature verification be allowed in Fulton County, Georgia? Pennsylvania found 205,000 more votes than voters, so we win Pennsylvania!","{""rouge-1"": 0.6037735801210395, ""rouge-2"": 0.22222221755829916, ""rouge-l"": 0.49056603295122825}",0.5555555555555556,"{""label"": ""LABEL_1"", ""score"": 0.9995123147964478}"
tweet-sno-1251,"When are we going to be allowed to do signature verification in Fulton County, Georgia? The process is going VERY slowly.Pennsylvania just found 205,000 votes more than they had voters. Therefore, we WIN Pennsylvania!!!","Why is the process in Fulton County, Georgia so slow? Pennsylvania discovered 205,000 more votes than voters, hence we win Pennsylvania!","{""rouge-1"": 0.41509433483802066, ""rouge-2"": 0.0740740694101512, ""rouge-l"": 0.30188678766820937}",0.6666666666666666,"{""label"": ""LABEL_1"", ""score"": 0.9994990825653076}"
tweet-sno-1251,"When are we going to be allowed to do signature verification in Fulton County, Georgia? The process is going VERY slowly.Pennsylvania just found 205,000 votes more than they had voters. Therefore, we WIN Pennsylvania!!!","Can we finally do signature verification in Fulton County, Georgia? With Pennsylvania finding 205,000 more votes than voters, we are the winners in Pennsylvania!","{""rouge-1"": 0.5185185136899864, ""rouge-2"": 0.21052631097568494, ""rouge-l"": 0.44444443961591223}",0.6,"{""label"": ""LABEL_1"", ""score"": 0.9994940757751465}"
tweet-sno-1251,"When are we going to be allowed to do signature verification in Fulton County, Georgia? The process is going VERY slowly.Pennsylvania just found 205,000 votes more than they had voters. Therefore, we WIN Pennsylvania!!!","What's the hold up with signature verification in Fulton County, Georgia? Since Pennsylvania had 205,000 more votes than voters, it means we win Pennsylvania!","{""rouge-1"": 0.4642857093877551, ""rouge-2"": 0.17543859167743936, ""rouge-l"": 0.3928571379591837}",0.6,"{""label"": ""LABEL_1"", ""score"": 0.9995088577270508}"
tweet-sno-1251,"When are we going to be allowed to do signature verification in Fulton County, Georgia? The process is going VERY slowly.Pennsylvania just found 205,000 votes more than they had voters. Therefore, we WIN Pennsylvania!!!","When will Fulton County, Georgia allow signature verification? Pennsylvania identified 205,000 more votes than voters, thus we win Pennsylvania!","{""rouge-1"": 0.3921568580699731, ""rouge-2"": 0.03846153393491177, ""rouge-l"": 0.31372548552095353}",0.6666666666666666,"{""label"": ""LABEL_1"", ""score"": 0.9995085000991821}"
tweet-sno-1252,"YOU CANNOT be “cleared” for a gathering by a negative COVID test 1) Might be too early in course to detect virus 2) ~20% of tests are false negatives 3) You could become infected literally 0.1 seconds after your swab Sincerely, An increasingly desperate ER doctor",A negative COVID-19 test will not clear you for a gathering.,"{""rouge-1"": 0.17857142541454082, ""rouge-2"": 0.07142856849489808, ""rouge-l"": 0.10714285398596948}",0.8983050847457628,"{""label"": ""LABEL_1"", ""score"": 0.9994195699691772}"
tweet-sno-1252,"YOU CANNOT be “cleared” for a gathering by a negative COVID test 1) Might be too early in course to detect virus 2) ~20% of tests are false negatives 3) You could become infected literally 0.1 seconds after your swab Sincerely, An increasingly desperate ER doctor",You cannot be cleared to attend a gathering by a negative COVID-19 test.,"{""rouge-1"": 0.28070175106186523, ""rouge-2"": 0.13793103120095132, ""rouge-l"": 0.210526312465374}",0.7966101694915254,"{""label"": ""LABEL_1"", ""score"": 0.9994351267814636}"
tweet-sno-1252,"YOU CANNOT be “cleared” for a gathering by a negative COVID test 1) Might be too early in course to detect virus 2) ~20% of tests are false negatives 3) You could become infected literally 0.1 seconds after your swab Sincerely, An increasingly desperate ER doctor",A negative test result does not mean you are safe for a gathering.,"{""rouge-1"": 0.2068965482461356, ""rouge-2"": 0.0689655139595721, ""rouge-l"": 0.10344827238406672}",0.9152542372881356,"{""label"": ""LABEL_1"", ""score"": 0.9993587136268616}"
tweet-sno-1252,"YOU CANNOT be “cleared” for a gathering by a negative COVID test 1) Might be too early in course to detect virus 2) ~20% of tests are false negatives 3) You could become infected literally 0.1 seconds after your swab Sincerely, An increasingly desperate ER doctor","Even with a negative COVID-19 test, you are not cleared for gatherings.","{""rouge-1"": 0.14035087386888281, ""rouge-2"": 0.035087716183441336, ""rouge-l"": 0.10526315457063723}",0.8983050847457628,"{""label"": ""LABEL_1"", ""score"": 0.9993911981582642}"
tweet-sno-1252,"YOU CANNOT be “cleared” for a gathering by a negative COVID test 1) Might be too early in course to detect virus 2) ~20% of tests are false negatives 3) You could become infected literally 0.1 seconds after your swab Sincerely, An increasingly desperate ER doctor",Testing negative for COVID-19 does not clear you for attending a gathering.,"{""rouge-1"": 0.14285713970025515, ""rouge-2"": 0.035087716183441336, ""rouge-l"": 0.10714285398596948}",0.9152542372881356,"{""label"": ""LABEL_1"", ""score"": 0.9993721842765808}"
tweet-sno-1253,"My family & I went tolast night. Great food. I used an old photo since we didn't take one last night. I'm glad this tweet has generated so much attention. I hope people support Gino and his team at. Small business is hurting, & they need our support",My family and I went to a restaurant last night. Great food. I used an old photo since we didn't take one last night. I'm happy this tweet has generated so much attention. I hope people support Gino and his team. Small businesses are hurting and they need our support.,"{""rouge-1"": 0.8372092973255815, ""rouge-2"": 0.7157894686847647, ""rouge-l"": 0.8372092973255815}",0.1746031746031746,"{""label"": ""LABEL_1"", ""score"": 0.9994786381721497}"
tweet-sno-1253,"My family & I went tolast night. Great food. I used an old photo since we didn't take one last night. I'm glad this tweet has generated so much attention. I hope people support Gino and his team at. Small business is hurting, & they need our support",We visited a restaurant with my family last night. The food was excellent. I used an old photo because we didn't take any last night. I'm glad this tweet has garnered so much attention. I hope people will support Gino and his team. Small businesses are struggling and need our support.,"{""rouge-1"": 0.6741572983764677, ""rouge-2"": 0.4791666616688368, ""rouge-l"": 0.6741572983764677}",0.359375,"{""label"": ""LABEL_1"", ""score"": 0.9994581341743469}"
tweet-sno-1253,"My family & I went tolast night. Great food. I used an old photo since we didn't take one last night. I'm glad this tweet has generated so much attention. I hope people support Gino and his team at. Small business is hurting, & they need our support",My family and I dined out last night. The food was amazing. I used an old photo from before since we didn't take any pictures last night. I'm pleased this tweet has received so much attention. I hope people will support Gino and his team. Small businesses are suffering and they need our support.,"{""rouge-1"": 0.7111111061209876, ""rouge-2"": 0.4848484798612387, ""rouge-l"": 0.7111111061209876}",0.3235294117647059,"{""label"": ""LABEL_1"", ""score"": 0.9994469285011292}"
tweet-sno-1253,"My family & I went tolast night. Great food. I used an old photo since we didn't take one last night. I'm glad this tweet has generated so much attention. I hope people support Gino and his team at. Small business is hurting, & they need our support",We had dinner at a restaurant last night as a family. The food was fantastic. I reused an old photo because we didn't take any last night. I'm glad this tweet got so much attention. I wish people would support Gino and his team. Small businesses are in trouble and need our support.,"{""rouge-1"": 0.6222222172320989, ""rouge-2"": 0.36734693378384015, ""rouge-l"": 0.6222222172320989}",0.4393939393939394,"{""label"": ""LABEL_1"", ""score"": 0.9994569420814514}"
tweet-sno-1253,"My family & I went tolast night. Great food. I used an old photo since we didn't take one last night. I'm glad this tweet has generated so much attention. I hope people support Gino and his team at. Small business is hurting, & they need our support",My family and I ate out last night. The food was great. I used an old picture since we didn't take one last night. I'm happy this tweet has caught so much attention. I hope people rally behind Gino and his team. Small businesses are struggling and need our help.,"{""rouge-1"": 0.6896551674144538, ""rouge-2"": 0.4631578897373962, ""rouge-l"": 0.6896551674144538}",0.3492063492063492,"{""label"": ""LABEL_1"", ""score"": 0.9994627833366394}"
tweet-sno-1254,Did anyone go to a high school with a pool under the basketball court? The Bedford Falls High School gym always fascinated me. #ItsAWonderfulLife,Did anyone attend a high school with a pool beneath the basketball court? The Bedford Falls High School gym always intrigued me. #ItsAWonderfulLife,"{""rouge-1"": 0.8444444394469136, ""rouge-2"": 0.7111111061135803, ""rouge-l"": 0.8444444394469136}",0.125,"{""label"": ""LABEL_1"", ""score"": 0.9994754195213318}"
tweet-sno-1254,Did anyone go to a high school with a pool under the basketball court? The Bedford Falls High School gym always fascinated me. #ItsAWonderfulLife,Has anyone gone to a high school that had a pool under the basketball court? I always found the Bedford Falls High School gym fascinating. #ItsAWonderfulLife,"{""rouge-1"": 0.7234042503214125, ""rouge-2"": 0.49999999500868053, ""rouge-l"": 0.6808510588320508}",0.29411764705882354,"{""label"": ""LABEL_1"", ""score"": 0.9994719624519348}"
tweet-sno-1254,Did anyone go to a high school with a pool under the basketball court? The Bedford Falls High School gym always fascinated me. #ItsAWonderfulLife,Did anyone's high school have a pool beneath the basketball court? The Bedford Falls High School gym always caught my interest. #ItsAWonderfulLife,"{""rouge-1"": 0.7111111061135803, ""rouge-2"": 0.49999999501033066, ""rouge-l"": 0.7111111061135803}",0.25,"{""label"": ""LABEL_1"", ""score"": 0.999478280544281}"
tweet-sno-1254,Did anyone go to a high school with a pool under the basketball court? The Bedford Falls High School gym always fascinated me. #ItsAWonderfulLife,Did anyone's high school feature a pool under the basketball court? The gym at Bedford Falls High School always fascinated me. #ItsAWonderfulLife,"{""rouge-1"": 0.8444444394469136, ""rouge-2"": 0.5909090859194216, ""rouge-l"": 0.7999999950024692}",0.21875,"{""label"": ""LABEL_1"", ""score"": 0.9994743466377258}"
tweet-sno-1254,Did anyone go to a high school with a pool under the basketball court? The Bedford Falls High School gym always fascinated me. #ItsAWonderfulLife,Did anyone go to a high school where there was a pool under the basketball court? I was always fascinated by the Bedford Falls High School gym. #ItsAWonderfulLife,"{""rouge-1"": 0.8333333283420139, ""rouge-2"": 0.639999995032, ""rouge-l"": 0.7499999950086805}",0.3055555555555556,"{""label"": ""LABEL_1"", ""score"": 0.9994737505912781}"
tweet-sno-1255,It's a wonderful life (east coast feed) about to show the pool under the basketball court that still is there at my high school. #Beverly,The pool under the basketball court from 'It's a Wonderful Life' at my high school is still there and in use.,"{""rouge-1"": 0.5777777728000001, ""rouge-2"": 0.3181818132231406, ""rouge-l"": 0.3999999950222222}",0.9032258064516129,"{""label"": ""LABEL_1"", ""score"": 0.9993903636932373}"
tweet-sno-1255,It's a wonderful life (east coast feed) about to show the pool under the basketball court that still is there at my high school. #Beverly,The retractable basketball court and pool from 'It's a Wonderful Life' are still operational at my high school.,"{""rouge-1"": 0.4285714236734694, ""rouge-2"": 0.1951219463652589, ""rouge-l"": 0.3333333284353742}",0.8064516129032258,"{""label"": ""LABEL_1"", ""score"": 0.9994340538978577}"
tweet-sno-1255,It's a wonderful life (east coast feed) about to show the pool under the basketball court that still is there at my high school. #Beverly,The swimming pool and basketball court from 'It's a Wonderful Life' are currently in use at my high school.,"{""rouge-1"": 0.3720930183234181, ""rouge-2"": 0.19047618557823143, ""rouge-l"": 0.32558139041644135}",0.8387096774193549,"{""label"": ""LABEL_1"", ""score"": 0.9994057416915894}"
tweet-sno-1255,It's a wonderful life (east coast feed) about to show the pool under the basketball court that still is there at my high school. #Beverly,"At my high school, the pool and basketball court from 'It's a Wonderful Life' remain in use today.","{""rouge-1"": 0.3333333284353742, ""rouge-2"": 0.1463414585603809, ""rouge-l"": 0.19047618557823143}",0.967741935483871,"{""label"": ""LABEL_1"", ""score"": 0.9994068145751953}"
tweet-sno-1255,It's a wonderful life (east coast feed) about to show the pool under the basketball court that still is there at my high school. #Beverly,The basketball court hiding a swimming pool from 'It's a Wonderful Life' is still functional at my high school.,"{""rouge-1"": 0.47619047129251707, ""rouge-2"": 0.19047618557823143, ""rouge-l"": 0.3333333284353742}",0.8064516129032258,"{""label"": ""LABEL_1"", ""score"": 0.9994014501571655}"
tweet-sno-1256,"Yes it's real. Yes, it's powered by Intel. And yes, it has a chicken warmer. 😅 #KFConsole #IntelGaming","Yes, it's real. Yes, it's powered by Intel. And yes, it includes a chicken warmer. 😅 #KFConsole #IntelGaming","{""rouge-1"": 0.9090909040955004, ""rouge-2"": 0.84848484348944, ""rouge-l"": 0.9090909040955004}",0.05714285714285714,"{""label"": ""LABEL_1"", ""score"": 0.9994459748268127}"
tweet-sno-1256,"Yes it's real. Yes, it's powered by Intel. And yes, it has a chicken warmer. 😅 #KFConsole #IntelGaming","Indeed, it's real. It's powered by Intel, and it features a chicken warmer. 😅 #KFConsole #IntelGaming","{""rouge-1"": 0.6666666616712582, ""rouge-2"": 0.43749999501953124, ""rouge-l"": 0.6666666616712582}",0.23529411764705882,"{""label"": ""LABEL_1"", ""score"": 0.9994626641273499}"
tweet-sno-1256,"Yes it's real. Yes, it's powered by Intel. And yes, it has a chicken warmer. 😅 #KFConsole #IntelGaming","Absolutely, it's real. It runs on Intel and includes a chicken warmer. 😅 #KFConsole #IntelGaming","{""rouge-1"": 0.5624999950195313, ""rouge-2"": 0.3870967692403746, ""rouge-l"": 0.5624999950195313}",0.38235294117647056,"{""label"": ""LABEL_1"", ""score"": 0.9994719624519348}"
tweet-sno-1256,"Yes it's real. Yes, it's powered by Intel. And yes, it has a chicken warmer. 😅 #KFConsole #IntelGaming","Yes, it's genuinely real. Powered by Intel and has a chicken warmer. 😅 #KFConsole #IntelGaming","{""rouge-1"": 0.7499999950195314, ""rouge-2"": 0.5161290273048909, ""rouge-l"": 0.7499999950195314}",0.3235294117647059,"{""label"": ""LABEL_1"", ""score"": 0.9994872808456421}"
tweet-sno-1256,"Yes it's real. Yes, it's powered by Intel. And yes, it has a chicken warmer. 😅 #KFConsole #IntelGaming","Definitely real, powered by Intel, and equipped with a chicken warmer. 😅 #KFConsole #IntelGaming","{""rouge-1"": 0.5161290273048909, ""rouge-2"": 0.399999995088889, ""rouge-l"": 0.5161290273048909}",0.4117647058823529,"{""label"": ""LABEL_1"", ""score"": 0.9994701743125916}"
tweet-sno-1257,"Mayor Buttigieg says he’s a gay Christian. As a Christian I believe the Bible which defines homosexuality as sin, something to be repentant of, not something to be flaunted, praised or politicized. The Bible says marriage is between a man & a woman—not two men, not two women. 2/3","According to the Bible, homosexuality is a sin and should be repented of, not flaunted or praised, and marriage should be between a man and a woman.","{""rouge-1"": 0.40677965643205977, ""rouge-2"": 0.08450703769093457, ""rouge-l"": 0.30508474117782247}",0.7428571428571429,"{""label"": ""LABEL_1"", ""score"": 0.9993579983711243}"
tweet-sno-1257,"Mayor Buttigieg says he’s a gay Christian. As a Christian I believe the Bible which defines homosexuality as sin, something to be repentant of, not something to be flaunted, praised or politicized. The Bible says marriage is between a man & a woman—not two men, not two women. 2/3","As a Christian, I believe that homosexuality is defined as a sin in the Bible, and should be repented of rather than flaunted or politicized.","{""rouge-1"": 0.3548387049323622, ""rouge-2"": 0.0857142812081635, ""rouge-l"": 0.32258064041623313}",0.7714285714285715,"{""label"": ""LABEL_1"", ""score"": 0.9993897676467896}"
tweet-sno-1257,"Mayor Buttigieg says he’s a gay Christian. As a Christian I believe the Bible which defines homosexuality as sin, something to be repentant of, not something to be flaunted, praised or politicized. The Bible says marriage is between a man & a woman—not two men, not two women. 2/3","The Bible states that marriage should only be between a man and a woman, and defines homosexuality as a sin to be repented of, not flaunted or praised.","{""rouge-1"": 0.4838709629968783, ""rouge-2"": 0.19178081725652105, ""rouge-l"": 0.45161289848074926}",0.7857142857142857,"{""label"": ""LABEL_1"", ""score"": 0.9993031024932861}"
tweet-sno-1257,"Mayor Buttigieg says he’s a gay Christian. As a Christian I believe the Bible which defines homosexuality as sin, something to be repentant of, not something to be flaunted, praised or politicized. The Bible says marriage is between a man & a woman—not two men, not two women. 2/3","According to Christian beliefs and the Bible, homosexuality is a sin and something to be repented of, not celebrated, and marriage should be between one man and one woman.","{""rouge-1"": 0.42622950349905936, ""rouge-2"": 0.08108107637691774, ""rouge-l"": 0.3934426182531578}",0.7714285714285715,"{""label"": ""LABEL_1"", ""score"": 0.9993225336074829}"
